 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband maternal gpm gmm
intercept 0.006904235929795174 0.00012008639136443618 -0.0013808187247632184 -0.001075428289677108 0.002726247056409113 0.0028332329211995014 8.71307712034175e-05 -3.605000501827169e-06 0.0004194772249241137 5.653880519119826e-05 -4.257767677216495e-05 2.0377518558836694e-05 -4.902420534711197e-05 1.963969269757063e-05 -1.3719373854589129e-05 -8.449118523141841e-07 9.921524316402317e-06 7.589662244721198e-06 -1.4213298421057706e-05 -2.3122845531214396e-06 -5.762796647255595e-05 6.874273315041663e-06 3.6842036739926492e-06 -1.2494625000951588e-05 -4.587646680750195e-06 2.4807259574588655e-05 -3.9361872359197234e-05 0.00022913472053303206 0.0002714400918982461 4.784586476519774e-05
AGE 0.00012008639136443628 1.3927022137457305e-05 -1.807161248334625e-05 -6.185274719599823e-06 7.881292001023485e-06 1.292827613189977e-05 -1.063425054301968e-06 9.706599015817202e-07 -2.3654788919000134e-06 1.1639180777932305e-07 3.674948639928187e-07 -7.578069661684222e-07 -3.099002349151337e-07 -9.662319167318843e-09 2.947891293367123e-07 7.831592129931005e-07 -5.270002253001943e-07 -4.7391950394883624e-07 -7.153339305610547e-07 -6.916591997387937e-08 -4.287920017554172e-07 -3.148953236095411e-07 1.6067794517267197e-07 7.654097466292706e-09 5.619920895557751e-07 -5.545268220917886e-07 -1.7979960537046744e-06 5.969598872778615e-06 3.204695700756662e-05 -3.096261121884479e-05
sex -0.001380818724763236 -1.8071612483345773e-05 0.010237882600130746 0.005059308444248584 -0.009083841085440705 -0.008134158340453572 8.865647441805896e-06 1.920614151084727e-06 1.9477345122799978e-05 3.179187962370406e-06 6.7129804769238206e-06 9.750659539992947e-06 -9.196567230349559e-06 -1.130017281058463e-05 -9.23350131977548e-06 1.56785779703664e-05 5.442912410827349e-06 5.934827698495633e-06 2.0609484930358897e-06 6.9565191999153e-06 -8.535894278649434e-06 -1.980046467778659e-05 6.282814547417833e-06 -4.003960888515198e-06 -4.5552118865669e-06 -1.0138104622283273e-05 -0.00012021270303128781 -9.816834617973767e-05 0.0005359140848799616 -0.00019037795592421114
age_sex -0.0010754282896771948 -6.1852747196003365e-06 0.005059308444248877 0.009864544573597384 -0.002565524995940447 -0.00845288684665453 -2.0626634011697275e-06 9.064721386385635e-06 -9.460721783052906e-06 4.303146067179947e-06 -4.239446695138698e-06 9.328821156644888e-06 -3.7144351546562487e-06 -5.281914584597814e-06 -5.618193749463082e-06 9.610362203704281e-06 -1.4827981328269678e-05 -4.058341214159705e-06 6.092860208411195e-06 3.007624391967625e-06 -1.9257732353267913e-05 -9.6538802111271e-06 5.977687199016472e-07 2.5945165293103533e-06 -1.1045467117856523e-05 -9.08475144095376e-06 -0.00014642136408190865 -7.840348961193234e-05 0.00023708804097541855 -0.00023588436722370731
age2_sex 0.002726247056409068 7.88129200102161e-06 -0.009083841085440405 -0.0025655249959397994 0.01867726864375399 0.014584756670373976 3.931692657986061e-06 5.839328127991615e-08 -7.328999852491579e-06 -2.2863125749186916e-06 4.0875921944972276e-07 -1.2147314832640099e-05 6.437624016335863e-06 2.486238575837059e-05 8.548081650255811e-07 -2.781090874440303e-05 1.3772939570113306e-05 -9.926927318856397e-06 -1.6885581249164172e-06 -6.075887172194575e-06 7.295612459342568e-06 2.600346049615027e-05 -8.016491012380263e-06 -1.2194207112604797e-05 -2.1735941846136617e-06 2.1074999714129403e-05 -3.5733209313073227e-05 0.0002903405986670239 -0.0004064511714045115 -8.698896705865713e-06
age3_sex 0.002833232921199529 1.2928276131898768e-05 -0.008134158340453555 -0.008452886846654075 0.014584756670374417 0.017452540796814502 1.160865833468181e-05 -7.569474988513161e-06 5.525088032232702e-06 -3.2219512977416596e-06 9.48633297703512e-06 -1.4774397737132766e-05 7.339624184087452e-07 2.3124225260119952e-05 5.261309585991418e-06 -1.868578273327923e-05 2.116278677542353e-05 -8.263408316851061e-06 -8.909449145646626e-06 -1.0980894042568141e-05 2.343226504930177e-05 2.4384480039201375e-05 -7.586905905573116e-06 -2.0781281193972115e-05 1.064744111153194e-05 2.0750015595649724e-05 -1.1304114679636095e-05 0.0002629638010337174 -0.0003497465389784202 0.00010524478925659607
PC.PC1 8.713077120341711e-05 -1.063425054301974e-06 8.865647441805086e-06 -2.062663401169823e-06 3.931692657986995e-06 1.1608658334682519e-05 1.9856075885717927e-05 4.001426196827563e-06 2.1240559241932002e-05 -2.5207540030899775e-06 6.424178327492563e-06 8.280387484098286e-07 -6.893751415549723e-06 3.2644544255151858e-06 -3.612390390305718e-06 1.7255272052453113e-06 4.295573833722741e-06 4.189846427679959e-07 -6.640319024643107e-07 -1.8310287163079317e-06 4.775624247860082e-07 -2.1968019304599522e-07 4.3559158004458865e-08 -5.128495042920075e-07 -1.386961299907126e-06 1.163449268709697e-06 -2.90918292800894e-06 -1.2482490209004735e-05 2.6478079634529063e-05 -1.8967089391492645e-05
PC.PC2 -3.605000501827561e-06 9.70659901581718e-07 1.9206141510827166e-06 9.064721386381937e-06 5.8393281279304534e-08 -7.5694749885109544e-06 4.001426196827547e-06 6.4288360644182315e-06 6.285009539032851e-07 -7.770928133844732e-07 2.1412072757479087e-06 -1.0867828332068952e-06 -1.5549890408432253e-06 3.8610361222255767e-07 -1.2717224350426627e-06 5.739975710786288e-07 -3.4938448604554236e-07 -8.058029688835269e-07 -1.331271516190978e-06 -8.808678895605237e-07 2.123435025725224e-08 4.825469763645097e-07 -7.115237097514539e-09 -1.9080023634307992e-07 -1.251360896082431e-06 1.0768211329049565e-06 2.1116179341561142e-07 -8.237127774764037e-06 1.2225870603943745e-05 -7.502234308617962e-07
PC.PC3 0.0004194772249241135 -2.365478891899987e-06 1.947734512279654e-05 -9.460721783056294e-06 -7.328999852489694e-06 5.525088032236256e-06 2.124055924193203e-05 6.285009539033396e-07 5.978186234260305e-05 2.8151655916902835e-06 7.8766024067706e-07 3.925189386524076e-06 -8.347117635236206e-06 3.672578407307469e-06 -4.035789618934591e-06 1.4030557047395887e-06 6.214506065415715e-06 1.1484110896863463e-06 5.174575506212785e-07 -6.267735758362365e-07 -3.6260467353925645e-06 1.310376242771549e-06 1.372740883065139e-07 -1.4698719642935262e-06 -2.736090297052867e-06 4.278268741122381e-06 -6.3248805643078435e-06 2.153828088047883e-05 3.546571355761807e-05 -4.472159963551938e-05
PC.PC4 5.653880519119848e-05 1.1639180777933256e-07 3.1791879623705512e-06 4.3031460671799884e-06 -2.2863125749188424e-06 -3.2219512977417765e-06 -2.5207540030899754e-06 -7.770928133844676e-07 2.815165591690299e-06 7.227411918144456e-06 -2.540458829739389e-06 -7.977523624413055e-08 1.424313068459135e-06 -4.714982926927244e-07 4.261829923461121e-07 -4.128618881084861e-07 -8.200074704715233e-07 5.258427219477126e-07 -4.06879867326672e-08 1.3232100239263376e-06 -2.2141630726790826e-06 4.3343154974533086e-07 -1.1693929883964341e-07 -6.967923587176156e-07 4.29007600380066e-07 1.3669646827451912e-06 -1.9270154083997275e-06 1.6361801125873595e-05 -9.026773680712293e-06 -5.484149897626661e-06
