 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.00031611498767105035 2.3724297355372403e-06 -1.5082040528831156e-06 -1.0603013641972382e-05 4.642387928342534e-06 6.427066263578822e-06 4.7649616054138694e-07 2.065587683477208e-06 -1.1114863302923444e-06 8.931176831805823e-07 2.273657886861623e-07 5.50260958763249e-07 -1.1684485471366216e-07 2.5736373824272987e-07 -5.601632914987037e-08 3.078841489618813e-07 9.755032107591025e-07 1.3198190708975034e-07 -9.360116457269025e-07 -6.278853329524938e-08 -8.609358832937322e-07 5.200828774267788e-07 1.7451790884173738e-06 -7.758717229602314e-09 1.4505430428721451e-07 -1.0279807096305558e-06 1.1120627966216596e-06
AGE 2.3724297355372725e-06 7.516241400004748e-07 5.713745958225357e-07 6.602670028540991e-07 -7.742602822456654e-07 -5.3337994670845e-07 -2.2464149679682768e-08 7.390505132794577e-08 -3.5792544646701306e-08 3.4731858636914974e-08 8.604779938057757e-08 3.9555849073575355e-08 -6.420546985379284e-08 1.7003125121147228e-08 6.033270663088051e-09 5.499111158393823e-08 6.984330616263775e-08 7.0006021546294866e-09 -7.001008536350593e-08 1.6361246556318533e-08 5.737382592627662e-09 -1.9691459832117036e-08 5.203725007508345e-10 -1.0980459503032956e-08 1.949050482734818e-08 -4.2044670982562e-08 -1.5502712618466648e-07
sex -1.5082040528832346e-06 5.713745958225484e-07 0.0011538989518740028 9.138210055320789e-05 -0.0003060416565642346 -7.341700025650195e-05 2.918516811388927e-07 3.150867053455448e-07 -2.851684686544465e-07 6.385185806906054e-08 1.6584286820989137e-06 -8.452312781821902e-07 -3.9362849200386204e-07 -1.265912528733867e-08 -3.7076099837725533e-07 -2.748864302084019e-07 5.022864782005305e-07 -5.789066433449021e-07 -2.8069408544344176e-07 3.987647082462575e-07 -2.954379021411994e-07 -8.76548874702204e-07 -1.9106487410371002e-07 -6.118626460915587e-07 -4.047498057789994e-07 6.795473108757339e-07 -1.4412653912294085e-06
age_sex -1.0603013641972482e-05 6.60267002854086e-07 9.138210055320396e-05 0.0005855112667885785 -6.942498572132412e-05 -0.00020959163494752784 4.921606266343009e-07 2.654984019997447e-07 -6.270197626433084e-08 4.759184956617958e-07 7.053649263693944e-08 2.717622441093312e-07 -3.803920434428282e-07 1.268531642000863e-07 -5.740294787916552e-09 1.0806036447292286e-06 -8.594118526876303e-07 -7.260896762202342e-08 6.878845176250994e-07 5.078088020729027e-08 -2.758666452461845e-07 -8.095350264975694e-08 -7.523146196508319e-07 -4.488071442356398e-07 1.43553780376078e-07 2.3781150915493797e-07 -8.294285198710377e-06
age2_sex 4.642387928342639e-06 -7.742602822456714e-07 -0.00030604165656423403 -6.942498572132691e-05 0.00017899256317671706 6.135458059763583e-05 -1.9090367621618973e-08 -1.0019967947477936e-07 2.3843601281846956e-07 -9.345198291977273e-08 -5.347236646933698e-07 1.7259058700751434e-07 1.8235377798773727e-07 -9.406151390775799e-08 1.41540346842131e-07 2.090558136008414e-08 1.2680898611605533e-07 1.928804863745314e-07 1.9774776920077875e-07 -3.459095678594621e-07 4.791970614713978e-08 -6.134314269939902e-08 2.768145079477634e-07 1.6103677089148685e-07 1.1293857623242978e-07 1.2673185011866357e-08 1.22349524036927e-06
age3_sex 6.4270662635788614e-06 -5.333799467084463e-07 -7.341700025650032e-05 -0.00020959163494752847 6.135458059763472e-05 0.00010764203244895789 -1.0191484132124229e-07 -5.550696629122187e-08 1.77636541607822e-07 -1.3801782081981097e-07 -1.4135161776628473e-07 -6.034544687564697e-08 1.46992582931979e-07 3.363129621679286e-09 -4.997164985042977e-08 -3.595415926574175e-07 3.556205415522576e-07 -4.719287645589146e-08 -3.096739515266286e-07 -1.4650109904182406e-07 7.048626591413191e-08 -6.287117688531433e-08 8.651882059793648e-08 9.236873208856695e-08 -9.475383945783673e-08 5.728555502057206e-08 1.5907285979675564e-06
PC.PC1 4.764961605413828e-07 -2.2464149679682834e-08 2.918516811388903e-07 4.921606266343019e-07 -1.9090367621616697e-08 -1.0191484132124208e-07 6.011509056008337e-07 -2.8017518243812606e-08 9.723045528639886e-09 -8.113673754047176e-09 -4.3925095077019923e-08 1.345688448465122e-08 -1.0624305048883727e-08 3.069281575475305e-08 5.046606832775452e-08 -1.5832247321157447e-08 -2.0610111935511964e-08 2.0558194496087527e-08 -8.445268459669787e-09 -3.244102421111117e-08 4.4105433871379724e-08 9.486239142753783e-09 1.4952186268440286e-08 -1.869268477291183e-08 -1.2656481253048819e-08 -4.546536977454409e-09 -9.640465506523677e-07
PC.PC2 2.0655876834773286e-06 7.390505132794581e-08 3.150867053455456e-07 2.6549840199974945e-07 -1.0019967947477778e-07 -5.550696629122236e-08 -2.8017518243811947e-08 1.1502249035968095e-06 -5.1817434212693844e-08 6.097097131667855e-08 2.1251199895919927e-08 -1.1323048591994015e-08 -6.392273367892085e-09 -3.158444221236804e-08 2.2837261310869812e-08 2.344405312541803e-08 3.5725355601226397e-09 -2.3058167918381713e-08 -2.2324976460839447e-08 -1.3914250834805891e-08 -3.482579159782093e-08 6.212924937173271e-08 1.4142165543290767e-08 1.533412918290663e-08 6.193987197592677e-09 1.4599299869479924e-08 1.0158669837445536e-07
PC.PC3 -1.1114863302923655e-06 -3.579254464670121e-08 -2.851684686544432e-07 -6.270197626433064e-08 2.384360128184675e-07 1.7763654160782178e-07 9.723045528640088e-09 -5.18174342126936e-08 1.2936916781079341e-06 1.074020587607785e-08 6.673309721759166e-08 1.2147184681436079e-08 2.423161665339779e-08 -6.522095502187711e-08 2.5524892204462383e-09 4.466709911832212e-08 -1.700248667838266e-08 -1.2483651355198906e-08 -2.0512621505983325e-09 4.009373598624441e-08 3.542781067612399e-08 -6.175357674827095e-08 -6.8823119720980145e-09 8.205302391333656e-08 2.6142398524629643e-08 9.688031502114794e-09 -1.3750618630949477e-06
PC.PC4 8.931176831805827e-07 3.4731858636915166e-08 6.385185806905744e-08 4.7591849566179715e-07 -9.345198291977084e-08 -1.3801782081981102e-07 -8.1136737540465e-09 6.097097131667846e-08 1.0740205876077265e-08 1.6429735628501342e-06 1.2022207584797287e-07 -5.1371817039793425e-08 1.3646224050844576e-07 5.8709389984491977e-08 1.1055629585281263e-08 -2.579149730073812e-08 -1.8885532576364715e-08 5.7981548911549684e-08 -2.565396280621267e-08 5.089222457567628e-08 5.959605163761426e-09 4.6318628484203975e-08 -9.26492967073788e-09 7.830420783558802e-09 -2.1977783739941386e-09 -5.090654534489852e-08 -2.7909038926457966e-07
