 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gmp gpm gmm
PC.PC5 -7.582988674153345e-07 7.918443804297693e-08 7.392754624412782e-06 5.6965592012275515e-06 2.264331079787504e-06 2.2983089959290278e-07 7.637278586272527e-08 9.713565452211086e-08 1.5813630348082727e-07 3.4118207032427336e-07 2.663228701731722e-06 8.838825877722035e-08 1.4996641707268484e-07 -9.504060351268796e-08 5.2092337747755735e-08 1.223041307671235e-07 5.539118766077456e-08 2.574275468433527e-07 -1.8122794892070335e-09 8.370721598083344e-08 2.65173397504329e-08 6.003424972744363e-08 -3.1055144023998795e-08 -8.801874764263417e-09 2.0501176950274353e-07 -8.278237072897523e-08 1.0024217495051727e-06 3.021621459399623e-06 3.739732203608923e-08 -3.297345618537734e-06 -4.5201971571072285e-06 8.212904795576374e-07 -5.446328580617896e-06
PC.PC6 -1.9159106183325743e-06 -2.5717643112947833e-12 -4.271722436383331e-07 5.335438831419359e-06 8.379144783540253e-06 2.9490051152414384e-06 -6.9315846011269546e-09 -6.175837278109764e-07 2.2854836473490644e-07 -2.0375194754696264e-07 8.838825877721969e-08 3.141214676434701e-06 1.3660011166997606e-07 3.3736886877939806e-08 -2.8702654092608557e-07 1.1491239894955413e-07 9.574943346175551e-07 1.1729821625336092e-07 2.882739672133442e-07 2.436834445798599e-07 2.5024834321063177e-07 -1.8476186521541894e-07 -3.5585764247767415e-07 1.808078825606974e-07 2.0194844977147972e-07 -2.7088393951044566e-07 1.6636249283367156e-06 -2.8963673466124576e-06 3.402363332458553e-06 -2.9817394476242144e-06 -3.2080420136171283e-07 -8.101443172935438e-06 7.715592119018982e-07
PC.PC7 1.1892914171951861e-06 -1.152184096182813e-08 1.2458205594180713e-06 -5.624479787446294e-07 -5.562063335088157e-07 1.3107669919408663e-08 -8.910616344500371e-08 -1.3282717468576399e-07 4.1406813068747945e-08 1.3390655014313977e-07 1.499664170726847e-07 1.3660011166997532e-07 2.478751306375804e-06 2.713506333693952e-07 3.224877270611897e-08 -4.2658625493659836e-08 1.857933672454298e-07 -2.69104864289564e-07 2.7390638981524217e-08 3.1997922297129826e-07 1.0738580375814038e-07 1.1752719952905581e-07 -6.337782257733607e-08 1.1289841191961321e-07 3.721228720250845e-08 -6.36430474327773e-08 2.526059263172753e-07 5.838594893763917e-07 3.733972194382675e-06 9.646244536669914e-07 -5.29846577360285e-07 -3.2807210036483942e-06 -3.537367537226083e-06
PC.PC8 -1.0021850174784384e-06 -9.011297647719617e-08 5.124065047715438e-06 7.685471434041394e-06 6.9289442009761674e-06 1.86764091925625e-06 5.742844597956439e-08 -2.8335602376792113e-08 -3.623708269849761e-08 -1.2831344667327666e-08 -9.504060351268841e-08 3.373688687794009e-08 2.713506333693945e-07 3.2422252001067105e-06 5.1184206756300905e-08 -2.2738570003886467e-07 5.585179720753792e-08 1.5556606379409703e-08 9.775092963097719e-08 -8.978013217837811e-09 -1.3093838543042073e-09 6.215721608326949e-08 -6.911273446243198e-08 -9.94226350810204e-08 4.641234019563424e-08 -8.871251235202407e-08 -1.0346757835206715e-06 -1.962995824440421e-06 -1.3753057713096505e-06 3.067280148629248e-06 4.095740965274645e-07 4.234444613751542e-06 -1.1742695406966801e-06
PC.PC9 -3.653354838868317e-06 -2.010793942008438e-07 3.0013488773523756e-06 3.972478810873499e-06 3.7997276853771653e-06 8.68270451237957e-07 3.6283194913547795e-08 -2.929189195904858e-08 2.1317142725108613e-08 6.543786517301034e-08 5.20923377477545e-08 -2.870265409260859e-07 3.2248772706118726e-08 5.118420675629938e-08 2.3990536681794114e-06 3.1867791585510374e-07 -3.012814700783805e-08 4.983170604605842e-08 -4.956616118691565e-07 3.3763173667747216e-08 2.9185863891431728e-08 6.255274312214947e-08 -5.67249141471937e-08 4.047103021228598e-08 4.490340286337741e-07 -1.2012757158676747e-07 5.872353070088173e-07 -4.80607283714588e-07 7.890897855250774e-06 -1.6912587309072682e-06 1.3688646898544674e-06 -6.620173339749562e-06 -9.080798715180432e-06
PC.PC10 4.4115621848869015e-08 7.958837037528601e-08 2.3608997166768525e-06 8.623009899708644e-06 5.485676413605965e-06 7.876929731961599e-07 -1.558316459391241e-08 3.8061188278566054e-08 1.247874820675916e-07 -3.302115553159839e-08 1.2230413076712323e-07 1.1491239894955497e-07 -4.2658625493659955e-08 -2.2738570003886417e-07 3.1867791585510554e-07 4.543099291842345e-06 -3.0054588983721e-07 -2.7371042266705e-07 2.91585631608838e-07 6.191329440840268e-08 -4.165595341704027e-08 1.753044729077363e-08 8.270244958466515e-08 -4.94992539211167e-07 -1.255017337990729e-07 3.891744157956862e-08 8.738372463436096e-07 -1.766168065155727e-07 -8.313963780729966e-07 2.6741607181213343e-06 4.216725880903242e-06 -2.9075109813119157e-06 2.4179581214175813e-06
PC.PC11 -4.009522935778974e-06 -9.653240218958241e-08 -5.287057947259922e-07 -2.117055804628286e-06 1.9020164851390787e-06 1.2232997398153594e-06 -5.395722371074142e-09 -4.573735293529623e-07 1.616402679432985e-07 -8.575376382270946e-08 5.5391187660774485e-08 9.574943346175558e-07 1.857933672454301e-07 5.585179720753792e-08 -3.012814700783926e-08 -3.005458898372107e-07 3.0439337840142013e-06 -1.5036679895010033e-07 1.416180761155614e-07 1.3798720842397532e-07 2.438744303373388e-07 -2.037042746787075e-07 -7.538737187216845e-08 -1.399816302459082e-07 6.265030740624966e-08 1.3739653528168568e-07 2.54687655184946e-06 -3.2467393803774746e-06 -5.879642099854477e-07 3.4862555289513413e-06 -1.6691722461803185e-07 9.705952549614224e-07 4.0604472683521127e-07
PC.PC12 -2.4178978041844315e-06 -2.2992154112441798e-07 3.945440732499218e-06 5.7232961862030036e-06 4.758118074266357e-06 1.093224774979409e-06 1.1703407393717814e-07 -2.2951313332508958e-07 -3.7555534517520765e-08 5.130548310627533e-09 2.5742754684335226e-07 1.172982162533611e-07 -2.691048642895635e-07 1.5556606379409375e-08 4.983170604605903e-08 -2.737104226670495e-07 -1.5036679895010068e-07 4.843565364719594e-06 -5.406083177625433e-07 4.0828835219797074e-08 9.045618210513217e-08 4.895055156299957e-07 -4.0035632773534565e-07 -3.721407590686423e-08 4.4144408883045346e-07 2.290517155842542e-08 3.472175744329738e-07 3.954134569293393e-06 3.739559812672011e-06 -1.328835676829244e-05 4.735740174668788e-06 -4.894471349290231e-07 -9.590786904640634e-06
PC.PC13 -4.572835164426742e-06 -2.089589521352927e-07 -1.2436644360713558e-06 -1.686950011700923e-06 -1.3104311610092338e-06 -4.652431079146141e-07 -1.4762042161912485e-07 8.462988019468455e-08 -2.9787118144794967e-08 -1.528091153116864e-08 -1.8122794892070292e-09 2.8827396721334337e-07 2.7390638981524237e-08 9.775092963097715e-08 -4.956616118691578e-07 2.915856316088385e-07 1.4161807611555923e-07 -5.406083177625424e-07 2.6848845077967693e-06 5.6877015696891065e-09 -1.2626835275652357e-07 1.898289268236802e-07 -9.701041727339514e-08 -1.7744918097000657e-07 -2.5884108276513975e-07 -2.2116015642399255e-07 9.048765323850626e-07 -2.654324213745944e-06 -1.1748161772768878e-05 6.930407051516879e-06 -1.3821174653263527e-06 1.6162884668605725e-05 7.580886062492979e-06
PC.PC14 2.910868446329479e-06 1.5346080704702048e-07 5.462527470871037e-06 1.0097677695424117e-06 -3.2424415123649415e-06 -1.7166611970721892e-06 -6.285508664922506e-08 -1.2993913312299187e-07 6.074316640921129e-08 -2.1034870832387944e-08 8.37072159808344e-08 2.4368344457986014e-07 3.199792229712983e-07 -8.978013217837351e-09 3.376317366774852e-08 6.191329440840396e-08 1.3798720842397481e-07 4.0828835219797425e-08 5.687701569688705e-09 2.7330733517305788e-06 2.3434103852428094e-07 -5.55784059121194e-08 -1.0533279085201903e-08 7.465317942470138e-08 9.723128914902921e-08 -1.7335330933216112e-07 -1.3488557985308528e-06 4.293651646113935e-06 -5.242243929308344e-07 1.2300659488020991e-06 -3.7127786435308283e-06 -5.465273188153033e-07 1.0031760413840208e-06
PC.PC15 1.4766911609423895e-06 1.2022443631206372e-07 4.612848605981471e-08 3.2721712778970897e-06 3.81598601102047e-06 8.19553298783749e-07 7.841212356191306e-08 -9.434381774383295e-08 4.125155577738923e-08 -3.580648556513918e-08 2.6517339750432324e-08 2.5024834321063193e-07 1.0738580375814011e-07 -1.3093838543047938e-09 2.9185863891432165e-08 -4.1655953417042105e-08 2.4387443033734067e-07 9.04561821051314e-08 -1.2626835275652185e-07 2.3434103852427763e-07 2.6384923702744673e-06 3.781708482309757e-08 9.022493664295049e-08 -1.830478406236669e-07 1.228529716280703e-07 6.391680604408474e-08 -9.98682810601685e-07 -5.009893563059651e-07 -1.766730329445119e-06 1.2848649991417607e-06 -2.9159613133091262e-06 2.4053621159698334e-06 3.248167426175874e-06
PC.PC16 8.472897730609574e-07 -2.4686561045152117e-08 -7.6076248178835624e-06 7.81803031510827e-08 8.7265112761568e-06 4.124286512414963e-06 -7.99606497130825e-08 -5.26782917139462e-09 2.1648001855481926e-09 8.807006505946264e-08 6.003424972744129e-08 -1.847618652154223e-07 1.1752719952905581e-07 6.215721608326578e-08 6.255274312214834e-08 1.753044729076883e-08 -2.0370427467870693e-07 4.895055156299934e-07 1.898289268236802e-07 -5.557840591211805e-08 3.781708482309461e-08 3.0352246027527542e-06 -2.536047086587176e-07 -9.489362308865043e-07 -2.832010830892442e-07 4.597447707836043e-08 -6.849130059121967e-08 -7.562247625304982e-07 2.481800143559605e-06 -6.008564409814983e-08 4.550691855184587e-06 1.214832282135346e-06 -6.788301666311693e-06
PC.PC17 -5.221256939898306e-07 2.5916305293281588e-08 1.0527570140337314e-06 1.5762890437379728e-06 2.966353276396857e-06 1.1050773607431901e-06 -1.3106143703682689e-08 -1.2624735428345112e-07 9.60734872117176e-08 -8.565379969399128e-08 -3.105514402399855e-08 -3.5585764247767447e-07 -6.337782257733618e-08 -6.911273446243109e-08 -5.6724914147193566e-08 8.270244958466449e-08 -7.538737187216777e-08 -4.003563277353464e-07 -9.701041727339391e-08 -1.0533279085202188e-08 9.022493664294972e-08 -2.536047086587173e-07 2.0086885278532183e-06 -1.7038474135817408e-08 -4.2696231218284204e-07 -7.795323954066376e-09 -3.6721835602906826e-07 -3.835874911164322e-06 -4.975669947756269e-06 3.5169843633978934e-06 4.41480325234441e-07 4.415240980707986e-06 7.666388808676194e-06
PC.PC18 5.284437396500051e-07 -4.7839836113501374e-08 -2.56066854562503e-06 -7.236874269038207e-06 -7.177593177234478e-06 -1.9524999321741065e-06 1.1299783796872124e-07 -1.2121661992114196e-07 -4.640233300538331e-09 -3.827241975275281e-07 -8.801874764262247e-09 1.8080788256069834e-07 1.1289841191961376e-07 -9.942263508101841e-08 4.047103021228566e-08 -4.949925392111645e-07 -1.3998163024590843e-07 -3.721407590686336e-08 -1.774491809700071e-07 7.465317942470215e-08 -1.8304784062366624e-07 -9.489362308865044e-07 -1.7038474135816147e-08 5.161426813985689e-06 5.870233958849549e-07 6.918071014067367e-07 -1.9350667195624597e-08 -4.2331908339491505e-07 -1.9859759042813144e-06 -1.2602283737908055e-07 -2.403174415193861e-06 -3.153916146762126e-06 2.501872362989078e-06
PC.PC19 1.8195994580111318e-06 -2.38311251520998e-08 9.654551277669328e-06 6.32887085341776e-06 3.1112967652211275e-06 4.648775130785029e-07 2.2419487775060328e-07 -1.7503546325100415e-07 -2.2444968142502558e-07 1.342711643284966e-07 2.0501176950274292e-07 2.019484497714811e-07 3.721228720250882e-08 4.6412340195635555e-08 4.490340286337759e-07 -1.2550173379907198e-07 6.265030740625062e-08 4.414440888304526e-07 -2.588410827651392e-07 9.723128914902779e-08 1.2285297162807149e-07 -2.832010830892417e-07 -4.26962312182841e-07 5.870233958849545e-07 4.335621425974393e-06 7.017508033052155e-07 4.1599782179673677e-07 1.2349479749635228e-06 -3.1655867370247514e-06 -2.317881700003404e-06 1.5454265377999827e-06 6.8732370377333e-06 2.2433802767394695e-06
PC.PC20 2.2646764002435915e-06 -1.0697336645553628e-07 5.2370559900073286e-06 -2.2329542957023305e-06 -3.901622080108679e-06 -9.301825248864183e-07 -1.4098889650180806e-07 9.284691416249597e-08 -1.1365470568038927e-07 2.160803143675839e-07 -8.278237072897339e-08 -2.7088393951044296e-07 -6.364304743277781e-08 -8.871251235202104e-08 -1.2012757158676421e-07 3.89174415795732e-08 1.3739653528168687e-07 2.290517155842771e-08 -2.2116015642399358e-07 -1.7335330933216187e-07 6.391680604408588e-08 4.5974477078362156e-08 -7.795323954065528e-09 6.918071014067336e-07 7.017508033052184e-07 2.846995764654976e-06 -1.080995974106998e-06 1.4947424708671425e-06 5.595132346548973e-07 -3.28068378273999e-06 1.0208402222396856e-06 -2.362326307190606e-06 3.208272761030827e-06
proband 6.826728750033471e-05 1.435011548165531e-06 9.241171483076436e-05 0.00023805995767743789 0.00029676487971387123 9.36486865078596e-05 2.1500354445124902e-07 7.508870895066132e-07 9.97271337232598e-07 -1.415946259957435e-06 1.0024217495051278e-06 1.6636249283367198e-06 2.5260592631728756e-07 -1.0346757835206527e-06 5.872353070087999e-07 8.73837246343547e-07 2.546876551849477e-06 3.472175744329476e-07 9.048765323850956e-07 -1.3488557985308917e-06 -9.986828106016983e-07 -6.849130059107875e-08 -3.672183560290868e-07 -1.9350667195637303e-08 4.159978217966472e-07 -1.0809959741070513e-06 0.0007047241352373801 -0.00040335728525370723 -0.00035242094599002345 4.986110723039114e-05 4.636379127803734e-05 -3.1655922398090506e-05 4.25100616589834e-06
paternal -2.8116881102072132e-05 -1.7468213521995253e-06 -1.4222173169878628e-06 -3.5026531328421866e-05 -0.00010957733015284583 -4.8855680599197604e-05 -1.4742903052335834e-06 -6.614905938589642e-07 -1.4278158897303328e-06 4.6326868699801206e-07 3.0216214593996433e-06 -2.896367346612426e-06 5.838594893763928e-07 -1.96299582444044e-06 -4.806072837145626e-07 -1.766168065155454e-07 -3.2467393803774454e-06 3.954134569293415e-06 -2.654324213745961e-06 4.293651646113943e-06 -5.00989356305931e-07 -7.562247625305477e-07 -3.835874911164281e-06 -4.233190833949348e-07 1.2349479749635715e-06 1.494742470867142e-06 -0.0004033572852537052 0.0019212944695029262 0.00014025942323801712 -0.0012728527198800877 -0.0011086685151420414 -2.7132746093462098e-05 1.7042255857283887e-05
maternal -0.00010907340623185155 -6.556412205122642e-06 6.489482452076482e-05 0.0001674682333049372 0.00017113128061345867 5.5775561735139795e-05 -5.566420494196323e-07 -1.534929083624238e-06 1.0979716456708413e-06 4.680888145477256e-06 3.739732203607893e-08 3.4023633324585538e-06 3.73397219438267e-06 -1.375305771309643e-06 7.890897855250806e-06 -8.313963780729808e-07 -5.879642099854574e-07 3.7395598126720055e-06 -1.1748161772768916e-05 -5.242243929308491e-07 -1.7667303294450887e-06 2.481800143559634e-06 -4.975669947756228e-06 -1.9859759042813936e-06 -3.1655867370247692e-06 5.595132346547535e-07 -0.000352420945990025 0.00014025942323801815 0.002031246870550937 -6.569092076243973e-05 4.813024384202768e-05 -0.0016009330550523762 -0.001107421056746765
gpp -3.9814786581330494e-05 3.1707396579077535e-06 -0.00011820404551615848 -0.00026415787667886963 -0.0002571456041742291 -8.012599234576823e-05 -7.426342382428764e-07 -1.7197605387037356e-07 -2.3451843734681208e-06 -2.8358491654054136e-06 -3.297345618537689e-06 -2.9817394476242292e-06 9.646244536669894e-07 3.0672801486292936e-06 -1.6912587309073078e-06 2.6741607181213393e-06 3.4862555289512998e-06 -1.3288356768292427e-05 6.930407051516876e-06 1.2300659488021493e-06 1.284864999141722e-06 -6.008564409828289e-08 3.5169843633978506e-06 -1.2602283737900633e-07 -2.3178817000033436e-06 -3.2806837827397656e-06 4.986110723038874e-05 -0.0012728527198800842 -6.569092076243944e-05 0.0032591750062416773 -0.0009941030297532566 9.362136597372094e-05 7.023907757068466e-05
gmp 5.02962976497184e-05 1.2336927250598787e-07 -0.00010341449664450999 0.00011952890759837865 0.00030255113609904466 0.00012889107511250688 2.5866778823243443e-08 3.827627591617127e-06 -3.7347851376112304e-07 -2.1315777919712953e-06 -4.520197157107284e-06 -3.2080420136177725e-07 -5.298465773602891e-07 4.0957409652741027e-07 1.3688646898544562e-06 4.216725880903198e-06 -1.669172246180465e-07 4.735740174668751e-06 -1.382117465326346e-06 -3.7127786435308643e-06 -2.9159613133091495e-06 4.5506918551846965e-06 4.4148032523444127e-07 -2.4031744151938826e-06 1.5454265377998793e-06 1.0208402222394599e-06 4.6363791278036e-05 -0.001108668515142043 4.813024384202739e-05 -0.0009941030297532533 0.003187145356063766 -0.00012633539412473604 -5.569896429471566e-06
gpm 3.981314631777491e-05 5.474883226250223e-06 -9.772050052306273e-05 -0.0001439360257506023 -0.0001443967646579683 -5.9390631888893565e-05 -3.529820939933503e-06 9.832043993633053e-07 -1.1445171248783891e-06 -1.2322735210399607e-06 8.212904795576553e-07 -8.101443172935443e-06 -3.280721003648383e-06 4.234444613751535e-06 -6.620173339749596e-06 -2.907510981311944e-06 9.705952549614392e-07 -4.894471349290344e-07 1.6162884668605816e-05 -5.465273188152873e-07 2.4053621159697894e-06 1.214832282135381e-06 4.415240980707903e-06 -3.1539161467620666e-06 6.873237037733312e-06 -2.3623263071905316e-06 -3.16559223980903e-05 -2.713274609346276e-05 -0.0016009330550523742 9.36213659737219e-05 -0.0001263353941247362 0.004329518674848101 -0.0012112690771014793
gmm 6.598151491151214e-05 2.503941476616929e-06 -9.576159218974843e-05 -0.00034944166916029166 -0.0003227904739999323 -7.850500134308566e-05 -9.694602568102362e-07 1.3184231206077707e-06 -5.5184031252759834e-06 -4.364096144560429e-06 -5.446328580617877e-06 7.715592119018877e-07 -3.5373675372260977e-06 -1.1742695406967123e-06 -9.080798715180449e-06 2.4179581214176033e-06 4.0604472683521445e-07 -9.590786904640593e-06 7.580886062492944e-06 1.0031760413840585e-06 3.248167426175854e-06 -6.788301666311895e-06 7.66638880867623e-06 2.501872362989175e-06 2.2433802767395466e-06 3.2082727610310285e-06 4.251006165899768e-06 1.7042255857284395e-05 -0.0011074210567467693 7.023907757068324e-05 -5.569896429473353e-06 -0.001211269077101475 0.0033528819384870344
