 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal gpp gmp
PC.PC5 -1.6599863516610352e-06 9.130585750349965e-08 5.634235587823225e-06 -2.0241647981494086e-06 -5.379307900478559e-06 -1.7674973505415286e-06 6.90710030798209e-08 1.1692308442756981e-07 1.526433262653776e-07 2.5055195791606606e-07 3.4139325539800072e-06 1.1119046596587229e-07 8.342098360437772e-08 -2.0577119147615568e-07 -2.1330901042253533e-08 2.6932046121506273e-07 5.0121839744460654e-08 1.8182151763896332e-07 6.768024923108908e-09 6.477013079555261e-08 3.2649881948342584e-08 -9.863267499737273e-08 -3.5993771386863275e-08 3.018753885085541e-07 2.2518027571003974e-07 -3.7676497209386137e-08 8.932458334318514e-07 1.351312366688649e-06 -2.419759116903614e-06 -2.942453213199347e-06
PC.PC6 -8.211457490939302e-07 -7.951541762241627e-09 -8.026347336305493e-07 1.438253075538489e-06 2.1075683593582404e-06 5.256606344618413e-07 -3.9727943744749995e-08 -3.439902483713882e-07 1.760839470234202e-07 -1.5835328782454274e-07 1.1119046596587214e-07 3.947080164663435e-06 1.449027428072034e-07 1.910545951901329e-08 -3.397104440084543e-07 2.2107440746560237e-07 7.971889555467022e-07 2.0396150476858813e-07 2.0356488211122057e-07 2.4157220129823226e-07 2.3403424053150766e-07 -2.3294395611768466e-07 -2.177934936563496e-07 1.4619811230974206e-07 7.67043626873413e-08 -2.139772172252348e-07 7.708153007704368e-07 -5.5977725267029e-07 -5.1134198766380205e-06 -2.4183349050378667e-06
PC.PC7 1.2365711956033729e-06 -8.570979401700649e-08 2.5166225633443655e-06 4.126772375098809e-06 5.4699276727238645e-06 1.9276833052189585e-06 -1.3271909414973495e-07 -1.0509609297030941e-07 3.9790624910886593e-08 1.5185745952182405e-07 8.342098360437862e-08 1.4490274280720334e-07 3.1561805558086457e-06 2.9760334338088194e-07 1.1336324411893268e-08 -5.018669853468754e-08 2.1379389371054425e-07 -3.451493242062271e-07 6.956912419918991e-08 2.2436337618577645e-07 7.154228344229698e-08 1.0190000734003441e-07 -6.042595710848112e-09 -4.513642080381094e-08 -2.2060228963411757e-08 -4.700256503270178e-09 6.740442016901861e-07 -2.258871593272502e-06 2.7172441100621313e-06 3.024493187227429e-06
PC.PC8 1.3319881286303582e-06 3.424429344451344e-08 2.5692707220834895e-06 1.07207462650455e-06 4.683493366759036e-07 3.038210691638973e-07 9.490360152281545e-08 -4.708000017695123e-08 -1.2888480616134722e-07 1.1450352210520826e-08 -2.057711914761563e-07 1.9105459519013465e-08 2.976033433808819e-07 4.360337824500941e-06 -8.934161948108715e-08 -8.401047880212189e-07 2.7451216566590396e-07 -2.621419182370847e-07 7.296379495499935e-08 -6.61325548241464e-08 6.064003284103578e-08 2.596356008521422e-07 -1.333522421731146e-07 -8.922531954832422e-07 7.759208892854007e-08 -1.711822429880473e-07 -5.424760616437038e-07 -1.4585883197692253e-06 4.032251913373491e-06 -4.879823863498422e-07
PC.PC9 -2.6180218860142307e-06 -1.5124087319232056e-07 2.0886500137747428e-06 1.2605238092362397e-06 5.710061139242835e-07 -5.547342201437709e-08 5.1220899843485054e-08 3.696385150818589e-08 6.863502057641746e-09 3.998564443771036e-08 -2.1330901042253454e-08 -3.397104440084542e-07 1.1336324411892932e-08 -8.934161948108659e-08 3.259770781642088e-06 2.423986967748358e-07 3.08865603874505e-08 1.8685671001637137e-09 -4.5443390584369654e-07 8.997854364124874e-08 5.2297825009944044e-08 -8.046965762767915e-08 2.1177847539659439e-07 4.070834344509829e-08 3.506837395332935e-07 -1.0265937441498769e-07 -2.831714007579851e-07 1.3460320665530244e-06 -2.178519766261613e-06 1.190701110219185e-06
PC.PC10 -1.5928861187115272e-06 6.803281456741184e-08 -1.0278013692496942e-06 3.9508428118883274e-07 -2.8255181868777603e-06 -1.7267890581993027e-06 -6.77261345397525e-08 7.428177928001315e-08 2.167823291754357e-07 -1.6549622130301918e-07 2.6932046121506326e-07 2.2107440746560173e-07 -5.018669853468812e-08 -8.401047880212184e-07 2.4239869677483465e-07 5.378750918348071e-06 -3.237809187228367e-07 -2.2806415671111312e-07 3.0369235588982384e-07 1.498113707345585e-07 -7.866010560670587e-08 -2.60111791582202e-07 1.2664446387969495e-07 5.290511825305369e-07 -4.1120386095026414e-08 1.3265082345529943e-07 1.16411630910846e-06 1.0764058590784704e-06 1.898103131677351e-06 9.011172914736169e-07
PC.PC11 -2.4312581514560657e-06 -1.0036885457529757e-07 2.3535405767767883e-06 2.3459516916610313e-07 4.609863033171815e-06 2.4876848699186474e-06 -1.4525107961424762e-08 -3.0448286979478993e-07 1.2102904405101605e-07 -1.2981696772831013e-07 5.0121839744459086e-08 7.971889555467024e-07 2.1379389371054457e-07 2.7451216566590295e-07 3.088656038745015e-08 -3.237809187228359e-07 3.831661950111842e-06 -1.5547771628519992e-07 3.055452818552799e-07 -3.19775436778259e-08 4.9944955040526586e-08 5.731555110942766e-08 -1.0568946326344604e-09 -3.204202170829543e-07 1.5664105586065392e-07 6.647881287446996e-08 2.106932508101606e-06 -1.4038524320263764e-06 5.667482194028759e-06 -1.4325430255509534e-06
PC.PC12 -1.250681534601369e-06 -1.1650935905115102e-07 2.480853817675881e-06 4.840569580960741e-07 -1.0330195236727895e-06 -6.304949839214328e-07 1.236953438814112e-07 -2.064412832458207e-07 -1.1428511199385305e-07 1.8146216418283324e-08 1.8182151763896298e-07 2.0396150476858876e-07 -3.4514932420622645e-07 -2.621419182370835e-07 1.868567100164091e-09 -2.2806415671111455e-07 -1.5547771628519995e-07 5.700486787880918e-06 -4.4027762506500775e-07 9.087331762371063e-09 1.22569218000404e-07 6.310419797727774e-07 -3.7420850421173435e-07 6.722938595958484e-08 4.486622748133297e-07 -1.534317646266538e-08 1.2914261481631912e-07 2.1062031081899074e-06 -6.883928326364436e-06 -5.111387376402566e-07
PC.PC13 -4.051353203790851e-06 -2.068362789296854e-07 -1.7712774445127307e-06 -2.456538698329835e-06 -2.933146432148059e-06 -1.263345183192009e-06 -1.3176705064064015e-07 7.944875818888419e-08 8.575994396172425e-09 3.095072881877052e-08 6.768024923109528e-09 2.0356488211122102e-07 6.956912419918962e-08 7.296379495499909e-08 -4.5443390584369697e-07 3.036923558898231e-07 3.055452818552807e-07 -4.4027762506500627e-07 3.4101224363036273e-06 1.6813734750826914e-07 2.055569560961205e-08 -1.3269076686379707e-09 -8.238736343093732e-08 -1.1005195262480144e-07 -3.4816030053758645e-07 -8.532723793926278e-08 2.4253729959969295e-06 -4.342592589676643e-06 7.202448952945066e-06 -1.7710917211726323e-06
PC.PC14 6.16616957502264e-07 2.4934302491920165e-08 3.7769397628511493e-06 1.8871396074990994e-06 -2.8622069429571626e-07 -3.2203537285360183e-07 -9.066881260184932e-08 -1.3203121796882053e-07 8.554150813509865e-08 4.200034778973846e-09 6.477013079555327e-08 2.415722012982324e-07 2.2436337618577568e-07 -6.613255482414676e-08 8.997854364124891e-08 1.4981137073455868e-07 -3.19775436778253e-08 9.087331762370472e-09 1.6813734750826956e-07 3.5449622465906958e-06 9.848316000063303e-08 4.550562753087716e-08 -7.277915484467486e-08 2.1429001535360232e-07 7.249447373582019e-08 -2.1756097144638393e-07 -1.9632446741637126e-06 6.655739634387974e-06 -6.923051730795842e-07 -4.841087053730289e-06
PC.PC15 4.271403287668603e-08 8.658114696256139e-08 -2.568782230697722e-07 2.531372497284359e-06 3.57212605096267e-06 1.1401457702349704e-06 1.1589532602359088e-07 -6.100399800094225e-08 6.242753118136073e-08 -5.6506205619668326e-08 3.2649881948343127e-08 2.3403424053150784e-07 7.154228344229707e-08 6.06400328410355e-08 5.229782500994394e-08 -7.866010560670508e-08 4.994495504052542e-08 1.225692180004035e-07 2.0555695609612118e-08 9.848316000063287e-08 3.353683511622535e-06 1.782476381712883e-07 -4.125650359622653e-08 -2.5466967071769246e-07 1.0027851724701245e-07 4.212358454578049e-08 1.702374682190975e-07 -1.5851439362295707e-06 -2.3498081857661e-08 -1.584277619179654e-06
PC.PC16 2.0264844832626655e-06 -4.286792566870478e-08 -3.8024755267941696e-06 -1.8077131980811497e-06 2.126669565247499e-06 1.4327531233749715e-06 -1.0613696544391962e-07 -5.533774349900947e-08 -9.458075086481664e-08 1.2948141383434676e-07 -9.863267499737267e-08 -2.3294395611768477e-07 1.0190000734003516e-07 2.5963560085214287e-07 -8.04696576276786e-08 -2.601117915822017e-07 5.731555110942688e-08 6.310419797727777e-07 -1.3269076686387505e-09 4.550562753087697e-08 1.7824763817128825e-07 3.934360583492865e-06 -1.301403596641202e-07 -1.3510070685296547e-06 -3.2290313394421483e-07 6.551057097756545e-08 -1.0072275646071125e-06 1.0311542648385585e-06 -1.3052930925628104e-06 2.8076648444117353e-06
PC.PC17 -6.545909489049823e-07 -5.029155449806337e-08 1.682735673283683e-06 -1.19848192448247e-07 -1.283240697869157e-06 -7.634303231303328e-07 4.101955021109781e-08 -4.717265087594649e-09 5.9569916805198794e-08 -5.119928347999686e-08 -3.599377138686342e-08 -2.1779349365634956e-07 -6.042595710848296e-09 -1.3335224217311473e-07 2.1177847539659439e-07 1.2664446387969503e-07 -1.0568946326343916e-09 -3.7420850421173435e-07 -8.23873634309378e-08 -7.277915484467482e-08 -4.1256503596226644e-08 -1.3014035966412047e-07 3.138588301653418e-06 9.05437217264841e-08 -3.586145280049855e-07 -7.71306290762752e-08 -1.4005682851530354e-07 -9.196807090269247e-07 -1.2004474844128054e-06 1.2365757921523285e-06
PC.PC18 -5.168570574153039e-07 -1.451519908599573e-07 3.8324761595499045e-06 6.094069801720373e-06 6.6457056644777714e-06 1.937841184559479e-06 6.771265053385465e-09 -4.275398898674294e-08 1.4238359585184094e-07 -2.2475208689532465e-07 3.0187538850855445e-07 1.461981123097413e-07 -4.513642080381326e-08 -8.922531954832423e-07 4.0708343445096606e-08 5.290511825305333e-07 -3.2042021708295745e-07 6.722938595958451e-08 -1.1005195262480101e-07 2.1429001535360113e-07 -2.546696707176933e-07 -1.351007068529654e-06 9.054372172648415e-08 7.213017825089408e-06 3.592520504330064e-07 9.7405998074966e-07 -1.552600034177373e-06 -2.9414157159730997e-06 -1.9071338214561718e-06 3.252836517725513e-06
PC.PC19 -9.494234315181322e-07 1.3291087203853157e-09 6.494179233540889e-06 2.743775482221887e-06 -1.2371043214372537e-06 -1.0593638429050531e-06 1.200787966263526e-07 1.1070275710686822e-08 -4.974796771295266e-08 -5.488702808879549e-08 2.2518027571003858e-07 7.6704362687342e-08 -2.2060228963411995e-08 7.759208892854037e-08 3.506837395332939e-07 -4.1120386095026685e-08 1.5664105586065474e-07 4.4866227481332695e-07 -3.4816030053758676e-07 7.249447373581932e-08 1.0027851724701272e-07 -3.2290313394421547e-07 -3.586145280049841e-07 3.592520504330073e-07 4.753054690023508e-06 4.847539610953895e-07 1.6153475612328513e-06 -2.0399628989901947e-07 -5.744727220275542e-07 1.466269408626735e-06
PC.PC20 4.6432215008784746e-07 -1.1487101028199568e-07 2.9102339044788377e-06 -2.651460159843173e-06 -3.090475428306734e-06 -5.873300676493257e-07 -2.0877799268278097e-07 2.8538622959252025e-08 4.807199913106529e-09 1.5918190735009032e-07 -3.767649720938684e-08 -2.1397721722523432e-07 -4.700256503270087e-09 -1.7118224298804647e-07 -1.0265937441498794e-07 1.3265082345529755e-07 6.647881287447242e-08 -1.5343176462665824e-08 -8.532723793926259e-08 -2.175609714463841e-07 4.2123584545780485e-08 6.551057097756631e-08 -7.7130629076275e-08 9.740599807496587e-07 4.847539610953897e-07 3.789595927700138e-06 -6.128566536979098e-07 1.8820756334078983e-07 -3.775957278528077e-06 3.5261319544317137e-06
proband 4.228610780634248e-05 1.1573694512078466e-06 -1.1974550870188248e-05 4.31996949974057e-05 0.00011341853459921692 4.4298260714466734e-05 -1.4848415362937102e-06 1.0191613023920837e-06 -4.6172234774590666e-07 7.6928316976202e-07 8.932458334318491e-07 7.708153007704443e-07 6.740442016901853e-07 -5.42476061643704e-07 -2.831714007579862e-07 1.164116309108466e-06 2.1069325081015816e-06 1.2914261481632378e-07 2.4253729959969367e-06 -1.9632446741637117e-06 1.7023746821909894e-07 -1.007227564607106e-06 -1.4005682851530423e-07 -1.5526000341773646e-06 1.6153475612328526e-06 -6.128566536979164e-07 0.000524152397258489 -0.00031654654532514383 5.857990499498458e-05 -4.4176645178359936e-06
paternal -0.00010266840916204912 -3.129803918839299e-06 5.428259439480404e-05 -0.00011795314880059487 -0.0003377665504449486 -0.000144844996431096 -1.5668843821115033e-06 6.167148745819919e-07 -1.3748729278261992e-06 1.0333149525801605e-06 1.3513123666886673e-06 -5.597772526702768e-07 -2.258871593272532e-06 -1.4585883197692313e-06 1.3460320665530286e-06 1.0764058590784964e-06 -1.4038524320263004e-06 2.106203108189895e-06 -4.342592589676641e-06 6.655739634387982e-06 -1.5851439362295644e-06 1.0311542648385316e-06 -9.196807090269297e-07 -2.9414157159731048e-06 -2.0399628989906503e-07 1.8820756334079128e-07 -0.00031654654532514356 0.0019427409469943149 -0.0011974237169590821 -0.001247056896396723
gpp -2.5520152080174096e-05 1.4179270969655435e-06 -9.276152201483022e-06 -5.72710246477116e-05 -5.000891227095091e-05 -1.8222058047101823e-05 -4.143596191976535e-07 -1.0336278078737809e-06 -1.5057409000335327e-06 -3.7215280044986002e-06 -2.4197591169036127e-06 -5.113419876638057e-06 2.717244110062168e-06 4.032251913373509e-06 -2.17851976626161e-06 1.8981031316773078e-06 5.66748219402876e-06 -6.88392832636444e-06 7.202448952945062e-06 -6.92305173079569e-07 -2.3498081857669675e-08 -1.3052930925628154e-06 -1.2004474844127946e-06 -1.9071338214561792e-06 -5.74472722027514e-07 -3.7759572785280553e-06 5.8579904994984425e-05 -0.001197423716959083 0.003107657177356391 -0.0007361513849658128
gmp 0.00013642542330739879 2.379248570611853e-06 -0.00015566127874278076 0.0001493399963475873 0.00046477959733419536 0.00020578881250775532 1.4013977343864318e-06 3.1274860906995402e-06 -2.5631765903600312e-06 -2.703759067716007e-06 -2.9424532131993723e-06 -2.4183349050378692e-06 3.024493187227441e-06 -4.879823863498546e-07 1.19070111021918e-06 9.011172914736092e-07 -1.432543025551071e-06 -5.111387376402299e-07 -1.771091721172638e-06 -4.841087053730323e-06 -1.5842776191796572e-06 2.8076648444117844e-06 1.2365757921523308e-06 3.2528365177255144e-06 1.4662694086267733e-06 3.526131954431706e-06 -4.41766451783571e-06 -0.0012470568963967232 -0.0007361513849658164 0.0030685634758130134
