 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal gpp gmp
intercept 0.00195563845795935 6.521936676791167e-05 0.00042112643146057595 0.0016923431025120826 0.0022111978285721525 0.0007154363091625872 -2.6987574932565156e-06 1.0204372404368947e-05 1.070354229535658e-06 2.8368264077529795e-06 -1.659986351661024e-06 -8.211457490939299e-07 1.2365711956034118e-06 1.3319881286302737e-06 -2.6180218860143315e-06 -1.5928861187114557e-06 -2.431258151456508e-06 -1.2506815346013784e-06 -4.051353203790509e-06 6.166169575022397e-07 4.271403287667347e-08 2.0264844832624177e-06 -6.545909489050075e-07 -5.168570574145773e-07 -9.494234315179954e-07 4.643221500878022e-07 4.228610780634368e-05 -0.00010266840916204874 -2.5520152080174486e-05 0.00013642542330739925
AGE 6.521936676791166e-05 3.7144883211002972e-06 7.448598584217801e-06 1.5965618434595487e-06 -3.1524074010217714e-06 -1.511469328120501e-06 -1.5471224795559124e-07 5.227388565352415e-07 1.2013900158688568e-08 1.217722547593376e-07 9.13058575035038e-08 -7.951541762241204e-09 -8.57097940170045e-08 3.424429344451243e-08 -1.5124087319232374e-07 6.803281456741014e-08 -1.0036885457530067e-07 -1.1650935905115149e-07 -2.0683627892967516e-07 2.493430249192081e-08 8.658114696256113e-08 -4.286792566870741e-08 -5.0291554498063666e-08 -1.4515199085996684e-07 1.329108720393598e-09 -1.1487101028199559e-07 1.1573694512078663e-06 -3.12980391883929e-06 1.4179270969655384e-06 2.3792485706118524e-06
sex 0.0004211264314606278 7.448598584217755e-06 0.007840829200827638 0.005699142030527546 0.0015404025907779842 -0.00018583163432967398 -1.4699807984439434e-06 4.396546334754788e-06 -1.9546727739607547e-06 3.892914593958253e-07 5.634235587824361e-06 -8.026347336302346e-07 2.5166225633445353e-06 2.5692707220836547e-06 2.0886500137743586e-06 -1.0278013692497122e-06 2.353540576779591e-06 2.480853817676046e-06 -1.7712774445125367e-06 3.7769397628511574e-06 -2.5687822306957817e-07 -3.802475526794641e-06 1.682735673283457e-06 3.832476159551229e-06 6.494179233542168e-06 2.910233904478872e-06 -1.1974550870183175e-05 5.4282594394796776e-05 -9.276152201488284e-06 -0.0001556612787427665
age_sex 0.0016923431025121054 1.596561843459258e-06 0.0056991420305272066 0.013741511045711067 0.013766617215664722 0.0037536348749912913 -3.7648179699117466e-07 3.7089829593835718e-06 2.2203837443911508e-06 -1.3986592227116529e-06 -2.0241647981492993e-06 1.4382530755385812e-06 4.126772375098849e-06 1.072074626504286e-06 1.260523809236e-06 3.950842811895455e-07 2.345951691657515e-07 4.840569580961861e-07 -2.4565386983293028e-06 1.8871396074988822e-06 2.531372497284431e-06 -1.8077131980824401e-06 -1.198481924484861e-07 6.094069801726598e-06 2.743775482222201e-06 -2.6514601598434004e-06 4.319969499741224e-05 -0.00011795314880059794 -5.727102464771526e-05 0.00014933999634759727
age2_sex 0.0022111978285721365 -3.152407401022171e-06 0.0015404025907775013 0.013766617215664419 0.0189640261137495 0.006145240052999463 -1.0275737977276253e-06 1.1575074468328139e-06 5.680641167789657e-06 -3.5882276816630546e-06 -5.37930790047939e-06 2.1075683593581052e-06 5.46992767272379e-06 4.6834933667538506e-07 5.710061139242618e-07 -2.825518186876725e-06 4.609863033168701e-06 -1.0330195236727475e-06 -2.9331464321474377e-06 -2.862206942960366e-07 3.572126050962596e-06 2.1266695652459957e-06 -1.2832406978693e-06 6.645705664485762e-06 -1.2371043214378928e-06 -3.0904754283070945e-06 0.00011341853459922199 -0.0003377665504449462 -5.0008912270952295e-05 0.0004647795973341981
age3_sex 0.0007154363091625759 -1.5114693281206026e-06 -0.0001858316343298447 0.003753634874991147 0.006145240052999407 0.0021641845468948766 -4.831504987226123e-07 -8.062781582488481e-08 2.2345220940992518e-06 -1.4269151542106865e-06 -1.7674973505419039e-06 5.256606344617678e-07 1.9276833052189196e-06 3.038210691637134e-07 -5.547342201435367e-08 -1.726789058198965e-06 2.487684869917338e-06 -6.304949839214296e-07 -1.2633451831918177e-06 -3.220353728537083e-07 1.140145770234926e-06 1.4327531233745145e-06 -7.634303231303575e-07 1.9378411845619973e-06 -1.0593638429053767e-06 -5.873300676494471e-07 4.429826071446795e-05 -0.00014484499643109444 -1.8222058047101898e-05 0.000205788812507755
PC.PC1 -2.6987574932565893e-06 -1.5471224795559296e-07 -1.4699807984439508e-06 -3.7648179699141045e-07 -1.027573797727959e-06 -4.831504987227207e-07 1.2251159263728354e-06 2.324396841231894e-08 1.6519311407765208e-08 -1.3406484258054215e-07 6.907100307982034e-08 -3.97279437447499e-08 -1.3271909414973513e-07 9.490360152281577e-08 5.122089984348497e-08 -6.772613453975249e-08 -1.4525107961425454e-08 1.2369534388141107e-07 -1.3176705064064052e-07 -9.066881260184949e-08 1.1589532602359077e-07 -1.061369654439195e-07 4.1019550211097804e-08 6.77126505338517e-09 1.2007879662635204e-07 -2.0877799268278097e-07 -1.4848415362937126e-06 -1.5668843821114971e-06 -4.143596191976475e-07 1.4013977343864133e-06
PC.PC2 1.0204372404369106e-05 5.227388565352484e-07 4.396546334754801e-06 3.708982959383511e-06 1.157507446832762e-06 -8.06278158248916e-08 2.3243968412319227e-08 1.918391689564931e-06 -8.210174005889194e-08 1.0059109248672451e-07 1.1692308442757116e-07 -3.4399024837138853e-07 -1.0509609297030907e-07 -4.708000017695131e-08 3.696385150818537e-08 7.42817792800131e-08 -3.0448286979478945e-07 -2.064412832458197e-07 7.944875818888552e-08 -1.320312179688208e-07 -6.100399800094206e-08 -5.533774349901004e-08 -4.717265087594857e-09 -4.275398898674333e-08 1.107027571068885e-08 2.8538622959252574e-08 1.019161302392103e-06 6.16714874581984e-07 -1.0336278078737832e-06 3.1274860906995347e-06
PC.PC3 1.0703542295353723e-06 1.2013900158689147e-08 -1.954672773961429e-06 2.220383744389038e-06 5.680641167787284e-06 2.2345220940985564e-06 1.651931140776499e-08 -8.210174005889268e-08 2.2488990345426134e-06 9.123543942832026e-08 1.5264332626537827e-07 1.7608394702341993e-07 3.9790624910886104e-08 -1.2888480616134722e-07 6.863502057641331e-09 2.1678232917543642e-07 1.2102904405101387e-07 -1.1428511199385319e-07 8.575994396173292e-09 8.554150813509903e-08 6.242753118136033e-08 -9.458075086481684e-08 5.956991680519893e-08 1.423835958518424e-07 -4.974796771295371e-08 4.807199913106362e-09 -4.6172234774591466e-07 -1.3748729278261806e-06 -1.5057409000334698e-06 -2.563176590360112e-06
PC.PC4 2.836826407752984e-06 1.2177225475933701e-07 3.8929145939602296e-07 -1.3986592227113676e-06 -3.5882276816628407e-06 -1.4269151542106418e-06 -1.3406484258054247e-07 1.0059109248672347e-07 9.123543942831998e-08 2.7480197450199025e-06 2.505519579160664e-07 -1.5835328782454292e-07 1.5185745952182455e-07 1.1450352210520844e-08 3.9985644437710486e-08 -1.6549622130302005e-07 -1.2981696772831002e-07 1.814621641828263e-08 3.095072881877063e-08 4.200034778974018e-09 -5.6506205619668544e-08 1.2948141383434668e-07 -5.119928347999658e-08 -2.2475208689532618e-07 -5.488702808879506e-08 1.5918190735009045e-07 7.692831697620206e-07 1.0333149525801644e-06 -3.7215280044985795e-06 -2.703759067716047e-06
