 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband maternal gpm gmm
intercept 0.000700658285558967 2.66546933875262e-05 -0.00015145598738978364 0.00012528542579722207 0.0003975473448516979 0.0001663101243767453 -6.946132832396869e-07 3.5210252105274055e-06 -8.896841969082989e-07 2.1469512272747433e-06 -7.466521570801151e-07 -3.1921809404787053e-06 -1.2477814706061154e-06 4.02553966742982e-07 -7.94549039008716e-07 1.0225436210374608e-07 -3.7226014329079116e-06 -2.486462821930504e-07 -3.396207047216212e-06 -9.854931367744789e-07 -1.572322625468298e-06 4.70889702119606e-07 1.0069626503000217e-06 6.176380708686515e-07 -9.227339686593071e-07 1.3012164170812752e-06 -6.428559826448908e-06 -9.727816348417435e-06 5.3297449027355435e-06 3.315163579168346e-05
AGE 2.665469338752634e-05 1.8498181934677637e-06 -5.735126969738864e-07 -1.8344894105801294e-06 -2.7492828624454177e-06 -9.48224576931672e-07 -5.760983778432207e-08 1.6882938430757958e-07 -6.011882456390592e-08 9.724746856199318e-08 6.486243162605562e-08 -4.88473064716424e-08 -7.622220464245963e-08 3.789742186630186e-09 -3.5000638561247486e-08 9.407964701405643e-08 -8.985204067901004e-08 -5.607817850244877e-08 -1.78491253673167e-07 6.549648783343033e-09 -1.9242566792370195e-08 -2.4858403312604325e-08 6.997742083770119e-08 4.797062779469262e-08 -5.335593310040077e-08 -3.985232709321601e-08 -1.4058566439858717e-07 -1.2633738466794469e-06 1.4483709968664078e-06 9.43787542857495e-07
sex -0.00015145598738978505 -5.735126969737771e-07 0.0026326536281526913 0.0006890519693550375 -0.001381702376797505 -0.0007211917377150719 -8.699096335583018e-08 1.7871307458045558e-07 -2.8200162925918757e-07 7.396900095737765e-07 1.4534661224622312e-06 -4.752888709611459e-08 1.8843521310901172e-07 -1.3080161920997628e-06 -1.3420895878129789e-06 1.9170666205776895e-06 1.2873109188981503e-06 7.481280036741408e-07 5.29414576371906e-07 7.764241457439517e-07 6.669615260197403e-08 -2.011799974782249e-06 -5.149196727434544e-08 -1.196167907701237e-06 -5.804296371715617e-07 4.3925243214164117e-07 -9.52874016626179e-06 -1.9714891761330115e-05 2.1704082807178572e-05 1.8592067658064072e-05
age_sex 0.00012528542579721836 -1.8344894105801054e-06 0.0006890519693550539 0.0018506275170309498 0.0013688454672077252 0.00023210363698461162 1.3341411447768188e-06 1.5835362127990412e-07 3.205350232501532e-07 8.653501128302061e-07 -8.115955033142611e-08 3.555208743940843e-07 -1.2908639204289267e-06 1.5606084018129255e-06 -5.921724712670029e-07 9.269499835398038e-07 1.8879844840496677e-07 2.861422547537047e-07 3.633592113853762e-07 -5.131645928395286e-07 -4.431325536549952e-07 4.247302172896406e-07 -1.301940063368996e-06 -3.7617536214328477e-06 -4.845955329890392e-07 -4.4826145001039313e-07 -2.2639627181417384e-05 1.353264691518925e-05 5.551591034885122e-06 -2.5963623253558818e-05
age2_sex 0.000397547344851696 -2.7492828624455723e-06 -0.0013817023767974785 0.0013688454672077617 0.003810618800508871 0.0015167648651287172 7.475952382278029e-07 -1.3993750178541411e-07 -3.418242137509059e-07 -3.359066661742941e-08 -8.447110544682905e-07 5.084539313287584e-07 -7.841226357000039e-07 3.1193080727206243e-06 -3.6852292952362556e-07 -4.339476386021029e-06 1.630713539011826e-06 -3.201049502682212e-07 -4.1323465590985807e-07 -1.1499900953928234e-06 -7.94110459434433e-07 3.7309654202622302e-06 6.108324687466749e-07 -3.7256531432242707e-06 -6.6437757956239e-07 1.1268036900033838e-07 -5.801296806840112e-06 5.0329502894142804e-05 -3.4292000494766984e-05 -2.3760916849395846e-05
age3_sex 0.00016631012437674523 -9.482245769317548e-07 -0.0007211917377150612 0.00023210363698462943 0.0015167648651287255 0.0007056314053433368 4.820811609854381e-08 1.0896091187031325e-08 -2.7588083391737523e-07 -1.6615118055844417e-07 -2.469640689663537e-07 2.3606849717800458e-07 3.0137215543166944e-08 1.0738443008375385e-06 -3.4073852357324533e-07 -2.3953623485023174e-06 7.030620106199275e-07 -4.062042531939039e-07 -4.2648694145989455e-07 -4.880881213891736e-07 -4.501505499650081e-07 1.7623765186405303e-06 7.294930678940321e-07 -1.0092984613351327e-06 -2.949568664904935e-07 3.091690524275249e-07 8.933380152514957e-07 2.184663229991237e-05 -2.191719758951368e-05 -8.039106756275435e-07
PC.PC1 -6.946132832396775e-07 -5.760983778432163e-08 -8.699096335573308e-08 1.3341411447769736e-06 7.475952382278514e-07 4.820811609853139e-08 6.247744625057199e-07 1.3266684865892745e-08 1.6224778019376944e-08 -8.122383659075373e-08 4.9645739660401234e-08 8.27050849208572e-09 -6.689696341227438e-08 6.662027009000008e-08 2.0317109369078167e-08 2.9259881567548666e-08 8.664847808636578e-09 6.574965349098199e-08 -4.5573537340500855e-08 -4.8581014559332404e-08 1.4895545186962536e-08 -6.211703407329328e-08 -6.146718387889955e-09 2.2231184899067635e-08 7.826894588843679e-08 -9.22534676570674e-08 -4.569667056972915e-07 -3.457092061898594e-08 -1.9449864214023582e-06 -6.547860334197351e-07
PC.PC2 3.5210252105273873e-06 1.6882938430757677e-07 1.7871307458040346e-07 1.5835362127996516e-07 -1.3993750178525373e-07 1.089609118709413e-08 1.3266684865893176e-08 1.047214303852946e-06 -7.453081382421121e-08 8.707679728255065e-08 4.747241401576997e-08 -4.7224135719663483e-07 -9.019275558398466e-08 -7.141226331128141e-08 -3.3990487692321633e-08 -2.953271636227204e-08 -3.6993628682738667e-07 -1.3932738289427234e-07 -3.956247777195363e-08 -1.1028224111441224e-07 -1.0083406632231586e-07 2.129734076655017e-08 -8.794814842262691e-08 -4.4976749310206046e-08 -1.245315246802891e-07 7.700346817821726e-08 3.053713745630704e-07 -8.404983122959573e-07 5.510095338653048e-07 5.20061017683832e-07
PC.PC3 -8.89684196908282e-07 -6.011882456390454e-08 -2.820016292591925e-07 3.205350232501498e-07 -3.418242137509083e-07 -2.758808339173759e-07 1.6224778019375816e-08 -7.453081382421124e-08 1.1791766539545597e-06 5.366926395848446e-08 9.244446744648466e-08 1.7021137862415154e-07 7.991712431712235e-08 -1.2998875234613738e-08 2.2826651910982563e-08 5.205056214921397e-08 1.4603430995974734e-07 -2.6360390707812783e-08 1.7275557078445947e-09 8.491122033767015e-08 4.82864087132104e-08 1.1749431112550133e-08 2.9751722262926827e-08 2.2953628816000488e-08 -4.543550142013048e-08 -4.6530242795682645e-08 -6.683547704846163e-07 1.3014791130647884e-06 1.393163400361335e-07 -4.801858217748945e-06
PC.PC4 2.1469512272747285e-06 9.724746856199192e-08 7.396900095737661e-07 8.653501128302031e-07 -3.359066661742256e-08 -1.6615118055844012e-07 -8.122383659075367e-08 8.707679728255087e-08 5.366926395848405e-08 1.48067068644791e-06 1.5794168764577443e-07 -1.8903118698868823e-07 1.5249382100893908e-07 8.877977133617543e-08 3.7273222520190994e-08 -2.7950563873788134e-08 -1.2220772675121024e-07 2.4662629161534885e-08 -3.385154453061577e-08 5.3922911437141006e-08 -6.78084403797013e-09 7.853695177133208e-08 -5.413678348273379e-08 -1.0125202990880052e-07 1.0563218116199906e-07 1.1550805577331632e-07 -1.0558053055919706e-06 2.263933147467574e-06 -8.343162399548533e-07 -1.7134327904439072e-06
