 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.00029613232334521427 2.337668720121772e-06 -1.613757463294579e-06 -7.32018857891363e-06 3.224349723829402e-06 4.49694797956015e-06 -2.156962588601947e-08 2.1558278378339038e-06 -1.92602909176113e-06 7.884325910141747e-07 -9.342128691651992e-09 5.358773947201134e-07 7.594168110812144e-08 1.9923796884606033e-07 1.120128141925241e-08 3.734154631207944e-07 7.986583197618339e-07 6.695830137241867e-08 -9.925767678005937e-07 -1.7360616586380406e-07 -5.96209660285545e-07 3.1764999805742553e-07 1.6219617518398947e-06 1.7519765874295783e-07 1.8119965244715035e-07 -1.0121854838484587e-06 -1.1895039394335752e-07 -2.8633167187044926e-06 7.572995780700589e-06
AGE 2.337668720121816e-06 6.557952239962246e-07 5.286258368521175e-07 5.615281814198432e-07 -6.58862857456431e-07 -4.7106022080591494e-07 -1.7887920560463148e-08 6.103149418676669e-08 -4.735138540606762e-08 2.5206376114675815e-08 6.332162808191657e-08 2.7786211741066656e-08 -5.4963773799913615e-08 8.952659741662196e-09 1.9217955415357494e-08 4.4806837925714006e-08 6.556204157717905e-08 -3.3414553735229453e-09 -6.375108072462896e-08 1.4753455291307416e-08 1.1286118675475877e-09 -8.839595629178394e-09 1.2921803239433986e-08 -3.8358303750736265e-10 1.3956674537910842e-08 -3.664335166302288e-08 -1.983928928027129e-07 9.292498048770092e-08 7.158580302110204e-08
sex -1.613757463294607e-06 5.286258368521223e-07 0.0009615064613657322 8.509651840444474e-05 -0.00025742090404770704 -6.8536290273559e-05 2.377855201130904e-07 2.925526988450766e-07 -2.650084912964142e-07 1.4808720258615825e-07 9.788475426230414e-07 -6.543899963972976e-07 -3.1411337594605455e-07 1.1024074096568897e-07 -5.366039390728863e-07 -9.555734817402868e-08 2.984971788179014e-07 -4.939877352102611e-07 -1.0165588715558998e-07 4.2784596437884605e-07 -1.9120174876857655e-07 -6.48965697558271e-07 -6.692386827596524e-08 -2.7690885035364067e-07 -3.9435404502819e-07 3.8821863532882353e-07 -6.44634005119386e-06 4.462784914269351e-08 1.0526141589041592e-05
age_sex -7.320188578913711e-06 5.615281814198534e-07 8.509651840444556e-05 0.0004575754785977131 -6.634690754653603e-05 -0.00015817628134793404 4.485998674434801e-07 8.282909231983842e-08 1.592472825644571e-07 2.7316292341797604e-07 -1.1349759663917275e-07 5.3464088942029535e-08 -4.776673248050093e-07 2.3507146026064776e-08 7.318591297093911e-08 1.0843181583354729e-06 -6.867469999924521e-07 -1.9076749312918e-07 4.1051381104587773e-07 -1.3810720464604515e-08 -4.3918621964954584e-07 -2.0985847874041912e-07 -9.777610655399321e-07 7.536238970439413e-08 1.7794178942184136e-07 3.855211381399909e-07 -7.790627622497849e-06 8.37647331130567e-06 -5.09995874738991e-06
age2_sex 3.224349723829381e-06 -6.588628574564323e-07 -0.0002574209040477068 -6.634690754653471e-05 0.00015138100627926313 5.6169294407652835e-05 -6.006124356871147e-08 -9.359551941889164e-08 2.0156934076760234e-07 -7.081134733013955e-08 -1.6057059208158808e-07 1.2219739176772997e-07 1.8637523144806266e-07 -4.396306150068272e-08 2.518834045075258e-07 -1.1142421910004896e-07 1.3291786507059804e-07 2.4842955505049426e-07 5.759565929137847e-08 -3.0263203286066633e-07 8.708366462529371e-08 -1.3248299284947606e-07 1.371291278239064e-07 -7.996677377621033e-08 4.5653357688433866e-08 -9.669366414232436e-09 5.524638182589946e-06 -4.35065045085667e-06 -4.260116799869998e-06
age3_sex 4.496947979560211e-06 -4.710602208059168e-07 -6.853629027355896e-05 -0.00015817628134793315 5.616929440765311e-05 8.049432874963908e-05 -1.1290230438154975e-07 4.2819408263616696e-08 5.7192799894873554e-08 -2.121933772142474e-08 1.4229870564166353e-08 1.4083273515622018e-08 1.6980397460294432e-07 9.939736782990756e-10 -3.861614819996281e-08 -3.6107556248369837e-07 2.8074006127201893e-07 9.68656976109155e-08 -1.8359831527579608e-07 -1.0962807390598289e-07 1.279824820172775e-07 4.121238124894983e-09 2.7285532098013e-07 -1.641722376655416e-07 -1.1867300701659871e-07 -5.7037734888731835e-08 3.658446197754903e-06 -6.057208782180559e-06 9.218239530215775e-07
PC.PC1 -2.1569625886010763e-08 -1.7887920560462983e-08 2.3778552011309233e-07 4.4859986744348e-07 -6.006124356871271e-08 -1.1290230438155047e-07 5.618458270944374e-07 -2.3043165511373146e-08 -2.6536848897503454e-08 -1.9133156189483477e-08 -3.772852236349724e-08 1.5826527320544003e-08 -4.873875364824278e-09 2.9754298854013566e-08 5.356326571414613e-08 -1.1175064021726122e-08 -2.6122779886090865e-08 1.884510440292218e-08 -6.5614764372097236e-09 -3.456971520420088e-08 4.452305299796523e-08 4.295724170206976e-09 1.2027560521354381e-08 -7.855050722024156e-09 -1.1255396091363589e-08 -2.317286389063699e-09 -1.9022058114639642e-07 -6.47292085975997e-07 -9.630095589934666e-07
PC.PC2 2.155827837833931e-06 6.103149418676655e-08 2.9255269884508006e-07 8.282909231984132e-08 -9.359551941889281e-08 4.281940826361524e-08 -2.3043165511373804e-08 1.1170686400146395e-06 -6.952384470195432e-08 7.142901581640626e-08 2.1342963072744863e-08 -8.682998924855527e-09 -3.373825649337315e-09 -3.6931674589827864e-08 1.9842512563918522e-08 1.5980879800562503e-08 -1.2921238288002811e-08 -2.2725548767264274e-08 -2.807364026166873e-08 -2.0085937643041488e-08 -3.1185368949203923e-08 5.080246644756113e-08 1.0612769217650401e-08 7.692759554474462e-09 5.318883839292203e-09 1.262170791776138e-08 -2.4803639485683917e-08 4.196976219451472e-07 -2.703107248397123e-07
PC.PC3 -1.926029091761229e-06 -4.735138540606828e-08 -2.650084912964126e-07 1.5924728256446362e-07 2.0156934076760025e-07 5.7192799894870265e-08 -2.6536848897503742e-08 -6.952384470195546e-08 1.1355801749274325e-06 1.3128326041782747e-08 7.541069871628925e-08 1.4082487455251863e-08 3.63579367950455e-08 -6.685987194704575e-08 1.114058455010536e-08 2.2198032023678268e-08 -1.718471116242776e-08 -2.511683866019416e-08 -7.0295191873925235e-12 3.329931828718152e-08 4.931442297404513e-08 -5.988325132598412e-08 1.0446550191060795e-09 6.361217007305168e-08 2.078751370348911e-08 -4.279164327669693e-09 1.7156121417911283e-08 -1.7701295231665236e-06 -1.3333361024708556e-06
PC.PC4 7.884325910141799e-07 2.5206376114675676e-08 1.4808720258616076e-07 2.7316292341798054e-07 -7.081134733014148e-08 -2.1219337721426903e-08 -1.9133156189484235e-08 7.142901581640682e-08 1.3128326041782578e-08 1.545530679492886e-06 1.1858265692591314e-07 -4.533860024778655e-08 1.254462371867754e-07 6.770654260753912e-08 1.6961078932518203e-08 -2.8191918572687614e-08 -3.13790531760034e-08 7.023198406624995e-08 -2.1405599713957475e-08 5.608236133327365e-08 5.274257728194282e-09 4.359407044701954e-08 -4.009118701087627e-09 -3.3890710623541497e-09 -8.918130977662914e-09 -4.885476338898642e-08 -1.2988390834558855e-07 -9.585830130765842e-07 5.888093318144363e-07
