 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0029103243091979994 8.60143404204831e-05 0.0018494074089638122 0.003975339426834706 0.003928723016731577 0.0010564635405576567 3.3013912762014612e-06 1.1612741028907185e-05 -7.4934560921619306e-06 5.015942018065966e-06 -3.812157177727461e-06 -3.1902753841580024e-06 1.7512954828633334e-06 -8.00297917911571e-07 -2.6868871374338264e-06 -1.6887653141350613e-06 -4.208963168534091e-06 4.467134078349184e-09 -7.09488347211419e-06 2.3373402265684786e-06 1.2805203833954886e-06 2.397195244368251e-06 1.4800980950292506e-06 3.8575963941885e-06 2.9916183507429272e-06 2.483720659851076e-06 7.810880878809316e-05 -0.00015506004023630322 -0.0001204792166884656 6.0524513774514874e-05 0.0001695024961896984 3.656869886653857e-05 0.00014848702984329755
AGE 8.601434042048287e-05 4.306073996981625e-06 -3.7424685623712035e-07 -2.632182178496615e-06 2.5318882660242247e-07 1.028616958521359e-06 3.627786124762956e-08 6.238514167629193e-07 -2.4974311974970213e-07 1.6621657782698192e-07 -5.4519278153341825e-08 -8.941295879006313e-08 -7.379544322593782e-08 -1.2695734375766905e-08 -1.1814144912373684e-07 6.244461362887907e-08 -7.67157982152857e-08 -2.234290176943289e-07 -2.5927727667073405e-07 5.836736089409674e-08 1.443997346944241e-07 -2.359242387269396e-09 4.3099646118717824e-08 3.062226239636132e-08 1.0835681489297262e-07 -2.041932091395322e-08 1.490833264401536e-06 -8.83440451715233e-06 -5.8455150541913345e-06 9.657953055971755e-06 5.724670113361756e-06 6.407609498435099e-06 4.875569229851037e-06
sex 0.0018494074089640217 -3.742468562360676e-07 0.017911167234599262 0.02080974358998414 0.014206319867953872 0.002950985351297858 -2.6297181699235994e-06 5.7220549135271375e-06 -1.7635974774657447e-06 -3.7952768263164404e-06 9.918104427791346e-06 -7.20759828444745e-08 -1.0400661668795388e-07 4.2940883459690214e-06 2.1266848804797337e-06 7.638779534382486e-07 -3.1059632834134523e-07 1.5581017341993095e-05 2.835578742310527e-09 7.550338658482357e-06 -2.848738087373283e-07 -2.7855939959500952e-06 2.9815177234892197e-06 -5.557748663399375e-07 4.3247342178448165e-06 3.1734597608678656e-06 0.00015140945300113273 -8.559457674133832e-05 1.5590453224170872e-05 -1.1081084294462756e-06 -0.00012335680001980518 -0.00018437109234021616 3.01313256980006e-06
age_sex 0.003975339426834892 -2.6321821784946112e-06 0.02080974358998308 0.03786184770356737 0.0331204631889859 0.00811807004391634 7.599084911982515e-07 5.706580107306929e-06 6.921220846873738e-06 -2.147379133263088e-06 7.94701598026665e-06 5.813421715722562e-06 -2.24551673149679e-06 5.576989514663183e-06 -1.4358609081412709e-06 6.2445479563987755e-06 -7.1549527982360615e-06 2.2015619256081606e-05 -9.384201627433947e-07 5.573884164292823e-06 2.9202918189628837e-06 2.358038034761938e-06 6.611530320626068e-06 -3.1434537616708077e-06 -7.0819601223024874e-06 -1.070976726002786e-05 0.0003072044068509909 -0.00017440706588335732 6.85801575983742e-05 -2.882675218317171e-05 4.686856335597558e-05 -0.0003171896027390028 -0.00015305563889784482
age2_sex 0.0039287230167316 2.531888266041919e-07 0.014206319867952238 0.03312046318898458 0.032867080130180984 0.00872716903098929 3.7174895157994073e-07 3.925809135922419e-06 9.299089929749162e-06 -1.3092394886566805e-06 4.29384283510229e-06 6.832763057384911e-06 -2.0739422157024077e-06 4.778267520420325e-06 -3.15366297134578e-06 1.6679096434659857e-06 -4.365160016240341e-06 1.7999653044817565e-05 -8.263900258593391e-07 2.727798914379644e-06 4.615066401289494e-06 6.564150190588699e-06 8.253739058957996e-06 -4.96850443398855e-06 -1.3201958715665842e-05 -1.5030092265045046e-05 0.00032916578762561997 -0.0002284737452785248 4.715892794926079e-05 -2.331560699273854e-05 0.0001970154003320396 -0.00024428297038905857 -0.00013083876376769266
age3_sex 0.0010564635405576365 1.0286169585218632e-06 0.0029509853512973095 0.008118070043915765 0.008727169030989065 0.0024455158586269834 -1.7053825509556566e-07 9.679227109205458e-07 2.609009958902628e-06 -1.818301090032468e-07 8.224602506809148e-07 1.8380916321448165e-06 -4.4004236423755385e-07 1.2392092082973436e-06 -1.0822592799284313e-06 -7.791048947839984e-07 -4.949375775481196e-07 4.239865514271898e-06 -3.5162023825921457e-07 4.524424824611933e-07 1.3730544276149739e-06 2.521300000680013e-06 2.678849716111557e-06 -1.7542598856293035e-06 -4.557111726267607e-06 -4.508426950500315e-06 9.12327158118804e-05 -7.936636925519715e-05 1.0054163026767144e-05 -1.1091650423284789e-05 8.89981682986225e-05 -5.930523604511793e-05 -2.362951967548611e-05
PC.PC1 3.30139127620137e-06 3.627786124763198e-08 -2.62971816992535e-06 7.599084911965277e-07 3.7174895157880364e-07 -1.7053825509580915e-07 1.598727215773586e-06 -3.394224830327654e-08 -9.844681889439617e-08 -5.9131219729565726e-08 8.98375875365937e-08 -1.1380789330194963e-08 -1.0983494401467547e-07 4.801826115999003e-08 6.675290695108225e-08 -2.3860810744005157e-08 -2.721633717938022e-08 1.78164088486892e-07 -2.013119385612084e-07 -8.968012224258761e-08 1.2275829168997574e-07 -1.0681405112923188e-07 -2.04864450964608e-08 1.4947888866196787e-07 2.732594863718085e-07 -1.6210365481160087e-07 4.9941904154894547e-08 -1.910025687352082e-06 -1.5523474904275567e-07 -1.8614547388694482e-06 5.216082544100665e-07 -5.909032860404792e-06 -1.8980500692666321e-06
PC.PC2 1.1612741028906578e-05 6.238514167629154e-07 5.722054913524066e-06 5.706580107302055e-06 3.925809135918437e-06 9.679227109196104e-07 -3.394224830327543e-08 2.4786483360557185e-06 -1.4919425941791579e-09 -8.172714775864327e-09 1.2159309621272557e-07 -5.962555195759177e-07 -1.2312422622525506e-07 -9.719116377671781e-09 9.396106664295446e-08 1.2977815297682103e-07 -5.123064815177961e-07 -3.491686102856799e-07 -4.6597412293262324e-08 -1.7453404613773267e-07 -1.4918756677410742e-07 6.369740300746171e-08 -1.9545568640317167e-08 -1.1329161400262483e-07 -1.7178107278156867e-07 2.6531106281597353e-08 1.3265981073122912e-06 2.2843674357654747e-07 -3.2241715998894684e-06 -2.7165625231511027e-06 6.231406708440455e-06 1.6885682463665315e-06 2.186096013895178e-06
PC.PC3 -7.493456092160923e-06 -2.497431197496872e-07 -1.7635974774637925e-06 6.921220846878641e-06 9.29908992975428e-06 2.609009958904036e-06 -9.844681889439569e-08 -1.4919425941754178e-09 2.8517679336162004e-06 -1.913241534457476e-08 2.101848291343564e-07 2.6316040978942394e-07 5.969237878909015e-08 -2.6113335200665796e-08 4.904826936306975e-09 2.0047396357789916e-07 1.952945507663319e-07 -1.427837965032861e-07 7.702422791663287e-08 8.887991101329273e-08 7.588806272946877e-08 -6.373463054899297e-08 1.1025026443009934e-07 -6.775939115567775e-10 -2.3584658610262298e-07 -9.969844901789285e-08 8.989732112937882e-07 -2.585632689025171e-06 9.348519466544271e-07 2.0758574792273773e-07 -3.4217292154577514e-06 -8.629801046620286e-07 -6.932950317041388e-06
PC.PC4 5.015942018066016e-06 1.6621657782698176e-07 -3.7952768263161084e-06 -2.1473791332625162e-06 -1.309239488656204e-06 -1.8183010900313585e-07 -5.91312197295662e-08 -8.172714775864296e-09 -1.913241534457442e-08 3.902755395797566e-06 5.257324860474583e-07 -2.0569789121501417e-07 9.681419718545356e-08 -1.260230200209926e-07 1.4040345653342705e-07 -2.2645114748792513e-08 -1.1122302362666865e-07 2.573791059796676e-09 -1.675575090424888e-08 -4.0178005177852735e-08 -5.3691271738818e-08 1.171748846486676e-07 -8.620722939450357e-08 -5.009916346709588e-07 2.0753566162602728e-07 3.1309001884389836e-07 -1.2295187270562727e-06 1.592459476266809e-06 4.701102840530368e-06 -4.812678918883069e-06 -3.650927511883874e-06 -2.0817357671894365e-06 -3.4685197914785556e-06
