 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband maternal gpm gmm
intercept 0.0012912890304499888 4.3020573426116776e-05 -0.0001976856815176377 0.00021700607398185865 0.00052929340630501 0.00019895405050081918 -1.0303279438860108e-06 7.691628371686274e-06 -4.2579996843955185e-06 4.659934593075913e-06 -2.3074587148527736e-06 -4.934163477188244e-06 -1.8967575549259639e-06 6.792372676439721e-07 -6.404465432770524e-07 2.7247228938738003e-07 -5.079733551470921e-06 -8.838030267743012e-07 -6.6333123820144105e-06 -1.9295820715609886e-06 -2.949873013565829e-06 1.4286949982693423e-06 2.4923518889857532e-06 1.168302460992169e-06 -1.0670741969996218e-06 1.4418302256998882e-06 -1.4616280976342421e-05 -1.6154290321848093e-05 5.412093306513243e-05 3.873639785357481e-05
AGE 4.302057342611671e-05 2.8540456552201267e-06 -1.853873870030292e-06 -2.2434390399829506e-06 -2.8280805774558793e-06 -9.267900986344693e-07 -9.710540244157963e-08 3.2713247945835445e-07 -9.846522919405273e-08 1.6140159117411017e-07 5.743195815422648e-08 -1.0895899136404929e-07 -1.7049334213888523e-07 1.432434242322432e-08 -2.400621151655542e-08 1.5500126233366787e-07 -1.0369403569529776e-07 -9.852999192471323e-08 -3.0345916358373643e-07 -3.987400320208093e-09 -3.498047203253417e-08 -1.3716917033985097e-08 7.937821289574672e-08 6.442619658472286e-08 -3.542585080230784e-08 -3.7781696899631784e-08 -8.022131949646904e-07 -1.5160580356063622e-06 5.007418599682189e-06 -1.7027529892598119e-07
sex -0.0001976856815176152 -1.8538738700304178e-06 0.003854334430318501 0.0009750490128457303 -0.001695816103616569 -0.0008291618076446255 -3.348228219231097e-07 -3.5990736734332556e-07 -8.222861601129596e-07 4.238184292186391e-07 2.124640041254433e-06 7.08145026167243e-07 1.846028510447409e-07 -1.8119900744678122e-06 -1.7864449690311553e-06 2.0368976967064713e-06 3.0716137054307468e-06 1.4013256424253358e-06 1.520265333921028e-06 1.0705697843531645e-06 -6.755361472867142e-07 -2.1353909623116496e-06 1.2663601213136214e-07 -1.4565271175390365e-06 -9.69369589442103e-07 1.0905136968199833e-06 -1.7176806285351974e-05 -2.7219780274797022e-05 1.673543095444235e-05 5.928623234514562e-05
age_sex 0.00021700607398186737 -2.2434390399830023e-06 0.0009750490128456197 0.0028539641092712262 0.0022690925578841103 0.0004493598852024843 1.8194491636073604e-06 2.8898797009256185e-07 3.1438159703094795e-07 1.4405906388093516e-06 -1.9734769276149103e-07 1.2031314346010921e-06 -1.9381655150979063e-06 2.8409136907871258e-06 -8.379500929073961e-07 1.803856261406361e-06 3.4535300724092445e-07 -5.533426972471293e-07 1.2298874912107183e-07 -9.385602330964653e-07 -1.2872321274089544e-06 9.154882459517167e-07 -1.6110994059025333e-06 -4.809195400097671e-06 -6.919943753694183e-08 -1.1605638182215576e-07 -3.6172169624814444e-05 4.018603779469275e-05 -3.701283377302626e-05 -1.833440296287667e-05
age2_sex 0.0005292934063050048 -2.828080577455856e-06 -0.0016958161036167662 0.002269092557884012 0.005086765668135203 0.001830071492659024 7.9778311493967e-07 7.189965571885884e-07 -2.604920679578298e-07 1.1306942264737797e-06 -9.331512395587872e-07 -1.453235870792404e-07 -1.5137611315145763e-06 5.035388396244931e-06 -8.170929372307451e-07 -5.2333339720377475e-06 1.4820173154641272e-06 -8.453863228311272e-07 -1.2905316788439232e-06 -1.2798302252906395e-06 -2.478506635527752e-07 3.898315339009618e-06 -2.2330124305594042e-07 -5.237231660143003e-06 -1.4424622721455523e-06 -3.2397901137953485e-07 -1.0779246944982813e-05 8.659429185068056e-05 -3.290061097478886e-05 -7.61071432137709e-05
age3_sex 0.00019895405050081682 -9.267900986344693e-07 -0.0008291618076446988 0.0004493598852024468 0.0018300714926590227 0.0007640703008087887 -6.018339895020405e-08 5.200840567563837e-07 -2.3282662634604416e-07 3.8773278301407465e-07 -2.8482875666570773e-07 -3.733777087807368e-07 -2.3113441183382058e-07 1.6124077799130771e-06 -4.704000037429642e-07 -3.033368551601245e-06 7.157430851519282e-07 -3.571756591381608e-07 -7.636804457765306e-07 -3.3682211636051064e-07 8.474737606793816e-08 1.6131337136920347e-06 2.60874644667536e-07 -1.659741438671678e-06 -9.360035692338764e-07 6.426768647832594e-08 -4.836719337157733e-07 3.1970047618822555e-05 -1.413412944365742e-06 -3.330800718672638e-05
PC.PC1 -1.030327943886022e-06 -9.710540244157765e-08 -3.348228219235187e-07 1.8194491636065663e-06 7.977831149392095e-07 -6.018339895025396e-08 1.2769991625147704e-06 -8.841858982176609e-09 -7.014587574651966e-08 -1.2136893972194592e-07 6.16970752175151e-08 1.7579971999234822e-08 -8.516093147773868e-08 1.2099640188261358e-07 6.21956069624645e-08 4.958508244550122e-08 -1.29739210038938e-08 1.1648255410521755e-07 -8.097865824186491e-08 -8.610022561977204e-08 3.337323367139653e-08 -1.0616736553217836e-07 -3.0895194825376516e-09 4.160775700204443e-08 1.0584492261215026e-07 -1.5191028508199336e-07 -6.762993243814332e-07 1.4085433797870451e-07 -3.770956574528451e-06 -1.6899833035427592e-06
PC.PC2 7.691628371686054e-06 3.271324794583459e-07 -3.599073673434163e-07 2.889879700927626e-07 7.189965571889576e-07 5.200840567565081e-07 -8.84185898217703e-09 2.3374828088994587e-06 -1.3527891253718504e-07 1.639340685387124e-07 8.039850778516102e-08 -7.172571488879924e-07 -1.3558484541887566e-07 -1.4481810093729565e-07 4.140845741404925e-08 -3.4558199927083336e-08 -6.074472621166008e-07 -2.678483899726338e-07 -1.5087346433044978e-07 -2.0732098621666386e-07 -2.0253476605580153e-07 9.511645271400367e-08 -5.5310303063811165e-08 -5.6554660273044747e-08 -1.881262337311524e-07 9.589321331006152e-08 6.146889306604823e-07 -1.4828814297038398e-06 5.09329302078823e-07 7.878721759215449e-07
PC.PC3 -4.257999684395538e-06 -9.846522919405452e-08 -8.222861601129025e-07 3.143815970309604e-07 -2.604920679578839e-07 -2.3282662634607087e-07 -7.014587574651904e-08 -1.3527891253718467e-07 2.3558743157080724e-06 3.463958417666836e-08 1.8981701844061103e-07 2.76467887121842e-07 1.669413914196849e-07 -6.158742298295924e-08 1.8460669064972515e-08 1.0549949979519083e-07 2.414045586047547e-07 -9.508090364882774e-08 4.3327984162118914e-08 1.622285053328953e-07 1.201333537318029e-07 -1.899725418216049e-08 4.743759872600545e-08 4.191637052020361e-08 -3.7481736950214504e-08 -6.00797750356293e-08 -9.647820687365663e-07 1.65146675692356e-06 -1.0916019554201358e-07 -7.309645573047172e-06
PC.PC4 4.6599345930759285e-06 1.6140159117411112e-07 4.238184292185555e-07 1.4405906388093365e-06 1.1306942264738453e-06 3.8773278301410493e-07 -1.2136893972194627e-07 1.6393406853871473e-07 3.463958417666914e-08 3.175078438678266e-06 3.370078239750479e-07 -3.1715948591960366e-07 2.102813231429695e-07 1.2486642302949813e-07 1.178753860576189e-07 -2.4727752600803403e-08 -2.1794186064608214e-07 4.259906926113443e-08 -7.59268533088922e-08 8.349033983487004e-08 -2.9280218641211053e-08 1.3506782045950784e-07 -5.803769594933291e-08 -1.7528190061614185e-07 1.884237556327609e-07 1.9650016199803618e-07 -1.7195861885835656e-06 3.4417383129287806e-06 -1.9825810667453026e-06 -1.5040737061211844e-06
