 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.03893562835542621 0.000692693908801326 -0.0017076153925276079 0.04232217512268275 0.10860086829043554 0.06116073701253142 0.0002768555712727746 -2.1401228381661222e-05 0.0012485108811175424 0.00011999714746109268 -9.385975065435761e-05 9.297973732011523e-05 -9.466504119575609e-05 4.9508311162996195e-05 -3.019969632229904e-05 -1.2723950745198203e-05 3.3914960478430365e-05 3.213265069770205e-06 -5.474930217791261e-05 9.945075466467272e-06 -0.0001701332507953983 -8.626675625302803e-06 2.457038067638725e-06 -1.856971175988289e-05 5.030641850818358e-05 4.9136886439274765e-05 0.0002178760804394136 -1.9308925595031957e-05 0.0024224972930046904 0.00019538782684644227 -0.0008232357470606827 -0.002422839021887462 -0.00045731984089469695
AGE 0.0006926939088013304 5.805138975375911e-05 1.2608520417715368e-05 -7.928818901599336e-05 -0.0001048760269039394 -1.8967759703382166e-05 -2.6678462239685087e-06 3.810165774577398e-06 -4.052150251772525e-06 -9.593775660591678e-07 8.835731244135304e-07 -2.623803929296469e-06 1.4315622343598564e-06 5.625914222224024e-07 3.8113571224957603e-07 2.11054679259076e-06 -1.7852323780642907e-06 -6.382405004467495e-06 -6.475995926659791e-07 -5.343231342888878e-08 -1.9613245664924452e-07 1.2851089649673744e-06 4.2420226248456934e-07 -2.873998150973995e-06 1.4019596157767917e-06 -1.997013259276272e-06 -1.7017221511813374e-05 0.0001479538539998527 2.9984730416401068e-05 4.498482315883982e-05 -0.00026413719656545034 4.898910742923202e-05 -9.355570930169433e-05
sex -0.001707615392527524 1.2608520417715739e-05 0.051660252527903655 0.03834765176468622 -0.01993159755589414 -0.02873045245457738 4.0546327870791085e-05 3.416111075899398e-05 0.00016188964728128746 1.871355230327267e-05 2.9432990837821288e-05 5.2458371495061824e-06 -1.0101387255446147e-05 2.275778834448914e-05 -1.9782899325716234e-05 3.6433441689072e-05 2.6255125588132252e-05 3.102809580100033e-06 -1.4766017237171956e-05 3.184290303498696e-05 1.0970569893299816e-06 -1.5105093935871472e-05 2.626307388123179e-05 -5.72566188182563e-05 -1.4322125445382473e-05 5.196963571995918e-05 0.0007299801612114903 -0.0009897791056383035 0.0003787342310613651 0.0018511318588561923 -0.0015225866715249097 0.0003412825615990232 -0.001819151802888123
age_sex 0.04232217512268316 -7.92881890159798e-05 0.038347651764686054 0.18513930806186338 0.3149064387774019 0.14358561928550542 0.00011048181777943597 4.112039062304661e-05 0.00030663843152191307 2.749822901384769e-05 2.5582991517519825e-05 9.972968056436911e-05 -1.7855007398953165e-05 4.879232310022493e-05 2.0082670705960563e-05 -4.977833940299843e-05 -1.6132679241626755e-05 8.803998517716946e-05 -1.174493472171826e-05 5.05358152611546e-05 -0.00013215891745671805 -9.661494148201758e-05 5.695877983398384e-07 3.656666466164282e-05 6.503450799177667e-05 -7.46235287711764e-05 0.00221891454919863 -0.0035759878991792476 0.002804597715484172 0.0020241151253223406 -0.00040243496603784647 -0.0032619401031907884 -0.002990674451237635
age2_sex 0.10860086829043551 -0.0001048760269039108 -0.01993159755589491 0.31490643877739877 0.7824205838696573 0.4288383723864935 0.00032288485336639025 3.085491026441388e-05 0.000563418947489772 -3.273282089602396e-05 0.0001161233402878968 0.00019322244810155413 -7.022901184868373e-05 0.00011782216255047542 5.8833770705858884e-05 -0.00020444294711443806 8.511143809454909e-05 0.0002414466021347754 -5.4916343313004016e-05 7.386627716778617e-05 -0.00027918918134152925 -0.00020428635831255985 -4.77904787430872e-05 0.00015774958701707936 0.00022379182132504342 -0.0001776004204845623 0.0022159243389252414 -0.0035934376794815996 0.007428260971885946 -0.0008216151906561464 0.0013741445336267464 -0.009730424629076175 -0.002419868312178065
age3_sex 0.061160737012530934 -1.8967759703367766e-05 -0.028730452454578052 0.14358561928550223 0.4288383723864903 0.25314425028272913 0.00022224477363514772 3.3091698772122593e-07 0.0003118591697632033 -4.2592133759669974e-05 9.919932653975087e-05 8.966353598383475e-05 -6.19311959984234e-05 7.171246008898844e-05 2.8685992183222284e-05 -0.000116976400046798 8.524796402739496e-05 0.0001439423083116657 -5.119010303132469e-05 2.995785647126016e-05 -0.00014136103892651504 -0.00010739597598067773 -3.449247325858009e-05 7.956601600799907e-05 0.00013942357677073868 -8.329401064338292e-05 0.00017891515149066664 -0.0002892950085806814 0.004478524833735736 -0.0028571637397017393 0.0016312113930608161 -0.005840635433702699 -0.000551905848733404
PC.PC1 0.00027685557127277063 -2.667846223968681e-06 4.054632787078861e-05 0.00011048181777944627 0.0003228848533664275 0.00022224477363517257 5.954030262788762e-05 1.2028697296156607e-05 5.9872224547419645e-05 -8.822299645244841e-06 1.9641518108804612e-05 2.8548667170295994e-06 -1.9954873945709464e-05 7.75746643757914e-06 -1.0301657063588121e-05 4.918594133127721e-06 1.3400029940025696e-05 1.6975265721251026e-06 -5.6642463701362006e-06 -7.4674658152938114e-06 6.38416152907294e-06 -3.744097214951896e-07 3.9412221583820784e-07 8.868345077762289e-08 -1.3595011158052738e-06 2.196912500364377e-06 -7.615212783267663e-06 -5.608308066157494e-05 -6.913102232774877e-05 8.930805693204509e-05 3.099388852791522e-05 -4.428218106872145e-05 9.070590450170077e-05
PC.PC2 -2.1401228381662794e-05 3.8101657745774542e-06 3.416111075898768e-05 4.112039062303489e-05 3.0854910264406426e-05 3.3091698772201954e-07 1.2028697296156538e-05 1.4570289605146523e-05 1.7425515196813989e-06 -3.691828299793911e-06 6.48878589734979e-06 -1.0566925191957917e-06 -3.936947104396228e-06 2.1707340358822836e-06 -3.250806031947662e-06 2.4753732679270252e-06 7.430639529807642e-07 -2.8709619280404497e-06 -3.439874729657781e-06 -3.021203345971418e-06 3.1554448358020127e-06 1.5216737766859736e-06 3.544369390516226e-07 -1.1616731202561895e-06 -4.251251600167498e-06 2.3248051915618662e-06 -3.990452300991972e-06 3.135344879902874e-05 -3.535014198354999e-05 6.231835148453341e-05 -6.890904550292821e-05 6.057366591562891e-06 4.0258129319668194e-05
PC.PC3 0.0012485108811175467 -4.052150251773224e-06 0.00016188964728127987 0.0003066384315219577 0.0005634189474898936 0.0003118591697632741 5.987222454742033e-05 1.7425515196816e-06 0.00015737766381005341 4.488588236474501e-06 4.326540386782749e-06 1.0313416036886747e-05 -2.246267851352359e-05 9.20475092958107e-06 -1.0713698893023828e-05 4.917282447494156e-06 1.701952055654445e-05 2.5552688321154903e-06 -2.8704473188219044e-06 -5.56422487020198e-06 -4.931067250928094e-06 1.4714304693076543e-06 1.4771020187679246e-06 -3.379529615879e-06 -7.1455332377222055e-06 8.659752343783712e-06 -1.371071442646439e-05 -0.00015646741741972385 0.00012843011818451 0.00017257228574131834 7.334595590824854e-05 -0.00011353441088730483 -3.5815216229767464e-05
PC.PC4 0.00011999714746109218 -9.593775660592743e-07 1.8713552303278414e-05 2.7498229013854352e-05 -3.273282089602205e-05 -4.259213375967154e-05 -8.822299645244743e-06 -3.6918282997938874e-06 4.488588236474645e-06 1.704608681629895e-05 -6.667641518241479e-06 8.982824891053276e-07 3.968472515408959e-06 -2.608617639795073e-06 1.6143478676715777e-06 -1.1437795656457043e-06 -1.971527274731175e-06 9.4019243042419e-07 2.072660049474677e-07 2.8113313356966773e-06 -5.92890160217932e-06 7.161376008347347e-07 -5.320826606490395e-07 -3.25667360197678e-06 1.7383235629734192e-06 4.84072379260597e-06 6.5976298655446e-06 -2.4548838513025923e-05 8.304601279793706e-05 5.730238002421653e-06 -3.019576307072885e-05 -3.3636110133424246e-05 -8.155050658647554e-05
PC.PC5 -9.385975065436794e-05 8.835731244135828e-07 2.9432990837817612e-05 2.5582991517492513e-05 0.00011612334028784083 9.919932653972203e-05 1.964151810880446e-05 6.488785897349789e-06 4.3265403867823406e-06 -6.667641518241518e-06 2.6516528779980504e-05 -5.907895451915255e-07 -7.709800802745791e-06 3.0180155092862196e-06 -2.459759293852895e-06 3.6657526540547803e-06 4.444096112781857e-06 -1.6760140313417487e-06 -1.3754052064189457e-06 -7.111029671590517e-06 1.2410357755381624e-05 1.5945898171875983e-06 -2.5680322759163476e-07 9.379199033852542e-07 1.4178625722133672e-06 -3.3598010845981418e-06 -4.050300400896238e-06 2.922417477986373e-05 -7.278418371543318e-05 2.7708528440210342e-05 -6.930290705195218e-05 6.22388404997159e-05 -1.174888038455052e-06
PC.PC6 9.297973732011679e-05 -2.6238039292965076e-06 5.2458371495062985e-06 9.9729680564377e-05 0.00019322244810157101 8.966353598384372e-05 2.854866717029645e-06 -1.0566925191957716e-06 1.0313416036886735e-05 8.982824891053177e-07 -5.907895451914824e-07 2.7293213623613557e-05 1.9007062921156274e-06 3.300536196721237e-07 -1.0650117962159396e-06 -2.491686450852722e-07 6.852432714795021e-07 2.2294621686877777e-07 -6.63607683368945e-06 -1.0940897846753612e-06 -2.0208003374920262e-06 5.820286938467603e-07 -1.4927971529954246e-06 2.053045917461206e-06 1.0172285057227458e-06 2.030624198230745e-08 1.9058437024206035e-05 -1.4640257167623787e-05 6.717302124923549e-05 -4.8654217018728934e-05 2.1971623522344366e-05 -0.000135211588313903 -5.929443832834081e-06
PC.PC7 -9.466504119575761e-05 1.4315622343599848e-06 -1.010138725545477e-05 -1.785500739898225e-05 -7.022901184873236e-05 -6.193119599844659e-05 -1.9954873945709457e-05 -3.936947104396265e-06 -2.2462678513523297e-05 3.968472515409003e-06 -7.709800802745855e-06 1.9007062921156484e-06 2.201652293207349e-05 -1.6606481665376125e-06 3.904433538201034e-06 -1.9092791295320096e-06 -3.962201221989427e-06 -2.856839815935001e-06 1.1458632277962855e-06 4.887461283809436e-06 -2.9232350027434873e-06 3.772510608030173e-06 -5.572446179291873e-07 2.666986312724266e-07 -9.462703941214007e-07 3.5000640462736695e-06 1.4140845777532247e-05 1.5694823145735306e-05 7.54801971343485e-05 -9.844371431211223e-06 -3.065624323551453e-05 -2.0885969623471623e-05 -0.00011074151927196046
PC.PC8 4.95083111630052e-05 5.625914222223926e-07 2.2757788344493254e-05 4.8792323100258547e-05 0.00011782216255054443 7.171246008902416e-05 7.757466437579188e-06 2.170734035882309e-06 9.204750929581077e-06 -2.608617639795094e-06 3.0180155092862675e-06 3.300536196721296e-07 -1.6606481665376273e-06 1.8565100505215047e-05 -1.9204292997332103e-06 -5.189409097682818e-07 3.526902315791402e-06 -2.670873631808366e-06 1.5234962207650056e-07 -3.868947736361515e-06 6.077938197642728e-06 2.5545576524401626e-06 -9.052012098047484e-09 6.853563109203642e-07 -4.100044775007394e-06 1.6123423980808108e-06 -1.7628265514834648e-05 -3.493789948875411e-05 -2.6041893003879732e-05 7.310944070952372e-05 -3.025945736682602e-05 7.625631491088641e-05 -2.7369942898485135e-05
