 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband maternal gpm gmm
intercept 0.0013227549316183354 4.578566562895597e-05 -0.0001925386659648364 0.00017726151231475167 0.00047186682263968205 0.00018153097755926515 -1.0859073052876337e-06 7.941936787077776e-06 -3.910271085198008e-06 4.5782890414752975e-06 -2.311531706534745e-06 -5.337745017705672e-06 -1.7464123888670017e-06 6.133148950458077e-07 -6.615757550506331e-07 1.9429732315732506e-07 -5.423488380640274e-06 -8.82151529888995e-07 -6.455296892290313e-06 -1.6418407536873778e-06 -2.7929864962704978e-06 1.0941235360436036e-06 2.068239788268338e-06 1.1955927821803635e-06 -8.103224029799332e-07 1.977827503411641e-06 -1.148695287644815e-05 -1.0563899403841297e-05 1.8822729102786257e-05 5.816431475297875e-05
AGE 4.578566562895614e-05 3.015833058498687e-06 -1.5238367908596823e-06 -2.0756818803061272e-06 -3.1964678466171874e-06 -1.232521139287733e-06 -9.520102629684783e-08 3.473104640190948e-07 -9.963464338790671e-08 1.9058145927111357e-07 4.7854993915216726e-08 -1.0765626545688907e-07 -1.5532938661388456e-07 3.320912274043541e-08 -2.5789917184244365e-08 1.6847107303723475e-07 -7.494165696970379e-08 -8.975179873956173e-08 -3.0323700786720075e-07 1.4131743160350243e-08 -3.705564802743459e-08 -1.9086762682112904e-08 9.206759181153721e-08 5.960683083563187e-08 -6.080790768333322e-08 -5.1075128670644265e-08 -5.194847770060886e-07 -8.981869736245927e-07 2.4621828899160674e-06 6.583757352119845e-07
sex -0.0001925386659648523 -1.5238367908595044e-06 0.0033589450068132755 0.0008234038189442997 -0.0015962537685208112 -0.0007837425036844742 -2.0152400074480298e-07 -3.1283503043136435e-07 -3.0730234845970664e-07 4.2433054151350503e-07 2.143265279960394e-06 7.446291636128712e-07 2.4989244177987275e-07 -1.0775657644183214e-06 -1.6273524816148838e-06 2.4002266777134504e-06 2.735615926760276e-06 1.0730978285744447e-06 1.3994636249801652e-06 8.381796551019252e-07 -7.188186613152729e-07 -1.8608501716406763e-06 4.95840741827798e-08 -1.3691370340522152e-06 -1.6398181037949625e-06 3.6599265492390447e-07 -1.5195063785094835e-05 -1.784026609935675e-05 3.0721744910774624e-05 1.0500678091763994e-05
age_sex 0.00017726151231472497 -2.075681880306075e-06 0.0008234038189444445 0.0024192798885545484 0.0018962260838476057 0.00036562466701370354 1.7685618044969418e-06 1.9842909577434226e-07 3.335737923074388e-07 1.026331346887649e-06 9.165570602699825e-08 7.454442868873108e-07 -1.8135264110396063e-06 2.0214996154115e-06 -5.276442485638791e-07 2.1266656154864766e-06 -2.061724743246979e-07 -4.861542312976684e-07 1.9211962219265744e-07 -8.454586728901635e-07 -1.0172789962159051e-06 4.3832462302318807e-07 -1.5626962700260908e-06 -3.6204604520498847e-06 1.3814798254748026e-07 -2.9085262936829156e-07 -3.461935532056158e-05 3.914358210937074e-05 -1.256521099060166e-05 -4.123316942457281e-05
age2_sex 0.0004718668226396754 -3.196467846617371e-06 -0.0015962537685206381 0.0018962260838478247 0.004560810346734536 0.0016880645004751628 9.141372419440625e-07 6.199674626368305e-07 -8.068961513000152e-07 5.49411785676044e-07 -1.033155522444814e-06 -3.0667966110245004e-07 -1.5618229018117879e-06 3.158104256282327e-06 -1.0280870918391867e-06 -5.472691449471648e-06 6.805925887858051e-07 -5.754540227849122e-07 -1.3030728824577882e-06 -1.2789708941832882e-06 1.0257476931652322e-07 2.854341408806613e-06 1.539283841944338e-08 -3.463290594635802e-06 7.79854129595751e-09 5.689160282704238e-07 -1.3812919166094499e-05 6.215639860787871e-05 -5.328160491743136e-05 8.706694596388136e-07
age3_sex 0.0001815309775592685 -1.232521139287839e-06 -0.0007837425036844272 0.00036562466701380936 0.0016880645004752179 0.0007242086979830475 2.681611726860225e-08 4.923601686398358e-07 -5.084018587378595e-07 1.654134543548754e-07 -4.476485676220804e-07 -3.16968236783546e-07 -2.83836108941239e-07 9.104312288616732e-07 -6.425688420856918e-07 -3.3140117985067266e-06 4.2308773485794665e-07 -2.61018453130214e-07 -7.971072809711503e-07 -3.865596419186237e-07 1.9470947903844417e-07 1.225595555864768e-06 3.7032788563651123e-07 -9.93743641825372e-07 -1.9974283764450338e-07 5.49663552313599e-07 -1.7516453703767564e-06 1.9836949847306207e-05 -2.336204992518151e-05 1.685740541920151e-05
PC.PC1 -1.085907305287702e-06 -9.520102629684923e-08 -2.0152400074471965e-07 1.7685618044968657e-06 9.141372419438424e-07 2.6816117268514375e-08 1.262530330267778e-06 3.7159360572249833e-09 -5.5794850433138036e-08 -1.340318791166978e-07 6.376500139402073e-08 8.873494225058422e-09 -9.315293270387532e-08 1.1379043936774345e-07 5.1645256812635474e-08 4.7871125062674015e-08 -1.5891659223551758e-09 1.079843936157426e-07 -8.901485850062074e-08 -8.039510262488027e-08 3.2390575303064784e-08 -1.0909032417328856e-07 -7.754046168527268e-09 4.248055869601391e-08 1.2113942632450663e-07 -1.5288765218954516e-07 -6.407863968234533e-07 3.075096809076082e-07 -3.963496723275435e-06 -1.9461855950496675e-06
PC.PC2 7.941936787077542e-06 3.4731046401908587e-07 -3.128350304313999e-07 1.9842909577425583e-07 6.19967462636775e-07 4.92360168639828e-07 3.71593605722642e-09 2.2894255124800545e-06 -1.4668827969055558e-07 1.7715211171509955e-07 7.605159854949047e-08 -7.697736794052212e-07 -1.4131341852834844e-07 -1.3917130268857741e-07 7.010491480333716e-09 -3.8125669849115514e-08 -6.679233851682305e-07 -2.591382142168814e-07 -1.241909142029571e-07 -2.0675427750735571e-07 -2.0154781091061812e-07 7.970847339154049e-08 -1.2938489677941344e-07 -6.936514632218027e-08 -1.9636808603053471e-07 1.199944737569006e-07 5.196306805939879e-07 -1.8147615202845789e-06 1.1304730282223606e-06 1.0821671863189161e-06
PC.PC3 -3.9102710851980716e-06 -9.963464338790747e-08 -3.0730234845967054e-07 3.3357379230731735e-07 -8.068961513002058e-07 -5.084018587379199e-07 -5.579485043313729e-08 -1.4668827969055412e-07 2.339399596282825e-06 5.667857122553871e-08 1.875479537898301e-07 2.929057021282924e-07 1.6561294580900204e-07 -5.238440602496813e-08 3.1772728678087655e-08 1.1990530758131465e-07 2.6156025360459463e-07 -8.784662355506921e-08 3.97464811457865e-08 1.547287132527464e-07 1.1803141230552254e-07 -6.728176309495186e-09 6.695326849370145e-08 5.842591157397175e-08 -7.259611544856331e-08 -8.979979327874451e-08 -8.413502854187793e-07 1.7307967001473896e-06 -3.602784501502658e-07 -7.819493699198747e-06
PC.PC4 4.57828904147528e-06 1.9058145927111206e-07 4.243305415135543e-07 1.0263313468877092e-06 5.49411785676045e-07 1.6541345435486242e-07 -1.3403187911669631e-07 1.7715211171509907e-07 5.667857122553923e-08 3.1531459825274958e-06 3.2571254392573346e-07 -3.2031695662278597e-07 2.353721725581938e-07 1.4765807283634538e-07 1.021704764701748e-07 -5.0718308080123484e-08 -2.281431272394279e-07 3.4742068083222856e-08 -6.790051083162696e-08 7.727709236105671e-08 -1.835841674794561e-08 1.4178032341535004e-07 -7.345870594492004e-08 -1.8828127279334233e-07 1.8144142352609146e-07 1.8972137259351893e-07 -1.5991826411924212e-06 3.6149631396605967e-06 -2.0358173515700002e-06 -2.0056355993840286e-06
