 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.0002859238113728148 2.360104552928228e-06 -1.472914924995337e-06 -4.925864875104674e-06 1.9624584667834828e-06 3.120226773326851e-06 -3.4949365511060865e-09 2.142971098027008e-06 -1.954563971501218e-06 7.993379797194786e-07 -2.059663949196824e-08 5.237753923510468e-07 2.0306381825040883e-07 1.8740659014285076e-07 1.8056755923782105e-08 3.7092761518922656e-07 7.304940270214365e-07 -6.688924066532197e-09 -1.0109234166170452e-06 -1.4566159999543929e-07 -5.868267818285936e-07 2.908550973784029e-07 1.533754986193623e-06 1.8041032272939038e-07 1.916509728086718e-07 -9.056651587420666e-07 -2.2784859276864314e-07 -1.6935831125599683e-06 7.3497080700668385e-06
AGE 2.36010455292827e-06 5.684324460523521e-07 3.464173858137997e-07 4.778885638740895e-07 -4.618787821636644e-07 -3.7795458932204425e-07 -1.706876719660187e-08 5.2170995227862675e-08 -3.9482097735937645e-08 2.2580253464057594e-08 5.251523981698117e-08 2.1344986546708187e-08 -4.711484134931219e-08 8.850519290714237e-09 1.3234190295431082e-08 4.1728383000311365e-08 5.762549382652105e-08 -2.588677318991094e-09 -5.232478366450689e-08 1.2031854297247114e-08 1.4012996773318242e-09 -7.2937704283648846e-09 1.1422961889102028e-08 -1.5369079708492418e-09 1.2582145256641387e-08 -3.230508210163645e-08 -1.3359823843602108e-07 1.0275912269275559e-07 -1.0157039603654637e-08
sex -1.472914924995423e-06 3.4641738581380156e-07 0.0006696464146865523 5.207233665602681e-05 -0.0001786997673682156 -4.481198315837739e-05 1.582786226403165e-07 2.282530160174106e-07 -1.7012790370029936e-07 1.1523597623562623e-07 6.345692152865103e-07 -4.396420579047149e-07 -2.0555266756626426e-07 1.0726565185157529e-07 -3.819913518505668e-07 -2.1609049802140537e-07 1.5255351565022446e-07 -1.514648358334663e-07 -8.67370386349259e-08 3.679143942414225e-07 -1.7914420886892752e-07 -4.3883394314271163e-07 -1.1961439530104994e-07 -2.1920206698041333e-07 -3.456573425366266e-07 3.206825170145966e-07 -4.379223905054121e-06 1.2267535107740423e-07 6.74195570943874e-06
age_sex -4.925864875104614e-06 4.778885638740759e-07 5.2072336656024136e-05 0.0003300049490012175 -4.62207338041737e-05 -0.00011563811842628488 3.2859256962793507e-07 4.13347641661899e-08 1.350218334246542e-07 2.1205940616467832e-07 -9.470677044283228e-08 -2.4715101125239346e-08 -3.4549219403071534e-07 6.868907661341802e-08 1.9669164675042824e-07 9.769062670482187e-07 -5.756182946501002e-07 -1.692381818874359e-07 3.6154857760586703e-07 2.3486227926408794e-08 -4.0887541902781465e-07 -1.105489081819375e-07 -7.316387900736894e-07 -1.624574452463724e-09 1.1612731023399538e-07 2.219585626486579e-07 -5.89184872628214e-06 6.092300431015498e-06 -3.2603845781137895e-06
age2_sex 1.962458466783512e-06 -4.618787821636626e-07 -0.00017869976736821486 -4.62207338041751e-05 0.00010554581557706356 3.86674719063038e-05 -5.7425624129784784e-08 -8.5165858427088e-08 1.340712835694394e-07 -7.618782169709675e-08 -7.906746042239278e-08 8.259920237981347e-08 1.4496928336608417e-07 -4.044180715368666e-08 1.6782050402274268e-07 -5.823289431435493e-08 1.3726337636969795e-07 8.053770327768254e-08 3.379083925348924e-08 -2.3298132852712031e-07 6.436606360914617e-08 -1.3435873832534043e-07 1.0771925780547262e-07 -2.021696539007693e-08 -1.8668570033445075e-08 -1.6030312029441e-08 3.55944786577272e-06 -2.9675899036849673e-06 -2.6264580481528166e-06
age3_sex 3.1202267733268372e-06 -3.7795458932203985e-07 -4.481198315837636e-05 -0.00011563811842628573 3.866747190630339e-05 5.884638032442155e-05 -8.605656993140856e-08 4.738665837452713e-08 3.176499565880033e-08 -2.5709253755437987e-08 1.15034872849124e-08 4.692048441043774e-08 1.2787332346570968e-07 -2.7867593337628032e-08 -6.024290186525198e-08 -3.4277033194473155e-07 2.478436251058032e-07 5.222732982899022e-08 -1.7291790897685983e-07 -8.544983646963399e-08 1.1017208680894885e-07 -2.0141893556914953e-08 1.9460384653537002e-07 -7.367218822582447e-08 -8.52687389853742e-08 -1.2072404434636769e-08 2.6830975967225805e-06 -4.394485636818265e-06 5.854335445936878e-07
PC.PC1 -3.494936551102602e-09 -1.7068767196601853e-08 1.5827862264031553e-07 3.285925696279356e-07 -5.742562412978393e-08 -8.605656993140803e-08 5.344890652552092e-07 -2.372365075816154e-08 -2.8930921227747215e-08 -1.6144502507633552e-08 -3.475193991981478e-08 1.4492547683454173e-08 -1.1299350010172388e-09 3.080879332707136e-08 5.076597339585643e-08 -8.155275849818854e-09 -2.575908673942529e-08 1.4389568650570047e-08 -5.174784849924592e-09 -3.2750859580688345e-08 4.0794739886887424e-08 4.894405969001147e-09 1.0854133178672659e-08 -5.888034199108381e-09 -9.886909078781926e-09 -1.8209358668450322e-09 -1.4194962486838594e-07 -6.158350697802834e-07 -9.130546350144247e-07
PC.PC2 2.142971098026992e-06 5.2170995227862913e-08 2.2825301601741296e-07 4.1334764166192295e-08 -8.516585842709058e-08 4.738665837452511e-08 -2.372365075816212e-08 1.0753598986606185e-06 -6.751487385076997e-08 6.796765691985954e-08 1.5707292250666788e-08 -3.320388266627771e-09 -4.148313112605687e-09 -4.1786199840404215e-08 2.1036740576935887e-08 1.1201090829588024e-08 -2.2664879481405404e-08 -1.992415709011719e-08 -3.474246203992071e-08 -2.3271423624574057e-08 -3.043951221906495e-08 4.9072603758332055e-08 8.945029990187427e-09 8.262096988591981e-09 7.55175514510291e-09 1.506230319166242e-08 -1.86620277010606e-08 3.5185239153047446e-07 -2.1586713962730772e-07
PC.PC3 -1.95456397150118e-06 -3.948209773593727e-08 -1.7012790370030243e-07 1.3502183342464438e-07 1.3407128356944212e-07 3.176499565880474e-08 -2.893092122774694e-08 -6.751487385076962e-08 1.075414697880224e-06 6.019918786210957e-09 7.04659687767234e-08 1.2395900981037184e-08 2.9413116256954473e-08 -6.589348493020493e-08 9.520303880970106e-09 2.137575912468177e-08 -1.1211137622130744e-08 -1.8387042206310192e-08 3.545885779515459e-09 3.2339609423251155e-08 4.573806219290476e-08 -5.586285239341153e-08 1.4058151054074349e-09 5.783086300357163e-08 1.8107772652063836e-08 -4.7953031326544245e-09 -4.315071210623109e-09 -1.6357866115482204e-06 -1.224073500143841e-06
PC.PC4 7.993379797194852e-07 2.2580253464057653e-08 1.1523597623562565e-07 2.120594061646744e-07 -7.618782169709597e-08 -2.57092537554358e-08 -1.614450250763367e-08 6.796765691986022e-08 6.019918786210481e-09 1.4634652801621747e-06 1.0437648875539947e-07 -3.79748381652508e-08 1.0330124797839681e-07 6.368912678603243e-08 1.782227222147513e-08 -2.0944000499028265e-08 -3.2103322165279716e-08 5.6093286187472184e-08 -1.8193214139890365e-08 4.825726432416869e-08 2.2116511618648044e-09 3.870054784994345e-08 -3.592628321111447e-09 -7.156422087955048e-09 -9.715487689696593e-09 -4.4205371067276075e-08 -9.878454166540086e-08 -8.885549061244476e-07 5.301970434807504e-07
