 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband maternal gpm gmm
intercept 0.0014272454912127729 5.166937699615787e-05 -0.0002596314703036029 0.00021918629109643164 0.0006570535313969729 0.00026759837858415927 -1.0376025690672279e-06 8.234452355288841e-06 -2.1798726016886396e-06 5.1070866191777385e-06 -1.761306205552018e-06 -5.6830502331732835e-06 -1.9198067936718155e-06 5.080824439692494e-07 -1.681476745370872e-06 1.2970378967784814e-06 -5.979263260282965e-06 -9.707442566386024e-07 -6.701652339182362e-06 -2.010123401484641e-06 -3.1695791412376285e-06 1.284537654910429e-06 1.7871669494028534e-06 7.720604496872307e-07 -1.4439486582574925e-06 2.183170640687333e-06 -1.9917970204181113e-05 -6.701119197498369e-06 1.0724654818436493e-05 6.318716194849731e-05
AGE 5.1669376996157975e-05 3.552673216867125e-06 -6.932131072859087e-07 -2.737695409013663e-06 -4.892223326759961e-06 -1.6481634796490432e-06 -1.64145060811394e-07 4.619690656147816e-07 -9.231718268618391e-08 2.297644572012196e-07 7.817991639148198e-08 -1.275464337814158e-07 -1.8157997299015615e-07 -3.604642751204439e-09 -1.0789916926360839e-07 2.726625604032064e-07 -1.8870286274036873e-07 -1.2831941944655567e-07 -3.537466309419207e-07 -2.2098456491012605e-08 -2.2347636841159805e-08 -6.103946771246085e-08 6.598240921607584e-08 4.549581847676668e-08 -4.7604196893672325e-08 -3.721117063976009e-08 -9.67405156569191e-07 -7.612010958232383e-07 2.160380292015236e-06 1.38579111491634e-06
sex -0.00025963147030360717 -6.932131072857232e-07 0.004700289275396839 0.0011691196384258232 -0.002410855218627398 -0.001218629878424016 7.029453503757151e-08 7.9709975585338e-07 -7.129722274769927e-07 2.884651541515959e-07 1.9575342530273955e-06 1.26824077375579e-06 1.3120672180320155e-07 -1.723398753733557e-06 -1.718537065374904e-06 3.6833052978264488e-06 2.507008179166308e-06 3.7087018423581664e-07 1.8132951949790113e-06 1.3550035356435608e-06 -3.656057460724072e-07 -3.104278495066995e-06 1.5757971127257466e-06 -2.6139884942461273e-06 -9.53960801661081e-07 3.608209811167654e-07 -5.318839724983564e-06 -3.283021402905184e-05 6.27380884948586e-05 1.0251900631720254e-05
age_sex 0.00021918629109642484 -2.7376954090137954e-06 0.0011691196384258668 0.003179069465948295 0.002348594939853466 0.00040442894355591864 2.1936779888410644e-06 3.742457654771454e-07 2.2214940820364828e-08 1.7305698054599798e-06 -2.0822118747848127e-07 1.1661308230320615e-06 -1.861751220501342e-06 3.7408692944077534e-06 -1.1117088117379742e-06 1.8473205229433353e-06 6.734278256945744e-08 -5.714484397136654e-07 6.748812752533867e-07 -1.0447622382386307e-06 -8.797454895411056e-07 1.1238998959053307e-06 -1.6142056966631383e-06 -6.891561885765783e-06 -2.2402328191110295e-07 -8.09419224812508e-07 -3.7233052204379045e-05 3.402825412546009e-05 5.414788935620417e-06 -5.4139582942286095e-05
age2_sex 0.000657053531396966 -4.892223326760382e-06 -0.0024108552186273215 0.002348594939853507 0.006395055752781816 0.002484484773451108 7.656399709310969e-07 -1.0275568066461268e-06 1.0277266083818325e-07 6.305046661000954e-07 -8.31891055570124e-07 -1.1750428739882236e-06 -1.5191007042314274e-06 5.455867302378924e-06 -1.2904954821330402e-06 -7.779200613446541e-06 2.8944340391951417e-06 7.783762728343413e-08 -1.6024816258671375e-06 -1.8370481986861846e-06 -5.712950306885358e-07 5.2481369297850905e-06 -1.8863052539276651e-06 -5.144168774905186e-06 -1.0647302494672364e-06 6.156950339165516e-07 -1.9187146800683268e-05 7.949418424240526e-05 -4.4545320151996244e-05 -1.746734381116919e-05
age3_sex 0.0002675983785841575 -1.6481634796492123e-06 -0.001218629878423996 0.0004044289435559358 0.0024844847734511164 0.001124081882762914 -1.921600413073337e-07 -3.948797480719361e-07 1.1614086229574752e-07 -6.933634841409582e-08 -1.0288043892043746e-07 -8.9766333265959e-07 -1.8681082694087112e-07 1.7234804365668555e-06 -5.993636254900987e-07 -4.438290302794263e-06 1.4828699749561282e-06 -1.760441990258722e-07 -1.213784473778866e-06 -5.657969798972694e-07 -1.7923411272094393e-07 2.137309896872028e-06 -7.558201371849457e-07 -1.0559162782334252e-06 -7.222009447380424e-07 7.553194553656788e-07 -4.31133887262629e-06 2.9786353334919045e-05 -2.1074618521510917e-05 7.967658930810323e-06
PC.PC1 -1.0376025690672457e-06 -1.641450608113955e-07 7.029453503740352e-08 2.1936779888409276e-06 7.65639970931179e-07 -1.9216004130726444e-07 1.34630661173765e-06 -1.614848696389811e-08 1.5492133880993238e-08 -1.2482664099026336e-07 6.865151171729071e-08 1.1303639791175014e-08 -1.1055570189549922e-07 1.2917296000584757e-07 4.35871384106894e-08 3.4391031967122294e-08 1.9748375625734293e-08 1.2658180375098334e-07 -8.856870809264319e-08 -8.43536820386101e-08 2.7535999955809586e-08 -1.1280107929328435e-07 1.007876201044536e-09 3.8010539426410663e-08 1.1397628462215081e-07 -1.8028774519581873e-07 -1.0226194037985498e-06 1.9527018435633483e-07 -4.305655099136079e-06 -1.7180622720983554e-06
PC.PC2 8.234452355289067e-06 4.6196906561478826e-07 7.970997558532663e-07 3.742457654771887e-07 -1.0275568066459157e-06 -3.948797480718463e-07 -1.6148486963897106e-08 2.282182924336754e-06 -8.869553478236786e-08 1.3317485381795645e-07 1.0061903947293063e-07 -7.824719325913019e-07 -1.5499585256702015e-07 -1.3256041172925323e-07 4.504615467450873e-08 9.515280311253683e-09 -6.156023567142843e-07 -2.834065424378423e-07 -1.1551141313171436e-07 -1.906499645138004e-07 -1.9700259578201488e-07 7.984232205735178e-08 -8.23657201519026e-08 -7.252028951400574e-08 -2.0337522317814796e-07 1.0851160094032503e-07 1.0304437323861476e-06 -2.5030370151708327e-06 1.0883803339245773e-06 1.4444663758950756e-06
PC.PC3 -2.1798726016885333e-06 -9.231718268618018e-08 -7.129722274769944e-07 2.2214940820441084e-08 1.0277266083828483e-07 1.1614086229577936e-07 1.549213388099323e-08 -8.869553478236658e-08 2.60450556075705e-06 6.550421921390522e-08 1.9976933055829628e-07 2.875573912104574e-07 1.5675898369317873e-07 -5.066490082453345e-08 1.5625728824206415e-08 1.571719006319628e-07 2.4690485518022294e-07 -5.1682021135248413e-08 1.0634831653542261e-08 1.6584409732495296e-07 7.430890738823387e-08 -1.8204531055708844e-09 4.51992702069897e-08 7.440038493460339e-08 -5.8120675811697155e-08 -3.0391933877391674e-08 -1.335521039986069e-06 2.959634046734099e-06 -1.1383876947112093e-06 -8.777173072327765e-06
PC.PC4 5.1070866191777385e-06 2.2976445720121922e-07 2.884651541515915e-07 1.7305698054599593e-06 6.305046661000885e-07 -6.933634841409394e-08 -1.2482664099026347e-07 1.3317485381795782e-07 6.550421921390596e-08 3.322797826132577e-06 3.638566205416434e-07 -3.339994098138987e-07 2.4195998087359236e-07 1.3413125176356636e-07 1.1495952397261701e-07 -4.008074144589003e-08 -2.0630062446515913e-07 -1.9174290154583605e-08 -6.851877249938475e-08 8.425729022919215e-08 -1.4649199918327335e-08 1.4418493570195989e-07 -6.84804915266637e-08 -1.5973642726437397e-07 2.1802608481922643e-07 2.1299316953604976e-07 -1.9460702747892537e-06 4.416026786614949e-06 -1.1380830168330452e-06 -4.010874758677314e-06
