 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal gpp gmp
PC.PC5 -1.214531145096101e-06 5.498853057892432e-08 3.7702709451845686e-06 -2.9233558932342865e-07 -1.6115726384821835e-06 -4.3521198286106953e-07 8.296363142354738e-08 9.685400105859988e-08 8.817640545395199e-08 1.3738390131676025e-07 2.952407820267036e-06 9.221331403490422e-08 3.7554008321635856e-08 -1.1403343168871065e-07 -2.4191449953143784e-08 1.6696477657833178e-07 7.750986812354968e-08 9.962638254567456e-08 3.165391658080065e-08 -1.1786992396558766e-08 3.968731452237415e-08 -6.61109311471533e-08 -1.570509480121957e-08 1.2116378706246784e-07 1.498199826440612e-07 -6.674308261293208e-08 1.0182224437019619e-06 5.370041345273924e-07 -6.789111390755233e-07 -2.481909481346761e-06
PC.PC6 -5.107776541829898e-07 -1.6193244138630527e-08 -1.0274357350701382e-06 2.119180748776844e-06 3.597133717100362e-06 1.1529441157726595e-06 -3.0865307373053944e-08 -2.7920168893281054e-07 1.5656086562070453e-07 -1.280411019536091e-07 9.221331403490429e-08 3.6668725051636303e-06 1.5119572738191145e-07 4.1932578416312604e-08 -3.1245673540407807e-07 1.3267694113033896e-07 6.740226830435599e-07 1.7475978163479403e-07 1.4031151216396363e-07 1.9838298850817418e-07 1.9033779530236087e-07 -1.9329877660969847e-07 -1.4442298723880805e-07 8.190396176551918e-08 3.758293368208093e-08 -1.9551118123979193e-07 4.470143610289493e-07 -7.371727210129207e-07 -4.263451307455615e-06 -1.8417022125462558e-06
PC.PC7 1.1484866217674523e-06 -6.698960029854227e-08 1.5552091168939073e-06 2.067802882914184e-06 2.9036776361022534e-06 9.917584228646401e-07 -1.0636749964076564e-07 -9.377772622168638e-08 3.890579596672197e-08 9.503947446164068e-08 3.755400832163591e-08 1.5119572738191192e-07 2.889597058273937e-06 1.9471561745233563e-07 -1.2182126051654878e-08 3.405522107949655e-08 1.8673922054339905e-07 -2.906017256094985e-07 5.982544484192468e-08 1.1108424357632365e-07 3.6804109395105845e-08 6.48874334459413e-08 1.4568915913955426e-08 -3.9599930942571575e-08 -4.81722385187636e-08 1.6375896716565416e-08 5.848869274019181e-07 -1.7370156946467522e-06 2.0459426046639766e-06 2.526902250625244e-06
PC.PC8 1.1247221932539345e-06 5.13237864678591e-08 -5.721260491278042e-08 -1.3555756581590385e-06 -3.295166868768484e-07 2.387235596910422e-07 7.014888052405888e-08 -2.779534227500962e-08 -8.187106284871378e-08 -3.2466295516333685e-09 -1.1403343168871106e-07 4.193257841631282e-08 1.9471561745233613e-07 3.656711193164868e-06 -4.536022563528056e-08 -3.1816222090549007e-07 1.3188887110835143e-07 -1.4041704275612744e-07 7.060907789444339e-08 -2.9349239002964454e-08 3.6608239463467675e-08 1.4203080567544696e-07 -8.948763314504137e-08 -4.68715718627951e-07 8.08604511865829e-08 -1.1600247039213404e-07 -9.338029270324829e-07 -2.150277720448979e-07 2.5267952452961914e-06 -4.327077897181155e-07
PC.PC9 -1.0043595348470736e-06 -3.812291315036938e-08 1.6071440155801286e-06 6.510831920283001e-07 -5.128148237157117e-07 -4.587193786537677e-07 4.4087664915688034e-08 2.085377455300373e-08 1.7057805586594556e-08 3.0203882780221886e-08 -2.419144995314353e-08 -3.12456735404079e-07 -1.2182126051655336e-08 -4.536022563528013e-08 3.047224520486357e-06 2.637579697302141e-07 3.6185051813081546e-08 2.443616556844413e-08 -3.926663177872247e-07 7.931111848211029e-08 4.8252516067403864e-08 -7.000594453143993e-08 1.2151308414144484e-07 -5.677448750012586e-09 2.906499800374542e-07 -1.1121282455527455e-07 -2.466172092486148e-07 1.8902301349698554e-06 -3.533479985751617e-06 1.27559414001314e-06
PC.PC10 -2.3656098138730574e-06 -2.2427673144520767e-08 -1.2053399823145657e-06 -6.233241987850641e-09 -2.8952821382868797e-06 -1.5547972377687105e-06 -2.9946773371299083e-08 4.778516540669734e-08 1.3133186543233352e-07 -1.0712125805063161e-07 1.6696477657833223e-07 1.326769411303385e-07 3.4055221079496236e-08 -3.181622209054903e-07 2.6375796973021357e-07 4.707161180840504e-06 -2.427094343311221e-07 -2.0516931225946723e-07 2.4170633123309e-07 1.0926832872696528e-07 -4.522906830746918e-08 -9.99795471234356e-08 8.800371148272264e-08 8.21475765044888e-08 1.0674536178524135e-08 7.25454230108544e-08 1.0208673231413918e-06 6.004834879791054e-07 2.6731445155699114e-06 5.120264304211101e-07
PC.PC11 -1.5427416440964814e-06 -1.6757260835122565e-08 2.8475855082987125e-06 -1.1072076305365512e-06 -1.836708409993828e-07 3.5798290068686745e-07 -2.580570143260829e-08 -2.621795974499528e-07 1.2009963553860916e-07 -1.1594346594221571e-07 7.750986812355043e-08 6.740226830435599e-07 1.8673922054339879e-07 1.3188887110835167e-07 3.618505181308199e-08 -2.427094343311232e-07 3.4977113349534345e-06 -1.1809687599742096e-07 2.640858426722514e-07 7.384019309367879e-10 5.5974643699939474e-08 2.5866952239665736e-08 -2.1441224827179575e-08 -1.8729375962506244e-07 1.1962887655744815e-07 6.875120699507317e-08 2.0164249904088125e-06 -7.988917304097007e-07 3.474098953810748e-06 -1.0604422365047765e-06
PC.PC12 -1.672158803418477e-08 -7.014030476821647e-08 4.511550367944199e-06 4.320851816314764e-06 2.4912335357867057e-06 4.078789012580046e-07 1.150531424013066e-07 -1.7082438681959458e-07 -1.3771609563248725e-07 9.235313559272525e-09 9.962638254567466e-08 1.7475978163479358e-07 -2.906017256094984e-07 -1.4041704275612654e-07 2.4436165568444672e-08 -2.0516931225946694e-07 -1.1809687599742214e-07 4.997134709027378e-06 -3.519650449019071e-07 6.089744739945918e-09 8.085758078856046e-08 5.425576271597252e-07 -2.805764461031598e-07 -1.902792606462363e-08 3.4150907842823e-07 -3.273177228490258e-08 2.08978640495252e-07 1.5719532730096477e-06 -5.0238965768234665e-06 -7.322480992184779e-07
PC.PC13 -3.192535019210838e-06 -1.5395934211406504e-07 -1.6158108147469836e-06 -1.8635060668378787e-06 -1.1088735900731042e-06 -3.0043228851424385e-07 -1.0885343636188049e-07 2.987596273231486e-08 3.196753590921035e-08 3.2699458579900277e-08 3.165391658080051e-08 1.403115121639627e-07 5.982544484192493e-08 7.060907789444394e-08 -3.926663177872261e-07 2.417063312330877e-07 2.6408584267225165e-07 -3.5196504490190593e-07 3.1297431340237456e-06 1.4318419239088276e-07 1.0493329247777338e-08 7.097239151376928e-09 -3.6952699486413825e-08 -7.671297004088681e-08 -2.665339759460936e-07 -5.6785206849948204e-08 2.096619164133495e-06 -4.198930126843858e-06 6.919835948915086e-06 -2.2503934042657306e-06
PC.PC14 3.362144043184232e-07 2.0060697491268706e-08 2.2404281356221663e-06 1.562386344635721e-06 1.0604692974331978e-06 3.04339346309284e-07 -7.953995493402191e-08 -1.190722373971571e-07 7.020991423459244e-08 1.3254640510292661e-08 -1.1786992396558284e-08 1.9838298850817392e-07 1.1108424357632385e-07 -2.9349239002963954e-08 7.931111848211068e-08 1.0926832872696508e-07 7.384019309357964e-10 6.089744739946587e-09 1.4318419239088225e-07 3.208660475725096e-06 5.8777290127773614e-08 3.1951217902822745e-08 -5.796629188775347e-08 8.392834198976819e-08 4.7955449338785745e-08 -2.0864062838349726e-07 -1.3639647720314985e-06 5.253453505980392e-06 3.282898901126088e-07 -4.7642809003665374e-06
PC.PC15 -2.467037533782427e-07 5.299640092148527e-08 -7.997738425470061e-07 1.5956491353551851e-06 3.1537572692556046e-06 1.0379999687649518e-06 1.0364423629640022e-07 -6.665443713962019e-08 8.673780225405307e-08 -6.218115343400506e-08 3.968731452237357e-08 1.9033779530236137e-07 3.6804109395106e-08 3.660823946346735e-08 4.8252516067403434e-08 -4.522906830746928e-08 5.597464369994013e-08 8.08575807885624e-08 1.0493329247777331e-08 5.877729012777219e-08 3.118198734575665e-06 1.642033440808982e-07 4.1832971139854385e-09 -1.5949215062451927e-07 7.122749166910934e-08 8.698792161220105e-08 -1.8632455008770312e-07 -1.705565823811176e-06 5.377492435659529e-07 -1.5817028243589712e-06
PC.PC16 2.402400234684338e-06 1.3497597812971756e-08 -1.8314368624344536e-06 -1.0675121886229482e-06 9.131668158467072e-07 7.042253366374462e-07 -1.0119224488844088e-07 -2.5835787960813413e-08 -7.723192427279349e-08 1.1309860387942071e-07 -6.611093114715378e-08 -1.9329877660969815e-07 6.488743344594236e-08 1.4203080567544643e-07 -7.000594453143986e-08 -9.997954712343542e-08 2.5866952239666107e-08 5.425576271597259e-07 7.0972391513756724e-09 3.1951217902822493e-08 1.6420334408089541e-07 3.542435318847402e-06 -1.459496530611794e-07 -9.620863598959203e-07 -2.8114717448739077e-07 1.0637377725779071e-07 -6.232978409746436e-07 7.248736373254522e-08 -6.573608803704219e-07 2.5761300408892604e-06
PC.PC17 1.0654287557164707e-06 1.5079005613109596e-08 1.6871567714526984e-07 1.9363705526678894e-06 4.100002799547998e-06 1.5863356607030578e-06 2.4254520197562908e-08 2.9320115466412104e-10 6.657096292206252e-08 -3.5668281779537027e-08 -1.5705094801218663e-08 -1.4442298723880977e-07 1.456891591395417e-08 -8.948763314504115e-08 1.215130841414453e-07 8.800371148272489e-08 -2.144122482717935e-08 -2.8057644610316143e-07 -3.6952699486412905e-08 -5.7966291887753985e-08 4.183297113983832e-09 -1.4594965306118015e-07 2.7961488205323673e-06 5.94756020152319e-08 -2.757555069341687e-07 -5.955088297405041e-08 1.2096770531116403e-07 -7.001472943400076e-07 -2.7886920891902737e-06 2.2387395968194336e-06
PC.PC18 1.0201144568282279e-06 -3.796981160973234e-08 4.629988113661567e-06 5.7213566088940044e-06 3.4091999615176143e-06 4.667633944421072e-07 2.475611767398517e-08 -2.9448016471111895e-08 5.4495775046061154e-08 -2.1953423434237468e-07 1.211637870624683e-07 8.190396176551904e-08 -3.9599930942572104e-08 -4.6871571862795186e-07 -5.677448750011845e-09 8.214757650448963e-08 -1.872937596250631e-07 -1.9027926064624117e-08 -7.671297004088701e-08 8.39283419897692e-08 -1.594921506245191e-07 -9.620863598959229e-07 5.9475602015233644e-08 5.631910105794266e-06 1.942390920653606e-07 6.402276081142773e-07 -1.3337433957556307e-06 -3.2131303597030023e-07 -3.8646947124900415e-06 2.9234755336670225e-06
PC.PC19 -6.351289692753869e-07 5.4590715850885854e-09 4.016909210296745e-06 1.918038028103344e-06 -1.261898229652752e-06 -9.423068069583091e-07 1.1354360914588071e-07 1.3075876886545273e-08 -4.3643959113252395e-08 -7.81655630329729e-08 1.4981998264406145e-07 3.7582933682080965e-08 -4.81722385187638e-08 8.086045118658237e-08 2.9064998003745374e-07 1.0674536178524144e-08 1.1962887655744722e-07 3.4150907842822734e-07 -2.6653397594609304e-07 4.7955449338785236e-08 7.122749166911026e-08 -2.811471744873936e-07 -2.7575550693416996e-07 1.942390920653603e-07 4.27061145041235e-06 3.9394132627435184e-07 1.1463369173434127e-06 1.17408240673682e-07 -3.0170855090519415e-06 3.475831213858964e-06
PC.PC20 5.965238168806338e-08 -7.532247844731621e-08 2.4204718589167058e-06 -2.9936692336429026e-06 -5.106048827198469e-06 -1.648096618045254e-06 -1.736707521106139e-07 9.191988399070362e-09 -2.483128001889421e-08 1.3138188819792642e-07 -6.674308261293149e-08 -1.955111812397924e-07 1.637589671656445e-08 -1.1600247039213435e-07 -1.1121282455527421e-07 7.254542301085444e-08 6.875120699507233e-08 -3.273177228490348e-08 -5.678520684994853e-08 -2.0864062838349845e-07 8.698792161220058e-08 1.0637377725778995e-07 -5.955088297405355e-08 6.402276081142768e-07 3.939413262743527e-07 3.453760013845792e-06 -6.085552678618544e-07 8.362598003938393e-07 -4.572352916218754e-06 3.0884467126350756e-06
proband 4.474647690044132e-05 1.4367428478457351e-06 3.2042398580621613e-06 3.20635273374537e-05 7.076018451237079e-05 2.5770982972154088e-05 -1.1034138712739081e-06 5.303257268071185e-07 -5.693202490890277e-07 4.2067256423007723e-07 1.0182224437019566e-06 4.4701436102895134e-07 5.848869274019265e-07 -9.338029270324873e-07 -2.466172092486164e-07 1.0208673231414092e-06 2.0164249904088138e-06 2.0897864049524653e-07 2.096619164133497e-06 -1.363964772031506e-06 -1.863245500877059e-07 -6.232978409746445e-07 1.2096770531119084e-07 -1.3337433957556182e-06 1.146336917343417e-06 -6.085552678618531e-07 0.0004184063083487469 -0.000241994192040639 3.114932873239522e-05 -2.1304229474656107e-07
paternal -0.00010113385256538406 -4.547869815112504e-06 2.09507769007645e-05 -2.874536577791909e-05 -0.00012160194781158299 -5.394071677614605e-05 -1.5621782970579894e-06 6.981038947448941e-07 -1.543787651288e-06 9.040773625676208e-07 5.370041345274417e-07 -7.371727210129144e-07 -1.7370156946467611e-06 -2.150277720449022e-07 1.8902301349698495e-06 6.004834879790402e-07 -7.988917304097357e-07 1.571953273009664e-06 -4.198930126843833e-06 5.253453505980376e-06 -1.7055658238111575e-06 7.248736373252663e-08 -7.001472943400709e-07 -3.213130359703208e-07 1.1740824067368217e-07 8.362598003938527e-07 -0.00024199419204063458 0.0016254832710676907 -0.0009429871011518898 -0.001109830868969982
gpp 3.135151636576116e-05 4.2670220892731605e-06 -7.145922423911756e-06 -2.9743877563990663e-05 -1.088947913411629e-05 -2.349368548185069e-06 -4.436531151229257e-07 -1.6933640369318736e-06 -2.4298597682976877e-07 -2.934780603032211e-06 -6.789111390755458e-07 -4.263451307455657e-06 2.0459426046639757e-06 2.5267952452961957e-06 -3.533479985751606e-06 2.6731445155699427e-06 3.474098953810752e-06 -5.023896576823479e-06 6.9198359489150715e-06 3.2828989011261944e-07 5.377492435659494e-07 -6.573608803704033e-07 -2.7886920891902437e-06 -3.864694712490044e-06 -3.0170855090519436e-06 -4.572352916218754e-06 3.1149328732392466e-05 -0.0009429871011518874 0.002419560270424503 -0.0004913780885761317
gmp 9.164675512345744e-05 2.5793033694527805e-06 -8.105840246880711e-05 2.0921022210226546e-05 0.00013311564671090176 6.130500632951791e-05 1.5072955341119693e-06 3.0750698878285678e-06 -2.644686425708932e-06 -1.9316725656033365e-06 -2.481909481346825e-06 -1.8417022125462298e-06 2.5269022506252465e-06 -4.3270778971811584e-07 1.2755941400131526e-06 5.12026430421148e-07 -1.0604422365047213e-06 -7.322480992184744e-07 -2.2503934042657743e-06 -4.764280900366498e-06 -1.5817028243589928e-06 2.5761300408892706e-06 2.2387395968194823e-06 2.923475533667057e-06 3.475831213858963e-06 3.08844671263506e-06 -2.1304229475152074e-07 -0.0011098308689699741 -0.0004913780885761354 0.002549480902705582
