 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.00017009386809706026 1.2949329399135837e-06 -5.895093002747366e-07 -7.24264635279884e-06 2.8168686434255324e-06 3.486565134894101e-06 -1.0012993612988549e-07 6.713580576029556e-07 -3.4272967980543474e-07 1.7217817667003128e-07 1.2958175213165928e-07 1.3368477383772476e-07 -3.786392281041259e-07 2.1521531599510901e-07 1.02391810655396e-07 -1.8387614571224374e-09 2.8618426513279523e-07 2.2247086801286605e-08 -1.8648334574443396e-07 -1.6903983441506601e-07 -2.251517331105009e-07 1.3580127630412017e-07 5.577045303976294e-07 -3.151737946708517e-08 7.742710680887715e-08 -4.051701347728457e-07 4.974588890884843e-07 -5.2140767625711255e-06 5.572026189994538e-06
AGE 1.294932939913569e-06 5.299356949936991e-07 6.375046401123082e-07 2.880500511152171e-07 -7.49990027804871e-07 -3.4189827150029375e-07 -1.3102753623008273e-08 4.961734450939039e-08 -3.667608456601821e-08 2.4520086306395774e-08 5.6802779049666215e-08 3.5029731506118095e-08 -3.510193073877249e-08 1.280830285670045e-08 2.4999913459897347e-08 3.223083158618584e-08 5.545077327575176e-08 -2.359999227382051e-09 -5.4685128255609785e-08 1.3820658303999753e-08 1.1992049304284483e-09 -1.050898409039912e-08 1.9274015472308754e-08 -2.443800711111001e-09 3.2679938204480205e-09 -3.16184281786925e-08 -2.052784069232031e-07 1.5612777388828547e-07 9.013938106153598e-08
sex -5.895093002747714e-07 6.375046401122859e-07 0.0010344377268425668 9.464689227083793e-05 -0.0002637452857760637 -6.944226844594263e-05 2.5571951758036666e-07 2.382499064794852e-07 -3.6932700670102064e-07 2.1433235108559466e-07 1.2175016401990847e-06 -5.445002104575028e-07 -2.4669667558472883e-07 -7.28965820562739e-08 -4.315355688606213e-07 1.1965684036853517e-07 6.016103215984097e-07 -5.281388431918339e-07 -1.9487443957857645e-07 2.402023547175531e-07 -1.828798213542446e-07 -7.171501050018897e-07 3.698796396565071e-07 -4.900328300002671e-07 -3.770428485038565e-07 2.822435089644581e-07 -1.7347955686962525e-06 -4.504112218717793e-06 6.058073602215018e-06
age_sex -7.242646352798803e-06 2.880500511152063e-07 9.46468922708375e-05 0.0004690021511957684 -6.414463472326597e-05 -0.00015286326111211946 3.727794945574696e-07 1.9502397015784902e-07 1.702115705288652e-07 2.3323995659511057e-07 4.50418709968116e-08 2.1622526131463678e-07 -3.681852690913205e-07 -2.2792302666945766e-08 -1.817216643344009e-07 9.772874446529365e-07 -5.8235447004076e-07 -1.2093425737394535e-08 4.5154681120295043e-07 -4.414161571771698e-08 -1.6648847640476516e-07 -3.271242837078621e-07 -8.424473039148929e-07 -2.0692196582238838e-07 1.4973274526612908e-07 2.454069196018402e-07 -5.693382139705339e-06 6.344170504841523e-06 -8.167940422359286e-06
age2_sex 2.816868643425556e-06 -7.499900278048644e-07 -0.000263745285776065 -6.414463472326712e-05 0.0001486477536664328 5.28405464025051e-05 -1.0467189051953707e-08 -5.574745582418579e-08 2.672459947025415e-07 -8.465038571503354e-08 -3.6900465399114224e-07 5.786138001361266e-08 9.962980889714199e-08 5.0624562903596105e-08 1.9451586802295442e-07 -1.4416658600180127e-07 3.6929663332184255e-08 1.2803233654597993e-07 1.2599118076355668e-07 -2.460719650571525e-07 9.11030133794989e-08 -3.9588921392671063e-08 6.325735971026483e-08 7.778035122837977e-09 1.1957574579554995e-07 4.478541022817475e-08 3.5005478805856943e-06 -1.2037354025207765e-06 -2.687919005830964e-06
age3_sex 3.4865651348941167e-06 -3.418982715002911e-07 -6.944226844594355e-05 -0.00015286326111212085 5.2840546402505173e-05 7.410921162479435e-05 -8.614726979447676e-08 -5.4654877490555385e-08 6.876090884471634e-08 -4.44383765333093e-08 -7.94589416509757e-08 -1.0048495773258136e-07 1.1151115656505918e-07 4.6834224606736714e-08 3.961393717677367e-08 -3.348452052970818e-07 2.2785042866054616e-07 -5.504218242848293e-08 -1.4877622331501282e-07 -1.0477618699412114e-07 3.243375598265401e-08 3.729431614591279e-08 2.762349381346426e-07 -7.905966802177736e-09 -3.780953517092764e-08 -1.0563024042610943e-09 2.7898636251978375e-06 -4.430153850843569e-06 1.9547462219041225e-06
PC.PC1 -1.0012993612988044e-07 -1.3102753623008327e-08 2.557195175803427e-07 3.7277949455737457e-07 -1.0467189051937274e-08 -8.61472697944441e-08 3.472338978558588e-07 -1.4578373633997295e-09 6.254938866317482e-09 -2.1781114353492907e-08 -1.9971419419452223e-08 4.809530597499382e-09 -1.9304865871667226e-08 1.7063734177867993e-08 1.9752383446493553e-08 -1.0617775570176874e-08 -4.411384499008978e-09 1.625371104167274e-08 -1.182953768391693e-08 -1.4367470087071073e-08 2.4138171818964458e-08 -6.558503902698531e-09 6.199187963077269e-09 -6.3794376928794665e-09 -1.3392538597459986e-09 -1.1827717822082251e-08 -2.1702416932813474e-07 -4.373659503906948e-07 -6.36845826883579e-07
PC.PC2 6.713580576029294e-07 4.961734450939018e-08 2.3824990647948998e-07 1.950239701578734e-07 -5.5747455824189116e-08 -5.465487749056301e-08 -1.4578373634000143e-09 5.872241433602053e-07 -2.6832042276002806e-08 3.462431494429797e-08 2.8499375261302775e-08 -3.6601758013216634e-08 -3.2517994712258223e-09 -8.841373538573721e-09 -9.946368178979356e-10 1.6892195760397927e-08 4.372253262333997e-09 -1.152027875505677e-08 2.342357079719754e-08 5.3447954910907935e-09 -1.3078720562196558e-08 1.4114620091309598e-08 -3.0508908209674485e-08 -4.29606007735036e-09 -2.5232833970910013e-09 1.4030837767405669e-08 -2.5331504220972257e-08 2.2894693676265001e-07 -1.622932818251344e-07
PC.PC3 -3.4272967980543283e-07 -3.6676084566018184e-08 -3.6932700670102557e-07 1.702115705288627e-07 2.6724599470254256e-07 6.876090884471701e-08 6.254938866317073e-09 -2.6832042276003143e-08 7.07055855841144e-07 3.553728350965794e-08 3.703390400159111e-08 1.7620824494492295e-08 2.4645926763543978e-08 -3.786225813409473e-08 6.896955197119089e-09 2.5972070353238595e-08 -1.867164234661644e-08 -1.4962961487703675e-08 -1.6107608704449302e-08 1.3845814808367518e-08 2.44180804160223e-08 -2.6560061225813925e-08 1.0017442688271315e-08 5.500630103057893e-08 1.0250838353772413e-08 -5.284471514293982e-09 -1.9690950082506662e-08 -1.1467121489951299e-06 -9.537917716362092e-07
PC.PC4 1.721781766700264e-07 2.4520086306395926e-08 2.1433235108558852e-07 2.332399565951063e-07 -8.46503857150312e-08 -4.4438376533307195e-08 -2.178111435349312e-08 3.462431494429759e-08 3.553728350965781e-08 9.096602488250234e-07 7.21596506334735e-08 -3.8078925785091405e-08 1.2199938165489873e-07 4.258979993689881e-08 3.155263450804892e-09 -3.2220763554286464e-08 -1.3603830733441046e-08 4.8928068147342845e-08 -4.273019167954186e-09 3.8877809807620525e-08 1.3901276186013776e-08 3.274082213638515e-08 -1.0807315446224318e-08 4.1764617792079025e-09 -5.2163001880920625e-09 -2.5566213760856024e-08 -1.3332896574378455e-07 -6.86359359152994e-07 4.7388769106444577e-07
