 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.0001699787851817208 1.2942658352454681e-06 -7.485474703972064e-07 -7.02472501579342e-06 2.8440116971686068e-06 3.3954803607007765e-06 -9.558415359857493e-08 6.787004464374416e-07 -3.4532737566397186e-07 1.5617023907667813e-07 1.2727378049044007e-07 1.1176879770623595e-07 -3.8381624927126675e-07 2.197013836906532e-07 1.1295879557181922e-07 1.084964183964655e-08 2.890439581925645e-07 2.0646991171480245e-08 -2.0566833184894832e-07 -1.6096987719906618e-07 -2.330562610717216e-07 1.4091931799024603e-07 5.450291223972606e-07 -2.993849496307256e-08 7.914108994529361e-08 -4.052470692822798e-07 7.796465337791214e-07
AGE 1.2942658352454806e-06 5.296037232899613e-07 6.374997827630301e-07 2.8758227955139287e-07 -7.485997229373002e-07 -3.4052532268061693e-07 -1.2766755916204128e-08 4.952337033300678e-08 -3.5966757943357235e-08 2.4636171721593884e-08 5.714898056632543e-08 3.547790328522143e-08 -3.526891209353088e-08 1.2740976869828841e-08 2.50650050087033e-08 3.2055107637567274e-08 5.521870867280551e-08 -2.088765682823795e-09 -5.4930167549252036e-08 1.347764403268541e-08 1.1802539322638412e-09 -1.0646060300402826e-08 1.9480482084164745e-08 -2.1688714652621865e-09 3.185545858630083e-09 -3.1387385468686175e-08 -8.921071310677874e-08
sex -7.485474703972464e-07 6.374997827630251e-07 0.0010340313614222573 9.484227677400507e-05 -0.00026364699886231174 -6.951176349777978e-05 2.614511058600602e-07 2.437338196590531e-07 -3.6623021446605553e-07 1.9783054455831127e-07 1.217542100842364e-06 -5.651656924718751e-07 -2.5383976131698793e-07 -6.8143482892602e-08 -4.2049352418862106e-07 1.3083047364400996e-07 6.017373483177864e-07 -5.286271957614906e-07 -2.1437317920954335e-07 2.466204191855732e-07 -1.903231997749424e-07 -7.134729318171532e-07 3.5482884426734853e-07 -4.873737626079245e-07 -3.75877890483037e-07 2.8460638495242673e-07 -8.899529984296936e-07
age_sex -7.024725015793461e-06 2.8758227955137604e-07 9.484227677400311e-05 0.00046858512310105896 -6.417137068574908e-05 -0.0001527037771898652 3.6513171080675023e-07 1.872099991419325e-07 1.670805847312313e-07 2.5587440047100876e-07 4.5457091141008705e-08 2.4480562896509547e-07 -3.5889725903511245e-07 -2.8932081983822065e-08 -1.9708830742247835e-07 9.614962162708295e-07 -5.832287628980305e-07 -1.154627990240775e-08 4.779996752976665e-07 -5.3301335109996797e-08 -1.564616983912758e-07 -3.323974980386029e-07 -8.228247033471896e-07 -2.0983631509787178e-07 1.4803800628134037e-07 2.429230162015637e-07 -6.7038921973411136e-06
age2_sex 2.8440116971686275e-06 -7.485997229372982e-07 -0.0002636469988623119 -6.417137068575076e-05 0.0001485855756320009 5.282840308668007e-05 -1.65245486498804e-08 -5.6242985051519047e-08 2.565433796950818e-07 -8.315459729915093e-08 -3.743143756396315e-07 5.602264855636419e-08 1.0378343110870592e-07 5.0409911667217224e-08 1.9065425570382348e-07 -1.4416098897070005e-07 3.965616546018763e-08 1.2405849818889999e-07 1.3431950722487381e-07 -2.425716740215786e-07 9.325526723843644e-08 -3.867309628990886e-08 6.234620258321376e-08 3.1598584329703954e-09 1.2041907727427393e-07 4.1515057911429567e-08 1.6378984019425262e-06
age3_sex 3.395480360700794e-06 -3.405253226806118e-07 -6.951176349777912e-05 -0.00015270377718986614 5.2828403086679537e-05 7.402747131560564e-05 -8.750049854056694e-08 -5.096931479510348e-08 6.098182526671855e-08 -5.508406318867809e-08 -8.43414999374939e-08 -1.172189371702412e-07 1.1018592094218333e-07 4.9993250482535655e-08 4.4276311920290936e-08 -3.265933926829124e-07 2.3074764229351147e-07 -5.888703891625099e-08 -1.5538234097009114e-07 -9.68545971370404e-08 2.9004614162129554e-08 4.096955864600178e-08 2.649640684783586e-07 -1.0404409833856145e-08 -3.614088131947056e-08 -2.6101654008455888e-09 1.6791902588942626e-06
PC.PC1 -9.55841535985552e-08 -1.2766755916204102e-08 2.614511058600226e-07 3.6513171080657013e-07 -1.6524548649854506e-08 -8.750049854050742e-08 3.456633747014567e-07 -1.5360450789268042e-09 3.2501189663026235e-09 -2.16604791608948e-08 -2.1490844541074076e-08 3.8686972060870964e-09 -1.8264349513342762e-08 1.7129529885915562e-08 1.891041312553973e-08 -1.0398923242986315e-08 -3.6736767671508053e-09 1.511419867638755e-08 -9.844787623763575e-09 -1.329142999275243e-08 2.462385110831397e-08 -6.193087691537358e-09 5.620846514358194e-09 -7.63656336222016e-09 -1.0809744780574213e-09 -1.2694671842033658e-08 -7.286853220736202e-07
PC.PC2 6.787004464374532e-07 4.952337033300692e-08 2.43733819659048e-07 1.872099991419282e-07 -5.624298505151701e-08 -5.096931479510166e-08 -1.5360450789267295e-09 5.873356331715864e-07 -2.662283185344071e-08 3.5267054482586663e-08 2.8635149089239804e-08 -3.556307397826423e-08 -3.0893863747033494e-09 -9.057922929193308e-09 -1.2459070779461741e-09 1.641918848573831e-08 4.349153103362962e-09 -1.137072573132731e-08 2.387364560515662e-08 4.930505795041804e-09 -1.2874020797619849e-08 1.402316971773783e-08 -2.961339008400194e-08 -4.203986087835105e-09 -2.560913637168527e-09 1.4011447130444982e-08 2.4910974061202575e-09
PC.PC3 -3.4532737566398197e-07 -3.5966757943357315e-08 -3.662302144660577e-07 1.6708058473122643e-07 2.5654337969508267e-07 6.098182526672067e-08 3.250118966302917e-09 -2.662283185344115e-08 7.012977078293456e-07 3.4710431772597154e-08 3.4002686993824064e-08 1.4451204692781212e-08 2.6300852770782275e-08 -3.745967345740507e-08 5.699247387885432e-09 2.699520625744178e-08 -1.710440729294431e-08 -1.7302275334717384e-08 -1.3219652546742099e-08 1.647010633010046e-08 2.497133951290438e-08 -2.570644401131815e-08 7.935850008025693e-09 5.25502599719627e-08 1.0922829400046425e-08 -6.96884406574958e-09 -1.0145782616732445e-06
PC.PC4 1.5617023907667514e-07 2.4636171721593788e-08 1.9783054455830732e-07 2.5587440047100606e-07 -8.315459729914881e-08 -5.508406318867634e-08 -2.1660479160894988e-08 3.5267054482585955e-08 3.471043177259783e-08 9.080398410612319e-07 7.165434297873955e-08 -4.081263450559446e-08 1.2147993481095715e-07 4.312852428175595e-08 4.1600377640770715e-09 -3.080026045516497e-08 -1.3246611016834561e-08 4.8490894220845226e-08 -5.885848943926828e-09 4.003694613901616e-08 1.3173316682115018e-08 3.332484042571777e-08 -1.2615739846330376e-08 4.010742115678092e-09 -4.976922724390634e-09 -2.5673214611162925e-08 -2.2229154357567072e-07
