 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.005011832764329944 0.00015355598023932107 0.003100883306436432 0.007765658495862886 0.008531922963841749 0.0025135153046510856 4.403728787077425e-06 1.8421642421928576e-05 -3.383528498145589e-06 4.743016967446302e-06 -5.803637868226679e-06 -5.5358157779057115e-06 4.315216590299783e-06 -5.097014833702643e-07 -7.665043638006188e-06 1.915120300459748e-06 -7.1381529427317216e-06 -3.425404962707902e-06 -1.153273347868105e-05 5.372990712148676e-06 3.607946345436017e-06 9.207479864988261e-07 -2.533712898100162e-06 1.936937165105462e-06 6.03487527611275e-06 5.85211936874695e-06 9.405075518736007e-05 -9.876146442165509e-05 -0.00011490122595043859 -0.00012533731693228117 0.00027123628033001945 2.0177659899216474e-06 0.00015261992300869868
AGE 0.00015355598023932053 8.313237666497614e-06 -3.5254384186292904e-06 -3.225464313029625e-05 -3.9513251078659016e-05 -1.1842736533871024e-05 -4.331005058998942e-08 1.1030175022492848e-06 -1.5797334587561837e-07 2.023096296240352e-07 7.646789492161013e-10 -1.2627191625594275e-07 -1.52253771079827e-08 -1.0357068943470176e-07 -4.181231933831015e-07 3.832777130698275e-07 -2.506139628733588e-07 -5.341800060384914e-07 -4.913462424778485e-07 1.8938924010030035e-07 2.779743462094714e-07 -1.8649819947913754e-07 -3.6848211704091146e-08 -1.4025043803828833e-07 1.0873499502837392e-07 -7.364769241398948e-08 6.932731563415368e-08 -4.378184806225611e-06 -4.458799195085138e-06 5.547669326376866e-06 3.6338375407480437e-06 5.7388853991723165e-06 3.530279181258065e-06
sex 0.003100883306437545 -3.5254384186327196e-06 0.029172980205256657 0.034337492617270565 0.024110834912311415 0.005214804386346184 -4.417807273294211e-06 1.0552684143860958e-05 6.172499735108599e-07 -8.489013713807902e-06 9.077035009503788e-06 8.226173357124824e-07 -4.757082333902457e-07 1.844690379995017e-05 5.525682409690146e-06 5.4106758296138355e-06 -2.932747486620404e-08 7.480200229083091e-06 -1.0750709994163398e-06 1.1128451869757841e-05 4.694727929421795e-07 -1.3623830576883615e-05 4.232414503949952e-06 -2.71499028694688e-06 1.8361183482879998e-05 1.0665089865883329e-05 0.000205772765397504 -5.912778726573395e-05 0.00013786003439214631 -0.00017976610377850235 -0.000162234282713308 -0.0002218830887298516 -0.00015636466811217364
age_sex 0.00776565849586376 -3.225464313029597e-05 0.03433749261726416 0.07065450509020953 0.06843239073044999 0.01849467170002713 2.0225756961655575e-06 6.018465804795123e-06 1.8149587764256684e-05 -4.335293118297738e-06 1.0950711058275739e-06 7.091290919900851e-06 -3.82088664545442e-06 2.3742740042050312e-05 1.8847301545646146e-06 1.2450684766182797e-05 -4.229591190354642e-06 2.0171791595010336e-05 -4.28935781563254e-06 3.548059262237737e-06 9.2918860105785e-06 -5.242761011807349e-07 -1.6848152117414568e-06 -9.250917626595389e-06 8.574053028233263e-06 -5.514319485077649e-06 0.0005346238274887119 -0.0003901356486470632 0.00020308408716815005 -0.0005400737385037234 0.0007227378268072568 -0.0002874908487458845 -0.00042754385978219716
age2_sex 0.0085319229638417 -3.951325107865504e-05 0.024110834912301427 0.06843239073044197 0.0765783069054604 0.022565082050841026 1.4487405442758919e-06 4.932032568570789e-07 2.5053785536449038e-05 -3.1990952110694144e-06 -4.595558364473101e-06 6.5029785084277286e-06 -4.283110537620559e-06 1.676705419464054e-05 -5.952389050692565e-07 4.516188131392182e-06 3.5928906067455944e-06 2.3161515179337718e-05 -6.226779044319276e-06 -3.126071982588259e-06 1.2333784316279021e-05 1.3687965522424544e-05 -4.516449959070504e-06 -7.211213693799425e-06 6.915062764863944e-08 -9.287580213336013e-06 0.000648712425010863 -0.0007092033724883093 0.00011666902407850993 -0.0005703015699785113 0.0013781990730634258 -0.00020550133200996796 -0.0002447115366941207
age3_sex 0.0025135153046508935 -1.1842736533868972e-05 0.005214804386342681 0.018494671700023325 0.022565082050839427 0.007011960910007486 -3.250363056037241e-08 -4.7437465088875526e-07 8.106175581022603e-06 -1.0464364626814657e-06 -1.8644016509567774e-06 1.2438373704844775e-06 -9.840463369640353e-07 3.773299373103897e-06 -4.5637503221307484e-07 -7.968319122158437e-07 2.629076540661694e-06 6.52606690625498e-06 -2.584432357037757e-06 -1.717226602713991e-06 3.675444301355457e-06 6.339420089770674e-06 -1.905866460926457e-06 -1.4586629099238522e-06 -1.3069307364028663e-06 -2.3023643875122113e-06 0.0001989363746862529 -0.00027972259384319526 2.4626652410156942e-05 -0.00017530481037879406 0.0005406563279442682 -6.527233611713205e-05 -2.1005524908016195e-05
PC.PC1 4.403728787078171e-06 -4.331005059000025e-08 -4.417807273291023e-06 2.022575696172634e-06 1.448740544284061e-06 -3.250363055784765e-08 2.3463946209294764e-06 -7.734715942049722e-08 -4.882686593968621e-08 -1.2158699742116488e-07 1.1893770915801944e-07 -2.114147340720197e-08 -1.7839981189977474e-07 1.1564564681780499e-07 8.563380742077749e-08 -9.399399551824469e-08 4.365715385478301e-09 2.870263508548183e-07 -3.133209905760672e-07 -1.313858671486868e-07 1.860956312584105e-07 -1.6388546428042657e-07 -2.746709086259594e-08 2.2276149323447225e-07 4.265645190664578e-07 -2.865813704270867e-07 -2.757656056025475e-09 -2.4933564300933742e-06 -9.867501121387117e-07 -2.726723486141886e-06 1.9838876881257464e-07 -7.937700386310948e-06 -3.0687742034010606e-06
PC.PC2 1.8421642421928322e-05 1.1030175022492823e-06 1.0552684143859926e-05 6.018465804793601e-06 4.93203256855894e-07 -4.74374650889025e-07 -7.734715942049625e-08 3.5153990912749516e-06 8.289680901807605e-08 -2.217353595554341e-08 2.0343791884982307e-07 -1.0120874713809111e-06 -1.9902520689632267e-07 -6.193573039257876e-08 1.314391722998554e-07 2.847750812108093e-07 -7.954570174967011e-07 -6.021850535340288e-07 9.432549385044214e-08 -2.3379750692011817e-07 -1.7952455443474208e-07 1.4645658818829104e-08 -5.3593206107733355e-08 -2.383828305142215e-07 -3.3314144095893104e-07 7.769276554849124e-08 2.6859877321454463e-06 -6.380226724844563e-07 -4.821166457679648e-06 -1.942395995490253e-06 9.26673504788452e-06 8.455321891929335e-07 4.52952675332643e-06
PC.PC3 -3.383528498145305e-06 -1.579733458756288e-07 6.172499735094215e-07 1.8149587764258558e-05 2.5053785536453497e-05 8.106175581024326e-06 -4.8826865939688026e-08 8.289680901807466e-08 4.3493732927256086e-06 7.118345060253826e-08 3.942033688522131e-07 4.032856515935666e-07 9.091936583595534e-08 -1.6710550386164687e-07 3.2921457791068144e-09 4.786100322728504e-07 2.5436936326821985e-07 -1.5804906583551395e-07 1.2008918029155019e-08 1.4449217263131852e-07 3.797111455945693e-08 -8.879644557203499e-08 1.69624143247959e-07 1.0778454311536824e-07 -4.4703757065340056e-07 -1.179033021457122e-07 1.97505541426986e-06 -2.877043179141686e-06 3.4206535143330917e-06 -4.598357868647401e-06 -2.395601180562551e-06 -4.955694527481109e-06 -1.067332486530145e-05
PC.PC4 4.743016967446661e-06 2.0230962962402412e-07 -8.489013713804956e-06 -4.335293118293481e-06 -3.199095211064568e-06 -1.0464364626799057e-06 -1.2158699742116848e-07 -2.217353595554389e-08 7.118345060253911e-08 5.77018193777071e-06 8.920644250200971e-07 -3.4757666088271003e-07 1.961434198173379e-07 -1.9485294266580742e-07 2.08098305856954e-07 -8.99822982750753e-08 -1.7049182394730908e-07 -3.8379047805347955e-08 -1.865650703816481e-08 -6.400262289314971e-08 -5.816072600134434e-08 2.1520272436183824e-07 -1.4796540955111012e-07 -7.561270060037061e-07 3.241353275408242e-07 4.533061040971308e-07 -2.1639475430940735e-06 2.233667841947418e-06 9.609880467445528e-06 -7.030610293472875e-06 -6.410288740681893e-06 -1.108085602308039e-06 -1.0578304618425224e-05
