 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.0003528495194106664 2.7783045334845816e-06 -1.9208585994790695e-06 -5.332905533734889e-06 2.367092634775264e-06 3.541540498862913e-06 7.958851702536238e-08 2.6772863992571673e-06 -2.5212725702016478e-06 1.0298898973122527e-06 -7.362485422162015e-08 6.895377604035111e-07 3.3518335024150163e-07 2.362927863395669e-07 1.4207526308646415e-08 5.39452400083717e-07 9.238372726538431e-07 -6.117668731308517e-09 -1.3485364221102401e-06 -1.4678170740353102e-07 -7.516728179019332e-07 3.26265606779729e-07 1.9153407793061227e-06 2.598358714651605e-07 2.1091649401938115e-07 -1.121341722062083e-06 1.0554647302205043e-06
AGE 2.7783045334845867e-06 6.442076685905043e-07 3.668127964934245e-07 5.406241595121926e-07 -5.088010782603301e-07 -4.2098710658133353e-07 -2.005326108602583e-08 6.056530656738793e-08 -4.8015295417446286e-08 2.369752729003982e-08 5.846850326753759e-08 2.387659229915276e-08 -5.375438844533971e-08 9.593301461337087e-09 1.377281440588274e-08 4.879030792731606e-08 6.645087261346669e-08 -2.7364822265405953e-09 -5.750887560420389e-08 1.3669790818228254e-08 3.5101629162353885e-09 -7.633067995772809e-09 1.4561470771087305e-08 -1.4187022193442958e-09 1.578743460311886e-08 -3.7095242249974755e-08 -1.220416539033524e-07
sex -1.920858599479036e-06 3.668127964934232e-07 0.0007630956587128293 5.904764576779182e-05 -0.0002031815436303072 -5.075631940846205e-05 1.8979264631379672e-07 2.583299927998624e-07 -1.6358395528732576e-07 1.103710283817354e-07 7.266168783491155e-07 -5.039611489779777e-07 -2.640950389495815e-07 1.500997712509787e-07 -4.112983196830255e-07 -2.6683847436738174e-07 1.5873742129177113e-07 -1.4426510575258955e-07 -9.770037529271028e-08 4.5764913654922624e-07 -2.399296115878102e-07 -5.162972789737326e-07 -2.124424620950053e-07 -2.5865896633125317e-07 -4.267916805945511e-07 4.0334694376148426e-07 1.5400182094017195e-06
age_sex -5.332905533734883e-06 5.406241595121909e-07 5.904764576779202e-05 0.00037547190755351704 -5.2525439324468646e-05 -0.00013139865701685362 3.649327785165359e-07 4.054680216933486e-08 1.3825941064399923e-07 2.576859075900417e-07 -1.2574462323866112e-07 -2.8728477398225652e-08 -3.7890619641774687e-07 8.475328623586868e-08 2.6159372843579985e-07 1.1556016461977164e-06 -6.585237967224333e-07 -2.3384801095488523e-07 4.4414165744315703e-07 6.8768454634879695e-09 -5.162771479768643e-07 -1.0438726947022662e-07 -8.523651123248527e-07 -1.4381666296061162e-08 1.348812599290841e-07 2.544455162340997e-07 1.69435561477164e-06
age2_sex 2.3670926347752388e-06 -5.088010782603293e-07 -0.00020318154363030728 -5.252543932446861e-05 0.00011982606021939749 4.380582326501835e-05 -7.222092725740073e-08 -9.831360012594896e-08 1.369375034570762e-07 -9.033283072236518e-08 -8.72535482932403e-08 8.704623346345185e-08 1.7853673567635123e-07 -6.331827701345848e-08 1.917412529206431e-07 -6.461482793362216e-08 1.6318967374637227e-07 8.013095402783232e-08 3.342800087682326e-08 -2.6173813411132466e-07 7.963681224324111e-08 -1.6543151244269663e-07 1.2571467707170934e-07 -1.1872634473733266e-08 -3.66160623750746e-08 -2.371897869300391e-08 -5.790501813296792e-07
age3_sex 3.5415404988628945e-06 -4.2098710658133306e-07 -5.0756319408462116e-05 -0.0001313986570168537 4.380582326501838e-05 6.675173729102165e-05 -1.0232866489561221e-07 6.316745699866233e-08 2.3467849646197935e-08 -3.6520013431285446e-08 1.5061371862223653e-08 4.9580928721014346e-08 1.451853261759499e-07 -4.1122981269657896e-08 -7.34026446976571e-08 -4.0654126435249797e-07 2.9843597966605365e-07 7.21027482837792e-08 -2.1306334879884506e-07 -7.796327091676009e-08 1.3732901083439292e-07 -2.6909908210277095e-08 2.211058769465925e-07 -8.738940379987277e-08 -1.041732265694952e-07 -1.7366097870942744e-08 -8.40870979132795e-07
PC.PC1 7.958851702536512e-08 -2.0053261086025802e-08 1.8979264631379722e-07 3.649327785165363e-07 -7.22209272574009e-08 -1.0232866489561229e-07 6.484007994580412e-07 -3.3399773212851384e-08 -5.074939592342048e-08 -1.742174360357346e-08 -4.640194907675061e-08 1.2320348957234909e-08 6.213068369635862e-09 3.658423402347889e-08 6.293082284870142e-08 -5.960957295581772e-09 -2.739361945321819e-08 1.3519036561148005e-08 -8.517321680563116e-10 -3.951438146103598e-08 4.774111241986244e-08 1.2289325745751189e-08 1.184241286404038e-08 -1.2822721961045763e-08 -1.1058804486959169e-08 -2.394313937025815e-09 1.9729447226783972e-07
PC.PC2 2.6772863992572173e-06 6.056530656738833e-08 2.583299927998608e-07 4.054680216933422e-08 -9.831360012594784e-08 6.316745699866315e-08 -3.3399773212851305e-08 1.3334498494609592e-06 -8.447110182220526e-08 8.237254817144985e-08 1.688432785766779e-08 5.884166717120876e-09 -3.2574633418662547e-09 -5.757103560893786e-08 2.9351947729816836e-08 7.132747509849491e-09 -2.9677519914565724e-08 -2.5292468188355765e-08 -5.123658627662664e-08 -3.136379024749332e-08 -3.458172699611535e-08 6.033315188568534e-08 1.755047724073349e-08 1.399486994590098e-08 9.089051293093164e-09 1.739967314652718e-08 -4.837847514440637e-07
PC.PC3 -2.5212725702016723e-06 -4.8015295417446465e-08 -1.6358395528732518e-07 1.3825941064400002e-07 1.369375034570759e-07 2.346784964619749e-08 -5.0749395923420334e-08 -8.44711018222057e-08 1.3085524151680195e-06 -2.862574000740734e-09 8.651860048051112e-08 2.205477016512711e-10 3.820652167814221e-08 -8.24448109273657e-08 9.776649366492476e-09 2.8745073889147423e-08 -3.800178065072512e-10 -2.706097778674169e-08 1.0472382841259528e-08 4.693847368498773e-08 4.633200636934062e-08 -6.495238135159638e-08 -3.34529041432323e-09 5.9058337766176476e-08 2.4472478698847623e-08 -4.773152294733319e-09 1.2536974636104227e-06
PC.PC4 1.0298898973122504e-06 2.369752729003981e-08 1.1037102838173521e-07 2.576859075900419e-07 -9.033283072236507e-08 -3.652001343128535e-08 -1.7421743603573387e-08 8.237254817144985e-08 -2.8625740007405475e-09 1.7997350326282724e-06 1.3081799348273252e-07 -4.846112215105857e-08 1.1627613423694365e-07 7.91849891020637e-08 2.6782433669662994e-08 -1.7144801096342393e-08 -3.747225868943061e-08 6.797154593424724e-08 -2.7371392314259613e-08 6.297352047118982e-08 -2.635349166783461e-09 4.6358699635518244e-08 -5.780435266700168e-09 -1.0893606953529063e-08 -1.0416497291639004e-08 -5.192538864360404e-08 4.9354141770410104e-08
