 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.0024037045513293906 7.613881656236728e-05 0.0013754874000890419 0.0038705438711186314 0.004446753610289462 0.0013537738994905636 1.6514924022686909e-06 5.63520515190219e-06 -1.4304458405005738e-06 1.686578887313847e-06 -1.219438557736947e-06 -2.5193115804065667e-06 9.19950537399865e-07 -7.860743449161822e-07 -2.7696068201927126e-06 -6.181736989921877e-07 -3.7119072286369645e-06 -2.0385548864604063e-06 -5.543755363219791e-06 3.3824500172418945e-06 2.11643615665712e-06 1.6537896151180568e-06 -5.415198050292585e-07 1.8318401791053785e-06 2.155216962567139e-06 1.7386515822717638e-06 4.044086063761445e-06 0.00011892428724788822 0.00020765786474746453 -0.00010296483752484993 -0.00013753239695581677 -9.882779952481024e-05 -0.00028345479551662
AGE 7.613881656236736e-05 4.1809085835876075e-06 -6.612513137854859e-06 -1.9024335077684515e-05 -2.112779165398622e-05 -6.272827288763671e-06 3.807634727534297e-08 3.128442515968723e-07 -1.2325489553628686e-07 9.913659696402232e-08 7.332526529774432e-08 -6.926756681903809e-09 -2.1175819756397784e-08 -7.497911418356909e-08 -1.5850136973885783e-07 5.931985372742714e-08 -7.454795596004636e-08 -1.9776985295059977e-07 -2.759220188125694e-07 1.8205832016260467e-07 1.407674950417635e-07 1.0139306237136762e-08 1.4435413971641282e-08 -5.887694517745253e-12 -1.0801979198360653e-08 -1.2532673201638885e-07 4.959056922765677e-07 1.3500793666333175e-06 1.1289606427766052e-05 -7.11201212409721e-07 -1.4820844304294063e-06 -4.641330291198764e-06 -1.5422299481106044e-05
sex 0.0013754874000890141 -6.612513137854555e-06 0.013988496079246671 0.01640943862786445 0.011531950093618399 0.0025019684909876063 -4.170889428283009e-06 5.001011351248323e-06 -1.1621864491542997e-06 -3.0975123354566083e-06 6.80035190225232e-06 -1.786030551448067e-06 7.12697286755275e-07 5.157353191804045e-06 2.145234910627256e-06 3.4390094384495095e-06 -6.284864050602385e-07 3.178263967324186e-06 -5.802262868121003e-07 5.87553913055101e-06 -6.204179949627793e-07 -6.8201755593368535e-06 1.3516855006907603e-06 -1.9344089368943485e-06 1.012368927564237e-05 5.137512104945082e-06 -1.5423664237362505e-06 0.00017123850820727866 0.00011692537320432447 -5.093290021280624e-05 -0.00010955239902161041 -0.0001234254675107611 -0.00010904297057959172
age_sex 0.003870543871118593 -1.9024335077685084e-05 0.01640943862786469 0.03498038274733009 0.03478106977154775 0.009641221145206 -1.2439016142848887e-06 3.6268136837204463e-06 7.918193487892364e-06 -2.714346715984547e-06 4.632893503036218e-06 3.5907600440685177e-06 -2.085188415087187e-06 7.630474849139923e-06 2.2484735552326487e-06 8.610782431634078e-06 -2.52791737738099e-06 4.292615409050193e-06 -4.206247772418912e-07 1.5483534751007522e-06 3.3932665816571315e-06 5.884510019391832e-07 2.99828891754824e-06 -4.509358642703389e-06 7.009720988354597e-06 -2.4350341489456655e-06 -3.089671869295524e-05 0.0004400790860502169 0.0002488421670245795 -0.00017022773416315885 -0.00037363616623226396 -0.00024236121811575342 -0.0002798422835108822
age2_sex 0.004446753610289447 -2.1127791653986942e-05 0.01153195009361872 0.034781069771547955 0.040170768783753516 0.01217536190742529 -2.0123392065941972e-07 1.3861974031509285e-06 1.1692700444088999e-05 -2.604008417423741e-06 1.8364145340985043e-06 7.200029344635984e-06 -2.1354329460257475e-06 6.760559477279053e-06 2.139048598835681e-06 4.825011991684264e-06 9.475875157284523e-07 3.6490336585561157e-06 -3.2664035084746336e-07 -2.88484415720287e-06 4.189759300991064e-06 8.722049033289238e-06 4.205465687333298e-06 -3.884667623793397e-06 3.3006733428031453e-06 -3.960732646053542e-06 -1.5730440675266684e-05 0.0004449766423331801 0.00016554374791538326 -0.00013187556540368122 -0.0004445538619663704 -0.0001782657316200401 -0.0002383925985314077
age3_sex 0.001353773899490568 -6.272827288763877e-06 0.0025019684909877216 0.009641221145206125 0.012175361907425353 0.003897286166097129 -3.4417922320501636e-08 2.2972186815196692e-07 3.695639005512145e-06 -7.754902375244451e-07 1.933514624962205e-07 2.6271192941924155e-06 -4.2329641906955535e-07 1.8438375151484174e-06 4.263419786546121e-07 5.009502219580001e-07 8.620436444123797e-07 8.225736020314906e-07 -1.3266032600927794e-07 -1.5978167053637711e-06 1.0369575318025493e-06 4.043182825327056e-06 1.4107676058996644e-06 -9.663150990509603e-07 4.579187711113901e-07 -9.84840187586904e-07 7.523885920874465e-06 0.00010808701925495706 2.4011505578144326e-05 -1.5393564664367323e-05 -0.0001393237150254219 -3.111797796475447e-05 -6.692529763279565e-05
PC.PC1 1.6514924022685039e-06 3.807634727534186e-08 -4.1708894282834904e-06 -1.2439016142861173e-06 -2.012339206607055e-07 -3.441792232086436e-08 9.842032794487676e-07 1.5535516092569402e-09 3.4395648687309987e-09 -9.366892300337413e-08 5.403040545102577e-08 -3.521307784352682e-08 -8.525303602231654e-08 6.449426279173241e-08 2.0084032497402086e-08 -6.317507539569677e-09 3.045203036325484e-09 8.997476360907991e-08 -1.1817777422075706e-07 -4.6592594739055644e-08 8.102788857786664e-08 -8.013939504261518e-08 2.023083000667923e-09 7.794405436685468e-08 2.4486130438008984e-07 -1.3964122611854755e-07 8.092197688459838e-08 -1.9003050790832745e-06 1.0537454358254052e-06 -1.0958650749918236e-06 4.336038967746858e-06 -2.063636571785864e-06 1.1297092791478886e-06
PC.PC2 5.635205151902069e-06 3.1284425159686733e-07 5.001011351248703e-06 3.6268136837206835e-06 1.3861974031508845e-06 2.2972186815190432e-07 1.5535516092567964e-09 1.428540770397219e-06 -4.826581123291118e-08 4.0174858839058035e-08 8.726885147133417e-08 -6.122772544978663e-07 -1.2445839023384822e-07 -3.6530698636690845e-08 -8.437026371955928e-09 6.302053156940652e-09 -4.7064140121550205e-07 -1.930016128948991e-07 7.712423854150996e-08 -1.309473519547753e-07 -7.5989790983722e-08 -6.458737078596169e-10 -1.2893582531003977e-07 -1.149221157427133e-07 -1.882191388278677e-07 7.045006613711167e-08 1.649593302682359e-07 7.509957191918871e-07 -1.951754206493113e-06 1.038000184247587e-06 -4.450657005233758e-06 -6.786653013453061e-07 -1.0823753168750319e-06
PC.PC3 -1.4304458405006968e-06 -1.2325489553628233e-07 -1.162186449154844e-06 7.918193487890755e-06 1.1692700444087222e-05 3.695639005511621e-06 3.4395648687313354e-09 -4.826581123291063e-08 1.8521698203822804e-06 5.2494257322798703e-08 1.8153732599898524e-07 2.4355208701146537e-07 3.004197971587017e-08 -3.3986655432905805e-08 -3.6387705121387335e-08 1.880318073629339e-07 1.7887853017738353e-07 -1.214519508818889e-07 9.481355471154432e-09 4.862000330483103e-08 7.887707061436435e-09 -3.382102938790424e-08 1.005937309031209e-07 -2.6461578543692506e-08 -1.9991259256960268e-07 -5.983795854827812e-08 8.335375571236711e-07 -1.7756555776537687e-06 -2.6599738142457993e-06 2.7231332805476918e-06 4.836010885178072e-06 6.421248868807886e-06 4.199192433495394e-06
PC.PC4 1.6865788873137665e-06 9.913659696402145e-08 -3.097512335456733e-06 -2.7143467159849538e-06 -2.604008417424247e-06 -7.75490237524604e-07 -9.366892300337451e-08 4.01748588390587e-08 5.2494257322798406e-08 2.3554896349511473e-06 3.3494542826702015e-07 -2.2869902601175948e-07 1.3973588947483513e-07 -1.175119128989488e-08 3.96293802345736e-08 1.7885951312778053e-08 -8.526279521991932e-08 -1.0843102054010228e-08 1.6655286583171994e-08 2.985413447990757e-09 -5.6480262615907525e-08 9.568934694935524e-08 -8.732959730215253e-08 -4.0165417939248893e-07 1.4013175237784774e-07 2.0214670333010536e-07 -6.784138716763023e-07 1.152849789192788e-08 4.122540994324871e-07 -5.673291597467991e-07 5.496422578423543e-06 3.9312272396656586e-07 -3.6333576837241913e-06
