 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.0032861623271255016 9.914449010545375e-05 0.0020818082461364256 0.005160209559233473 0.005626089519456083 0.0016496176634821246 3.0789612133413135e-06 1.1809651834097181e-05 -3.917724118755922e-06 4.022060560740755e-06 -4.095687428553684e-06 -3.1622378237689666e-06 2.7481629866681146e-06 -6.30876434536438e-08 -4.473231994791054e-06 4.635949616970849e-07 -4.6096535389020095e-06 -1.2411231411581536e-06 -8.630296581779794e-06 3.893516512733961e-06 3.083756296688568e-06 1.2668279230685197e-06 -2.0914228744697575e-06 3.0429994578866156e-06 4.4834443290341815e-06 3.384127991741547e-06 1.7136710172208634e-05 0.00011092274834956543 0.00016583541973871736 -7.137174083311595e-05 -0.00016092083597557644 -2.976564510274252e-05 -0.00029123552862490756
AGE 9.914449010545436e-05 5.3609032970984415e-06 1.6515358116471068e-07 -1.7370086238358426e-05 -2.3090616584702394e-05 -7.036411927907229e-06 -2.5068808404647722e-08 7.160399816771596e-07 -1.2746202870514106e-07 1.65342673822051e-07 -2.9646795694053122e-09 -6.414921809176338e-08 -2.7160014621620682e-08 -5.130192558451441e-08 -2.1746007860290093e-07 2.3389089790026824e-07 -1.5620949706229024e-07 -2.8548657991666115e-07 -3.8313319624484707e-07 1.3951269930765717e-07 2.0772463677716913e-07 -8.097656695414276e-08 -6.482172274910102e-08 -4.23457506781158e-08 1.0566953800319422e-07 -5.334201874205156e-08 2.3641080535821596e-06 -9.848044949298366e-07 9.949690616810573e-06 3.670117509168516e-06 -3.3012852741680782e-06 -2.1898817412437453e-06 -1.7157631363816607e-05
sex 0.002081808246136454 1.6515358116347668e-07 0.019282072001201852 0.022683748082584134 0.015897958232997184 0.0034269469538493504 -3.5137714838073174e-06 7.68539586508131e-06 -8.374756971032758e-07 -5.612620585028465e-06 5.654566372062584e-06 -7.685581315493068e-07 -1.3610453436695385e-06 1.1629141410177337e-05 2.4297375833401107e-06 5.594892268654465e-06 -6.858975551462867e-07 5.75605311307244e-06 -1.0866654548283122e-06 7.848110382122581e-06 -1.4423317381234236e-06 -7.118704818820761e-06 3.4490831413122404e-06 -8.901884258485125e-07 1.2237466163353446e-05 7.721165684706077e-06 8.828539942406418e-06 0.0003332984562353177 0.00014474519979655067 -0.00014076426488265022 -0.00014889755123167727 -0.0001416556520471747 -0.00015685105705199126
age_sex 0.0051602095592334475 -1.7370086238362054e-05 0.022683748082583815 0.04655242727924048 0.04496163293317765 0.012115043941064083 7.916222781856484e-07 3.7635342878622796e-06 9.685981323917757e-06 -2.4194733850774885e-06 2.3043484691157613e-07 4.919354870059616e-06 -3.925624246933777e-06 1.5021410989655607e-05 -2.1407809225791604e-06 9.276744724137346e-06 -5.026933835943365e-06 1.3934942473394247e-05 -2.9497701018761048e-06 3.8659211446884414e-06 4.275506925080153e-06 1.0142773049887073e-06 2.517884167452984e-09 -3.7091622663505e-06 4.327157268117647e-06 -4.217658876811188e-06 -0.00010741454718678289 0.0006327346434527845 0.00024499569617855417 -0.0002532351618952661 -0.0003795887373194353 -0.00024801312191100066 -0.0002778129482726662
age2_sex 0.005626089519456015 -2.309061658470649e-05 0.015897958232996744 0.04496163293317735 0.050173531797345114 0.014745580306189455 1.108068365373912e-06 -1.1001944499936105e-06 1.5398506581437118e-05 -1.0437301757059932e-06 -1.8983462161218442e-06 6.50810448899571e-06 -3.6538938194877266e-06 1.0679931509259778e-05 -3.8295103515783536e-06 3.1055262974994756e-06 -2.4914729038249968e-08 1.5798271726915254e-05 -4.622653915564377e-06 -1.0450704203381742e-07 6.557861694888724e-06 9.169632566525908e-06 -2.589669613868746e-06 -2.1451677614700635e-06 -2.6587203481671854e-06 -7.47385362901161e-06 -0.0001705290208102939 0.0005696918021221976 0.0001450471276017967 -0.00010282511766094063 -0.00043593897039994483 -0.00010590391191952732 -0.00019633307089860988
age3_sex 0.001649617663482097 -7.036411927908537e-06 0.003426946953849243 0.012115043941063969 0.014745580306189417 0.004571854102708831 9.89250931255694e-08 -9.281409290938709e-07 5.217850879069759e-06 -3.2023773754266744e-07 -5.624762302950567e-07 1.726397257148156e-06 -7.776752264374089e-07 2.4650299594546823e-06 -1.2424517812579252e-06 -6.700974832095045e-07 1.1675125997746198e-06 4.490493702137206e-06 -1.8801285575626994e-06 -4.1353724703338607e-07 2.1489088382981517e-06 3.961383841001136e-06 -1.3165596325576455e-06 -3.079863363019524e-07 -1.8302881468685392e-06 -2.1071513692352266e-06 -5.604629043973924e-05 0.00013016543063409982 2.3271980619405774e-05 1.866615223414789e-05 -0.0001338059476016219 7.819166213711547e-06 -5.168718480220277e-05
PC.PC1 3.0789612133410878e-06 -2.5068808404648493e-08 -3.5137714838087192e-06 7.916222781836033e-07 1.108068365372308e-06 9.892509312519785e-08 1.5422736793802949e-06 -5.976899970667193e-08 -8.130076406735319e-08 -6.789722132937878e-08 5.2120629773414294e-08 -5.291731220404538e-08 -1.0143176418017923e-07 8.730235706466503e-08 4.1187475712169605e-08 -4.90587039046058e-08 1.294902445244623e-08 1.458462806524146e-07 -1.6260542911081718e-07 -6.78167430043708e-08 1.3298712492714469e-07 -1.0803299121249482e-07 7.909867724390701e-09 9.098848402447068e-08 3.1305915094546465e-07 -1.86556001957744e-07 3.66000963212211e-07 -3.715269057998954e-06 4.191487047329061e-07 -5.627726286008166e-07 6.841697120528995e-06 -1.8599751531847692e-06 1.716683987557606e-06
PC.PC2 1.1809651834097168e-05 7.160399816771626e-07 7.685395865080862e-06 3.7635342878615566e-06 -1.1001944499942608e-06 -9.281409290940458e-07 -5.976899970667131e-08 2.422520275826712e-06 3.091817265857958e-08 5.006532934261141e-09 1.1020950928406958e-07 -6.238626854301888e-07 -1.1943683783645825e-07 -5.580740240854327e-08 1.2336609862600757e-07 1.5403512533511852e-07 -5.451630684553019e-07 -3.5363420721397676e-07 4.386148434014662e-08 -1.6590359273050602e-07 -9.963815797540175e-08 2.2213340920575853e-08 -1.5416702921164304e-08 -1.601271709042292e-07 -2.2826181978601138e-07 6.8715643644645735e-09 3.614406049119525e-07 1.2715296177476169e-06 -2.225983191351093e-06 -1.5245541259646669e-06 -2.350917835664135e-06 -1.2236093124672699e-06 -1.5219054320512254e-06
PC.PC3 -3.917724118756816e-06 -1.2746202870513953e-07 -8.374756971062683e-07 9.685981323910495e-06 1.5398506581429685e-05 5.217850879067693e-06 -8.130076406735333e-08 3.0918172658580095e-08 3.0191530273958357e-06 1.0251605540962055e-08 3.2035396278924667e-07 2.7845727532216303e-07 3.6912977654036064e-08 -9.802454502126881e-08 -7.74950074589693e-08 4.03111132083964e-07 2.1550393875299467e-07 -2.1480953330140336e-07 5.2048391972567266e-08 8.256643469612812e-08 -1.8937194009489537e-08 -9.99279563852951e-08 1.47378286039485e-07 -4.60438868508837e-09 -2.486706755414628e-07 -8.025770843980581e-09 1.4451060182791204e-06 -2.868918938009758e-06 -3.3631470623478306e-06 4.847009660239121e-06 6.878987512435592e-06 7.597429414423776e-06 8.825024244684047e-06
PC.PC4 4.022060560740762e-06 1.6534267382205194e-07 -5.6126205850286304e-06 -2.419473385077646e-06 -1.0437301757060775e-06 -3.202377375426788e-07 -6.789722132937891e-08 5.0065329342609505e-09 1.0251605540961972e-08 3.925011191559563e-06 6.112012714239413e-07 -2.4139729432568275e-07 1.3050045131333375e-07 -1.5050279519733867e-07 1.1514662512237325e-07 4.612976507038415e-08 -1.0717107598317651e-07 -6.519803002990826e-08 2.6616075206794282e-08 -1.4082801545522536e-08 -7.912258771674156e-08 1.4891120884928872e-07 -8.87777115459044e-08 -5.036952956876173e-07 2.216174240407811e-07 3.1810780595723057e-07 -2.3127918498490664e-07 -1.0198770010544882e-06 -4.709979764624182e-07 1.6840836936043446e-06 7.479801913802073e-06 2.9932157442720627e-06 -4.7732525017086405e-06
PC.PC5 -4.095687428553581e-06 -2.9646795694010494e-09 5.654566372062401e-06 2.3043484691150823e-07 -1.8983462161218167e-06 -5.624762302950365e-07 5.2120629773414685e-08 1.1020950928406973e-07 3.2035396278924604e-07 6.112012714239417e-07 4.319407274030909e-06 9.681059143674806e-08 2.484603426523148e-07 -4.1316832818575396e-07 -1.9625065404756933e-08 4.058012423973376e-07 4.013311713423535e-08 3.110027823225504e-07 3.6408978563030805e-08 1.8496491980102973e-07 -6.400320430461656e-09 2.124833471111865e-08 -3.581614762969472e-08 1.4289110611728666e-07 3.220256067350935e-07 5.8860768131538955e-08 -2.111656218391013e-06 1.6827773922678021e-06 -1.973083301396382e-06 4.623272975579159e-06 1.1763483063993493e-06 9.814603631737866e-06 2.532321473117499e-06
PC.PC6 -3.1622378237690154e-06 -6.414921809177107e-08 -7.685581315483807e-07 4.9193548700609456e-06 6.508104488996872e-06 1.7263972571484603e-06 -5.291731220404596e-08 -6.238626854301886e-07 2.784572753221636e-07 -2.413972943256832e-07 9.681059143674914e-08 4.720581845639177e-06 1.0377897865425201e-07 -3.700637741121793e-08 -4.3012428523790844e-07 2.0384301833286112e-07 1.2556011509057067e-06 1.1232945781846365e-07 2.78313470730523e-07 2.669479799620071e-07 2.4568013860094847e-07 -2.6655205415749143e-07 -2.7279359796887887e-07 1.953462150337969e-07 2.509639759696293e-07 -2.6311395044658956e-07 -1.0957897842459377e-06 3.077364846896795e-06 -3.986533766746805e-06 4.139573499027881e-06 -2.294327257326482e-06 1.0425034467256348e-05 1.4934048139780325e-06
PC.PC7 2.7481629866683467e-06 -2.7160014621622386e-08 -1.3610453436684954e-06 -3.925624246931565e-06 -3.653893819485541e-06 -7.776752264368097e-07 -1.0143176418017941e-07 -1.1943683783645822e-07 3.6912977654036474e-08 1.3050045131333478e-07 2.4846034265231517e-07 1.0377897865425158e-07 4.107366273354851e-06 4.516813074094571e-07 6.321915501583315e-08 -8.165386146683683e-08 2.4671284716196304e-07 -4.5107397239514774e-07 5.075256423675729e-08 4.4846928418802685e-07 1.9072389572838745e-07 1.0112096304301092e-07 -4.3996604944172684e-08 7.78352899684479e-08 8.165036199064208e-08 -8.441101082047269e-08 5.095752162664668e-07 -4.766321074627672e-06 -6.588100307579848e-06 -1.6469468570094373e-06 7.6936094699895e-06 3.0486633803451023e-06 2.1513862879274183e-06
PC.PC8 -6.308764345331195e-08 -5.130192558451466e-08 1.1629141410178443e-05 1.5021410989658197e-05 1.0679931509262472e-05 2.4650299594554387e-06 8.730235706466606e-08 -5.5807402408542507e-08 -9.802454502126835e-08 -1.5050279519733894e-07 -4.131683281857536e-07 -3.7006377411218076e-08 4.516813074094565e-07 5.794943358853771e-06 3.11458420628191e-08 -8.158227909135883e-07 2.0419961584449483e-07 -1.618739064496964e-07 -4.392328839053463e-09 -6.284944637075314e-08 2.1652925320337052e-08 1.736446683569896e-07 -1.2329773420442376e-07 -5.250800732260882e-07 1.0360885982155899e-07 -1.697412787603846e-07 -1.2992507730996436e-07 -6.746312567219922e-06 6.8642950073594535e-06 5.821018441263254e-06 4.375908491265994e-06 -3.9376323041607614e-06 -3.6366590306314416e-06
PC.PC9 -4.473231994790834e-06 -2.1746007860289913e-07 2.429737583341031e-06 -2.1407809225775883e-06 -3.829510351576941e-06 -1.2424517812575567e-06 4.118747571216936e-08 1.2336609862600762e-07 -7.749500745896953e-08 1.151466251223732e-07 -1.962506540475668e-08 -4.3012428523790865e-07 6.321915501583344e-08 3.1145842062819863e-08 3.883103933960219e-06 4.891385287684674e-07 -1.924642498317148e-09 3.0716602700937553e-08 -5.437197207384544e-07 1.9352116883771702e-07 3.827305127718561e-08 -9.381670373722424e-09 4.637282868694042e-08 -3.74754852656974e-08 5.307827402295204e-07 -1.2247941573198831e-07 2.109399580892527e-06 -4.509902869733305e-06 -1.654217068007881e-06 -4.376425892741036e-06 5.025987140594894e-06 -3.778811296636835e-07 -3.8460101070702805e-06
PC.PC10 4.6359496169711704e-07 2.3389089790026707e-07 5.594892268653877e-06 9.276744724137236e-06 3.105526297499934e-06 -6.700974832092797e-07 -4.9058703904605145e-08 1.54035125335118e-07 4.0311113208396515e-07 4.6129765070384664e-08 4.058012423973375e-07 2.038430183328617e-07 -8.165386146683698e-08 -8.158227909135875e-07 4.891385287684669e-07 7.498622992010572e-06 -6.035557886973936e-07 -3.6516028452520267e-07 4.1465992055999784e-07 7.607465860582851e-08 -1.1190180296886653e-07 -1.5394432203753578e-07 2.1045109531106076e-07 -2.303859919582089e-07 -6.654825175821698e-08 1.900559746411568e-07 2.0992352823276315e-06 -1.8078997562325365e-07 -6.767494688624592e-06 6.177581354826483e-06 1.2822667703382344e-06 8.05681448568677e-06 4.3797684272088294e-07
PC.PC11 -4.609653538900396e-06 -1.5620949706229485e-07 -6.858975551361816e-07 -5.0269338359273276e-06 -2.4914729024607026e-08 1.1675125997780136e-06 1.2949024452445206e-08 -5.451630684552992e-07 2.1550393875299573e-07 -1.0717107598317808e-07 4.013311713423767e-08 1.2556011509057061e-06 2.467128471619621e-07 2.0419961584450188e-07 -1.9246424983178923e-09 -6.035557886973937e-07 4.634053309361153e-06 -3.237993040611813e-07 2.785340326555046e-07 1.996619590306384e-08 2.562079801974586e-07 -1.2968875879607056e-07 -6.370071051439117e-08 -2.2927888635537313e-07 1.9804804269343966e-07 9.117650419126597e-08 -8.393396691980519e-07 9.601820468796708e-07 3.528146436863949e-06 3.8167179221604245e-06 -4.133172833521597e-06 5.993951409254305e-06 -4.5081780275176755e-06
PC.PC12 -1.2411231411594955e-06 -2.8548657991664384e-07 5.756053113064444e-06 1.393494247337937e-05 1.579827172690089e-05 4.49049370213327e-06 1.4584628065241594e-07 -3.5363420721397634e-07 -2.1480953330140657e-07 -6.519803002990576e-08 3.1100278232254845e-07 1.123294578184617e-07 -4.5107397239514636e-07 -1.618739064497042e-07 3.071660270093658e-08 -3.651602845252036e-07 -3.2379930406118695e-07 7.6227758297748424e-06 -6.432559831725395e-07 -3.6770510786905467e-09 1.2055697296362575e-07 9.032979205820686e-07 -5.540765441703409e-07 1.0297626628038045e-07 4.739648007490183e-07 -1.2856174375164997e-07 -1.6765493099971829e-06 1.617059546788417e-06 7.4135902591537e-07 6.285662011780672e-07 -3.053255359940103e-06 -8.060190429086356e-06 -8.169617680739786e-07
PC.PC13 -8.63029658178056e-06 -3.831331962448605e-07 -1.0866654548299925e-06 -2.9497701018792693e-06 -4.622653915567567e-06 -1.880128557563601e-06 -1.6260542911081723e-07 4.386148434014462e-08 5.20483919725672e-08 2.6616075206794136e-08 3.6408978563031606e-08 2.783134707305248e-07 5.0752564236757016e-08 -4.392328839053284e-09 -5.437197207384537e-07 4.146599205599963e-07 2.7853403265550737e-07 -6.432559831725399e-07 3.9315012161155545e-06 9.552796427324216e-08 -5.165085134893618e-08 1.2396518895651702e-07 -5.135173096893868e-08 -2.6433081081205606e-07 -4.2577187190450455e-07 -1.9619927571671093e-07 -9.129523479611638e-07 -5.584742306984375e-07 -5.271731482171001e-06 9.734682997033513e-07 -7.244577521914507e-07 4.992646107957993e-06 2.017855815468403e-06
PC.PC14 3.893516512733913e-06 1.3951269930765677e-07 7.848110382122422e-06 3.865921144688113e-06 -1.045070420341734e-07 -4.1353724703349317e-07 -6.781674300437032e-08 -1.6590359273050708e-07 8.256643469612802e-08 -1.4082801545522096e-08 1.8496491980103e-07 2.669479799620076e-07 4.4846928418802764e-07 -6.284944637075352e-08 1.9352116883771678e-07 7.607465860582863e-08 1.996619590306216e-08 -3.677051078689112e-09 9.55279642732424e-08 4.305862288477564e-06 3.326499152219489e-07 1.5583159953773312e-08 -2.8452390068487773e-08 3.132650401188572e-07 2.3287143937532273e-07 -2.7566209902829525e-07 -7.510840974328274e-07 -5.833522003049511e-06 7.89422667705016e-06 2.6444789902737796e-08 9.198781863762597e-06 -8.04957479486522e-06 -6.773119098715837e-06
PC.PC15 3.0837562966896753e-06 2.077246367771825e-07 -1.4423317381204096e-06 4.275506925086278e-06 6.557861694894694e-06 2.1489088382997755e-06 1.329871249271451e-07 -9.963815797539966e-08 -1.8937194009488812e-08 -7.912258771674133e-08 -6.400320430462851e-09 2.4568013860094874e-07 1.9072389572838782e-07 2.1652925320338945e-08 3.827305127718439e-08 -1.1190180296886568e-07 2.5620798019745685e-07 1.2055697296362805e-07 -5.165085134893749e-08 3.3264991522195065e-07 4.007606194940596e-06 2.3830786638688646e-07 -9.463058003976618e-09 -2.77666005606653e-07 2.720838451959442e-07 1.1007354417075631e-07 8.743074764941616e-07 -5.712312159024898e-06 3.4532501690071113e-06 -5.63610229771794e-06 3.1037994122408557e-06 9.82184567617366e-08 -6.436130291917866e-06
