 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.00025148100683158425 1.9107876556234266e-06 -1.766536922061326e-06 -8.955225329792595e-06 4.123478882481781e-06 5.436854919301771e-06 3.8447809306192216e-07 1.59628954480838e-06 -8.156665222239319e-07 6.718151601769761e-07 1.936035249646231e-07 4.2504956725522657e-07 -1.4463544984495262e-07 2.2939605097060584e-07 -4.577251690306094e-08 2.2464224920286895e-07 7.617510304258136e-07 8.18580681160278e-08 -7.021675034106811e-07 -4.959230256507984e-08 -6.826453650084981e-07 4.108512233011392e-07 1.3726952284094083e-06 -2.2873922233093712e-09 8.948224770824307e-08 -7.920652116572197e-07 -7.836883871436378e-07
AGE 1.910787655623449e-06 6.215389150279761e-07 4.857590823884935e-07 5.331405224155217e-07 -6.538802832679623e-07 -4.40342982323456e-07 -1.9321956348279343e-08 6.193347011026769e-08 -3.0908828917138794e-08 2.9294839651004672e-08 7.022330179234842e-08 3.1941435355613896e-08 -5.012180711631142e-08 1.3674671612228391e-08 6.534266259869597e-09 4.408035469037183e-08 5.817607543711001e-08 4.938221619133384e-09 -5.727103260204759e-08 1.4147770624088325e-08 4.896151135382549e-09 -1.5997685007714185e-08 4.3535368088551495e-11 -9.790829102581154e-09 1.5163132890240843e-08 -3.633621316296253e-08 -2.659878902368085e-07
sex -1.7665369220613231e-06 4.857590823884944e-07 0.000965152955342781 7.630276232905184e-05 -0.0002565720365163872 -6.168072796384283e-05 2.4573242754563065e-07 2.581151433165902e-07 -1.9376428103912988e-07 1.1864329928227832e-07 1.438693316908668e-06 -7.146069300597799e-07 -3.0925768462304966e-07 3.215715338144887e-08 -3.040161679034948e-07 -2.2326802790003117e-07 4.456260890034996e-07 -5.4571267260667e-07 -2.504802229057437e-07 3.2357854015953795e-07 -2.2165392325641044e-07 -7.457408260171379e-07 -1.2550939035706595e-07 -5.315855889984681e-07 -2.890393980482936e-07 5.466141094877105e-07 4.647364545306855e-06
age_sex -8.955225329792607e-06 5.331405224155225e-07 7.630276232905186e-05 0.0004888650750914768 -5.7996704536013526e-05 -0.00017503499664364746 3.69457308755246e-07 2.1751800638398266e-07 -4.875554274379262e-08 3.6817823321951865e-07 3.857607407734909e-08 1.7896741529281263e-07 -2.778344274843201e-07 1.061142560746801e-07 -5.766511037526479e-09 9.136326932274769e-07 -6.685165353354618e-07 -1.459190618519055e-07 5.816688462603953e-07 7.682675657620669e-08 -2.3449069400698925e-07 -7.224922859931115e-08 -6.11508961517754e-07 -4.2060190669291506e-07 1.311971505885078e-07 1.6511822552021291e-07 3.965591745400905e-06
age2_sex 4.123478882481743e-06 -6.53880283267963e-07 -0.0002565720365163871 -5.799670453601341e-05 0.00015036386503846378 5.1636295653341597e-05 -4.3240962289161626e-09 -9.226765485899454e-08 1.9267216749393203e-07 -8.287950284285548e-08 -4.70915656677949e-07 1.5580555996753606e-07 1.377981573512304e-07 -8.267401767851515e-08 1.1678627384918734e-07 3.876663557065657e-08 9.192386918039557e-08 1.5991244761518858e-07 1.6918342233586618e-07 -2.956984477857917e-07 1.9247079972294342e-08 -4.5967511725729e-08 2.2368157708380465e-07 1.435647600412873e-07 7.935795569400547e-08 5.264208663616738e-09 -8.510582743015978e-07
age3_sex 5.436854919301743e-06 -4.403429823234565e-07 -6.168072796384283e-05 -0.00017503499664364738 5.163629565334163e-05 9.007815973863454e-05 -7.456622953848107e-08 -4.8046608644910307e-08 1.403013745096899e-07 -1.112042117033528e-07 -1.2548175424124255e-07 -4.2154894100689184e-08 1.0677488058700497e-07 -6.1051946439058195e-09 -4.3702607236460995e-08 -2.937677742426041e-07 2.825950015394603e-07 -1.3724851970760665e-08 -2.590962543241553e-07 -1.3513968791338605e-07 5.506863882360197e-08 -5.489491736559594e-08 6.538300123502938e-08 8.440011129419502e-08 -8.681388419980363e-08 4.8174355766766056e-08 -1.6241164487639828e-06
PC.PC1 3.844780930619212e-07 -1.932195634827937e-08 2.4573242754563097e-07 3.694573087552468e-07 -4.324096228916433e-09 -7.456622953848144e-08 4.7651045726381777e-07 -2.1743146678822433e-08 6.319211617004083e-09 -8.746448353078845e-09 -3.784200283050923e-08 6.717268729167478e-09 -8.234518402817878e-09 2.349714484196865e-08 4.0068969933161586e-08 -1.1684978331228377e-08 -1.2190365491180386e-08 1.438995361430375e-08 -6.77682365115686e-09 -2.37891090668563e-08 3.288511871497533e-08 7.429475479171804e-09 1.2088294879054308e-08 -1.8784382432910586e-08 -9.708741882337293e-09 -6.266534454939786e-09 1.851352738782333e-07
PC.PC2 1.5962895448084526e-06 6.193347011026806e-08 2.58115143316588e-07 2.1751800638397856e-07 -9.226765485899253e-08 -4.804660864490819e-08 -2.1743146678822347e-08 9.11718142808376e-07 -4.3525582069265723e-08 4.889371125260512e-08 1.6909599926611582e-08 -1.3208805278645886e-08 -3.192443645525148e-09 -2.5809838628406318e-08 1.702100367601366e-08 1.7134978838300885e-08 2.6016581691580503e-09 -1.4483298420675851e-08 -1.2391121290008643e-08 -9.636494655668516e-09 -2.3551173806339376e-08 4.768797011213728e-08 8.233930690764746e-09 1.064485652132296e-08 6.6245346536488636e-09 1.0680163106989604e-08 -5.581244366095258e-07
PC.PC3 -8.156665222239321e-07 -3.090882891713877e-08 -1.9376428103912924e-07 -4.875554274379202e-08 1.9267216749393174e-07 1.4030137450968962e-07 6.319211617004176e-09 -4.3525582069265565e-08 1.0371513710651822e-06 1.0814246897033619e-08 5.532227581426155e-08 8.035835915874784e-09 1.8337683504176288e-08 -4.871970295523678e-08 3.403517170792282e-09 4.291352256951515e-08 -8.379766972455749e-09 -1.3828300890129464e-08 -5.148282156253009e-09 3.288808701971553e-08 1.969913641911527e-08 -4.479807720731601e-08 -6.495045049301197e-09 5.958136754356237e-08 2.073006378735005e-08 8.829102408832332e-09 1.2965181328515204e-06
PC.PC4 6.718151601769794e-07 2.929483965100468e-08 1.1864329928227877e-07 3.681782332195186e-07 -8.287950284285543e-08 -1.1120421170335278e-07 -8.746448353078934e-09 4.889371125260524e-08 1.081424689703359e-08 1.311240021125942e-06 9.771569504697636e-08 -4.320398069586139e-08 1.1662306744045166e-07 4.784460244434237e-08 8.662502778665108e-09 -2.3076846211730618e-08 -1.4323608729430374e-08 4.647870728204516e-08 -1.9588183004256984e-08 4.198570615027477e-08 5.5979248088595245e-09 3.7096741626599086e-08 -9.669125388910194e-09 9.423352182261367e-09 -8.028254954506682e-11 -4.010961365593181e-08 -4.2858801065069845e-08
