 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.00014618388541409115 1.3055491359201354e-06 -7.058504949419364e-07 -8.523043312654171e-06 3.0689038913719027e-06 4.939764635837904e-06 -3.136937599636696e-08 6.550661242506911e-07 5.738267486118726e-08 4.596813922701725e-08 1.6042710157424372e-07 6.868470838039284e-08 -4.413212648518281e-07 2.736926629415594e-07 8.91440898521769e-08 -5.800947618139516e-08 1.501535181111123e-07 4.006156273141575e-08 -1.8048044699827935e-07 -1.3958833324211869e-07 -2.0217062461069858e-07 3.017383386001268e-08 2.3740467769391567e-07 -6.324605240389918e-08 8.514763987041596e-08 -1.5462930740077327e-07 -4.5187317999954385e-06 -2.033783273875454e-06 1.1705946590921756e-05
AGE 1.3055491359201663e-06 5.072758191109058e-07 3.5876190979004325e-07 4.638608337525774e-07 -4.991008658911856e-07 -3.953837881189146e-07 -1.4119718860298252e-08 3.5791221129564165e-08 -3.2711763477504536e-08 2.3615953316076194e-08 5.421982874635831e-08 2.9288702717821412e-08 -2.9784584710554973e-08 7.65860950653612e-09 1.996648061543981e-08 2.8122326517403283e-08 4.560426878394099e-08 3.5665721581684965e-09 -4.797883819324621e-08 1.2521478972212205e-08 1.5250449846393068e-09 -5.623171534616128e-09 1.827342145194742e-08 -5.489217051036283e-09 5.290215926011934e-09 -3.395321198778046e-08 -1.3340751577512311e-08 3.6508192314070016e-08 -3.598894033802661e-07
sex -7.0585049494192e-07 3.587619097900424e-07 0.0008319083805955337 5.780546440339334e-05 -0.00021987141218694718 -4.709549971300454e-05 2.3061945476754075e-07 2.1770554251466125e-07 -1.3919695753007984e-07 3.031452561716417e-07 1.10603577869604e-06 -4.499608340886778e-07 -7.770295225874787e-08 5.171149971545448e-08 -3.690088967519243e-07 8.866757542685007e-08 4.5704207996891373e-07 -4.856433571105923e-07 -2.1946360000530697e-07 2.640278195638097e-07 -1.1506498203970203e-07 -5.339160189834048e-07 3.910030847463553e-07 -3.1526520837501137e-07 -2.3505433142494808e-07 2.4105208273707514e-07 4.604630649448744e-07 5.657902323892689e-06 -4.940561760457004e-07
age_sex -8.523043312654207e-06 4.6386083375257636e-07 5.780546440339343e-05 0.0004401173600634937 -4.4670090195656104e-05 -0.0001613889143742653 2.6699904883893657e-07 7.514289946582808e-08 1.113006220590379e-07 3.3672091266843207e-07 1.0788481881838451e-07 -7.034721796700339e-08 -3.127943140991654e-07 4.279186825564872e-08 -6.909036773657011e-08 7.560306182546377e-07 -4.930305925752689e-07 4.9340699823700695e-08 4.867341422757774e-07 8.182286164623843e-08 -6.256606190143954e-08 -2.706875858412923e-07 -7.415778930617533e-07 -2.5477709501569426e-07 -1.40731352545092e-08 1.0272750732035498e-07 1.6894117044146455e-06 7.046960973552238e-07 -1.1489863420947526e-06
age2_sex 3.068903891371913e-06 -4.991008658911853e-07 -0.00021987141218694726 -4.467009019565614e-05 0.00012691782999258195 3.985581775717162e-05 -2.111766818236719e-09 -5.480791460862807e-08 1.7253678730199057e-07 -1.505407652830881e-07 -3.5895834957687494e-07 8.361189052559664e-08 -1.4153323145222178e-09 -9.224495692659567e-09 1.7438624574782927e-07 -1.1895853462499126e-07 6.65606118209359e-08 1.6282829238617935e-07 1.056952255976492e-07 -2.4952784077502433e-07 6.017185655679572e-08 -3.410387808950377e-08 -6.03089813429893e-09 2.5389460981294413e-09 8.602639808212041e-08 2.8080753882449617e-08 -1.9407926033380674e-06 2.389662549198919e-06 1.5746211525986958e-06
age3_sex 4.939764635837908e-06 -3.9538378811891423e-07 -4.7095499713004546e-05 -0.0001613889143742653 3.985581775717159e-05 8.31461495458228e-05 -3.980960579506366e-08 1.556769941166215e-08 5.4469043934971153e-08 -1.3984142720256814e-07 -1.5630143059935007e-07 5.083061048300375e-08 9.423772294333125e-08 -9.902098375100437e-09 -4.530783749465702e-08 -2.3700063273477872e-07 1.7798309183254948e-07 -4.3284291490934594e-08 -2.1025875562367707e-07 -1.6242113733229589e-07 1.2295832334871447e-08 4.3463259415255616e-08 2.3557750733539583e-07 3.524709813185857e-08 2.747572448851696e-08 3.8231694168052306e-08 3.2544480611326074e-07 -3.0435109698793257e-06 -3.360772192223626e-07
PC.PC1 -3.136937599636786e-08 -1.411971886029828e-08 2.306194547675407e-07 2.6699904883893625e-07 -2.111766818236669e-09 -3.9809605795063545e-08 2.945539043922834e-07 1.6237057388596248e-09 1.6266207708989643e-08 -2.3658191021954615e-08 -1.9870369748585356e-08 -8.75754068702585e-10 -1.7594467313155974e-08 1.732714586573728e-08 1.3503869899601876e-08 -9.869378366408115e-09 1.4146020862189178e-09 1.2675596289757599e-08 -1.0770724885666399e-08 -7.944118822779963e-09 1.5659781560182125e-08 -6.492798176640101e-09 4.404915312315902e-09 -8.60792997006835e-09 -1.4628449677181756e-10 -1.0802517055370328e-08 1.1887272341456904e-08 7.861328334539407e-10 3.091109374075947e-07
PC.PC2 6.550661242506791e-07 3.5791221129564066e-08 2.1770554251466027e-07 7.514289946582704e-08 -5.480791460862764e-08 1.5567699411662685e-08 1.6237057388596323e-09 5.033510459889958e-07 -3.4143386508240455e-08 3.8105551767244366e-08 1.7385611089872306e-08 -4.110482005637376e-08 -4.661665862540866e-10 -1.108434240070763e-08 -4.792722620647106e-09 1.1909596722933324e-08 -8.703019074017441e-09 -4.6534229785336676e-09 2.8104138948230213e-08 3.4507729480384344e-09 -3.3461772359241836e-09 5.2086968793709814e-09 -4.828250213168637e-08 -1.0459604028040604e-08 -2.9864261654001463e-09 1.3730362389737505e-08 -2.0864801095103058e-07 -3.1481544303953383e-07 -4.401022763413453e-07
PC.PC3 5.738267486119069e-08 -3.271176347750455e-08 -1.3919695753007955e-07 1.113006220590383e-07 1.725367873019905e-07 5.4469043934971074e-08 1.626620770898967e-08 -3.4143386508240455e-08 6.305388018154159e-07 3.3275682056952845e-08 3.793853883259045e-08 1.6378484450954834e-08 1.294984167479313e-08 -2.6651342997168394e-08 1.5818271791371497e-09 3.965552652372342e-08 -2.6491007882655734e-09 -1.876877108376676e-08 -1.3568805794380497e-08 1.8691959404577505e-08 2.838742502782373e-09 -1.676994129590052e-08 5.276083784038951e-09 4.199745622206538e-08 3.098813144939384e-09 6.247210648797769e-10 1.271074752037293e-07 9.187192452647334e-07 1.2189436315068163e-06
PC.PC4 4.5968139227015596e-08 2.3615953316076157e-08 3.031452561716419e-07 3.3672091266843334e-07 -1.5054076528308838e-07 -1.3984142720256875e-07 -2.3658191021954608e-08 3.810555176724439e-08 3.3275682056952885e-08 7.569233976669059e-07 5.410742085344663e-08 -3.730454741233624e-08 1.0984648802408667e-07 4.0079205397716175e-08 3.1028795051890874e-09 -3.443484487801256e-08 -1.3164577041357993e-08 3.7193584139512046e-08 -2.0774021509667166e-09 3.1418528257144e-08 1.30433966822036e-08 2.6934276115319595e-08 -1.873652551251459e-08 -1.005804982876101e-09 -5.5093827046179114e-09 -1.9678139786085824e-08 1.8182930511662426e-07 4.148112513509254e-07 -8.759038294531964e-07
