 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.00016840664439356576 1.2902923215890565e-06 -7.168686509109664e-07 -6.9786241642082705e-06 2.8254041095166584e-06 3.370744197008278e-06 -9.334549198440246e-08 6.55535368421488e-07 -3.157170818448604e-07 1.4636192390863637e-07 1.345104976723575e-07 1.0986200139699095e-07 -3.9430780597026673e-07 2.2323826135358813e-07 1.1340778804231138e-07 5.087358403944198e-09 2.7346560567746994e-07 1.9407530302370278e-08 -1.9648242296561843e-07 -1.628732802532312e-07 -2.2590635500073282e-07 1.3302102598714662e-07 5.168935934601552e-07 -3.0730413768888765e-08 7.665653412306697e-08 -3.8882070146337595e-07 3.7078643501624904e-07
AGE 1.2902923215890432e-06 5.286514725320186e-07 6.318271391882077e-07 2.828731666411389e-07 -7.47652585494655e-07 -3.3879267130499987e-07 -1.3388562469117425e-08 5.042446909610721e-08 -3.833738283395917e-08 2.460067258098091e-08 5.570551180830091e-08 3.449390737343825e-08 -3.393960939498829e-08 1.2012884158274418e-08 2.5175493356813212e-08 3.108987937753131e-08 5.5382220710588966e-08 -1.4082456538853945e-09 -5.4182768242679024e-08 1.3647756127266412e-08 2.2486683295823934e-09 -1.0520931595622416e-08 2.049389647307747e-08 -2.7684467302138775e-09 3.5407920780327803e-09 -3.217372951859614e-08 -2.1616209587017495e-07
sex -7.16868650910986e-07 6.318271391882066e-07 0.0010332560139660369 9.473664972916249e-05 -0.0002634173456906329 -6.94574668635957e-05 2.6271872368762435e-07 2.2621072245420044e-07 -3.3823378197856455e-07 1.9761593259658905e-07 1.2299293552311804e-06 -5.561033857499741e-07 -2.638510213718018e-07 -6.10206055995809e-08 -4.165695587662002e-07 1.5112209950804815e-07 6.117206263231949e-07 -5.438584675191987e-07 -2.22322107051415e-07 2.476958250156018e-07 -2.1514024062669737e-07 -7.090740355396078e-07 3.518049782401927e-07 -4.883217854941183e-07 -3.8048102205693785e-07 2.930889535434527e-07 4.084579097522256e-06
age_sex -6.978624164208249e-06 2.8287316664113786e-07 9.47366497291629e-05 0.0004679117989470842 -6.404216556875736e-05 -0.0001525023530266932 3.317421776161141e-07 1.881178445285328e-07 1.2175386200109944e-07 2.437292844616757e-07 2.0430518502950897e-08 2.1195437468793382e-07 -3.341798392842729e-07 -3.940981960416261e-08 -2.024089920877185e-07 9.691756821828895e-07 -5.55884317371644e-07 -2.0928690324599644e-08 4.898437350306145e-07 -3.416814622071089e-08 -1.625306032829753e-07 -3.29625363465615e-07 -8.219882460197829e-07 -2.449846946966639e-07 1.4963912997097232e-07 2.2997486607885348e-07 -7.96994540724489e-08
age2_sex 2.825404109516697e-06 -7.476525854946542e-07 -0.000263417345690633 -6.404216556875719e-05 0.00014843836158444753 5.2763049689051765e-05 -8.62400035377304e-09 -5.6099937286625086e-08 2.6846372522807074e-07 -8.010209017943618e-08 -3.674368260095164e-07 6.405588114358413e-08 9.69718062212432e-08 5.399516703319083e-08 1.904298389107084e-07 -1.4703804265257577e-07 3.20240151797606e-08 1.2666430621987673e-07 1.3038080704290671e-07 -2.4671939466336195e-07 9.54489195606368e-08 -3.914144339184121e-08 6.246855884216007e-08 1.1433979688871476e-08 1.2020298270587263e-07 4.2917556332712244e-08 6.052764936887099e-08
age3_sex 3.370744197008248e-06 -3.3879267130499934e-07 -6.945746686359579e-05 -0.00015250235302669303 5.2763049689051806e-05 7.394537015319311e-05 -7.967599530688116e-08 -4.992134631368032e-08 6.903999152207582e-08 -5.213469625499565e-08 -7.994325596833372e-08 -1.1102066826513653e-07 1.0533700942131589e-07 5.1879796594301596e-08 4.540852555496665e-08 -3.302785835919671e-07 2.227645268166375e-07 -5.542647747854741e-08 -1.5766007214418454e-07 -1.0180478625489773e-07 3.343360524197393e-08 3.9864226420370796e-08 2.650737907911066e-07 -1.9033370326075165e-09 -3.532627199409756e-08 -8.3890340871506e-10 -4.004262342130114e-07
PC.PC1 -9.334549198439839e-08 -1.338856246911739e-08 2.627187236876241e-07 3.3174217761611397e-07 -8.624000353772881e-09 -7.967599530688115e-08 3.397245118289373e-07 -1.934586975382127e-09 3.771219732895542e-10 -2.28661403474104e-08 -2.319531066993607e-08 4.697021758368039e-10 -1.669193402180045e-08 1.6377569960613975e-08 1.7828341580479225e-08 -8.572396370943739e-09 -5.613221802829147e-10 1.3100517832304074e-08 -9.21718210365567e-09 -1.0990669870946765e-08 2.218523921461474e-08 -6.0242200420179235e-09 4.5550172765979916e-09 -1.11217533219026e-08 -9.372485350130953e-10 -1.3353136570545089e-08 1.8036932609499581e-07
PC.PC2 6.555353684215099e-07 5.042446909610738e-08 2.2621072245420023e-07 1.8811784452851963e-07 -5.6099937286624246e-08 -4.992134631367628e-08 -1.9345869753821826e-09 5.828696064695623e-07 -3.140055828766326e-08 3.4844796925033584e-08 2.6128516780809324e-08 -3.786624692478822e-08 -7.849781572557256e-10 -1.0285429766442562e-08 -1.914552548451797e-09 1.3730344741165052e-08 3.591858091193239e-09 -9.087596200324255e-09 2.6217544585440566e-08 5.221503896705876e-09 -8.608192012575246e-09 1.2842657186206498e-08 -3.024238505850334e-08 -5.074042890274654e-09 -1.8552755095434202e-09 1.2383139394835877e-08 -6.254662568814671e-07
PC.PC3 -3.157170818448646e-07 -3.833738283395922e-08 -3.382337819785637e-07 1.2175386200110148e-07 2.6846372522807016e-07 6.903999152207492e-08 3.7712197328962546e-10 -3.140055828766327e-08 7.003617160855113e-07 3.375308270064744e-08 3.559452486109031e-08 1.3027553111809048e-08 2.4784553272555184e-08 -3.539881180293529e-08 5.022364926777335e-09 3.412718898893497e-08 -1.2408396244156643e-08 -2.3517115896139002e-08 -1.4840130702430767e-08 1.9163048301061294e-08 1.520337851239304e-08 -2.4326184921793357e-08 4.960211325841176e-09 4.865777010397588e-08 8.768539344004957e-09 -4.552277369310938e-09 1.3081162961907567e-06
PC.PC4 1.463619239086385e-07 2.4600672580980965e-08 1.9761593259658802e-07 2.4372928446167374e-07 -8.010209017943564e-08 -5.2134696254994966e-08 -2.2866140347410394e-08 3.484479692503356e-08 3.3753082700647414e-08 8.996236273941785e-07 7.038169609403102e-08 -4.188939539059246e-08 1.223503508159773e-07 4.2733193298773146e-08 3.8340198793554615e-09 -3.063642830116917e-08 -1.2392348228006715e-08 4.771324794881109e-08 -5.229027180255379e-09 4.0386577519011495e-08 1.3036263320769039e-08 3.31461894125219e-08 -1.3188807749796784e-08 2.804347333967838e-09 -4.79385421627737e-09 -2.5437043316217392e-08 1.8135269261941997e-09
