 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.0003135195081997428 2.3451081621716605e-06 -1.3352290910687303e-06 -1.068631623561972e-05 4.609074471943632e-06 6.448713473754563e-06 4.927524067266005e-07 2.0100608406862863e-06 -9.839368499567864e-07 8.307391539573465e-07 3.0825856204569394e-07 5.407275045365424e-07 -1.7180279485540983e-07 3.1264590312438176e-07 -9.295340565837772e-08 3.1994538144154396e-07 9.61883465237194e-07 1.1668283557299766e-07 -9.376740694007287e-07 -4.2833600608121484e-08 -8.897457730076043e-07 5.113756639598494e-07 1.7145562670891059e-06 -2.5060549478322593e-08 1.4988519890102897e-07 -9.622306530767657e-07 -8.269167572072597e-06 1.8422841136647456e-07 1.9114309936557878e-05
AGE 2.345108162171644e-06 7.518556697139315e-07 5.642795441835675e-07 6.49510346737952e-07 -7.727310422462346e-07 -5.325240363661328e-07 -2.400084013769538e-08 7.550044281444404e-08 -4.082138870743773e-08 3.635074137149271e-08 8.296840907419324e-08 3.8658854822606974e-08 -6.168766909329976e-08 1.3739435352491882e-08 7.1551038477502435e-09 5.323626974127586e-08 7.012684601784798e-08 8.096847918421831e-09 -6.865132381949391e-08 1.627620801758751e-08 7.46658236058354e-09 -1.9812231677851768e-08 8.015655616677349e-10 -1.1236591591387346e-08 1.9134311697116157e-08 -4.393277858948495e-08 -1.9753863200501313e-07 2.0576484605396406e-07 -5.185714819785703e-07
sex -1.3352290910686792e-06 5.642795441835689e-07 0.0011525790848211572 9.13291156463026e-05 -0.0003056394406967053 -7.34787506816661e-05 2.98243650774072e-07 2.8847272149798635e-07 -1.9685927482285454e-07 7.30459314058832e-08 1.7440155189892347e-06 -8.164041314123774e-07 -4.4706786964238967e-07 3.060729300035599e-10 -3.866261739707733e-07 -2.2754466715928476e-07 5.379286610394613e-07 -6.068201596233583e-07 -3.039549160167116e-07 4.0583405192372644e-07 -3.8849520972954546e-07 -8.615927556032388e-07 -1.8388659494672657e-07 -6.200798283339598e-07 -4.266123120117143e-07 7.209655996106172e-07 -1.2439154863820052e-06 1.3244914542018337e-05 4.164477429020039e-06
age_sex -1.0686316235619716e-05 6.495103467379527e-07 9.132911564630286e-05 0.000584435785384566 -6.930257169601066e-05 -0.0002092851638325779 4.519679210548204e-07 2.5774196173677064e-07 -9.52886468783562e-08 4.707670445636535e-07 5.483943505078256e-08 2.4012351016206624e-07 -3.6408178752942575e-07 1.1869638146196985e-07 7.760298478402814e-09 1.1003753932255205e-06 -8.185162907381911e-07 -9.164102376900586e-08 6.887864631424931e-07 5.99171255438835e-08 -3.026307426403988e-07 -6.683488767249214e-08 -7.491708616682447e-07 -4.899919024278e-07 1.396480505491342e-07 2.2624380145229216e-07 6.0124744424542645e-06 5.778071398787408e-07 -3.564123304453909e-06
age2_sex 4.609074471943597e-06 -7.727310422462347e-07 -0.0003056394406967051 -6.930257169601031e-05 0.00017874964678209857 6.128907747529223e-05 -1.39431162681346e-08 -9.866544431425033e-08 2.387735502591782e-07 -9.233352234012981e-08 -5.368060577880057e-07 1.7424893714092225e-07 1.8026902832852896e-07 -9.157176758182204e-08 1.3863205581435794e-07 1.3927389498846582e-08 1.186591697431303e-07 1.9703901995421828e-07 1.982539664518337e-07 -3.476251290275421e-07 5.707930288342735e-08 -6.288034521427468e-08 2.738107172675792e-07 1.6737444285288104e-07 1.1489284073014921e-07 1.1236814088885477e-08 -5.106250730718554e-07 -5.967900214379628e-07 -5.929068473010425e-08
age3_sex 6.448713473754562e-06 -5.32524036366133e-07 -7.34787506816662e-05 -0.0002092851638325778 6.128907747529235e-05 0.00010753981277824498 -9.514356526731583e-08 -5.126956773553681e-08 1.6779293408535776e-07 -1.4510940339210107e-07 -1.5692117443051564e-07 -6.356676336893737e-08 1.5567516057898682e-07 8.16682117271247e-09 -5.188639891940423e-08 -3.702426569352973e-07 3.3902460717540545e-07 -3.9789947977394415e-08 -3.0572038863525877e-07 -1.4962872401846564e-07 9.586693081125244e-08 -6.715454257962711e-08 8.682837375287351e-08 9.905122990574389e-08 -8.539536996064797e-08 5.019005330860838e-08 -9.482392727543813e-07 -4.155683882518868e-06 1.4290744622326646e-06
PC.PC1 4.927524067265987e-07 -2.4000840137695413e-08 2.9824365077407176e-07 4.5196792105482047e-07 -1.394311626813468e-08 -9.514356526731589e-08 5.9170773436205e-07 -2.825501866727417e-08 8.389504874497764e-09 -1.0930268318093557e-08 -4.302307851226167e-08 9.076777317338236e-09 -1.0090916452147887e-08 3.114052295861147e-08 4.898175740489387e-08 -1.3090596829990447e-08 -1.5607418275120887e-08 1.8069091485381848e-08 -8.55258505700168e-09 -2.9418976424429396e-08 3.934335994336761e-08 1.0226045463906266e-08 1.465087027956204e-08 -2.4082752047976543e-08 -1.2574208697278999e-08 -4.391858043595132e-09 -1.512855871932561e-08 9.114520971305232e-08 5.306033270491941e-07
PC.PC2 2.0100608406863193e-06 7.550044281444413e-08 2.8847272149798693e-07 2.5774196173676916e-07 -9.866544431424991e-08 -5.126956773553597e-08 -2.8255018667274013e-08 1.1398227796689695e-06 -5.904702122073192e-08 6.209603780632702e-08 1.5639321926382168e-08 -1.3323430584267774e-08 -2.473970502425037e-09 -3.4925143802180137e-08 2.3394213322740923e-08 1.989688645029313e-08 2.0128086054668803e-09 -1.989855294305595e-08 -1.8453494042535508e-08 -1.3984214071456384e-08 -2.844432833935816e-08 6.00278887695346e-08 1.3246973922231618e-08 1.5929140805214366e-08 6.666891952979411e-09 1.1086823362628324e-08 -3.619240509309719e-07 -1.299017697557111e-07 -6.692565685629099e-07
PC.PC3 -9.839368499567868e-07 -4.082138870743774e-08 -1.9685927482285536e-07 -9.528864687835654e-08 2.3877355025917866e-07 1.6779293408535808e-07 8.38950487449773e-09 -5.904702122073205e-08 1.2987016670026198e-06 6.059548809547821e-09 8.25637126133935e-08 1.0850534156341643e-08 1.4553473476469165e-08 -5.550508594228743e-08 -2.0814248836054477e-09 5.733012492967473e-08 -6.827604082739152e-09 -2.1863614577004405e-08 -7.424038525956994e-09 4.467090275433931e-08 1.3356924108079891e-08 -5.726693349567369e-08 -7.495817303773366e-09 7.270934147573448e-08 2.2826369508550678e-08 1.9607088323691113e-08 1.3014268996124688e-07 1.3876133825222196e-06 2.2895662661730297e-06
PC.PC4 8.307391539573472e-07 3.635074137149264e-08 7.304593140588296e-08 4.7076704456365357e-07 -9.233352234012976e-08 -1.4510940339210112e-07 -1.0930268318093582e-08 6.209603780632664e-08 6.059548809547771e-09 1.6293932389427378e-06 1.1604425010624015e-07 -5.1103382800394e-08 1.3815874841407108e-07 5.3078330001869885e-08 1.2775458353629697e-08 -2.699509909924009e-08 -1.6794954427032012e-08 5.786476236899023e-08 -2.3437643868371404e-08 4.972979071633601e-08 5.760567262652081e-09 4.653497382570155e-08 -9.411532893065535e-09 7.868059013335366e-09 -3.797186401862818e-09 -5.231986796794913e-08 1.4578644951040373e-07 7.813013464097012e-07 -1.2286803107496635e-06
PC.PC5 3.0825856204569283e-07 8.296840907419325e-08 1.7440155189892336e-06 5.483943505078189e-08 -5.368060577880051e-07 -1.5692117443051527e-07 -4.3023078512261796e-08 1.5639321926382036e-08 8.256371261339358e-08 1.1604425010624027e-07 2.137349143561076e-06 5.3202340701820674e-08 6.095818647816974e-09 -5.418320252831149e-08 -2.3163215205979844e-08 4.460621241519388e-08 2.0114535384852158e-08 2.94242093586369e-08 -9.03445926450649e-09 -2.087416083786449e-08 -4.04401727901917e-08 -3.5693475175749645e-08 -5.403550973600749e-09 1.3807280427431384e-07 2.0396988998240184e-08 1.0233426214495017e-07 -6.681005350894984e-07 2.042066873689376e-06 1.9245776192363815e-06
PC.PC6 5.407275045365407e-07 3.86588548226069e-08 -8.164041314123774e-07 2.401235101620655e-07 1.7424893714092235e-07 -6.356676336893697e-08 9.076777317338191e-09 -1.3323430584267962e-08 1.0850534156341594e-08 -5.110338280039392e-08 5.3202340701820674e-08 2.3362992616304574e-06 9.856418325479892e-08 -3.529012191972939e-08 -1.0404462568407569e-07 1.7575625469384556e-08 5.09657844198539e-09 -4.574908422820718e-09 -6.647477292672249e-08 2.7437139969693632e-08 3.137790238996322e-08 -6.402698908773401e-08 -1.3493706003713026e-07 -4.5786512095256784e-09 -2.3549718443898672e-08 -1.2002435456530054e-08 5.9073606334393305e-08 8.565395079339768e-07 -6.883578254376643e-08
PC.PC7 -1.7180279485540895e-07 -6.168766909329977e-08 -4.470678696423888e-07 -3.640817875294243e-07 1.8026902832852843e-07 1.556751605789863e-07 -1.0090916452147872e-08 -2.473970502425021e-09 1.455347347646908e-08 1.3815874841407123e-07 6.095818647817123e-09 9.856418325479889e-08 1.891334894045872e-06 1.7510393176877128e-07 3.057899548593283e-08 -4.5399437309114025e-08 -1.4626421603870082e-08 -7.766254451619568e-08 5.991826998528723e-10 1.4938879292071615e-08 3.0873008898377335e-08 -3.7005312848040836e-09 -2.846244714764337e-08 -5.2986036137141e-08 -5.1060988965274086e-09 -2.0879426886795726e-08 1.3335519561845082e-07 -1.261053552392433e-06 -1.0241597116571635e-06
