 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.005111796394783287 0.00015902444047657992 0.0031493810326649247 0.0077994170476113015 0.008507995878525835 0.0024959028903750007 4.119474083637634e-06 1.8325686590904578e-05 -4.438209937818037e-06 5.358847494484128e-06 -5.83377360400038e-06 -6.1559874399182674e-06 3.854373043911894e-06 -2.433438893043415e-07 -7.124407916054019e-06 9.392360220075841e-07 -6.702100663068226e-06 -3.3105349391004116e-06 -1.2462210215501196e-05 6.602271144161466e-06 4.477857117362283e-06 1.5553240101291778e-06 -3.1821945773871363e-06 3.844408424334519e-06 6.524456152978719e-06 5.407993801092174e-06 2.521027952599067e-05 0.0001711251766044909 0.0002992754243146505 -0.00011016438187519017 -0.00024578665313968275 -0.00012123162428045003 -0.00044105156092429294
AGE 0.00015902444047658025 8.63005916527891e-06 -2.026392464669801e-06 -3.128245571739812e-05 -4.022588688856712e-05 -1.2258755261750567e-05 -4.2210966768959613e-08 1.1231951103725627e-06 -1.88758556422417e-07 2.585678128756866e-07 5.282679755991873e-09 -1.1577617644831219e-07 -4.009596809532627e-08 -7.818042521804966e-08 -3.8021462975069205e-07 3.792590385086017e-07 -2.120245126208327e-07 -5.064772712675264e-07 -5.740914221441453e-07 2.5396430398858366e-07 3.016821823619894e-07 -1.4826675132552647e-07 -5.7428724681203314e-08 -6.556462774478792e-08 1.1503044069495096e-07 -1.0629210138530238e-07 3.26951252093119e-06 -1.6956370211707661e-06 1.7170192522038804e-05 5.678341702491799e-06 -4.4559138000634776e-06 -6.648505341418e-06 -2.558819341936432e-05
sex 0.0031493810326648315 -2.026392464670238e-06 0.029327653630451322 0.03462771207905914 0.024376464171102438 0.005280830204892867 -5.45475885217329e-06 1.1161294701646438e-05 -6.226131143216539e-07 -8.451104067991782e-06 8.863057422437471e-06 -9.673678631635176e-07 -1.6997511949416878e-06 1.8481854083527248e-05 3.419332361819317e-06 7.786446325701964e-06 -4.0886724235681224e-07 5.397946180824497e-06 -4.994458458371441e-07 1.1896830741861787e-05 -1.9733060895516092e-06 -1.217837073870379e-05 4.692506845290801e-06 -1.5221820076966643e-06 1.9375623235945243e-05 1.1467051440657402e-05 2.105913325499238e-05 0.0004801511144258893 0.0002451156173942855 -0.00019169691221443617 -0.0002239807622821553 -0.0002470358723000392 -0.0002486175132976171
age_sex 0.007799417047611247 -3.128245571740004e-05 0.03462771207905978 0.07102822485058789 0.06866239636334041 0.01852517208084894 7.963805045245991e-07 5.383812407616381e-06 1.4905450993988522e-05 -3.048291939509361e-06 1.3733656706812521e-06 5.259544860912944e-06 -6.145158736139452e-06 2.2890368259336775e-05 -2.063823091241661e-06 1.3345372621629551e-05 -5.476010359287967e-06 1.7580246176663735e-05 -2.1375184847338897e-06 5.759563317224483e-06 7.584499477046743e-06 1.0009591155007927e-07 -9.280806796047574e-07 -5.518877715774942e-06 9.859720112968616e-06 -4.321703090503415e-06 -0.00012886637263778122 0.0009486129758391749 0.0003725709368254087 -0.00037610545571769113 -0.0006000690349144589 -0.0003643352856478465 -0.00043514799042265983
age2_sex 0.008507995878525828 -4.022588688856854e-05 0.02437646417110314 0.06866239636334073 0.07660400080320619 0.02252742850560168 1.3026079873066984e-06 -1.6453432528716038e-06 2.3277250042733342e-05 -8.125598101697673e-07 -1.8832852694565892e-06 6.458333432187135e-06 -6.053744710951364e-06 1.5566935289622006e-05 -4.294633426004557e-06 4.1532057986417795e-06 1.939180193598113e-06 2.191859955584733e-05 -4.894195264735221e-06 -4.460830841581252e-07 1.1018107322498709e-05 1.326168476519473e-05 -4.439279421960682e-06 -3.045269232231159e-06 3.12679415314156e-07 -7.93660681838726e-06 -0.00022218718849194386 0.0008800664862969958 0.00020815239824983504 -0.00017079119450801419 -0.0006832270669742948 -0.0001416330418870861 -0.0003047305091063567
age3_sex 0.0024959028903749976 -1.2258755261751054e-05 0.005280830204893089 0.018525172080849046 0.02252742850560169 0.0069871247872158575 5.7426630848573856e-08 -1.348123575500764e-06 7.817758834256174e-06 -2.082055990379186e-07 -5.944629190813287e-07 1.4855005281778064e-06 -1.3248311422735024e-06 3.479232876858149e-06 -1.4746648002824368e-06 -1.107205690029971e-06 2.220357134608045e-06 6.40191176286468e-06 -2.2625504787387185e-06 -7.543222711760324e-07 3.473650451648238e-06 6.001318753012981e-06 -2.056584081568672e-06 -3.3369533818823545e-07 -1.3804989572910544e-06 -2.0122896154332526e-06 -7.574239217492091e-05 0.00020654612608420322 3.062867195218759e-05 2.327569549714111e-05 -0.000208466227899196 1.610244383302806e-05 -8.102909144160156e-05
PC.PC1 4.119474083637296e-06 -4.221096676895782e-08 -5.4547588521767665e-06 7.963805045208361e-07 1.3026079873039335e-06 5.742663084791584e-08 2.3100849526176486e-06 -6.664714115336602e-08 -7.731179708426767e-08 -1.3987068559827972e-07 7.822203394156676e-08 -9.193144534803535e-08 -1.677028142328372e-07 1.3919731955679747e-07 4.7128167208152835e-08 -7.345130936811265e-08 2.9096381400513835e-08 2.2784094771978496e-07 -2.549515958848445e-07 -9.814576247730183e-08 2.0282581089144182e-07 -1.6454560497842387e-07 8.224033976368473e-09 1.2222999087300909e-07 4.893880263349652e-07 -2.9883380315900636e-07 4.808640995070525e-07 -5.697810119268987e-06 9.306649966119082e-07 -1.389602960940524e-06 1.1055804908572797e-05 -3.260710823707069e-06 2.7635698461192857e-06
PC.PC2 1.832568659090452e-05 1.1231951103725583e-06 1.1161294701646416e-05 5.383812407616607e-06 -1.6453432528712476e-06 -1.3481235755006407e-06 -6.664714115336477e-08 3.5049710248605637e-06 3.466195061032564e-08 2.3402020421253082e-08 1.8617029291639262e-07 -1.0321481889195717e-06 -1.847469521981455e-07 -7.604119882151306e-08 1.5864957398575084e-07 2.2543337735058497e-07 -8.467146486650734e-07 -5.511493796948242e-07 9.657025942115072e-08 -2.275862439963463e-07 -1.47452892235199e-07 1.156910858154687e-08 -9.108494867559047e-08 -2.1304025913746264e-07 -3.6616566828227983e-07 4.466209242221419e-08 3.7078349914472233e-07 2.0453449412656647e-06 -2.6829820548573247e-06 -1.932556795773491e-06 -4.59413334267943e-06 -2.732334888355336e-06 -3.0849019083241142e-06
PC.PC3 -4.438209937817743e-06 -1.8875855642241494e-07 -6.22613114320395e-07 1.4905450993990629e-05 2.327725004273527e-05 7.817758834256692e-06 -7.731179708426782e-08 3.4661950610325216e-08 4.522949119927915e-06 6.796076833241673e-08 4.724230923419932e-07 4.457487427633608e-07 6.532628449549004e-08 -1.5087457714700993e-07 -1.2481015015216047e-07 6.198875466482845e-07 3.216697416689603e-07 -3.5125860527524416e-07 6.309666664621284e-08 1.1691305951139123e-07 -4.304100187964724e-08 -1.6130724058628915e-07 2.34144365755242e-07 3.68544983352585e-08 -3.9493990908169236e-07 -1.4483183614040205e-08 2.1363628370765482e-06 -4.616902325942822e-06 -6.227560265200872e-06 7.580374793432308e-06 1.0773639465625527e-05 1.3001625671964252e-05 1.3690830520797106e-05
PC.PC4 5.358847494483638e-06 2.585678128756964e-07 -8.451104067991792e-06 -3.048291939513835e-06 -8.125598101758014e-07 -2.0820559903980711e-07 -1.398706855982818e-07 2.340202042125524e-08 6.796076833241312e-08 5.795446996008354e-06 8.889828537294714e-07 -3.93091599131164e-07 2.158451392283867e-07 -1.8433517166468822e-07 1.6936772647249054e-07 3.831535595833379e-08 -1.5814817043273397e-07 -9.331440961586494e-08 3.4272460643297395e-08 -2.5194735995497027e-08 -1.1632060707302086e-07 2.35614565621391e-07 -1.424773116596756e-07 -8.129248878514299e-07 3.291541321971941e-07 4.5346394571042e-07 -5.388864400941865e-07 -1.0414850163556255e-06 4.7212851086380576e-07 1.8265582267131214e-06 1.1070638663509362e-05 2.759351150665086e-06 -7.086082822464718e-06
