 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.00016837521895934115 1.2773228403906525e-06 -7.267811036027721e-07 -6.951042661387374e-06 2.862445501629423e-06 3.337934761160397e-06 -8.254015032997272e-08 6.337669312895086e-07 -2.694933628202599e-07 1.0695489228528246e-07 1.7159827744495961e-07 1.0465191785877795e-07 -4.108065799938885e-07 2.600221213093877e-07 9.511200820103439e-08 2.1089085599950874e-08 2.72825515730078e-07 8.581780990068764e-09 -2.0419609691829038e-07 -1.4746022262880265e-07 -2.4516038442736033e-07 1.2316736660646848e-07 5.163091934118268e-07 -4.250321838863856e-08 7.829281726297116e-08 -3.5480831810461945e-07 -4.613925846027959e-06 -1.975957384064635e-06 1.2394975522495462e-05
AGE 1.2773228403906752e-06 5.288999313763914e-07 6.325937512779996e-07 2.818451808174371e-07 -7.489853875136633e-07 -3.379278642076746e-07 -1.3731469704462363e-08 5.091474061152627e-08 -3.951968733697041e-08 2.5755206940755916e-08 5.4578387096989456e-08 3.459395742176119e-08 -3.3448151192464634e-08 1.0894797903884406e-08 2.5806440880529753e-08 3.04819515632995e-08 5.527420117611894e-08 -1.0530108378396841e-09 -5.381772158133861e-08 1.316309238677818e-08 2.8824016097630597e-09 -1.025034330940674e-08 2.045708561577195e-08 -2.439928440985943e-09 3.471307446445739e-09 -3.3099048078089555e-08 -6.349429296283637e-08 6.03276018667001e-08 -3.797227048714066e-07
sex -7.267811036027767e-07 6.325937512780015e-07 0.0010332334742716184 9.469062746900525e-05 -0.0002633287441622863 -6.94856939224074e-05 2.6358873550648664e-07 2.1837476822481046e-07 -3.14303330797491e-07 2.052841080300194e-07 1.2623893296497712e-06 -5.427812988461644e-07 -2.7877426958425805e-07 -6.946690944687467e-08 -4.241249058071368e-07 1.6079322483655517e-07 6.202654628454653e-07 -5.482325655722696e-07 -2.2778967230420572e-07 2.5238582405115935e-07 -2.4114863815344245e-07 -7.153006564283765e-07 3.4337340415182753e-07 -4.845009182122411e-07 -3.956634422073503e-07 3.104434618784776e-07 -3.143097489889438e-08 7.791950621773004e-06 9.140806074000357e-07
age_sex -6.95104266138741e-06 2.8184518081743485e-07 9.469062746900514e-05 0.00046784710316581164 -6.403708257881966e-05 -0.0001524722308205107 3.319613483641574e-07 1.8912674424213776e-07 1.1912255523950563e-07 2.399419784883954e-07 1.5802021219034354e-08 2.0984013800296618e-07 -3.3147092463870816e-07 -3.628106069862756e-08 -2.016145001868124e-07 9.6799604057027e-07 -5.563864875324383e-07 -1.9464241243265515e-08 4.904563329891047e-07 -3.407683078310589e-08 -1.5768556472669464e-07 -3.287724695437619e-07 -8.17776087609051e-07 -2.464662531445144e-07 1.526320930499198e-07 2.2659056113550782e-07 4.5472541384404015e-07 -1.5671827564741215e-06 4.25896417686409e-07
age2_sex 2.862445501629473e-06 -7.489853875136635e-07 -0.0002633287441622861 -6.403708257881966e-05 0.0001484305885535638 5.273994088823449e-05 -7.258769517194779e-09 -5.974997548878238e-08 2.7965804240181294e-07 -8.153238923184905e-08 -3.539941157440317e-07 6.717961995080828e-08 9.0653820391311e-08 5.590785991076284e-08 1.854904166914791e-07 -1.4271634822159924e-07 3.4076384044424374e-08 1.2419843985119542e-07 1.27355519319583e-07 -2.4355787038253913e-07 8.571617975827485e-08 -4.1913218851653555e-08 6.004677400019444e-08 1.1543859890177593e-08 1.1607745108601279e-07 5.0809264286069066e-08 -1.6257762937008889e-06 2.008388501814225e-06 1.5545759673771836e-06
age3_sex 3.3379347611604094e-06 -3.379278642076737e-07 -6.94856939224073e-05 -0.00015247223082051072 5.273994088823447e-05 7.394494261256627e-05 -8.064608658440199e-08 -4.723060781398271e-08 6.031572024231148e-08 -5.122172452954166e-08 -9.0690592329248e-08 -1.1429951924617447e-07 1.1004000142507945e-07 5.1346925405926414e-08 4.883249086796379e-08 -3.3381941448701716e-07 2.202236238885234e-07 -5.393386305010093e-08 -1.5571384410667247e-07 -1.0438923853611705e-07 4.138417292490696e-08 4.2128336201847825e-08 2.6637244173459857e-07 -2.0852217664746375e-09 -3.143657126871574e-08 -7.105162646067217e-09 9.686012264128986e-07 -1.7745028198694023e-06 -1.1161465716062065e-06
PC.PC1 -8.254015032997396e-08 -1.3731469704462323e-08 2.6358873550650544e-07 3.3196134836424967e-07 -7.258769517207376e-09 -8.064608658443202e-08 3.3929434094036463e-07 -2.263987820231617e-09 1.7643258149489376e-09 -2.3854898627441705e-08 -2.1939103961022875e-08 4.059114441429667e-10 -1.727404513235407e-08 1.730216668904268e-08 1.7071632155110944e-08 -8.014150717419616e-09 -2.9913431462067593e-10 1.2778838860129208e-08 -9.635512526637333e-09 -1.043232109077329e-08 2.132044250153665e-08 -6.3475289309902286e-09 4.692739874323514e-09 -1.135002308809833e-08 -8.884213029036819e-10 -1.2532510585912808e-08 1.7834753873498668e-08 -3.4629804740581433e-09 3.4403793278896314e-07
PC.PC2 6.337669312895476e-07 5.091474061152663e-08 2.1837476822481395e-07 1.891267442421502e-07 -5.974997548878338e-08 -4.7230607813986425e-08 -2.263987820231644e-09 5.816143462676467e-07 -3.383287971486962e-08 3.563737861099751e-08 2.328947314469021e-08 -3.8661354924901644e-08 4.937962572065317e-10 -1.1071980838053809e-08 -1.0720012287105782e-09 1.2609756344417086e-08 2.8929553506566897e-09 -8.448420190913241e-09 2.7192189786370357e-08 4.5330850347534985e-09 -6.353446808862191e-09 1.3101638515964746e-08 -3.080504539499927e-08 -5.027142867213896e-09 -1.270547776499028e-09 1.0538544524370706e-08 -2.441978666759868e-07 -3.1607011270810703e-07 -4.883588734262582e-07
PC.PC3 -2.694933628202636e-07 -3.9519687336970395e-08 -3.143033307974909e-07 1.1912255523950431e-07 2.796580424018129e-07 6.03157202423118e-08 1.7643258149487294e-09 -3.383287971486947e-08 7.063676021808544e-07 3.168819422376037e-08 4.409187785608395e-08 1.4814065184813095e-08 2.0926891957715763e-08 -3.3076692880491986e-08 1.8851863368341627e-09 3.739863964795788e-08 -1.0806737765873873e-08 -2.519065741901211e-08 -1.685653411256775e-08 2.139406901371623e-08 8.84672378693353e-09 -2.5959970480625423e-08 4.379187124489269e-09 4.8373809052510916e-08 6.412101077680203e-09 1.0112269823238763e-09 1.858563830042473e-07 1.0337974490042095e-06 1.3284274710186778e-06
PC.PC4 1.0695489228528783e-07 2.5755206940756002e-08 2.0528410803001892e-07 2.399419784883947e-07 -8.153238923184883e-08 -5.122172452954144e-08 -2.3854898627441778e-08 3.5637378610997566e-08 3.16881942237604e-08 9.00391195545688e-07 6.854043365897743e-08 -4.120691568603781e-08 1.2300021089006693e-07 3.949352861081701e-08 4.9239189324125575e-09 -3.185200353797824e-08 -1.2466806727497331e-08 4.825015296040136e-08 -4.396639160669136e-09 3.9234760237078106e-08 1.392778382838215e-08 3.337358229473777e-08 -1.4531618893806293e-08 3.7345259454309036e-09 -5.524637738355354e-09 -2.6949884035747192e-08 2.524710892533548e-07 4.5315365568860054e-07 -9.757862701839423e-07
