 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.00014579653010612733 1.3197220748887945e-06 -6.570712065361861e-07 -8.475340937786208e-06 3.0245293134643756e-06 4.933791767101234e-06 -4.2620129619636165e-08 6.697442957698806e-07 1.8256400119266785e-08 8.010441441796583e-08 1.2561238571805793e-07 6.822743273250348e-08 -4.2848756361559194e-07 2.39524635492266e-07 1.0667686502437972e-07 -7.359011312895718e-08 1.463785995545765e-07 5.364665099018288e-08 -1.712994277375909e-07 -1.5427465556443792e-07 -1.7750001726399466e-07 3.627905724128225e-08 2.2574501709383436e-07 -5.454005063229631e-08 8.133949243793915e-08 -1.8055090702844254e-07 -1.8940563815857455e-07
AGE 1.3197220748887915e-06 5.06967926773034e-07 3.576011278924403e-07 4.624761094543744e-07 -4.974447325451908e-07 -3.954141321355989e-07 -1.3781412706495611e-08 3.5337099336642004e-08 -3.144606141748503e-08 2.261410777560764e-08 5.5405264102558925e-08 2.9336756366989867e-08 -3.0237603648916876e-08 8.680641763158851e-09 1.9399536586982748e-08 2.8636709312679546e-08 4.5744950039455107e-08 3.13365986933794e-09 -4.828453661367233e-08 1.2980929822217551e-08 6.883560739251974e-10 -5.835641817831366e-09 1.856958220881264e-08 -5.748688459414523e-09 5.35608186080107e-09 -3.311347342348631e-08 -1.58110037745604e-07
sex -6.570712065361933e-07 3.5760112789244104e-07 0.0008316173641082264 5.777124745288437e-05 -0.00021986067644157745 -4.703164901120004e-05 2.3089491041387927e-07 2.2252976624147672e-07 -1.5323040486612053e-07 2.948529534121279e-07 1.0855431455885076e-06 -4.5835695895127704e-07 -6.726756980172914e-08 5.8941068531049225e-08 -3.6436703804804384e-07 8.270568484638105e-08 4.525661736732249e-07 -4.828604319831888e-07 -2.180542432102688e-07 2.6264321713161065e-07 -1.0041951919962188e-07 -5.275393148770048e-07 4.05504329301476e-07 -3.1771107402343024e-07 -2.2328065099079689e-07 2.3017725773630884e-07 2.779578468846166e-06
age_sex -8.47534093778621e-06 4.6247610945437713e-07 5.777124745288449e-05 0.0004400137606345322 -4.46598404917346e-05 -0.0001613485050839087 2.680856581551374e-07 7.41897087575261e-08 1.1369433718038987e-07 3.327622945473469e-07 1.0924745516482657e-07 -7.118022617421015e-08 -3.1307679518280185e-07 4.6585092663692473e-08 -7.014509116093994e-08 7.569644208113496e-07 -4.931080806928091e-07 4.829422783099997e-08 4.858876620072178e-07 8.308182094997365e-08 -6.368515389653499e-08 -2.70706827196131e-07 -7.391589219015783e-07 -2.557037053747357e-07 -1.2631166712834453e-08 1.042063795169011e-07 1.4917809890038153e-06
age2_sex 3.0245293134643705e-06 -4.97444732545191e-07 -0.00021986067644157728 -4.465984049173439e-05 0.00012686608847428275 3.987156010817334e-05 -3.675601857887659e-09 -5.035693221577092e-08 1.5969308618568976e-07 -1.4917827788341387e-07 -3.7386938000217976e-07 7.944663564281137e-08 5.503906053267861e-09 -1.1080671631077902e-08 1.7930415059393478e-07 -1.240593217469147e-07 6.406219410296262e-08 1.6612478994284107e-07 1.0787037384805444e-07 -2.5241014963819087e-07 7.100016722032613e-08 -3.0264839731761754e-08 -9.395870384453303e-10 2.709158992148247e-09 9.102432095513863e-08 1.8905238451625453e-08 -1.627976265940895e-07
age3_sex 4.933791767101217e-06 -3.954141321355999e-07 -4.7031649011200065e-05 -0.00016134850508390866 3.9871560108173416e-05 8.310023976862732e-05 -3.944291731547876e-08 1.2170653180438155e-08 6.43191783151608e-08 -1.3703463448417425e-07 -1.431808292084341e-07 5.565438651558601e-08 8.781353620205981e-08 -1.2107566350684057e-08 -4.888374413914268e-08 -2.3297008428936116e-07 1.80532717153223e-07 -4.536181446793226e-08 -2.1156511914250473e-07 -1.6088499279018192e-07 2.8500350641243653e-09 3.977436572677756e-08 2.2806768077847538e-07 3.617973858384607e-08 2.109453431367613e-08 4.5626470564973377e-08 -1.1919954527071372e-06
PC.PC1 -4.262012961963533e-08 -1.3781412706495598e-08 2.3089491041387975e-07 2.680856581551378e-07 -3.675601857887915e-09 -3.9442917315478984e-08 2.943413467731875e-07 2.0519023376949214e-09 1.5083613705742704e-08 -2.2832132584665155e-08 -2.1007321661836056e-08 -9.724178176507188e-10 -1.7147726846815446e-08 1.648565326379145e-08 1.4025153952093159e-08 -1.0347641721139229e-08 1.270133999397826e-09 1.3066809228894445e-08 -1.050633309234988e-08 -8.350036984106782e-09 1.6473566972300888e-08 -6.2752415119231005e-09 4.2285242483628465e-09 -8.40058737518752e-09 -1.3909021175611965e-10 -1.1600975691255681e-08 1.506526151076913e-07
PC.PC2 6.697442957698911e-07 3.533709933664215e-08 2.2252976624147712e-07 7.418970875752681e-08 -5.035693221577131e-08 1.2170653180437735e-08 2.051902337694891e-09 5.026199296774464e-07 -3.1595855082791896e-08 3.732095733707847e-08 2.0214176160312958e-08 -4.050662046764324e-08 -1.7191589202052482e-09 -1.0211450278038746e-08 -5.8300028175870675e-09 1.294911300464537e-08 -8.278147953133297e-09 -5.382747603160306e-09 2.7612700339944266e-08 4.128402194581606e-09 -5.396924277923729e-09 4.55148319445511e-09 -4.881044403627309e-08 -1.0636476126093487e-08 -3.6552232836497478e-09 1.5539868398740796e-08 -5.470888658417201e-07
PC.PC3 1.825640011926654e-08 -3.144606141748502e-08 -1.5323040486611995e-07 1.1369433718039056e-07 1.5969308618568965e-07 6.431917831516054e-08 1.5083613705742737e-08 -3.159585508279195e-08 6.234515845762408e-07 3.5442898585715404e-08 2.9905329120536955e-08 1.4606511121501324e-08 1.649685518230503e-08 -2.905663247488172e-08 4.5109508384512714e-09 3.6746966963196694e-08 -3.914258580067112e-09 -1.6732417324814498e-08 -1.2205432453419461e-08 1.6773784062502286e-08 8.618992923069851e-09 -1.485779549739974e-08 6.880032162292102e-09 4.246943000713949e-08 5.050707942758837e-09 -4.490753433954006e-09 1.08561064110471e-06
PC.PC4 8.010441441796272e-08 2.2614107775607623e-08 2.9485295341212837e-07 3.327622945473465e-07 -1.4917827788341408e-07 -1.3703463448417412e-07 -2.283213258466519e-08 3.73209573370785e-08 3.54428985857153e-08 7.542669547317327e-07 5.568886739839473e-08 -3.767917467964767e-08 1.0940662947144456e-07 4.291138143993716e-08 2.0535983236516835e-09 -3.357742900826917e-08 -1.3091013216715957e-08 3.631942201933697e-08 -2.6928290092047788e-09 3.241527491043374e-08 1.1922070877064378e-08 2.6801536776161222e-08 -1.7173640713225587e-08 -1.7609030499368499e-09 -4.680142804487996e-09 -1.8322807365227213e-08 -2.405719219417216e-08
