 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.0002062119847951638 1.957997598122257e-06 -1.3433864471184556e-06 -1.0591115321427535e-05 4.054660321734009e-06 6.309028530543251e-06 -5.319467389737963e-08 9.850689847198398e-07 3.33184060733465e-08 1.0874932909890946e-07 2.517028425088468e-07 9.784951956470562e-08 -5.87196232281272e-07 3.6832410133163506e-07 1.317678328089615e-07 -7.820500667121621e-08 2.069983199813168e-07 5.5832582613984954e-08 -2.8342270205358546e-07 -2.1742732319577442e-07 -2.904343715283534e-07 8.560847209493053e-08 3.8872983881919744e-07 -7.737222991521575e-08 1.2022956412478947e-07 -2.2547312219810855e-07 -6.451527119505367e-06 -1.9056325246363818e-06 1.61844237844195e-05
AGE 1.957997598122281e-06 7.007868138598369e-07 4.7630397485523896e-07 6.145200210374251e-07 -6.372317478569604e-07 -5.153759379966296e-07 -1.9690580031596194e-08 4.842682216726908e-08 -4.4470329098066883e-08 3.396985794708325e-08 7.46192520747775e-08 3.84050788374413e-08 -4.19776960886683e-08 1.0130379061753743e-08 2.5837297146483714e-08 3.9304009858017686e-08 6.210368213976099e-08 4.7579438624931865e-09 -6.615930207139103e-08 1.575385376485724e-08 2.773791828816199e-09 -7.136756870684289e-09 2.2775079353407327e-08 -7.430129847063553e-09 7.323879309673942e-09 -4.567317860123439e-08 -4.567775539315834e-08 7.109732645813235e-08 -4.5953019311255633e-07
sex -1.3433864471184304e-06 4.763039748552381e-07 0.0010743832914435476 7.268070127215549e-05 -0.0002843763964452657 -6.035989654761138e-05 2.8464186232253756e-07 3.0625334888369343e-07 -1.3508896084727879e-07 3.600806201054407e-07 1.4141932546745324e-06 -6.064128804892332e-07 -9.759694766354484e-08 8.120766401652566e-08 -4.71428705001935e-07 6.89179644231807e-08 5.832623862577422e-07 -5.804924665544128e-07 -3.078038106843424e-07 3.504670189851015e-07 -1.9848811655413392e-07 -6.765012291271304e-07 5.116066549876226e-07 -4.133574020818901e-07 -2.9371943130983604e-07 3.168597586564657e-07 1.007146668357167e-06 7.7085114490549e-06 -6.6412390917362e-07
age_sex -1.0591115321427545e-05 6.145200210374265e-07 7.268070127215574e-05 0.0005691786878764792 -5.776784857325928e-05 -0.00020899180021270055 3.4718145887913233e-07 9.189063316284755e-08 1.6309005922063405e-07 4.577787949543364e-07 1.2690796362383798e-07 -9.683555499757634e-08 -4.2334054636500603e-07 4.098488420133954e-08 -3.121789999352614e-08 1.0158775067322236e-06 -6.697179738543498e-07 6.582434742194763e-08 6.147692385835436e-07 1.1042471450967549e-07 -1.472510057801732e-07 -3.8977977422407665e-07 -1.005684274247073e-06 -3.007579461262959e-07 1.891380774590925e-08 1.3255139846578122e-07 1.721134316080748e-06 1.7946513225399318e-06 -1.002433487906997e-06
age2_sex 4.05466032173401e-06 -6.3723174785696e-07 -0.00028437639644526564 -5.776784857325906e-05 0.00016451913616788116 5.163508368755296e-05 -7.857793226934812e-09 -8.013159223291113e-08 2.084785799593058e-07 -1.8739775310048275e-07 -4.5264948146281376e-07 1.1486693519778065e-07 -5.507172035637902e-09 -2.2935687637817762e-08 2.1713457840947743e-07 -1.4543094574505692e-07 9.34534149918825e-08 2.2030478790953787e-07 1.437684561082957e-07 -3.2617306844108036e-07 7.753409232334893e-08 -5.869162154068373e-08 -1.5173602267999868e-08 9.333035444495927e-09 1.0985322476779143e-07 3.6404907517587226e-08 -2.5934269975254196e-06 3.021639571454416e-06 2.053458477478941e-06
age3_sex 6.309028530543221e-06 -5.153759379966301e-07 -6.035989654761139e-05 -0.00020899180021270042 5.163508368755303e-05 0.00010784089270517978 -5.1501706379555966e-08 2.0020802742935428e-08 5.988913015298987e-08 -1.830795879893991e-07 -1.9637389036356275e-07 7.408582352583711e-08 1.2844047771760265e-07 -1.3159086866607915e-08 -7.153171066365206e-08 -3.1648031973650894e-07 2.478514624044919e-07 -4.9535948680744615e-08 -2.744529880850022e-07 -2.141678125310222e-07 2.5979322445396205e-08 7.101038018845852e-08 3.140256745124746e-07 3.9962253524546397e-08 2.3150760547182076e-08 5.081137011980437e-08 5.086463696371022e-07 -4.246925931317463e-06 -5.518372460602661e-07
PC.PC1 -5.319467389737929e-08 -1.9690580031596184e-08 2.8464186232253905e-07 3.471814588791333e-07 -7.857793226935519e-09 -5.150170637955642e-08 4.1293484959722376e-07 2.4246188533211317e-09 2.1646130473461923e-08 -3.233170462169197e-08 -2.670013986015756e-08 -1.2591825719258637e-09 -2.3621829253865323e-08 2.4179198105911052e-08 1.9375666622270915e-08 -1.4259277130217083e-08 1.8798482093888297e-09 1.7394154234408533e-08 -1.4943670252167484e-08 -1.0192593345220467e-08 2.088664557246942e-08 -9.89460987931465e-09 6.936579220084738e-09 -1.170477014396861e-08 -7.09247119603062e-10 -1.544236079296629e-08 2.61080334883438e-08 8.4390068269074e-09 4.047833762349334e-07
PC.PC2 9.850689847198717e-07 4.8426822167269383e-08 3.0625334888369555e-07 9.189063316284965e-08 -8.013159223291173e-08 2.002080274293447e-08 2.4246188533211317e-09 7.135282061388011e-07 -5.021200558089623e-08 5.4596945330752716e-08 2.1691142028668887e-08 -5.8884352207765244e-08 -1.6518749027703901e-09 -1.6730088393148562e-08 -8.099323716242748e-09 1.6513420452347412e-08 -1.80256088730326e-08 -6.628769570793952e-09 3.792003826211439e-08 2.669075024876603e-09 -6.476929808330897e-09 9.544411959091586e-09 -6.254026535027298e-08 -1.4079586435852211e-08 -3.85264034872231e-09 1.813333869074775e-08 -2.777527008062649e-07 -4.385812155856535e-07 -5.986705057580397e-07
PC.PC3 3.331840607334388e-08 -4.4470329098066976e-08 -1.3508896084727931e-07 1.630900592206338e-07 2.0847857995930608e-07 5.988913015298994e-08 2.1646130473461645e-08 -5.021200558089626e-08 8.820700519985058e-07 4.391425675748088e-08 5.1046485715534806e-08 2.3389767738575697e-08 1.7497742805655956e-08 -3.6841517113650515e-08 3.746653580119962e-09 5.625829104138227e-08 -9.99985615981798e-10 -2.6151726360932108e-08 -1.8178202664077808e-08 2.639867250183847e-08 4.973317994863083e-09 -2.3865554696438632e-08 6.07747448726306e-09 5.8062365654595216e-08 4.322498613064322e-09 9.67546855567489e-10 1.6877656029917015e-07 1.2962979113037383e-06 1.708852786206347e-06
PC.PC4 1.0874932909890968e-07 3.39698579470833e-08 3.6008062010544163e-07 4.577787949543368e-07 -1.8739775310048312e-07 -1.8307958798939942e-07 -3.2331704621692e-08 5.4596945330752656e-08 4.3914256757480734e-08 1.059906167544244e-06 6.95893001805685e-08 -5.146232549115433e-08 1.484127431670138e-07 5.3890316480049216e-08 3.5946342306092914e-09 -4.6600383439214965e-08 -1.9718301928928488e-08 4.860990808214547e-08 -1.421978005765334e-09 4.192472394762011e-08 1.8397256304249352e-08 3.86039846545337e-08 -2.5618853276084545e-08 -2.6928754780249967e-09 -9.889632169760756e-09 -2.8961965859376286e-08 2.2765386355142786e-07 5.909814532404494e-07 -1.207734306517782e-06
