 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.00457885645802484 0.00014465965435290156 0.0024976897654986406 0.005709765638550499 0.00580492133462298 0.0015942279166405165 4.251667110772184e-06 1.542569526531034e-05 -1.065283628728922e-05 7.309452447790643e-06 -4.198997308627978e-06 -7.607352854627813e-06 2.502290648408418e-06 -1.263935664907881e-06 -2.9285511618683007e-06 -2.6491161040567276e-06 -5.534099639619621e-06 -2.7882130039962697e-06 -1.47375196285118e-05 6.0382837966100725e-06 2.574826220248456e-06 2.7816445699846703e-06 7.500034464684426e-07 5.923359645378475e-06 7.144196083474941e-06 4.739624616345013e-06 -6.459698079390556e-06 0.0002050306535833961 0.00029822630755228265 -0.00011403047874872218 -0.0002832354182817591 -4.274832928028876e-05 -0.0004923994600044096
AGE 0.00014465965435290137 7.528367367054684e-06 -8.599317192297584e-06 -2.1341001764775227e-05 -1.9838901235871368e-05 -5.101192733572401e-06 7.693354999296584e-08 8.022164261497891e-07 -3.5064086897368215e-07 3.26643719985129e-07 3.5003530882600565e-08 -1.8490700605775126e-07 -9.891587929094611e-08 -5.5832231829225586e-08 -1.230546324688488e-07 1.0151141009741275e-07 -2.506368393487338e-08 -4.058264118848306e-07 -6.722144407055418e-07 2.547801816410075e-07 2.037462070058375e-07 2.418299476721548e-09 5.074010264242158e-08 1.1406591401059662e-07 2.015759204869806e-07 -7.16270644164726e-08 4.61777117627365e-07 -1.2631574733801611e-06 1.724731428727221e-05 4.369351821439303e-06 -1.0590733675242812e-06 -2.328911581323557e-06 -2.7053654169438115e-05
sex 0.0024976897654987516 -8.599317192296222e-06 0.02568090289402266 0.02995853918114681 0.020597689746936685 0.004318045640609497 -5.781851329900485e-06 9.277148363333888e-06 -2.4403303419515666e-06 -7.4967167480393395e-06 1.37213487849816e-05 -2.367246308493141e-06 4.771688725580809e-07 1.096982620754142e-05 2.936301990975952e-06 4.150115677462119e-06 -1.4003972061592596e-06 1.5500541641933864e-05 -9.914791678080481e-07 1.1616864866563915e-05 -1.8280455025481654e-06 -7.959397306724805e-06 4.1791333552186195e-06 -2.6579884795471524e-06 1.6041262251092236e-05 7.507714408266872e-06 4.5565254644487295e-05 0.0003455127901737042 0.00015855523975169213 -0.0001093355337356713 -0.00022820106491097588 -0.00021745813476020822 -0.00019464613167220944
age_sex 0.005709765638550587 -2.1341001764772557e-05 0.029958539181146174 0.05613515283896491 0.05031920254016565 0.012644144795495115 -1.6070401232934012e-06 9.279580135285255e-06 1.0668884900930253e-05 -4.3156959354345374e-06 1.0271942069507534e-05 3.832919188206676e-06 -4.5306440610029425e-06 1.235747482675237e-05 -3.082786743036773e-06 1.4224667144992709e-05 -1.0929288467169688e-05 2.1403647613173762e-05 -1.1116263146750525e-06 7.681345454311005e-06 5.5040706931109e-06 -1.8171133244529763e-07 7.898747238359626e-06 -9.78523401778198e-06 4.286775131918876e-06 -8.897654586952122e-06 -5.342029808631783e-05 0.0008346518865683638 0.00039055456685767553 -0.0001678538202829838 -0.0008381519449781523 -0.0003443897786743779 -0.0005404595702934296
age2_sex 0.005804921334623002 -1.9838901235869508e-05 0.020597689746935915 0.05031920254016521 0.05147946410487633 0.014074544297026353 -1.4353162016875913e-06 6.359284514772348e-06 1.5772236905515425e-05 -1.3263085385416216e-06 6.152529688401409e-06 6.112430328735789e-06 -4.970576756533047e-06 8.761431664061422e-06 -6.515522160077959e-06 7.25466907106597e-06 -6.862600516761968e-06 1.8499214191164107e-05 -1.171673627149475e-06 2.391817282578031e-06 9.218138431696726e-06 8.578380706526662e-06 9.061918230232913e-06 -1.2659546631601327e-05 -7.355141787579273e-06 -1.4276059648194182e-05 -6.975779915358393e-05 0.0008584617482855337 0.00027596610963199195 -6.840786516381275e-05 -0.001026412840462258 -0.0001433752890973148 -0.0005125010795679469
age3_sex 0.001594227916640519 -5.101192733571818e-06 0.004318045640609247 0.012644144795494944 0.014074544297026292 0.004073161975245146 -7.219622525726871e-07 1.7474484878529095e-06 4.86100536367145e-06 1.4021826239869392e-07 1.2808920849977387e-06 1.6863609888263471e-06 -1.279992859121578e-06 1.992987420228509e-06 -2.4935095856019027e-06 2.4440355389183794e-07 -9.61875200020986e-07 4.705597442495868e-06 -4.441555668967158e-07 5.748203058118492e-08 2.959564578984035e-06 4.0161686772203755e-06 2.662144166237258e-06 -4.323725908625805e-06 -4.0360411334618015e-06 -4.301924813058954e-06 -1.1499101529766678e-05 0.0002231884248763509 4.6833915871744585e-05 1.380694816320968e-05 -0.00032468611288652936 1.1534682006396987e-05 -0.00014758043206497608
PC.PC1 4.251667110772156e-06 7.693354999295768e-08 -5.7818513298984305e-06 -1.607040123291376e-06 -1.4353162016863352e-06 -7.219622525724355e-07 2.2607236306833936e-06 -3.248392795855596e-08 -1.7622309206466085e-07 -1.2930047775937773e-07 8.14497515696868e-08 -8.661498106145278e-08 -1.463983563341913e-07 1.0590249374372518e-07 5.839349853076917e-08 -1.1420522252554548e-08 -4.278059625811198e-09 1.976340434028418e-07 -2.390242027667949e-07 -9.280095247884015e-08 2.0625196312857453e-07 -1.6584659532922157e-07 1.0743397275089168e-08 1.3818526902280566e-07 4.6061214724211156e-07 -2.7527945294342634e-07 1.5540252861925672e-07 -3.721495069364469e-06 2.2317488257683242e-06 -1.2353375924840258e-06 8.891594955475153e-06 -4.424085288009568e-06 9.872545310343844e-07
PC.PC2 1.5425695265310506e-05 8.022164261497876e-07 9.277148363335048e-06 9.279580135287191e-06 6.359284514774012e-06 1.7474484878533306e-06 -3.2483927958556185e-08 3.5993814721581867e-06 -6.519595382439078e-08 9.077674610603214e-08 1.7109533571689937e-07 -9.900202287801133e-07 -1.621363346661236e-07 -4.547245711551589e-08 1.2757383641039478e-07 1.0003178752154226e-07 -8.896423096581814e-07 -4.317003665298693e-07 3.218551761140133e-08 -2.602780238705885e-07 -1.7658434630237618e-07 7.557475992107758e-08 -1.2562597700676788e-07 -2.0823362466327703e-07 -3.534688830497725e-07 3.21417807648606e-08 -1.0918787700723267e-07 1.3092828746184586e-06 -4.695497234510941e-06 -1.0308971501361089e-06 -3.5607230856481075e-06 3.8854707900867273e-07 -2.4191164074191917e-06
PC.PC3 -1.0652836287289002e-05 -3.5064086897367977e-07 -2.4403303419512722e-06 1.0668884900931427e-05 1.5772236905516726e-05 4.861005363671814e-06 -1.7622309206466087e-07 -6.519595382439011e-08 4.217459157090814e-06 3.524948492720932e-08 4.125077168090855e-07 4.816034388160662e-07 9.790920442251939e-08 -6.591803710628883e-08 -9.991269574111428e-08 4.312408284122758e-07 3.8659145833154555e-07 -3.409690175378327e-07 1.484883655978771e-07 1.1744966318183674e-07 4.543944048660598e-08 -1.21329040576844e-07 2.119045313078761e-07 -5.602091361751767e-08 -3.6668880435229007e-07 -1.15249104568715e-07 1.8254484032202117e-06 -3.9511337902143605e-06 -7.2320329973533115e-06 8.462980296484007e-06 8.785656732502266e-06 1.470633579631069e-05 1.0104459845653468e-05
PC.PC4 7.309452447790881e-06 3.26643719985122e-07 -7.496716748037753e-06 -4.31569593543113e-06 -1.326308538538295e-06 1.4021826239958826e-07 -1.2930047775937773e-07 9.07767461060338e-08 3.524948492721202e-08 5.742146471358317e-06 8.020918553592252e-07 -3.912100723096222e-07 2.1798286646833822e-07 -1.1528935975213912e-07 1.7820863799044257e-07 7.634327207861622e-08 -1.8968025716691445e-07 -6.975541054324057e-08 4.7136716113403745e-09 -1.1982799881600048e-08 -1.4456166178828182e-07 1.9182528616191569e-07 -1.3238382003071936e-07 -8.348329617184355e-07 3.2813995932699255e-07 4.596718994845974e-07 -8.227928277005111e-07 -3.003336284935838e-07 7.791494542671015e-07 1.3785525824342272e-06 1.0844691556565782e-05 1.8131492882291628e-06 -8.02889078693809e-06
PC.PC5 -4.198997308627858e-06 3.500353088259925e-08 1.3721348784981877e-05 1.0271942069508719e-05 6.152529688402796e-06 1.2808920849981364e-06 8.144975156968547e-08 1.7109533571689886e-07 4.1250771680908567e-07 8.020918553592233e-07 6.369867224679656e-06 1.565413324085918e-07 3.2545796927704616e-07 -3.0459274154737015e-07 -2.303521281394901e-08 3.941505330914973e-07 1.5531178099854737e-07 4.4350907393243754e-07 6.806020385547291e-08 1.5714683089746512e-07 8.39340066734549e-09 5.8911403895875583e-08 -3.574074867928875e-08 -3.820885176881386e-08 4.5275662693639474e-07 3.616366541353208e-08 -3.015462639609302e-06 2.3504884841479232e-06 -1.524120190645965e-06 1.2537036396326811e-05 -1.857077319617825e-06 1.3155356698835474e-05 2.123093927407656e-06
PC.PC6 -7.607352854627551e-06 -1.8490700605774268e-07 -2.3672463084933677e-06 3.8329191882068115e-06 6.112430328736124e-06 1.6863609888264585e-06 -8.661498106145232e-08 -9.900202287801133e-07 4.816034388160653e-07 -3.9121007230962243e-07 1.5654133240859068e-07 7.5677280674292854e-06 2.65746570998046e-07 3.2146042046145795e-08 -7.020246809125611e-07 3.060333460066378e-07 1.9682883587456746e-06 1.8549180463938706e-07 4.612096980094635e-07 4.70166428677864e-07 4.5101740076729275e-07 -4.152869713213059e-07 -4.2622880154419486e-07 1.8568835310750465e-07 2.8603316386222286e-07 -4.879551553366604e-07 -7.233359488136078e-07 3.257751757376135e-06 -6.775899319722845e-06 7.570185686662845e-06 -2.7704924096044417e-06 1.552345299506424e-05 2.807583404946886e-06
PC.PC7 2.5022906484084403e-06 -9.891587929094694e-08 4.771688725582644e-07 -4.5306440610025385e-06 -4.9705767565326536e-06 -1.2799928591214726e-06 -1.4639835633419085e-07 -1.621363346661233e-07 9.790920442251952e-08 2.179828664683382e-07 3.254579692770463e-07 2.6574657099804723e-07 6.1445473979671e-06 5.961104028206304e-07 6.319649499568658e-08 -5.5651691427851805e-08 4.047752786390399e-07 -6.438267798553858e-07 6.711584084738296e-08 5.46434019479197e-07 2.598493759581602e-07 1.5007854989420051e-07 -4.7775825447064325e-08 1.3980539286316082e-07 8.285379997278231e-08 -8.735106695789307e-08 1.7366038199900266e-07 -4.838957281841353e-06 -8.113125717991896e-06 -2.0756404284838644e-06 9.151705804300644e-06 2.4495265936557897e-06 3.600299032040357e-06
PC.PC8 -1.2639356649078557e-06 -5.583223182922638e-08 1.0969826207541672e-05 1.2357474826752829e-05 8.761431664061839e-06 1.9929874202286124e-06 1.0590249374372507e-07 -4.547245711551685e-08 -6.591803710628884e-08 -1.15289359752141e-07 -3.045927415473702e-07 3.214604204614661e-08 5.961104028206316e-07 7.895308936188175e-06 7.127766216925361e-08 -5.517352339056155e-07 1.286724245751874e-07 -1.0724927098761924e-08 1.0507596201987417e-07 4.247947339557738e-09 3.787413363516269e-08 1.6694319306131653e-07 -1.3794372134213744e-07 -2.2614942797622044e-07 2.150045424392795e-07 -1.856008705672278e-07 5.626459772846534e-07 -7.969452562652603e-06 9.497009257383338e-06 1.8897076433506773e-06 8.44498442359066e-06 -7.98920998975526e-06 -4.8719539537528686e-06
PC.PC9 -2.9285511618683498e-06 -1.230546324688506e-07 2.9363019909758615e-06 -3.082786743036823e-06 -6.515522160077922e-06 -2.4935095856018824e-06 5.839349853076819e-08 1.27573836410394e-07 -9.991269574111374e-08 1.782086379904423e-07 -2.3035212813948696e-08 -7.02024680912561e-07 6.319649499568724e-08 7.127766216925381e-08 6.145367611645369e-06 7.696804516843025e-07 1.5988251467787153e-07 1.9989046606376328e-08 -1.0381447134142984e-06 3.046084008649107e-07 5.6510268505118986e-08 4.095656165243615e-08 -1.5379389926012552e-07 -2.0202583385050224e-08 8.281472120788662e-07 -2.656190325752035e-07 2.392041671920508e-06 -3.2575883756776685e-06 -7.320567305268482e-07 -9.210373756776317e-06 4.86309564421915e-06 -2.2649575608218708e-07 -6.67154544982331e-06
PC.PC10 -2.649116104056663e-06 1.0151141009741306e-07 4.150115677462686e-06 1.422466714499337e-05 7.254669071066419e-06 2.4440355389192947e-07 -1.1420522252555228e-08 1.0003178752154283e-07 4.312408284122752e-07 7.634327207861459e-08 3.941505330914966e-07 3.0603334600663704e-07 -5.565169142785198e-08 -5.51735233905614e-07 7.696804516843028e-07 1.0633083573770203e-05 -6.662360327672909e-07 -6.462021161034066e-07 5.586160195455806e-07 5.1948013428729886e-08 -1.1801752664075816e-07 -6.029332780495249e-09 2.173008664371956e-07 -9.902602213413832e-07 -1.4377011572768745e-07 1.7978950911607863e-07 2.1552777759125153e-06 -2.2200776036870393e-06 -8.202022706036997e-06 1.2333469685540104e-05 2.708807195670972e-06 1.3722252836768305e-05 4.020321328938671e-08
PC.PC11 -5.534099639619467e-06 -2.506368393486693e-08 -1.400397206159286e-06 -1.0929288467169802e-05 -6.862600516762106e-06 -9.618752000210332e-07 -4.278059625810941e-09 -8.89642309658181e-07 3.8659145833154565e-07 -1.8968025716691475e-07 1.5531178099854724e-07 1.9682883587456755e-06 4.047752786390396e-07 1.2867242457518652e-07 1.5988251467787085e-07 -6.662360327672897e-07 7.194953427137673e-06 -4.496307126239471e-07 4.0279695001845826e-07 1.5248478920954196e-07 4.549337628977805e-07 -2.6643312860231687e-07 -1.9032332431757246e-07 -1.456688702945061e-07 2.2792335315155188e-07 1.4412179076030046e-07 -8.229820311379282e-07 3.939128910761952e-06 7.191771159449674e-06 1.4590183851160107e-06 -5.724211539071284e-06 5.781558625284158e-06 -7.589111124718481e-06
PC.PC12 -2.7882130039963654e-06 -4.0582641188483564e-07 1.550054164193404e-05 2.140364761317422e-05 1.8499214191164497e-05 4.7055974424959515e-06 1.976340434028404e-07 -4.3170036652987076e-07 -3.409690175378316e-07 -6.975541054323938e-08 4.4350907393243854e-07 1.8549180463938706e-07 -6.438267798553854e-07 -1.0724927098760905e-08 1.9989046606376655e-08 -6.462021161034055e-07 -4.4963071262394673e-07 1.108184119050621e-05 -7.714221108912451e-07 1.3826520961292811e-08 1.3304783995425275e-07 1.1612352488008736e-06 -7.071025982292019e-07 -3.532696863854021e-08 7.579211270990817e-07 -1.5594026378131508e-07 -2.3889742448055144e-06 6.593117183427575e-07 -1.257248544244329e-06 4.485638774647624e-06 -5.213662627491513e-06 -6.659848473400526e-06 -1.4526128551587052e-06
PC.PC13 -1.4737519628511006e-05 -6.722144407055175e-07 -9.91479167808221e-07 -1.1116263146742522e-06 -1.1716736271482459e-06 -4.441555668963338e-07 -2.3902420276679413e-07 3.2185517611404266e-08 1.4848836559787596e-07 4.713671611340678e-09 6.806020385547171e-08 4.6120969800946427e-07 6.711584084738323e-08 1.0507596201987358e-07 -1.038144713414299e-06 5.586160195455811e-07 4.02796950018458e-07 -7.71422110891246e-07 6.326265652600889e-06 1.3788007312163013e-07 -4.994774282066733e-08 1.2638744607162106e-07 5.293366153496065e-08 -4.0661549352845653e-07 -6.133734113015768e-07 -3.673511391782519e-07 -6.29320217385055e-07 -3.2218592817017033e-06 -1.0507237411195857e-05 4.855228133636089e-06 6.645475672696089e-08 6.522005578332488e-06 6.789064476167748e-06
PC.PC14 6.038283796610145e-06 2.5478018164100667e-07 1.1616864866563838e-05 7.68134545431159e-06 2.3918172825788716e-06 5.748203058144839e-08 -9.280095247884006e-08 -2.6027802387058944e-07 1.1744966318183691e-07 -1.1982799881598528e-08 1.5714683089746544e-07 4.7016642867786474e-07 5.464340194791971e-07 4.2479473395580954e-09 3.0460840086491005e-07 5.194801342873008e-08 1.524847892095416e-07 1.382652096129297e-08 1.3788007312162966e-07 6.53638912618541e-06 4.707611722249064e-07 5.531892427694428e-10 -2.7155300085921226e-08 2.6819395234084014e-07 3.3716999048742004e-07 -5.368729262762041e-07 3.4164058505463155e-07 -1.0099222169631255e-05 1.3221569991723633e-05 3.6435657959947545e-06 1.1030725750903018e-05 -1.5393172043678247e-05 -1.0177594797032033e-05
PC.PC15 2.57482622024847e-06 2.0374620700583416e-07 -1.8280455025475225e-06 5.50407069311191e-06 9.218138431697522e-06 2.9595645789842193e-06 2.062519631285743e-07 -1.7658434630237641e-07 4.543944048660612e-08 -1.4456166178828212e-07 8.393400667345392e-09 4.51017400767293e-07 2.5984937595816e-07 3.787413363516278e-08 5.6510268505119456e-08 -1.1801752664075772e-07 4.5493376289778044e-07 1.330478399542535e-07 -4.994774282066755e-08 4.707611722249054e-07 6.245443878658154e-06 3.7300450751153697e-07 1.026620332885941e-07 -2.975881119008094e-07 3.632291052501143e-07 2.4404704535287016e-07 5.280463887734803e-07 -9.564499503096085e-06 6.107888213006177e-06 -3.6804056804931432e-06 3.2295631676366383e-06 -1.7058456223242e-06 -9.208601929358873e-06
PC.PC16 2.7816445699837678e-06 2.4182994767022865e-09 -7.959397306727326e-06 -1.8171133244899966e-07 8.578380706523579e-06 4.016168677219622e-06 -1.6584659532922135e-07 7.557475992107511e-08 -1.2132904057684257e-07 1.9182528616191685e-07 5.8911403895874816e-08 -4.1528697132130504e-07 1.5007854989419972e-07 1.6694319306131568e-07 4.0956561652436044e-08 -6.029332780495109e-09 -2.664331286023155e-07 1.1612352488008728e-06 1.2638744607162268e-07 5.531892427672759e-10 3.7300450751153644e-07 7.002860499526988e-06 -4.122660459868856e-07 -2.0816691252846298e-06 -7.437816702300909e-07 5.3551625997345215e-08 -1.4666008499212016e-06 1.2539594136902283e-06 7.454981202916243e-06 -5.813677635543879e-07 -3.494341284958422e-07 -1.1748633459338735e-05 -6.013527251466727e-06
PC.PC17 7.500034464686794e-07 5.0740102642418926e-08 4.179133355218922e-06 7.898747238361805e-06 9.061918230235569e-06 2.662144166238042e-06 1.0743397275089082e-08 -1.256259770067684e-07 2.1190453130787708e-07 -1.3238382003071973e-07 -3.574074867928976e-08 -4.2622880154419396e-07 -4.777582544706544e-08 -1.3794372134213606e-07 -1.5379389926012637e-07 2.1730086643719644e-07 -1.9032332431757408e-07 -7.071025982291986e-07 5.2933661534961264e-08 -2.7155300085919423e-08 1.0266203328859566e-07 -4.122660459868842e-07 5.193144590821308e-06 -9.45612809180045e-08 -7.567007877621301e-07 -1.0089147367508209e-07 -4.892848959753776e-07 -2.323010984817758e-06 1.6647762925154423e-06 -4.222031481851285e-06 9.39913361627307e-06 -4.7875852512816525e-06 3.693444127535412e-06
PC.PC18 5.92335964537854e-06 1.1406591401059527e-07 -2.6579884795461876e-06 -9.785234017780896e-06 -1.2659546631600614e-05 -4.323725908625662e-06 1.3818526902280574e-07 -2.082336246632766e-07 -5.602091361751833e-08 -8.348329617184355e-07 -3.820885176881275e-08 1.8568835310750423e-07 1.398053928631613e-07 -2.2614942797621903e-07 -2.0202583385049414e-08 -9.902602213413853e-07 -1.4566887029450685e-07 -3.5326968638538506e-08 -4.0661549352845775e-07 2.681939523408412e-07 -2.9758811190080957e-07 -2.0816691252846294e-06 -9.45612809180027e-08 1.2018985184066785e-05 1.1459371626981923e-06 1.4517252240313432e-06 3.0402289855262575e-06 1.799576611326035e-05 1.419604180410387e-05 -1.2422686581412414e-05 -2.0535722227848946e-05 -6.28332824690425e-06 -1.2831891579584271e-05
PC.PC19 7.144196083475133e-06 2.0157592048697142e-07 1.6041262251096342e-05 4.2867751319237045e-06 -7.355141787575976e-06 -4.0360411334611205e-06 4.6061214724211023e-07 -3.5346888304977226e-07 -3.6668880435228954e-07 3.281399593269917e-07 4.5275662693639776e-07 2.860331638622222e-07 8.285379997278253e-08 2.1500454243928115e-07 8.281472120788688e-07 -1.4377011572768705e-07 2.2792335315155122e-07 7.579211270990851e-07 -6.133734113015776e-07 3.3716999048742184e-07 3.6322910525011394e-07 -7.437816702300904e-07 -7.5670078776213e-07 1.1459371626981913e-06 9.63534812387969e-06 1.4526845560852343e-06 2.47391293838587e-06 5.073194858269595e-06 4.770433355891396e-06 -9.373369122502346e-06 -3.2737540338072392e-06 4.75938150668274e-06 -9.16231600655147e-06
