 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.00020553408485825446 1.9738389359734585e-06 -1.2943159385765178e-06 -1.0548312450610953e-05 3.9889697831197734e-06 6.315339638789055e-06 -6.787209377792449e-08 1.0049490017732956e-06 -2.4830860075539014e-08 1.5454929515968988e-07 1.989163400503148e-07 9.54229292809368e-08 -5.660270092107957e-07 3.210921689859324e-07 1.572360965453944e-07 -1.0019318146170752e-07 2.0215634473654063e-07 7.606455656242946e-08 -2.6811480771894966e-07 -2.3767068554925323e-07 -2.5257155654306593e-07 9.53115225072606e-08 3.7627900224694823e-07 -6.551233725191851e-08 1.1554156038327654e-07 -2.6184218611360184e-07 -3.4348447094481725e-07
AGE 1.9738389359734343e-06 7.000780628069198e-07 4.746061886265004e-07 6.131475512588887e-07 -6.354473244338076e-07 -5.153437755506405e-07 -1.9264026963473843e-08 4.784753189126377e-08 -4.2852804015402656e-08 3.262925812629302e-08 7.602393542099154e-08 3.844366957511496e-08 -4.2526902940037326e-08 1.1483859154707691e-08 2.5124416839512993e-08 3.9894918787639064e-08 6.220823407724661e-08 4.1934120783261165e-09 -6.656063597757521e-08 1.6322282130686043e-08 1.7531457261689867e-09 -7.3973451088495306e-09 2.315999745240924e-08 -7.770390401801553e-09 7.486007441320349e-09 -4.4656292881099666e-08 -2.11762874065556e-07
sex -1.2943159385764434e-06 4.7460618862650096e-07 0.0010741740281981983 7.26512512056673e-05 -0.00028440391764913156 -6.0285810746883457e-05 2.8491019321858076e-07 3.1302455306911204e-07 -1.554245048016204e-07 3.488416006710828e-07 1.3862765344928774e-06 -6.176013770553282e-07 -8.322456957555026e-08 9.014188738132619e-08 -4.654950243220842e-07 6.037761062816142e-08 5.766596548168193e-07 -5.766914548348368e-07 -3.0558328080011113e-07 3.4898859830259887e-07 -1.7749957715572645e-07 -6.691795781091241e-07 5.302335639253169e-07 -4.172727345971461e-07 -2.7826914992774354e-07 3.0221135595226943e-07 4.03366262792779e-06
age_sex -1.0548312450610987e-05 6.131475512588866e-07 7.265125120566759e-05 0.0005691242591608136 -5.777061920761326e-05 -0.0002089591696200609 3.479559052447939e-07 9.234027718839678e-08 1.6168228217070657e-07 4.5280281130937255e-07 1.2361898962846798e-07 -9.90873632853721e-08 -4.21200136425985e-07 4.550088905709908e-08 -3.141024841666116e-08 1.014926147492659e-06 -6.707657875637155e-07 6.558323542376134e-08 6.143743702120726e-07 1.1115352470702846e-07 -1.4452996511770904e-07 -3.8861281926674216e-07 -1.000755628614736e-06 -3.022732070619702e-07 2.251948443673671e-08 1.3121909745214226e-07 2.0623436752020206e-06
age2_sex 3.988969783119769e-06 -6.354473244338076e-07 -0.0002844039176491317 -5.7770619207613214e-05 0.00016447454417356074 5.166235398813875e-05 -9.862495668639656e-09 -7.420652881295058e-08 1.9137949603936237e-07 -1.8553708618466337e-07 -4.721779450033319e-07 1.0971029735648988e-07 3.709343389195523e-09 -2.58897921561559e-08 2.2327227806141766e-07 -1.5233788034100552e-07 8.983181548508288e-08 2.2486978396921354e-07 1.4683574422799975e-07 -3.2966831867425416e-07 9.193247609211584e-08 -5.410403382105135e-08 -8.936365069215915e-09 9.33944092446077e-09 1.1576669425433678e-07 2.4886121631150187e-08 -4.164592829471069e-07
age3_sex 6.3153396387890285e-06 -5.1534377555064e-07 -6.02858107468835e-05 -0.00020895916962006088 5.1662353988138756e-05 0.00010779068908103518 -5.079016450702713e-08 1.4955146785629948e-08 7.471990203578194e-08 -1.7934325430321674e-07 -1.7761968830017244e-07 8.051065301049272e-08 1.1905501344299473e-07 -1.5539332219056284e-08 -7.62265808615346e-08 -3.102516366298979e-07 2.5182973326254706e-07 -5.290710162051611e-08 -2.7647424977384337e-07 -2.121728795608617e-07 1.196855641524922e-08 6.626195480992293e-08 3.041419065647936e-07 4.151645685462678e-08 1.473917703454811e-08 6.11473091613003e-08 -1.551342357463241e-06
PC.PC1 -6.787209377792268e-08 -1.926402696347384e-08 2.849101932185814e-07 3.4795590524479434e-07 -9.862495668639886e-09 -5.079016450702734e-08 4.1240939621136437e-07 2.9914649075474274e-09 2.0017046063424766e-08 -3.124056183738431e-08 -2.8229446511298234e-08 -1.4015773155321097e-09 -2.2978906073080593e-08 2.3042951889606058e-08 2.0055570078706973e-08 -1.4873836663897306e-08 1.7108682322408431e-09 1.792981270205122e-08 -1.4541201658815747e-08 -1.0714976525379891e-08 2.1986740174003513e-08 -9.58803387152566e-09 6.7632221179563586e-09 -1.1430927097126614e-08 -7.103862413014455e-10 -1.646961101326432e-08 2.02940779002144e-07
PC.PC2 1.0049490017732954e-06 4.784753189126381e-08 3.130245530691121e-07 9.234027718839716e-08 -7.420652881295046e-08 1.4955146785629803e-08 2.991464907547413e-09 7.119674925732698e-07 -4.651461032122762e-08 5.349631862845366e-08 2.5639875747810608e-08 -5.8013767974280193e-08 -3.4457316281041627e-09 -1.544687387469685e-08 -9.499522792875203e-09 1.7960835814443158e-08 -1.73708579508627e-08 -7.690662561980927e-09 3.717267765587165e-08 3.5776513256944623e-09 -9.360836796393421e-09 8.651883996750396e-09 -6.329489108338506e-08 -1.4283070634508996e-08 -4.6962364553543786e-09 2.0552440733862442e-08 -7.222242106707284e-07
PC.PC3 -2.4830860075537072e-08 -4.2852804015402656e-08 -1.554245048016203e-07 1.61682282170707e-07 1.913794960393622e-07 7.471990203578175e-08 2.0017046063424925e-08 -4.6514610321227555e-08 8.711412270885265e-07 4.6920133770117464e-08 3.958614128409662e-08 2.0902574236570514e-08 2.2714777517509053e-08 -4.041763442250925e-08 7.780584548851476e-09 5.202863777158953e-08 -2.859383646936466e-09 -2.3077544152349053e-08 -1.6042447865995926e-08 2.380119542774371e-08 1.3359530604041318e-08 -2.1298604816556785e-08 8.361794690660983e-09 5.861833016842977e-08 6.817548648572307e-09 -6.0419954152796304e-09 1.4566042636328743e-06
PC.PC4 1.545492951596873e-07 3.2629258126293006e-08 3.4884160067108337e-07 4.5280281130937287e-07 -1.8553708618466374e-07 -1.7934325430321695e-07 -3.124056183738438e-08 5.34963186284537e-08 4.692013377011749e-08 1.055539683354236e-06 7.174403154825018e-08 -5.193251684154232e-08 1.4770287130460082e-07 5.780722743758356e-08 2.089046442617729e-09 -4.550687780257583e-08 -1.9757235372741115e-08 4.73684975869382e-08 -2.3854699316324607e-09 4.3303269385259215e-08 1.6905152309345724e-08 3.830989309566233e-08 -2.3639445622034127e-08 -3.776517578210192e-09 -8.64446416267314e-09 -2.717001010249931e-08 -3.544615175834402e-08
PC.PC5 1.9891634005031913e-07 7.602393542099157e-08 1.3862765344928757e-06 1.2361898962846806e-07 -4.7217794500333143e-07 -1.7761968830017236e-07 -2.8229446511298257e-08 2.563987574781057e-08 3.9586141284096693e-08 7.174403154825011e-08 1.4873568762973427e-06 3.540953883959416e-08 -2.405283531633023e-08 1.2567023983127958e-08 1.1082303614490507e-08 3.79498535198166e-08 1.8137776118653048e-08 2.8183966094582057e-08 -1.8184095804332577e-08 -1.9544214161573978e-08 -3.240052741254091e-08 -5.347343889611042e-08 1.8451280921375117e-08 8.744334022193939e-08 2.2107328124252133e-08 3.3045525932186156e-08 7.159384547815652e-07
PC.PC6 9.54229292809343e-08 3.844366957511491e-08 -6.176013770553282e-07 -9.908736328537176e-08 1.0971029735649003e-07 8.051065301049262e-08 -1.4015773155320568e-09 -5.801376797428033e-08 2.0902574236570563e-08 -5.1932516841542305e-08 3.540953883959416e-08 1.4486321133128174e-06 6.319846274355731e-08 -4.231786040645161e-09 -1.2157178137834796e-07 4.1191285625704346e-08 5.1185225254335175e-08 1.9936224268075038e-08 7.415020759292556e-08 4.235874365288004e-08 7.139918632203274e-08 -9.073672976280257e-08 -1.8058694241105612e-07 7.821469793512186e-09 -4.744983600164426e-09 -4.035236252034518e-08 4.2687131861294547e-07
PC.PC7 -5.660270092107935e-07 -4.252690294003734e-08 -8.322456957555024e-08 -4.212001364259849e-07 3.7093433891954857e-09 1.1905501344299464e-07 -2.2978906073080596e-08 -3.4457316281041813e-09 2.2714777517509063e-08 1.4770287130460077e-07 -2.4052835316330305e-08 6.319846274355709e-08 1.1928287800210833e-06 1.3484253731589593e-07 4.1324290082940703e-10 -5.600266626092703e-08 3.4500927962029313e-09 -6.140994097133621e-08 2.36893352655475e-08 5.814044454418252e-08 3.220594780208443e-08 1.9146731545918048e-08 -3.389784490489003e-08 -2.1297927554915427e-08 -7.391099651895852e-09 -1.676003804595696e-08 -6.605836801377465e-07
PC.PC8 3.210921689859316e-07 1.1483859154707698e-08 9.014188738132623e-08 4.550088905709949e-08 -2.588979215615598e-08 -1.5539332219056495e-08 2.3042951889606015e-08 -1.544687387469691e-08 -4.0417634422509227e-08 5.780722743758359e-08 1.2567023983127992e-08 -4.231786040645098e-09 1.348425373158959e-07 1.6786613743068432e-06 -5.259928188710053e-08 -2.1822588044860877e-07 3.9961151628872036e-08 -6.35637258803988e-08 1.802172993195452e-08 -3.2895449384988126e-08 -6.7152651898438535e-09 7.042952652192311e-08 -7.056374101607834e-08 -3.096920128688575e-07 7.127688317332523e-09 -5.602210884946176e-08 4.3528344655715797e-07
PC.PC9 1.572360965453936e-07 2.5124416839512937e-08 -4.6549502432208325e-07 -3.141024841665945e-08 2.232722780614172e-07 -7.622658086153534e-08 2.0055570078706953e-08 -9.499522792875178e-09 7.780584548851393e-09 2.0890464426177564e-09 1.1082303614490494e-08 -1.2157178137834823e-07 4.1324290082944244e-10 -5.259928188710041e-08 1.6350728568735466e-06 4.133387207835642e-08 1.1869837776629958e-07 -1.492750079574214e-08 -2.1155864015068985e-07 -8.828484776011324e-09 1.0386909149432851e-08 -1.3798262272208007e-08 1.4212574307283993e-08 2.0281116932157444e-08 3.7072358349271995e-08 -8.637475975522032e-08 1.4154671838301198e-08
PC.PC10 -1.0019318146171052e-07 3.989491878763904e-08 6.037761062816227e-08 1.0149261474926586e-06 -1.5233788034100566e-07 -3.102516366298978e-07 -1.4873836663897241e-08 1.7960835814443085e-08 5.20286377715896e-08 -4.550687780257595e-08 3.794985351981661e-08 4.119128562570428e-08 -5.600266626092711e-08 -2.1822588044860914e-07 4.133387207835656e-08 1.9323720156414806e-06 -7.926330510641789e-08 -2.7852071799918327e-08 6.376236634340757e-08 5.473683103793977e-08 -6.004237461768722e-08 -5.832809276392178e-08 1.8846706053906446e-08 2.6436719635858645e-07 -8.815914336491642e-09 8.316923060064739e-08 6.996691692818707e-07
