 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.0002898352428149135 2.300808201817518e-06 -1.6773509901185964e-06 -7.057262031759048e-06 3.269162457440108e-06 4.351264500768359e-06 2.7045855554476927e-09 2.0797848748623862e-06 -1.749816006354884e-06 7.150912904501102e-07 7.658717775213616e-08 5.201387514769485e-07 -9.119327793741016e-09 2.5327405684490243e-07 9.056624930969305e-10 3.974781593410981e-07 7.71050838840762e-07 5.6297120309955034e-08 -1.0042787840750975e-06 -1.6011518934286787e-07 -6.316024543177724e-07 3.0770032635738263e-07 1.5610210177375906e-06 1.7335768595586978e-07 1.781728898135985e-07 -9.288259738397079e-07 -4.685213379858068e-06 2.736097609000313e-06 1.379076321454643e-05
AGE 2.3008082018175364e-06 6.520048928794794e-07 5.275668830352264e-07 5.508017731375519e-07 -6.543312386443686e-07 -4.674336872418983e-07 -1.8367732584990057e-08 6.126448816867861e-08 -4.891342389354074e-08 2.627876744042964e-08 6.187500888737407e-08 2.7287544024093415e-08 -5.3182472330801965e-08 7.12681801740566e-09 2.0057596583201497e-08 4.332198179498767e-08 6.540265013694573e-08 -2.793461742515591e-09 -6.286270363061299e-08 1.4407516577814207e-08 1.4826239662239204e-09 -8.691276288538745e-09 1.3261471627809127e-08 -5.93879413101109e-10 1.3353029364891277e-08 -3.729418900945842e-08 -6.738762168415777e-08 1.364196738077334e-07 -2.9875036183086006e-07
sex -1.6773509901186233e-06 5.275668830352261e-07 0.0009558115985685716 8.474481664767617e-05 -0.00025582995054908677 -6.82583060622226e-05 2.5533193910858204e-07 2.8839103700965226e-07 -2.0774328479419409e-07 1.4596101802834048e-07 1.0169297692930686e-06 -6.464431447925188e-07 -3.4049863697558294e-07 1.0549131196701455e-07 -5.204225918018046e-07 -5.536739115347841e-08 3.2048423313723646e-07 -5.015594574694341e-07 -1.391170367770613e-07 4.184658804692262e-07 -2.4087710388001027e-07 -6.349032144173844e-07 -6.073934343439353e-08 -2.6287750577377395e-07 -4.030798914212459e-07 4.0958366108458205e-07 -3.5932719956541803e-07 7.272244607304601e-06 -3.896531235357327e-07
age_sex -7.057262031759091e-06 5.508017731375508e-07 8.474481664767612e-05 0.00045455256511236646 -6.584004184764452e-05 -0.00015713896899838197 4.1694631645511463e-07 6.786986162541113e-08 1.5020944398409403e-07 2.849679935750693e-07 -1.0526993461034085e-07 5.158532948722103e-08 -4.5705569206009157e-07 6.247632542156742e-10 5.668027133868762e-08 1.0718138899320201e-06 -6.541861687470151e-07 -2.0136925467961136e-07 4.35470021304903e-07 -1.7934164576506773e-08 -4.476696142961616e-07 -2.0934591593933477e-07 -9.499859812516968e-07 4.978117183905227e-08 1.716209097944099e-07 3.780445861396419e-07 7.274580750083736e-07 1.4742160324025036e-06 3.6415822192073647e-07
age2_sex 3.2691624574401336e-06 -6.543312386443681e-07 -0.0002558299505490869 -6.584004184764458e-05 0.00015046977950924944 5.5784917363670846e-05 -6.242722377164143e-08 -9.417623467615314e-08 1.9838496577289233e-07 -6.866298653744821e-08 -1.5342671384639233e-07 1.2070862409822185e-07 1.7589674863197662e-07 -3.548497399716744e-08 2.3786925013952322e-07 -1.0787982602945132e-07 1.350458681333543e-07 2.460764269124654e-07 6.318731886987598e-08 -2.9137404406352133e-07 8.08896691829099e-08 -1.288395880987789e-07 1.2794259377181976e-07 -8.248225988365633e-08 4.735865096601496e-08 -8.960171678027428e-09 -1.4799169071019407e-06 2.4180173189444882e-06 1.360136725466341e-06
age3_sex 4.351264500768375e-06 -4.674336872418977e-07 -6.825830606222259e-05 -0.00015713896899838194 5.5784917363670826e-05 8.000311565075752e-05 -1.1254988649538655e-07 5.118573092803161e-08 2.98279913705754e-08 -3.7255275105835566e-08 -1.1482071666046955e-08 -5.333712237110311e-09 1.758814227654411e-07 1.1402461878493868e-08 -3.1091863806835626e-08 -3.5857929544728656e-07 2.693271581668987e-07 9.999964178558648e-08 -1.886174375439414e-07 -1.0036914326333166e-07 1.437009811706672e-07 7.2880886716800976e-09 2.592534169257596e-07 -1.6433585105144623e-07 -1.0794921584941915e-07 -6.398369963459321e-08 5.677244740101746e-07 -3.528318952520957e-06 -2.3626856677179855e-07
PC.PC1 2.704585555445983e-09 -1.8367732584990083e-08 2.553319391085825e-07 4.1694631645511516e-07 -6.242722377164164e-08 -1.1254988649538678e-07 5.443779996045659e-07 -2.295906434754247e-08 -3.1397519606272583e-08 -2.0991091464863687e-08 -3.821110899044501e-08 9.467587887469188e-09 -2.922844510885751e-09 2.8042156190954844e-08 5.0322191051365954e-08 -8.645371802118305e-09 -1.891673579775767e-08 1.5529872710758177e-08 -3.985317303252768e-09 -2.980833117977727e-08 3.951940328620875e-08 5.414056837924414e-09 1.0609990200994887e-08 -1.3328150543728774e-08 -1.0709281043012237e-08 -3.2497003428442493e-09 4.0635997449523134e-08 1.9741546068146013e-07 3.198575825002757e-07
PC.PC2 2.0797848748623104e-06 6.126448816867802e-08 2.8839103700965406e-07 6.7869861625415e-08 -9.417623467615502e-08 5.1185730928029374e-08 -2.2959064347542384e-08 1.0928310427269206e-06 -7.482611139321705e-08 7.251048470723453e-08 1.6866990633546325e-08 -1.0021960551347821e-08 6.146506911214476e-10 -3.905590167615129e-08 1.9127838790331538e-08 1.1385960626625944e-08 -1.4638672470658408e-08 -1.9651676966728476e-08 -2.2053031407442064e-08 -2.0389072008249646e-08 -2.4597991733653197e-08 4.84734531883453e-08 1.064790808138414e-08 7.0123070863274585e-09 5.389289592261485e-09 9.051853969149567e-09 -3.0588355110069094e-07 -1.4952625431585584e-07 -5.787916792958414e-07
PC.PC3 -1.749816006354903e-06 -4.891342389354096e-08 -2.0774328479419472e-07 1.5020944398409348e-07 1.983849657728926e-07 2.982799137057564e-08 -3.1397519606272544e-08 -7.482611139321775e-08 1.1179155251187972e-06 9.225935694303464e-09 8.380150160229026e-08 6.627126617432557e-09 3.028287504537175e-08 -5.988928821140238e-08 5.87991232093958e-09 3.694300838859756e-08 -2.8146294056574257e-09 -3.471603164197791e-08 -1.5538425050336427e-09 4.035427234905838e-08 2.82619105673074e-08 -5.3995236171376236e-08 -3.6752121221177558e-09 5.436308466050292e-08 1.8732682727205103e-08 2.546260062926538e-09 2.4038111831780773e-07 1.3937601488205375e-06 1.812962817213389e-06
PC.PC4 7.150912904501077e-07 2.6278767440429672e-08 1.4596101802834003e-07 2.8496799357507043e-07 -6.866298653744832e-08 -3.725527510583604e-08 -2.099109146486357e-08 7.251048470723492e-08 9.225935694303462e-09 1.5125720639911826e-06 1.1324608681153226e-07 -4.822823041900322e-08 1.263166529717417e-07 6.25396520215604e-08 1.9215777750350016e-08 -2.7406927195645534e-08 -2.7072645109883132e-08 6.912001518473304e-08 -2.0641272041770153e-08 5.624380370291741e-08 3.2701816292172737e-09 4.4841917607619054e-08 -6.406724314924424e-09 -3.3305257800943316e-09 -1.0310430354363929e-08 -4.9206700852760355e-08 1.5358510465819814e-07 8.037179945918386e-07 -1.1260103045335863e-06
