"PGS","PHENO","GEN_MOD","VAR","proband","paternal","maternal","gp","gm"
"AFB_UKB","DBP",3,"gp",2.65563337247228e-05,-0.00112356769105067,-0.000116116229664263,0.00133885055036501,-7.82064460509193e-05
"AFB_UKB","DBP",3,"gm",5.94236090043054e-06,-9.02667481989221e-05,-0.000917559825158043,-7.82064460509195e-05,0.00117935646528322
"AFB_UKB","SBP",1,"proband",0.000537889059075819,NA,NA,NA,NA
"AFB_UKB","SBP",2,"proband",0.000925810388148366,-0.000458668109671177,-0.000434546981430286,NA,NA
"AFB_UKB","SBP",2,"paternal",-0.000458668109671177,0.000879487104559635,0.000164331213418174,NA,NA
"AFB_UKB","SBP",2,"maternal",-0.000434546981430286,0.000164331213418174,0.000851084729052917,NA,NA
"AFB_UKB","SBP",3,"proband",0.000926667346754684,-0.000481738879339536,-0.000442678157541344,2.61862034529951e-05,5.74404585079424e-06
"AFB_UKB","SBP",3,"paternal",-0.000481738879339536,0.00186671142346318,0.000390136872482123,-0.00115039984751109,-9.34653708180369e-05
"AFB_UKB","SBP",3,"maternal",-0.000442678157541344,0.000390136872482123,0.00161066222464782,-0.00011959814152354,-0.000943340238722123
"AFB_UKB","SBP",3,"gp",2.61862034529953e-05,-0.00115039984751109,-0.00011959814152354,0.00137146634424692,-7.86668952878945e-05
"AFB_UKB","SBP",3,"gm",5.74404585079438e-06,-9.34653708180371e-05,-0.000943340238722123,-7.86668952878944e-05,0.00121161771527467
"AFB_UKB","BG.Fast",1,"proband",0.000523251936367245,NA,NA,NA,NA
"AFB_UKB","BG.Fast",2,"proband",0.000998495572506818,-0.000495496553983696,-0.000468968145707815,NA,NA
"AFB_UKB","BG.Fast",2,"paternal",-0.000495496553983696,0.000799599624693672,0.000192291084727807,NA,NA
"AFB_UKB","BG.Fast",2,"maternal",-0.000468968145707815,0.000192291084727807,0.000771601846941294,NA,NA
"AFB_UKB","BG.Fast",3,"proband",0.000998022120648942,-0.00051889935393331,-0.000477625813253723,2.70676880656843e-05,7.16829906502137e-06
"AFB_UKB","BG.Fast",3,"paternal",-0.000518899353933309,0.00164136400171868,0.00038087500985497,-0.000980066338966648,-7.37997959457079e-05
"AFB_UKB","BG.Fast",3,"maternal",-0.000477625813253723,0.00038087500985497,0.00140061110792553,-9.61919949989458e-05,-0.000785482209407427
"AFB_UKB","BG.Fast",3,"gp",2.70676880656842e-05,-0.000980066338966648,-9.61919949989457e-05,0.00116328392417667,-7.51566225943209e-05
"AFB_UKB","BG.Fast",3,"gm",7.16829906502103e-06,-7.37997959457077e-05,-0.000785482209407427,-7.51566225943209e-05,0.00100958875739008
"AFB_UKB","BG.All",1,"proband",0.000512906287656921,NA,NA,NA,NA
"AFB_UKB","BG.All",2,"proband",0.00098974024836508,-0.000491710764129434,-0.000465034157681469,NA,NA
"AFB_UKB","BG.All",2,"paternal",-0.000491710764129434,0.000780624092399495,0.000191232239322304,NA,NA
"AFB_UKB","BG.All",2,"maternal",-0.000465034157681469,0.000191232239322304,0.000752009824354085,NA,NA
"AFB_UKB","BG.All",3,"proband",0.000991848276143929,-0.000515213021879831,-0.000474021789555904,2.5702289838739e-05,6.09384748657911e-06
"AFB_UKB","BG.All",3,"paternal",-0.000515213021879831,0.00159939944780046,0.000375437041632401,-0.000952373098613126,-7.16952288777527e-05
"AFB_UKB","BG.All",3,"maternal",-0.000474021789555905,0.000375437041632401,0.00135921282570089,-9.39507013281808e-05,-0.000758298813248456
"AFB_UKB","BG.All",3,"gp",2.57022898387396e-05,-0.000952373098613127,-9.39507013281809e-05,0.00113263202033527,-7.28001213456759e-05
"AFB_UKB","BG.All",3,"gm",6.09384748657908e-06,-7.16952288777527e-05,-0.000758298813248456,-7.28001213456759e-05,0.000979382318114985
"AFB_UKB","HDL",1,"proband",0.000549922619080079,NA,NA,NA,NA
"AFB_UKB","HDL",2,"proband",0.00089547739234227,-0.000442507017222922,-0.000420899957046125,NA,NA
"AFB_UKB","HDL",2,"paternal",-0.000442507017222922,0.000931046920635437,0.000162378172181929,NA,NA
"AFB_UKB","HDL",2,"maternal",-0.000420899957046125,0.000162378172181929,0.000904396639685508,NA,NA
"AFB_UKB","HDL",3,"proband",0.000895441054492809,-0.000462576118085484,-0.000425664690804572,2.3672790762943e-05,2.6365202104782e-06
"AFB_UKB","HDL",3,"paternal",-0.000462576118085483,0.00198408889807186,0.000401121319939532,-0.00123441432920546,-0.000111789893133129
"AFB_UKB","HDL",3,"maternal",-0.000425664690804572,0.000401121319939533,0.00172020483432063,-0.000127170159406079,-0.00102199607646946
"AFB_UKB","HDL",3,"gp",2.36727907629428e-05,-0.00123441432920546,-0.000127170159406078,0.00147635073537387,-6.84341465055514e-05
"AFB_UKB","HDL",3,"gm",2.63652021047831e-06,-0.00011178989313313,-0.00102199607646946,-6.8434146505551e-05,0.0013145244855146
"AFB_UKB","LDL",1,"proband",0.000554259985910487,NA,NA,NA,NA
"AFB_UKB","LDL",2,"proband",0.000893894429695465,-0.000440879392857409,-0.000418465561110383,NA,NA
"AFB_UKB","LDL",2,"paternal",-0.00044087939285741,0.000950771654929073,0.000153463899811052,NA,NA
"AFB_UKB","LDL",2,"maternal",-0.000418465561110383,0.000153463899811051,0.000920704173121267,NA,NA
"AFB_UKB","LDL",3,"proband",0.000894713134691875,-0.000460669129571715,-0.000424890985207344,2.25488150064252e-05,4.26396170625863e-06
"AFB_UKB","LDL",3,"paternal",-0.000460669129571715,0.00204361760340144,0.000403648111964442,-0.00127785243055613,-0.000111173418651173
"AFB_UKB","LDL",3,"maternal",-0.000424890985207343,0.000403648111964442,0.0017709767809377,-0.000135117287561812,-0.00105877568751139
"AFB_UKB","LDL",3,"gp",2.25488150064251e-05,-0.00127785243055613,-0.000135117287561812,0.00152735443757314,-7.59413314999497e-05
"AFB_UKB","LDL",3,"gm",4.26396170625796e-06,-0.000111173418651173,-0.00105877568751139,-7.594133149995e-05,0.00135991537439348
"AFB_UKB","NonHDL",1,"proband",0.000547410401838223,NA,NA,NA,NA
"AFB_UKB","NonHDL",2,"proband",0.000918999411196806,-0.000454885449482064,-0.00043137326594522,NA,NA
"AFB_UKB","NonHDL",2,"paternal",-0.000454885449482064,0.000908892164463423,0.00016324886353108,NA,NA
"AFB_UKB","NonHDL",2,"maternal",-0.00043137326594522,0.00016324886353108,0.000881113575306783,NA,NA
"AFB_UKB","NonHDL",3,"proband",0.000919980334343681,-0.000477283110410391,-0.000438637980600609,2.54811863650421e-05,4.78684148274996e-06
"AFB_UKB","NonHDL",3,"paternal",-0.000477283110410391,0.00193407088978357,0.000397870665004398,-0.00119781211451542,-0.000101879664330571
"AFB_UKB","NonHDL",3,"maternal",-0.000438637980600609,0.000397870665004398,0.00167363227076463,-0.000124647309147732,-0.000987091333265104
"AFB_UKB","NonHDL",3,"gp",2.54811863650423e-05,-0.00119781211451542,-0.000124647309147732,0.00143035181452555,-7.62600417120272e-05
"AFB_UKB","NonHDL",3,"gm",4.7868414827503e-06,-0.000101879664330571,-0.000987091333265105,-7.6260041712027e-05,0.00126793007806332
"AFB_UKB","FEV1",1,"proband",0.000553778133237695,NA,NA,NA,NA
"AFB_UKB","FEV1",2,"proband",0.000861516693036881,-0.000429508288430092,-0.000404908332462966,NA,NA
"AFB_UKB","FEV1",2,"paternal",-0.000429508288430091,0.0010000263575922,0.000147279516546173,NA,NA
"AFB_UKB","FEV1",2,"maternal",-0.000404908332462966,0.000147279516546174,0.000965356390170167,NA,NA
"AFB_UKB","FEV1",3,"proband",0.000862164085735773,-0.000447357186542469,-0.000415149463675116,1.93883308685733e-05,9.73507102854083e-06
"AFB_UKB","FEV1",3,"paternal",-0.00044735718654247,0.00219757352206832,0.000417936248696772,-0.00139266623365511,-0.000125303727870467
"AFB_UKB","FEV1",3,"maternal",-0.000415149463675116,0.000417936248696772,0.00188966850912829,-0.000145083772855865,-0.00114656345135087
"AFB_UKB","FEV1",3,"gp",1.93883308685738e-05,-0.00139266623365511,-0.000145083772855865,0.00165440362470438,-7.44789948070934e-05
"AFB_UKB","FEV1",3,"gm",9.73507102854101e-06,-0.000125303727870467,-0.00114656345135087,-7.44789948070931e-05,0.00146352853767447
"BMI_UKB","HGT",1,"proband",0.00047643284536302,NA,NA,NA,NA
"BMI_UKB","HGT",2,"proband",0.000686286843298934,-0.000344306295105089,-0.000350852205356997,NA,NA
"BMI_UKB","HGT",2,"paternal",-0.000344306295105089,0.000980750626937881,0.000137674761994234,NA,NA
"BMI_UKB","HGT",2,"maternal",-0.000350852205356997,0.000137674761994234,0.00104762936338378,NA,NA
"BMI_UKB","HGT",3,"proband",0.000686529408226427,-0.000349421650795479,-0.000349302682269057,6.71824070945259e-06,-3.24217801156709e-06
"BMI_UKB","HGT",3,"paternal",-0.000349421650795479,0.00193680813181546,0.000314460062904078,-0.00119537704700701,-2.08316746950526e-05
"BMI_UKB","HGT",3,"maternal",-0.000349302682269057,0.000314460062904078,0.00200132941775785,-6.57374884902966e-05,-0.00119587875965645
"BMI_UKB","HGT",3,"gp",6.71824070945286e-06,-0.00119537704700701,-6.57374884902965e-05,0.00152282221353135,-0.000175509929590534
"BMI_UKB","HGT",3,"gm",-3.24217801156691e-06,-2.08316746950527e-05,-0.00119587875965645,-0.000175509929590534,0.00154553934342216
"BMI_UKB","EA",1,"proband",0.000526013262747425,NA,NA,NA,NA
"BMI_UKB","EA",2,"proband",0.000869094618074185,-0.000437347399975543,-0.000443521598780019,NA,NA
"BMI_UKB","EA",2,"paternal",-0.000437347399975543,0.00091066705080048,0.000191095951844363,NA,NA
"BMI_UKB","EA",2,"maternal",-0.000443521598780019,0.000191095951844363,0.000970443544314554,NA,NA
"BMI_UKB","EA",3,"proband",0.000869495571666448,-0.000442686277043177,-0.000439686761584949,7.29173701767224e-06,-6.34021157313037e-06
"BMI_UKB","EA",3,"paternal",-0.000442686277043177,0.00172692602570373,0.000340777834279162,-0.00102031780819675,-1.17749168796289e-05
"BMI_UKB","EA",3,"maternal",-0.000439686761584949,0.000340777834279162,0.00178610370048002,-5.40619399676844e-05,-0.00102462760996168
"BMI_UKB","EA",3,"gp",7.29173701767222e-06,-0.00102031780819675,-5.40619399676845e-05,0.00129763562051683,-0.000157664053198355
"BMI_UKB","EA",3,"gm",-6.34021157313025e-06,-1.17749168796289e-05,-0.00102462760996168,-0.000157664053198356,0.00132624864249712
"BMI_UKB","COG",1,"proband",0.000862728767553064,NA,NA,NA,NA
"BMI_UKB","COG",2,"proband",0.00145442144528255,-0.00069638923740847,-0.000755856583114681,NA,NA
"BMI_UKB","COG",2,"paternal",-0.000696389237408471,0.00137733391869168,0.000315474874690863,NA,NA
"BMI_UKB","COG",2,"maternal",-0.000755856583114681,0.000315474874690863,0.00155564067447827,NA,NA
"BMI_UKB","COG",3,"proband",0.00145634936311708,-0.000713272684859108,-0.000721341645261493,2.82785018177007e-05,-5.10486020423822e-05
"BMI_UKB","COG",3,"paternal",-0.000713272684859108,0.00252962712739083,0.000514933312801496,-0.0015018484880329,5.27146524370265e-06
"BMI_UKB","COG",3,"maternal",-0.000721341645261492,0.000514933312801496,0.00267126485881934,-7.49084319686688e-05,-0.00146057818020127
"BMI_UKB","COG",3,"gp",2.82785018177006e-05,-0.0015018484880329,-7.49084319686685e-05,0.00199247880143711,-0.000257940447848454
"BMI_UKB","COG",3,"gm",-5.10486020423829e-05,5.27146524370284e-06,-0.00146057818020127,-0.000257940447848454,0.00197961254266944
"BMI_UKB","AFB",1,"proband",0.00146882167089868,NA,NA,NA,NA
"BMI_UKB","AFB",2,"proband",0.00284771268585393,-0.00146647360945747,-0.00142332948686004,NA,NA
"BMI_UKB","AFB",2,"paternal",-0.00146647360945747,0.00234068711481869,0.000609621970701243,NA,NA
"BMI_UKB","AFB",2,"maternal",-0.00142332948686004,0.000609621970701243,0.00252153889481356,NA,NA
"BMI_UKB","AFB",3,"proband",0.00285442770453365,-0.00143140905899859,-0.00137765798259089,-3.63971665396969e-05,-5.7570065701122e-05
"BMI_UKB","AFB",3,"paternal",-0.00143140905899859,0.00455876223224528,0.000832518661375238,-0.00260519474627726,7.1897698496418e-05
"BMI_UKB","AFB",3,"maternal",-0.00137765798259089,0.000832518661375239,0.00426386047604348,3.31327223488279e-05,-0.00226236440440279
"BMI_UKB","AFB",3,"gp",-3.6397166539698e-05,-0.00260519474627726,3.3132722348829e-05,0.00311007616824672,-0.000471297888204759
"BMI_UKB","AFB",3,"gm",-5.75700657011243e-05,7.18976984964187e-05,-0.00226236440440279,-0.000471297888204758,0.00299717147127671
"BMI_UKB","NEB",1,"proband",0.000954183909357259,NA,NA,NA,NA
"BMI_UKB","NEB",2,"proband",0.0020246856782574,-0.00106591415541798,-0.00103109941395639,NA,NA
"BMI_UKB","NEB",2,"paternal",-0.00106591415541798,0.00152706499686193,0.000487110828973472,NA,NA
"BMI_UKB","NEB",2,"maternal",-0.00103109941395639,0.000487110828973473,0.00161362636452553,NA,NA
"BMI_UKB","NEB",3,"proband",0.00203390714426813,-0.00106899404652768,-0.000989689300612062,5.74991454044162e-06,-5.80297825620297e-05
"BMI_UKB","NEB",3,"paternal",-0.00106899404652768,0.0028144046194886,0.000615003688944238,-0.00152003702305553,8.77366528907348e-05
"BMI_UKB","NEB",3,"maternal",-0.000989689300612063,0.000615003688944239,0.00277924185907014,2.63584690366211e-06,-0.00145883955074081
"BMI_UKB","NEB",3,"gp",5.74991454044044e-06,-0.00152003702305553,2.63584690366277e-06,0.00185420933662603,-0.000311147902022577
"BMI_UKB","NEB",3,"gm",-5.8029782562029e-05,8.77366528907344e-05,-0.00145883955074081,-0.000311147902022577,0.00192164124818989
"BMI_UKB","EVSMK",1,"proband",0.000535215878895482,NA,NA,NA,NA
"BMI_UKB","EVSMK",2,"proband",0.000931828334042798,-0.000469342946209924,-0.00047390672355695,NA,NA
"BMI_UKB","EVSMK",2,"paternal",-0.000469342946209924,0.000889313541299425,0.00020643307412002,NA,NA
"BMI_UKB","EVSMK",2,"maternal",-0.00047390672355695,0.00020643307412002,0.000943476945075494,NA,NA
"BMI_UKB","EVSMK",3,"proband",0.000932309570794418,-0.000475028659460455,-0.000469345015631484,7.81319176836102e-06,-7.4211342445472e-06
"BMI_UKB","EVSMK",3,"paternal",-0.000475028659460455,0.00167206737717799,0.000349161630144313,-0.000972931675255208,-6.9831210423608e-06
"BMI_UKB","EVSMK",3,"maternal",-0.000469345015631484,0.000349161630144314,0.00172076327722902,-4.97060098336325e-05,-0.000971631897775115
"BMI_UKB","EVSMK",3,"gp",7.81319176836139e-06,-0.000972931675255209,-4.97060098336325e-05,0.00123245880001124,-0.000156596144524751
"BMI_UKB","EVSMK",3,"gm",-7.42113424454749e-06,-6.98312104236064e-06,-0.000971631897775115,-0.000156596144524751,0.00125502921377428
"BMI_UKB","CPD.Max",1,"proband",0.000531517202861852,NA,NA,NA,NA
"BMI_UKB","CPD.Max",2,"proband",0.000938553283027542,-0.000472740731122713,-0.000476343881548015,NA,NA
"BMI_UKB","CPD.Max",2,"paternal",-0.000472740731122713,0.000878000838906992,0.000206016848295817,NA,NA
"BMI_UKB","CPD.Max",2,"maternal",-0.000476343881548015,0.000206016848295817,0.000929012905402364,NA,NA
"BMI_UKB","CPD.Max",3,"proband",0.000939075064842688,-0.00047892289721013,-0.000471757642032306,8.42589610708688e-06,-7.59504277234999e-06
"BMI_UKB","CPD.Max",3,"paternal",-0.00047892289721013,0.00165171027664521,0.000347863407298311,-0.000958295223465767,-5.35539426680049e-06
"BMI_UKB","CPD.Max",3,"maternal",-0.000471757642032306,0.000347863407298311,0.00169053216160521,-4.87954078372706e-05,-0.000950205038643237
"BMI_UKB","CPD.Max",3,"gp",8.42589610708722e-06,-0.000958295223465767,-4.87954078372704e-05,0.00121038998666756,-0.000157547887410936
"BMI_UKB","CPD.Max",3,"gm",-7.59504277235001e-06,-5.35539426680066e-06,-0.000950205038643237,-0.000157547887410936,0.0012268280844971
"BMI_UKB","CPD.Cur",1,"proband",0.000528118444700507,NA,NA,NA,NA
"BMI_UKB","CPD.Cur",2,"proband",0.000965471786335533,-0.000486654560490332,-0.000488976562928729,NA,NA
"BMI_UKB","CPD.Cur",2,"paternal",-0.000486654560490332,0.000852268786876157,0.000213908437581637,NA,NA
"BMI_UKB","CPD.Cur",2,"maternal",-0.00048897656292873,0.000213908437581637,0.000899684368285495,NA,NA
"BMI_UKB","CPD.Cur",3,"proband",0.000964983628060298,-0.000492427017415625,-0.000484055056789127,8.4652042905461e-06,-7.35228018852746e-06
"BMI_UKB","CPD.Cur",3,"paternal",-0.000492427017415625,0.00158181355512784,0.000347804295690014,-0.000906617787833266,-2.91872740085963e-06
"BMI_UKB","CPD.Cur",3,"maternal",-0.000484055056789127,0.000347804295690015,0.00161616359619132,-4.42772051316319e-05,-0.000897673102214252
"BMI_UKB","CPD.Cur",3,"gp",8.46520429054567e-06,-0.000906617787833266,-4.42772051316313e-05,0.00114317332506515,-0.000152543889582471
"BMI_UKB","CPD.Cur",3,"gm",-7.3522801885275e-06,-2.91872740085977e-06,-0.000897673102214252,-0.000152543889582471,0.00115774882509006
"BMI_UKB","CESD",1,"proband",0.000523094380898862,NA,NA,NA,NA
"BMI_UKB","CESD",2,"proband",0.000992525534442302,-0.000501786032292867,-0.000504382969293531,NA,NA
"BMI_UKB","CESD",2,"paternal",-0.000501786032292867,0.000831565725153224,0.000223933042159249,NA,NA
"BMI_UKB","CESD",2,"maternal",-0.000504382969293531,0.000223933042159249,0.000878659825742769,NA,NA
"BMI_UKB","CESD",3,"proband",0.000992440499604688,-0.000512536647813476,-0.000503277831571271,1.38580196682696e-05,-3.73423068829944e-06
"BMI_UKB","CESD",3,"paternal",-0.000512536647813477,0.00154000303618086,0.000360972782450872,-0.000871218474348403,-6.62846942264713e-06
"BMI_UKB","CESD",3,"maternal",-0.000503277831571271,0.000360972782450872,0.0015737256534275,-4.61938704898453e-05,-0.000861153212776607
"BMI_UKB","CESD",3,"gp",1.38580196682695e-05,-0.000871218474348403,-4.61938704898451e-05,0.00108897522675441,-0.000147560541225547
"BMI_UKB","CESD",3,"gm",-3.73423068829944e-06,-6.62846942264718e-06,-0.000861153212776608,-0.000147560541225547,0.00110044556272519
"BMI_UKB","MDD",1,"proband",0.000498588912802824,NA,NA,NA,NA
"BMI_UKB","MDD",2,"proband",0.0009936122278617,-0.000502644651254609,-0.000503559885325023,NA,NA
"BMI_UKB","MDD",2,"paternal",-0.000502644651254609,0.000778252060315147,0.000225223103993981,NA,NA
"BMI_UKB","MDD",2,"maternal",-0.000503559885325023,0.000225223103993981,0.000819423077638186,NA,NA
"BMI_UKB","MDD",3,"proband",0.000994527713526672,-0.000514121313133016,-0.000503902339408123,1.3925519785378e-05,-2.68958145559097e-06
"BMI_UKB","MDD",3,"paternal",-0.000514121313133017,0.00143878208595801,0.000352631527065544,-0.000803048741986268,-4.22518990270348e-06
"BMI_UKB","MDD",3,"maternal",-0.000503902339408123,0.000352631527065544,0.00146082956960776,-3.98548472347064e-05,-0.000786436960687753
"BMI_UKB","MDD",3,"gp",1.39255197853781e-05,-0.000803048741986268,-3.9854847234707e-05,0.000998620114681606,-0.000141436207794855
"BMI_UKB","MDD",3,"gm",-2.68958145559082e-06,-4.22518990270306e-06,-0.000786436960687753,-0.000141436207794856,0.00100154475368613
"BMI_UKB","BMI",1,"proband",0.00048983448065268,NA,NA,NA,NA
"BMI_UKB","BMI",2,"proband",0.000815640542593759,-0.00041043334744397,-0.000415498862571558,NA,NA
"BMI_UKB","BMI",2,"paternal",-0.000410433347443971,0.000840784144711369,0.000177607419684075,NA,NA
"BMI_UKB","BMI",2,"maternal",-0.000415498862571557,0.000177607419684075,0.000893129333856435,NA,NA
"BMI_UKB","BMI",3,"proband",0.000816321197282224,-0.000415608557096947,-0.000411201333052913,7.00897425251145e-06,-7.08708218522108e-06
"BMI_UKB","BMI",3,"paternal",-0.000415608557096947,0.00159913701992136,0.000316405533149441,-0.000943545108087185,-8.8856442869138e-06
"BMI_UKB","BMI",3,"maternal",-0.000411201333052912,0.000316405533149441,0.00164542621725801,-4.96568458940486e-05,-0.000941502733284887
"BMI_UKB","BMI",3,"gp",7.00897425251158e-06,-0.000943545108087185,-4.96568458940484e-05,0.00119684678925373,-0.00014844464143117
"BMI_UKB","BMI",3,"gm",-7.08708218522147e-06,-8.88564428691386e-06,-0.000941502733284887,-0.00014844464143117,0.00121769283609984
"BMI_UKB","DBP",1,"proband",0.000524074366549157,NA,NA,NA,NA
"BMI_UKB","DBP",2,"proband",0.000946205865246103,-0.000476651996230115,-0.000479015153299707,NA,NA
"BMI_UKB","DBP",2,"paternal",-0.000476651996230115,0.000855656272211138,0.000203465664732926,NA,NA
"BMI_UKB","DBP",2,"maternal",-0.000479015153299707,0.000203465664732927,0.000901467496110748,NA,NA
"BMI_UKB","DBP",3,"proband",0.000947015477156334,-0.000484398752155902,-0.000475321185980345,1.00762063174584e-05,-6.97652478385028e-06
"BMI_UKB","DBP",3,"paternal",-0.000484398752155902,0.00161678361448343,0.000346514430083731,-0.000933548905400797,-3.6323551940612e-06
"BMI_UKB","DBP",3,"maternal",-0.000475321185980344,0.000346514430083731,0.00163921136172976,-4.76875286174962e-05,-0.00091324327995935
"BMI_UKB","DBP",3,"gp",1.00762063174585e-05,-0.000933548905400797,-4.76875286174963e-05,0.00117011104129251,-0.000160114547282624
"BMI_UKB","DBP",3,"gm",-6.9765247838506e-06,-3.63235519406098e-06,-0.000913243279959349,-0.000160114547282624,0.00117387591818844
"BMI_UKB","SBP",1,"proband",0.000528327566786059,NA,NA,NA,NA
"BMI_UKB","SBP",2,"proband",0.000931235837795499,-0.000468910960481121,-0.000472067042410588,NA,NA
"BMI_UKB","SBP",2,"paternal",-0.000468910960481121,0.000878162089518021,0.000198094298684421,NA,NA
"BMI_UKB","SBP",2,"maternal",-0.000472067042410588,0.000198094298684421,0.000926313661765438,NA,NA
"BMI_UKB","SBP",3,"proband",0.000932042943088812,-0.000476714915658081,-0.000468281666074436,1.01752140830004e-05,-7.11370818303097e-06
"BMI_UKB","SBP",3,"paternal",-0.000476714915658081,0.00167006512313056,0.000347746940269013,-0.000972021236848363,-5.3730612715918e-06
"BMI_UKB","SBP",3,"maternal",-0.000468281666074436,0.000347746940269013,0.00169493215688291,-5.11016095360717e-05,-0.000951782802950789
"BMI_UKB","SBP",3,"gp",1.01752140830003e-05,-0.000972021236848363,-5.11016095360715e-05,0.00121944749481688,-0.000164412241248384
"BMI_UKB","SBP",3,"gm",-7.11370818303122e-06,-5.37306127159165e-06,-0.000951782802950789,-0.000164412241248384,0.00122394829370112
"BMI_UKB","BG.Fast",1,"proband",0.000506959688069297,NA,NA,NA,NA
"BMI_UKB","BG.Fast",2,"proband",0.0009898765267938,-0.000501092305058046,-0.000501882400376254,NA,NA
"BMI_UKB","BG.Fast",2,"paternal",-0.000501092305058046,0.000799058134721041,0.000223452958146861,NA,NA
"BMI_UKB","BG.Fast",2,"maternal",-0.000501882400376254,0.000223452958146861,0.000840870025429638,NA,NA
"BMI_UKB","BG.Fast",3,"proband",0.000990871717751776,-0.000512044456343519,-0.000499697710119944,1.37206005703636e-05,-5.85644457905237e-06
"BMI_UKB","BG.Fast",3,"paternal",-0.000512044456343519,0.00148223047936839,0.000353911073256689,-0.000832389089375799,-2.02569801307264e-06
"BMI_UKB","BG.Fast",3,"maternal",-0.000499697710119945,0.00035391107325669,0.00151086203695451,-4.26278805923048e-05,-0.000821776330538572
"BMI_UKB","BG.Fast",3,"gp",1.37206005703635e-05,-0.000832389089375799,-4.26278805923047e-05,0.00103712983164205,-0.00014615712225938
"BMI_UKB","BG.Fast",3,"gm",-5.85644457905216e-06,-2.02569801307285e-06,-0.000821776330538572,-0.00014615712225938,0.00104805269716082
"BMI_UKB","BG.All",1,"proband",0.000496837379934956,NA,NA,NA,NA
"BMI_UKB","BG.All",2,"proband",0.000979211086148884,-0.000494291712213874,-0.000494782218168758,NA,NA
"BMI_UKB","BG.All",2,"paternal",-0.000494291712213874,0.000777682276240082,0.000218179875374326,NA,NA
"BMI_UKB","BG.All",2,"maternal",-0.000494782218168758,0.000218179875374326,0.000816738448275857,NA,NA
"BMI_UKB","BG.All",3,"proband",0.000980149118489167,-0.000502557998124532,-0.000492853123640442,1.0316484570453e-05,-4.88980112472982e-06
"BMI_UKB","BG.All",3,"paternal",-0.000502557998124532,0.00144088095321436,0.000341395549838498,-0.000809281880962272,-2.37421448368685e-08
"BMI_UKB","BG.All",3,"maternal",-0.000492853123640443,0.000341395549838499,0.00145697368766029,-3.68615569028042e-05,-0.000788797400378306
"BMI_UKB","BG.All",3,"gp",1.03164845704533e-05,-0.000809281880962272,-3.68615569028041e-05,0.00101043365981406,-0.000145475759338105
"BMI_UKB","BG.All",3,"gm",-4.88980112472892e-06,-2.37421448374501e-08,-0.000788797400378307,-0.000145475759338105,0.00101011606127818
"BMI_UKB","HDL",1,"proband",0.000540095317222528,NA,NA,NA,NA
"BMI_UKB","HDL",2,"proband",0.000903823190636045,-0.000454472458894034,-0.000460653711597181,NA,NA
"BMI_UKB","HDL",2,"paternal",-0.000454472458894034,0.000919576819769666,0.000198739185570245,NA,NA
"BMI_UKB","HDL",2,"maternal",-0.00046065371159718,0.000198739185570245,0.000977818630002368,NA,NA
"BMI_UKB","HDL",3,"proband",0.00090436174231699,-0.000459987493863958,-0.000455512964770472,7.66924885045545e-06,-8.155428381183e-06
"BMI_UKB","HDL",3,"paternal",-0.000459987493863958,0.00174082197230452,0.000348122976142448,-0.00102446703920767,-9.4394422538051e-06
"BMI_UKB","HDL",3,"maternal",-0.000455512964770472,0.000348122976142449,0.00179592451555579,-5.35074496896276e-05,-0.00102590249676857
"BMI_UKB","HDL",3,"gp",7.66924885045592e-06,-0.00102446703920767,-5.35074496896272e-05,0.00130148719396743,-0.000160480986442741
"BMI_UKB","HDL",3,"gm",-8.15542838118236e-06,-9.43944225380578e-06,-0.00102590249676857,-0.000160480986442741,0.00132765723939423
"BMI_UKB","LDL",1,"proband",0.000546494111406814,NA,NA,NA,NA
"BMI_UKB","LDL",2,"proband",0.000913773782318173,-0.000459622416940165,-0.000465813652108816,NA,NA
"BMI_UKB","LDL",2,"paternal",-0.000459622416940165,0.000945020975936804,0.000194051955680028,NA,NA
"BMI_UKB","LDL",2,"maternal",-0.000465813652108816,0.000194051955680028,0.00100196490770699,NA,NA
"BMI_UKB","LDL",3,"proband",0.000913996323938957,-0.000468019317422379,-0.000462229571952505,1.12391036838489e-05,-6.68912822812307e-06
"BMI_UKB","LDL",3,"paternal",-0.000468019317422379,0.00181331836534987,0.000357414575332001,-0.00107172747429051,-9.32702520983201e-06
"BMI_UKB","LDL",3,"maternal",-0.000462229571952505,0.000357414575332001,0.00184990569184062,-5.91307823921289e-05,-0.00105566242677466
"BMI_UKB","LDL",3,"gp",1.12391036838489e-05,-0.00107172747429051,-5.9130782392129e-05,0.00135015774007398,-0.000173015991750629
"BMI_UKB","LDL",3,"gm",-6.68912822812365e-06,-9.32702520983178e-06,-0.00105566242677466,-0.000173015991750629,0.00136216732584342
"BMI_UKB","NonHDL",1,"proband",0.00053593757709801,NA,NA,NA,NA
"BMI_UKB","NonHDL",2,"proband",0.000926564150329555,-0.000466132259336428,-0.000470811129241486,NA,NA
"BMI_UKB","NonHDL",2,"paternal",-0.000466132259336428,0.000898022566668638,0.000199458425136733,NA,NA
"BMI_UKB","NonHDL",2,"maternal",-0.000470811129241486,0.000199458425136734,0.000950540794500881,NA,NA
"BMI_UKB","NonHDL",3,"proband",0.000927193112462591,-0.000473172161343823,-0.000466347564446709,9.45245911859171e-06,-7.72402093048412e-06
