 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband maternal gpm gmm
intercept 0.0003447860567592508 2.2329783598748978e-07 -2.4122146378987003e-06 -2.554284310582239e-07 4.780554996064334e-07 -2.536133616077583e-07 3.787131163220285e-07 1.184767782978504e-06 2.7544995800522985e-07 -3.406967903448956e-08 4.339450697646526e-07 5.082776220029673e-07 -3.145636962013176e-07 6.696608176519712e-07 -3.105369633679344e-07 -7.772114568860174e-07 -4.2108717968891646e-07 -1.572828915301319e-07 6.084798595145378e-07 5.388858732190368e-07 1.0230783868207311e-07 -3.2467395386895007e-06 3.964202940973081e-07 2.2164168757054663e-05 -5.836348184159413e-06
PC1 2.2329783598748954e-07 1.202902852589983e-06 -9.075886476849085e-07 7.39103257780736e-08 -9.732767216648219e-08 -1.6474122825456782e-07 8.342600802750163e-09 1.3993676615530192e-07 1.0748595701451115e-07 -4.846123079706594e-08 1.1487712482806583e-07 -6.833778820365373e-08 2.8605110574567056e-07 -9.006874840103142e-08 -1.3816895768229086e-07 -2.586452638165783e-07 -1.8990904372242882e-07 -2.7656304947313394e-08 -1.820061046156735e-08 5.356536319888572e-08 3.8489971221316425e-08 8.858981618958165e-07 1.4422831637145692e-06 -6.404342747827994e-07 2.338304760924144e-06
PC2 -2.4122146378986994e-06 -9.075886476849086e-07 2.316778008649911e-05 4.0133716332957046e-07 8.655862339210608e-07 -2.485833967737455e-07 2.5053471659249085e-08 -1.3561128417457945e-07 1.372955851247848e-07 2.9892438375765795e-07 -1.2301240963887862e-07 8.785350773155328e-08 -4.305981764413511e-07 3.373823856791175e-07 -4.560248509511324e-07 1.6780510491853867e-07 2.803375753415231e-08 3.8712456645790123e-07 -7.590618335449751e-08 -1.5242814582267785e-07 -2.6326903387745674e-08 -4.715673325551644e-07 1.8673026280138908e-06 4.961761754359355e-06 -3.2806484343794353e-06
PC3 -2.5542843105822365e-07 7.391032577807362e-08 4.0133716332957046e-07 2.612530000403954e-06 2.1661652497327167e-08 4.4377861638978416e-07 -2.4824520605894898e-08 1.1486394626295432e-07 -1.880861072234369e-07 -3.5407538237029266e-07 1.0959645487756736e-08 2.0135099026957703e-07 5.029532659135255e-08 -3.6164809976302845e-07 -3.062354054033213e-08 2.879833027684612e-08 7.073101716660341e-10 -1.1797294019809069e-07 -2.716976167758831e-07 1.659178142314273e-07 5.2765858166664696e-08 3.088302514597652e-06 2.393307177334936e-06 1.32432646133947e-06 2.6321219910988585e-06
PC4 4.780554996064336e-07 -9.73276721664821e-08 8.655862339210604e-07 2.1661652497327187e-08 4.250658572214088e-06 1.0185774973885464e-06 -2.2140094340087953e-07 1.0147518538935204e-07 -6.763671280482147e-07 1.7436075486431707e-07 1.0425169957036474e-07 -5.021102899200258e-08 -3.22053770155137e-07 -1.5644828808132158e-07 -5.912268866694312e-08 -4.4348596473764386e-08 6.338906635161153e-08 8.145122040697378e-08 -1.599488242607569e-07 -1.2218553485160466e-07 -3.599308914808778e-08 -1.5156479192805928e-06 -1.2018400244933056e-06 2.6359534788039747e-06 -2.759136965101488e-06
PC5 -2.536133616077578e-07 -1.6474122825456782e-07 -2.485833967737457e-07 4.437786163897843e-07 1.0185774973885462e-06 7.985622092521684e-06 1.9998445794212475e-07 7.208658479811984e-07 -4.148111183903075e-07 -1.2265624495630416e-07 -2.0948069194273998e-07 -5.440210615824863e-07 1.6522645434203525e-07 -4.707403716193098e-07 2.2409024108339152e-07 5.364735195347906e-08 -1.1700311598585433e-07 2.9280228088478276e-07 -7.700231179819314e-08 1.9563401282196867e-07 1.7060568439526319e-09 -4.499801014108513e-08 -1.3313177978515745e-06 -2.7074094648836876e-06 1.8770396512030267e-06
PC6 3.7871311632202865e-07 8.342600802750118e-09 2.505347165924929e-08 -2.4824520605894868e-08 -2.214009434008796e-07 1.999844579421247e-07 8.02066565958712e-06 -1.583944291358242e-08 6.063886700844035e-08 8.882885286017384e-08 4.3607577844132505e-08 -2.515295143721962e-07 9.984817386295966e-08 -3.008175580140352e-07 -2.7791331989484768e-08 -2.0743864361965795e-08 3.216022955004034e-08 2.389912844880533e-07 -1.383115442325015e-07 -3.5355249324685494e-08 -1.7999544836593025e-07 -7.408249761223391e-07 -7.000609228214196e-07 2.3577098160524037e-06 -3.75711896358026e-06
PC7 1.1847677829785036e-06 1.3993676615530184e-07 -1.3561128417457956e-07 1.148639462629544e-07 1.0147518538935202e-07 7.208658479811985e-07 -1.5839442913582485e-08 6.521856327630338e-06 3.474909444515176e-07 -9.628196109580282e-08 -3.776561119569111e-08 5.433107899615036e-07 5.729091813192677e-08 3.102683934743764e-07 3.0288077142812376e-08 -2.647236910248562e-07 1.8472866969005377e-08 4.262073865491105e-08 2.4849227525739747e-08 -1.0014234613077616e-08 -5.203678019403162e-08 1.1218898319420875e-07 2.5798126810661596e-06 -1.8102337668079239e-06 4.2616812607287584e-07
PC8 2.7544995800522837e-07 1.07485957014511e-07 1.37295585124785e-07 -1.8808610722343686e-07 -6.76367128048215e-07 -4.1481111839030767e-07 6.063886700844039e-08 3.474909444515174e-07 7.067909562098396e-06 1.6749268776668108e-07 1.4837863619157176e-07 -2.4102652191380235e-07 1.930187093969808e-07 8.786056636523728e-10 3.7996583876005275e-08 -1.6624211650100759e-07 1.542994275164784e-07 1.8404734201001606e-07 -1.2149127072827722e-07 -1.0389010353243667e-07 1.742339565721332e-07 1.9017146129639753e-08 -2.369526462332572e-06 -1.7911160246130202e-06 2.4787501318798537e-06
PC9 -3.406967903449073e-08 -4.8461230797065905e-08 2.9892438375765826e-07 -3.5407538237029256e-07 1.7436075486431707e-07 -1.2265624495630403e-07 8.882885286017384e-08 -9.628196109580278e-08 1.6749268776668113e-07 6.4092029763658346e-06 -1.1645069978296736e-08 -1.8087806018628414e-07 -6.67408315393158e-08 5.046314519838977e-09 -3.078961118289882e-07 2.067841166205318e-07 2.8162227417439873e-07 2.3046956448015612e-07 -2.1714029737411078e-07 -1.8917322169468722e-07 -1.8632857447069956e-07 2.8282831914353417e-07 2.8747057026074517e-06 -2.1120432360751233e-06 1.240988766643594e-06
