(Intercept) covarSEX covarYOB covarYOBsq covarSEX_YOB covarSEX_YOBsq covarPC1 covarPC2 covarPC3 covarPC4 covarPC5 covarPC6 covarPC7 covarPC8 covarPC9 covarPC10 covarPC11 covarPC12 covarPC13 covarPC14 covarPC15 covarPC16 covarPC17 covarPC18 covarPC19 covarPC20 proband
(Intercept) 0.00193058496044493 0.240799008175631 -0.0641599501872173 0.063932917678471 -0.50479176031774 0.264248088913889 7.23450875138804e-06 2.47527688883741e-05 -8.55723018260924e-05 -2.57101301947975e-06 -6.662307040258e-05 -7.42323505218182e-06 -1.06846540353539e-05 4.23479953375322e-05 -3.82965443503839e-05 -3.39548777864029e-05 -3.6349241328023e-06 -1.67774370741007e-05 3.61151453699159e-05 -1.66602488328013e-05 1.10319824587601e-05 -1.02682655413817e-05 3.75068856025452e-05 3.2323869253543e-05 1.97730488902641e-06 3.09888409282109e-05 0.000107304618619582
covarSEX 0.240799008175631 358038.497821554 5451.9248129135 -5450.28726037245 -716775.050792539 358790.068603845 0.430590407871858 -0.370865305655642 -0.44185329558164 -0.351460895764318 0.305925311207947 0.150394036523667 -0.456743065067316 0.251749441989583 -0.0528099408844155 0.597347400681798 -0.188534222090329 0.246294240013555 -0.04251399320592 -0.0135308850231642 -0.505934642279176 -0.150155025607707 -0.0576845407286211 0.138057253255857 -0.103583044268555 -0.0603472803100716 0.302815665215514
covarYOB -0.0641599501872173 5451.9248129135 176.959376810126 -176.907808959213 -10908.6751965258 5457.5670525417 0.0168136175506859 -0.0205697992942884 -0.00624895936203518 -0.0157934301652264 0.0141827767685854 0.015050411834744 -0.00324789854275006 0.00513667732805635 0.00903749624973569 0.00744584146083645 -0.00326554254637278 0.00903625224334653 0.00198030944723513 0.00478763323917247 -0.0245971220032423 -0.0116345562555209 0.00986594834450839 0.00103468536552723 0.00283452326844238 -0.000836261290181857 0.00557526438624322
covarYOBsq 0.063932917678471 -5450.28726037245 -176.907808959213 176.859513915193 10905.5966546989 -5456.12569211615 -0.0168793838556061 0.0206266055963302 0.00631885865317245 0.0157378455165407 -0.01413764906487 -0.0150405911589679 0.00321762410754473 -0.00512692087363114 -0.00896769783950754 -0.00738122563473641 0.00331693523767997 -0.0090300162946091 -0.00191433391675979 -0.00481837457157359 0.0245583869887695 0.0116477935166216 -0.00987883471969521 -0.00104649522901807 -0.0028729276096907 0.000857556708024067 -0.00555821411841501
covarSEX_YOB -0.50479176031774 -716775.050792539 -10908.6751965258 10905.5966546989 1434974.17083127 -718306.254136406 -0.86366644010167 0.742228719838989 0.886629990908563 0.700886316200163 -0.606180341165433 -0.301667254446104 0.914325082211232 -0.504788486068092 0.109668096379618 -1.19255829539175 0.377331123337992 -0.488751048243 0.0885634719146716 0.0263949010062732 1.01357496493559 0.299655749502265 0.113798966033442 -0.276106222128634 0.205423373808795 0.12116671517473 -0.60128185399165
covarSEX_YOBsq 0.264248088913889 358790.068603845 5457.5670525417 -5456.12569211615 -718306.254136406 359569.81341398 0.433097622248809 -0.371432410425747 -0.444847148857635 -0.349474838516917 0.300287696301677 0.15132653610285 -0.457679637041541 0.253084138194009 -0.056896310557288 0.595315157650586 -0.188788848720185 0.242524323499088 -0.0460358946735827 -0.0128766734653897 -0.507689640914758 -0.149498766741758 -0.0560812975665562 0.138114535073406 -0.101835886065372 -0.0608549184974116 0.298550769846421
covarPC1 7.23450875138804e-06 0.430590407871858 0.0168136175506859 -0.0168793838556061 -0.86366644010167 0.433097622248809 0.0020105956737872 -0.000347259695629693 0.000303905435246317 -7.9441893047604e-05 -7.19829542257771e-05 -1.39534312645468e-05 5.70237280792891e-05 7.88681524319653e-05 -2.77668853709205e-05 4.49091845549757e-05 -7.80226906189889e-05 0.000230178662377227 -5.25096138168484e-05 -0.000103942267106081 -0.000165093723582555 -0.000190614765473498 -1.27537552762863e-05 4.97879225568078e-05 1.21194048267288e-05 3.14336868636196e-05 0.000251053827526607
covarPC2 2.47527688883741e-05 -0.370865305655642 -0.0205697992942884 0.0206266055963302 0.742228719838989 -0.371432410425747 -0.000347259695629693 0.00173863311162091 8.57168344224797e-05 0.000173735160982649 -8.10098904913203e-05 7.86598207407572e-06 1.70657637988416e-06 2.61970757859763e-05 2.98261170582531e-05 1.61636171967967e-07 1.78812306135978e-05 -3.70395057463609e-05 2.72953455490655e-05 -6.45665568537185e-05 -1.34606343632611e-05 -1.65773335504694e-05 -2.42529284157688e-05 -6.13510589191651e-05 1.52446622665928e-06 -1.70921335176311e-06 5.03029399084224e-09
covarPC3 -8.55723018260924e-05 -0.44185329558164 -0.00624895936203518 0.00631885865317245 0.886629990908563 -0.444847148857635 0.000303905435246317 8.57168344224797e-05 0.00219850515669656 2.8912074816847e-05 0.000266813479880942 1.81972674778266e-05 8.31507162279829e-05 -8.20434239598711e-05 -0.000233400038145443 1.31037105103987e-05 6.54136548977818e-05 1.2542404103244e-05 -0.000163328467296835 3.46688411505033e-05 1.97682818025919e-05 -1.35472558833959e-05 -8.78975925535052e-05 -0.000155656918154878 7.09827063792923e-05 -9.17562250724749e-06 0.000390250066210288
covarPC4 -2.57101301947975e-06 -0.351460895764318 -0.0157934301652264 0.0157378455165407 0.700886316200163 -0.349474838516917 -7.9441893047604e-05 0.000173735160982649 2.8912074816847e-05 0.00200822677834813 0.000403890174463547 -8.87744681721237e-05 5.25312923645098e-05 -0.00028093684858453 9.07885019382122e-05 2.83267185017155e-05 1.49709802689328e-05 -0.000120897965971186 -6.98621515468458e-05 -1.7976826351213e-05 -4.47457200434271e-05 2.14397058775429e-05 3.7444969295285e-05 -9.12043400017399e-05 -3.62523610798861e-05 -1.78156060032235e-05 -8.65081192613178e-05
