(Intercept) covarSEX covarYOB covarYOBsq covarSEX_YOB covarSEX_YOBsq covarPC1 covarPC2 covarPC3 covarPC4 covarPC5 covarPC6 covarPC7 covarPC8 covarPC9 covarPC10 covarPC11 covarPC12 covarPC13 covarPC14 covarPC15 covarPC16 covarPC17 covarPC18 covarPC19 covarPC20 proband paternal gpp gmp
(Intercept) 0.00764936052747505 -16.9842093478032 -1.27413819959172 1.26465192844044 33.7310339500056 -16.750809762147 0.000316864576210637 -7.1000076917883e-07 -0.000382887598700528 0.000147584961306307 -0.000433954694198816 0.000212266548581956 -1.90477495241254e-05 -0.000348022605493009 -7.40768276347425e-05 0.000392663990349198 -8.06531515482833e-05 2.60940934757147e-05 0.000154896216746201 0.000146384045038691 0.000160795788190359 0.000151429657458791 -0.000167857527858587 0.000194584829437386 0.000321339978810462 2.50348312677525e-05 -4.00026835148235e-05 -0.000282735956320981 0.000605967207875026 0.000276648663695585
covarSEX -16.9842093478032 1386476.07685474 27339.8988862669 -27223.3051115376 -2763885.06387231 1377657.19387288 -0.311256034096475 0.404714956091126 -0.210361985244473 -0.382583412029989 -0.888462244198948 2.28545849106222 0.663462662035955 -0.31634351624167 -0.368619612907203 1.85496011457369 0.650556602926434 -0.298430778974746 0.15049525097192 1.00314364793511 0.0397512939410872 -1.20658156244368 -0.978095187742607 -0.534657647733142 -0.287051731385822 0.112909178029479 -0.14021855742615 1.09456302542225 2.93615792993521 -3.44046559553515
covarYOB -1.27413819959172 27339.8988862669 890.957461254018 -887.169813260502 -54487.4355005817 27152.5181447775 -0.00654829846640282 0.00803640996477887 0.0485562827813512 -0.05256711553804 0.0277661757782947 0.0523647967688814 -0.0193415341113001 0.0292964359832443 -0.000470145096592485 0.00202256242335701 0.0600823851647444 0.0211401779334885 -0.0071668158800513 0.0351298172762274 -0.0209803359878431 -0.0455998531379616 -0.00158890371027952 -0.00487314546236156 -0.0354119411904629 0.00409481381405006 0.00980292600782861 0.066069564550987 0.054479573566296 -0.0990888686380526
covarYOBsq 1.26465192844044 -27223.3051115376 -887.169813260502 883.412386911268 54255.9327180194 -27037.584079638 0.00614605791449357 -0.00772609759101636 -0.0480379148372126 0.0525115908930771 -0.0275322376646082 -0.0523309023168248 0.0194599964308299 -0.0289986870166174 0.000569462544537765 -0.00187869058265707 -0.0597687624057468 -0.0211461847064282 0.00735432337842768 -0.0351088393004136 0.0210036170550747 0.0455138346151577 0.00152519583305716 0.00483499959900214 0.0350609470150321 -0.00401717174303041 -0.0096291979791738 -0.0656861912136153 -0.0550907853384342 0.0985009906480022
covarSEX_YOB 33.7310339500056 -2763885.06387231 -54487.4355005817 54255.9327180194 5509784.86601201 -2746394.20466979 0.618049867864952 -0.807939121005718 0.435882154149631 0.763534532767315 1.78029192368033 -4.55483606435928 -1.29109547484664 0.632813657626506 0.740070802650122 -3.69065056619466 -1.30483430636541 0.601394294836725 -0.284026523648177 -1.99585916225686 -0.0820130491855907 2.39341129805583 1.95131633107166 1.06580501302924 0.568728537873792 -0.233493112246123 0.281063267266241 -2.16295115216553 -5.8796434912494 6.85229124973358
covarSEX_YOBsq -16.750809762147 1377657.19387288 27152.5181447775 -27037.584079638 -2746394.20466979 1368983.25540584 -0.306940211135225 0.40326094250101 -0.225431187399291 -0.380980683516339 -0.8919925745894 2.26988244492514 0.627940015495575 -0.316448544030903 -0.371526250571269 1.83605855153788 0.654404966364409 -0.302984019153882 0.133600754960186 0.99292734926801 0.0422593237559447 -1.18703034359911 -0.973302735265204 -0.531204664315244 -0.28169923315 0.120457174790166 -0.140922012713922 1.06881576209786 2.94382463896097 -3.41240366345913
covarPC1 0.000316864576210637 -0.311256034096475 -0.00654829846640282 0.00614605791449357 0.618049867864952 -0.306940211135225 0.00354772055483417 -0.000672157694214333 0.00022124268614778 -0.000144600716304042 -0.00023540231377151 5.59131878763884e-05 2.60056743467871e-05 1.76142681076098e-05 7.58328798915157e-06 -2.73817068288865e-05 -0.000138695272261094 0.000537164631021173 -4.7182713145498e-05 -0.000238624404003643 -0.000464674444710756 -0.000531382105779462 0.000193959887590431 2.66308513347568e-05 0.000170494904135745 1.13341790724869e-05 8.65839896355104e-05 0.000208794868212976 4.22078516013034e-05 0.000307371508108618
covarPC2 -7.1000076917883e-07 0.404714956091126 0.00803640996477887 -0.00772609759101636 -0.807939121005718 0.40326094250101 -0.000672157694214333 0.00347514421070411 0.000192017194758537 0.000334326091620805 -0.00014628228623337 -9.79625838281542e-05 -5.52151270104008e-05 0.000224589904018425 -2.32187053951906e-05 -1.62191853278413e-05 1.41030189867914e-05 -0.000124740475348918 8.27954991810065e-05 -6.98123621570576e-05 2.21191890878582e-05 -1.77802059750105e-05 1.61329489683477e-05 -2.32472507927531e-05 -0.000123477939780662 3.40641507447125e-05 -5.60064407312312e-05 -0.000119860740889291 1.26854461989004e-05 8.79495186355779e-05
covarPC3 -0.000382887598700528 -0.210361985244473 0.0485562827813512 -0.0480379148372126 0.435882154149631 -0.225431187399291 0.00022124268614778 0.000192017194758537 0.00361611909388532 5.9225859411227e-05 0.000639287464768424 6.76633901179267e-06 0.000267063279953667 -6.75996193978983e-05 -0.000442116754054134 8.17434736986131e-05 0.000103132932257892 2.33437728109661e-05 -0.000236495858570357 4.72756460765045e-05 -0.000119420911719081 1.00401255983966e-05 -0.000219778835754332 -0.000209741420288701 0.000154513712334516 7.13438070444584e-05 0.000282940716476747 0.000419513436725104 7.46100412673168e-05 0.000493616959640223
covarPC4 0.000147584961306307 -0.382583412029989 -0.05256711553804 0.0525115908930771 0.763534532767315 -0.380980683516339 -0.000144600716304042 0.000334326091620805 5.9225859411227e-05 0.00376408120096456 0.00074642044488971 -8.27318367058336e-05 0.000128682825992989 -0.000390291615591349 0.000190026122805222 6.3049342370735e-05 0.00013178391026816 -0.00039457653439596 -7.43213823508825e-05 -7.52607386839495e-05 -5.58058497915163e-05 0.000122534681552903 -1.76250845456326e-05 -0.000185518750478067 -0.00013363643638976 6.17830560042203e-05 -0.000188984678988626 0.000250599506818091 9.75323420413761e-05 -0.000319375577022619
