 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal gpp gmp
intercept 0.0003526818384817822 6.63371611210389e-07 4.2310778098950085e-07 -6.712109285427027e-08 6.291585916828385e-07 -1.0534364372547736e-06 6.350862546973744e-07 1.1356877621929597e-06 -4.181243150728427e-07 1.4175221922385707e-06 5.173803286020997e-07 8.528633490038367e-07 -8.498058207878299e-07 9.134480836110238e-07 -9.101581278572309e-07 -1.2840424992213215e-06 -7.299077309694021e-07 5.33753276632072e-07 -1.4533787932902337e-07 1.56063193373753e-06 5.035235565959188e-07 -5.663104282507925e-06 -2.2887207580841967e-05 2.9273320172204835e-05 1.5476817284708315e-06
PC1 6.633716112103892e-07 1.1916504016350245e-06 -9.83226981555986e-07 2.8760321132234514e-09 -7.614751210415343e-08 -1.545933770820938e-07 1.4642602934059598e-08 2.2344282198144133e-08 3.213789392876645e-08 -1.7233109520921277e-08 6.497390732522104e-08 -8.468733621706037e-08 3.674376589653352e-07 -2.6308856020718596e-08 -1.5791801445124285e-07 -3.186499440604015e-07 -2.8793170468376893e-07 8.48712409413296e-08 2.0878565235132546e-08 8.804769865825716e-08 5.096445750552932e-09 6.627351548689579e-07 9.815398544263811e-07 8.29846989724873e-07 1.6241601332312827e-06
PC2 4.231077809894996e-07 -9.83226981555986e-07 2.4953107846358623e-05 3.3796079299525456e-07 6.583988682507371e-07 -6.52576634274001e-07 -2.0156968683432618e-07 -5.504533838798935e-08 7.65283995139659e-07 1.9695603568114028e-07 -3.851792319464573e-09 -5.5118911974477134e-08 -3.862639360664459e-07 2.1058007144645486e-07 -2.5917596103280435e-07 8.885522525200565e-08 -1.1855769440765958e-07 4.117322272446274e-08 -2.25525304734936e-07 -2.3221831394974333e-07 -1.2958059419627853e-07 -7.639739467382877e-07 -2.707359894243082e-06 -2.2050017842654374e-06 3.545608018322185e-06
PC3 -6.712109285427e-08 2.8760321132235213e-09 3.3796079299525456e-07 2.6486000267868418e-06 5.361958060872092e-08 6.524218613998368e-07 -5.620112975731028e-08 2.7091266981382653e-07 -1.4867658503479117e-07 -5.234765987019725e-07 7.700105112403777e-08 1.8848220160215026e-07 2.4478837564821704e-08 -2.6460538042846405e-07 1.202715696723343e-07 -1.0721815752282264e-07 6.2060513452163294e-09 -1.284497527378735e-07 -2.073693092538992e-07 1.8992300353330469e-07 6.585568257086098e-08 2.4754542305076125e-06 3.880513003183846e-06 1.117825143128883e-06 4.765581224275499e-06
PC4 6.291585916828377e-07 -7.614751210415341e-08 6.583988682507374e-07 5.361958060872086e-08 4.728717568011336e-06 1.0508318126506705e-06 -1.5033431021355788e-07 9.135126637018066e-08 -5.059821444333926e-07 3.805491372737495e-07 1.27284351675962e-07 1.7631519991759943e-07 -4.7192725812855676e-07 -1.3237937917159942e-07 -7.135653414205722e-08 -1.0440943489107597e-07 1.1556040749526025e-07 -4.770719925444776e-08 -2.1731557570568271e-07 -1.4265255482523365e-07 -4.905227377854677e-08 -2.268698934227066e-06 2.33917171756688e-06 5.454481089299843e-07 -1.672536516658219e-06
PC5 -1.0534364372547738e-06 -1.5459337708209383e-07 -6.52576634274001e-07 6.524218613998364e-07 1.0508318126506705e-06 8.916896845853413e-06 2.795711165570565e-07 7.308582497942785e-07 -3.895685477413881e-07 -1.821094300328385e-07 -2.1380508065949048e-07 -6.276143062859982e-07 2.7939355485076047e-07 -7.445946002736766e-07 3.113168799979592e-07 -3.029964642865801e-08 -2.976740126778556e-08 3.884610042887989e-07 -1.9200156307468835e-07 1.318619459215122e-07 -7.483893354674497e-08 -1.851001893313079e-06 2.009694006448608e-06 4.1665258046835935e-06 -4.36283627504436e-06
PC6 6.350862546973743e-07 1.4642602934059575e-08 -2.0156968683432607e-07 -5.620112975731029e-08 -1.5033431021355796e-07 2.795711165570564e-07 8.331555598263144e-06 -3.8850423867040924e-08 3.452387714842686e-08 2.1398789893775428e-07 2.903916666286543e-08 -2.2873607050335646e-07 -9.142873890348378e-08 -1.965662665067365e-07 -6.35656638439381e-08 -5.905984227988741e-08 -6.844755996189143e-08 2.407094776912886e-07 -1.8097218674168725e-07 -8.503186824489439e-08 -2.2252904802351338e-07 -7.379577924852528e-07 8.250921375691906e-07 3.6974980945706476e-06 -4.243909485321717e-06
PC7 1.1356877621929603e-06 2.2344282198144116e-08 -5.504533838798942e-08 2.709126698138264e-07 9.13512663701808e-08 7.308582497942787e-07 -3.885042386704105e-08 6.906807249239334e-06 3.02042613563294e-07 -2.3623802664456657e-07 -1.2964665810938814e-07 5.394885523760839e-07 1.1189651907614326e-07 3.968253120702554e-07 -7.547855883795434e-08 -2.941703809389327e-07 -2.2896001946462713e-07 -1.0249049680513759e-07 1.1273036918661551e-07 -3.9707728968207535e-08 -3.1405665324395784e-08 -2.6199798658792815e-07 1.1314569740280485e-06 2.427351051362472e-06 -1.5771125032676968e-06
PC8 -4.1812431507284216e-07 3.213789392876643e-08 7.652839951396585e-07 -1.4867658503479122e-07 -5.059821444333924e-07 -3.895685477413879e-07 3.452387714842682e-08 3.0204261356329393e-07 7.342785861881854e-06 1.6285354117255727e-07 1.405258424914449e-07 -3.8230857867685907e-07 1.9482239782610234e-08 9.109314265611951e-08 -8.140204149489377e-09 -4.4107341318756185e-08 1.2978472604963484e-07 3.95037600835441e-08 -1.957351087042309e-07 -1.6749416590982863e-07 2.517805687696946e-07 -1.510453644769769e-06 3.577784589454688e-07 -2.057746377274895e-06 3.007359122875702e-06
PC9 1.4175221922385692e-06 -1.723310952092124e-08 1.9695603568114017e-07 -5.234765987019723e-07 3.8054913727374945e-07 -1.8210943003283836e-07 2.139878989377545e-07 -2.362380266445665e-07 1.6285354117255727e-07 6.6190446238513116e-06 -1.0143870495504567e-07 -9.474052126421971e-08 -7.923891494223878e-08 -1.0460498257958584e-07 -2.9694651616510407e-07 1.6934283869725466e-07 1.973789486785013e-07 1.3060350016284617e-07 -3.4688359845415114e-07 -1.7763188240738704e-07 -2.2157434355295912e-07 -9.649557238631076e-07 1.6342750088649438e-06 -8.259775602821356e-07 7.842175974870784e-07
