(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal gpp gmp
(Intercept) 0.00116545138491043 0.000945052597730483 0.000269466471081736 -0.000708782822913447 -2.52768912663751e-05 3.80045078981325e-05 -7.78986058333949e-05 8.70286201230783e-06 1.14250762071385e-05 3.94129136443326e-06
covarage 0.000945052597730483 0.00181999404118483 0.00168322587038417 -0.00291065520791107 -2.91359818500556e-05 4.91457669966086e-05 -8.72704231966881e-06 1.02792282486067e-05 -1.29236063897058e-05 5.18545903308878e-06
covarsex 0.000269466471081736 0.00168322587038417 0.00286043730426312 -0.00416216404596321 -8.51985708714976e-06 7.87940088460419e-06 1.64489891244048e-05 1.173001665323e-05 4.52527751101482e-05 -5.68271747173346e-05
covarage_sex -0.000708782822913447 -0.00291065520791107 -0.00416216404596321 0.00713632523226879 8.48470010815207e-06 4.3558620927021e-06 -1.67878579545505e-05 -2.31049606602602e-05 -5.44597990048219e-05 8.17896720938541e-05
covarPC_3 -2.52768912663751e-05 -2.91359818500556e-05 -8.51985708714976e-06 8.48470010815207e-06 0.000417611858240189 -1.31152351771718e-05 5.8132794015639e-06 -5.65410768379442e-06 2.67509507841686e-05 8.42512408445036e-06
covarPC_4 3.80045078981325e-05 4.91457669966086e-05 7.87940088460419e-06 4.3558620927021e-06 -1.31152351771718e-05 0.000415283233678986 -1.59485423914641e-05 3.58421838980271e-06 -2.02634216134061e-06 -1.39257938847483e-05
proband -7.78986058333949e-05 -8.72704231966881e-06 1.64489891244048e-05 -1.67878579545505e-05 5.8132794015639e-06 -1.59485423914641e-05 0.000507772174253179 -0.000244689083034419 3.30744978867771e-06 -7.22345577675891e-06
paternal 8.70286201230783e-06 1.02792282486067e-05 1.173001665323e-05 -2.31049606602602e-05 -5.65410768379442e-06 3.58421838980271e-06 -0.000244689083034419 0.00253887368064225 -0.00205213319801547 -0.00195357142616526
gpp 1.14250762071385e-05 -1.29236063897058e-05 4.52527751101482e-05 -5.44597990048219e-05 2.67509507841686e-05 -2.02634216134061e-06 3.30744978867771e-06 -0.00205213319801547 0.00637373519633326 -0.00241636471070677
gmp 3.94129136443326e-06 5.18545903308878e-06 -5.68271747173346e-05 8.17896720938541e-05 8.42512408445036e-06 -1.39257938847483e-05 -7.22345577675891e-06 -0.00195357142616526 -0.00241636471070677 0.00628579110645818
