 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 1.2800641371452434e-05 4.49514454272544e-08 -3.6736469920400973e-06 -2.837479405422792e-05 1.8172960111790435e-06 7.433420229953195e-08 -4.453481977871343e-10 -3.7310653948528406e-08 2.3637826107629657e-10 1.2625812915948134e-06 4.421817570915811e-06 4.08846459095316e-06 -3.5658206562548895e-05 5.651256104063296e-05 -8.070470874555765e-05 4.359585796441119e-05 -4.4456230219116065e-05 -1.4851297396268621e-05 -9.101133217379329e-05 -1.1492601825561208e-05 -2.8348537420484305e-05 -6.21517889442662e-05 7.168072812814055e-06 -5.2618288786136894e-05 -1.7026880239985986e-05 1.705390117248413e-05 -5.022376261103472e-05 -5.124422940694287e-05 7.524525116305013e-05 1.6873513128820548e-07 2.3190209300591446e-07 -5.292895171627939e-08
yob 4.4951445427151724e-08 1.1818439907048149e-07 1.682736491438943e-07 8.759147730586017e-07 -7.014692151090845e-08 -2.714765419538898e-10 -4.560313170569619e-12 9.120096947348561e-10 -1.8425781305743364e-12 7.676652397244382e-07 8.980486726719234e-06 6.415105145152871e-07 -7.475768761373427e-06 -1.91085241241665e-06 -4.257153084708124e-06 -2.2752836592147888e-08 -3.3627397131349188e-06 5.851807874485494e-06 -2.4535623778379954e-06 -5.971562239872703e-06 7.289306419579581e-06 -6.1660374151742675e-06 -2.6308176284140596e-06 9.91075456848998e-06 3.5063404123206116e-06 -6.006209139475422e-08 -2.493480831947773e-06 4.109184175593701e-06 -1.428195188380221e-05 -5.943249305318069e-09 -8.066585336632874e-09 -2.0633077824096756e-08
age -3.6736469920248118e-06 1.6827364914297907e-07 4.8061337806722495e-05 0.0007054373730998255 -4.771494208294668e-05 -9.741100852884456e-07 6.132908051041211e-09 9.708625298342652e-07 -6.115724623970296e-09 -3.169362460122499e-06 -5.719413533433202e-06 -1.4524479302116207e-05 -3.475561420513525e-05 3.598038094904124e-06 1.1590496054409213e-05 2.364957985416449e-05 1.1296694157119714e-05 4.301057923185441e-06 1.5561911414736985e-05 -4.116995504767498e-06 -1.6843903235322627e-05 6.412018963101389e-06 -3.551483611509063e-05 1.5281762677606177e-05 1.6088758910504317e-05 -2.6350139975657625e-05 -5.880380044400223e-06 -2.340771730400609e-05 -6.1635971966214665e-06 -6.477960369181836e-08 2.780728559902833e-08 8.388230694265191e-08
sex -2.8374794053941205e-05 8.759147730506342e-07 0.0007054373730992018 0.016931635249714493 -0.001111997571105225 -1.398352494729558e-05 8.64461202046943e-08 2.2201226155993e-05 -1.379250073439013e-07 2.0626879426372664e-06 3.414714663703075e-05 -0.00014180559289514216 -0.00018569734037571586 -0.00012205356245212111 0.00024970727706371415 0.00042118884197365873 0.00022316410641922183 0.00033277721014699543 8.376756988226453e-05 -0.0003781062755632869 -0.00011773962303293888 9.915480896728618e-05 -0.00015557214423922826 2.9406723244080652e-05 0.0005531844772659187 2.8817649616260712e-05 -9.264421415894797e-05 -0.00023671375067713977 -0.0006259881917697516 -6.678480896331499e-07 -2.7830434724117063e-06 4.253413935628415e-06
age_sex 1.8172960111745055e-06 -7.014692151019508e-08 -4.7714942082895395e-05 -0.001111997571105176 7.56145719004631e-05 9.697384019149045e-07 -6.110514417891236e-09 -1.5479553634205957e-06 9.802703252025081e-09 -7.696796103234021e-07 6.0663928355881615e-06 1.8191809743103464e-05 1.352897821311381e-05 6.845235557963911e-06 -2.2760988829687124e-05 -2.824844379456111e-05 -1.9754684390400384e-05 -1.4832648173940688e-05 -8.573050355872029e-06 2.074908022436793e-05 8.84614955693906e-06 -6.580947718129195e-06 1.2882280740691422e-05 3.735117614991751e-06 -3.097978940543895e-05 -4.511359536796124e-06 1.0272486372131573e-05 1.8830703427170483e-05 3.521525130818365e-05 2.2568812283331947e-08 1.0703187530712173e-07 -2.462054927272546e-07
age2 7.433420229949394e-08 -2.7147654193409853e-10 -9.741100852882605e-07 -1.3983524947306872e-05 9.697384019158432e-07 2.024875544074641e-08 -1.2992123368500634e-10 -2.0164070671586887e-08 1.2937878554415817e-10 1.6193763397530168e-07 5.586837854831064e-07 4.3616903461772727e-07 5.703328477268081e-07 -1.963361452013457e-08 -3.847200781524128e-07 -5.35497976777329e-07 -4.1275712263474165e-07 1.6599690051071196e-07 -4.888816822459687e-07 -2.0971384985960207e-07 4.870502577155655e-07 -3.5469238468140473e-07 7.989226530866416e-07 2.993877494420267e-08 -9.296082881736269e-08 5.43679129358101e-07 4.587567381734058e-08 5.723490463972264e-07 -4.344292763578638e-07 9.618369606848499e-10 -1.299337693527715e-09 -1.9402067096719057e-09
age3 -4.453481977861712e-10 -4.5603131707504596e-12 6.1329080510390686e-09 8.644612020475816e-08 -6.110514417896648e-09 -1.2992123368498745e-10 8.472657126871647e-13 1.293383041467991e-10 -8.433276471376613e-13 -1.6778423411287264e-09 -4.711005851773726e-09 -3.3198748819819316e-09 -3.874262410099535e-09 -6.870705518649147e-12 2.4750342495723902e-09 3.668196997200939e-09 3.1239741374368975e-09 -1.8703834885189785e-09 3.4675361791111263e-09 2.2293706490856754e-09 -3.1897418310853498e-09 2.81788804286817e-09 -5.908571042920769e-09 -1.1448558169751307e-09 -4.961138949483188e-10 -3.4420763195250266e-09 -2.5791628286786455e-10 -3.5949879539411674e-09 4.679539101714526e-09 -3.752252930954799e-12 1.0066705796887656e-11 1.2892246728672718e-11
age2_sex -3.7310653948138937e-08 9.120096947208241e-10 9.70862529833068e-07 2.2201226155991164e-05 -1.5479553634205415e-06 -2.0164070671564577e-08 1.2933830414666865e-10 3.2375019152736696e-08 -2.0875575361987404e-10 1.4298383452342374e-08 -2.4435189107751994e-07 -4.831693701416988e-07 -2.984061190146087e-07 -1.4785787817423355e-07 5.566687516338728e-07 5.855373116857866e-07 4.4120518926772343e-07 2.0866299357964208e-07 2.528616482923585e-07 -2.7695060691041375e-07 -1.6883991424146183e-07 1.668406491048363e-07 -3.5324377788448165e-07 -1.6791192822959893e-07 5.369972313038983e-07 1.1223231375478601e-07 -2.5977055512838886e-07 -4.0195800594154377e-07 -5.677138948585373e-07 -3.4817689577530585e-10 -1.3668486671147725e-09 4.676598239073494e-09
age3_sex 2.3637826107474297e-10 -1.842578130445565e-12 -6.1157246239618506e-09 -1.3792500734388626e-07 9.802703252024467e-09 1.2937878554400012e-10 -8.433276471367288e-13 -2.0875575361986856e-10 1.3682932499085976e-12 7.451272223317984e-11 2.1295397918273604e-09 3.5788265792087895e-09 2.0419581402392064e-09 1.1331147295158185e-09 -3.9687405213095315e-09 -3.688322105742645e-09 -2.9112779879508257e-09 -9.398447482074667e-10 -2.1152621009150705e-09 9.70847812460346e-10 8.17076809084442e-10 -1.2630580186678672e-09 2.771597764663333e-09 1.387717392696787e-09 -2.917188892446512e-09 -8.14609465548876e-10 1.8988323941064933e-09 2.2863370969411052e-09 2.8236685245249564e-09 4.4015098481397e-13 6.800335056979921e-12 -2.7969373212996133e-11
PC_3 1.2625812915900285e-06 7.676652397247154e-07 -3.1693624600814624e-06 2.062687943087857e-06 -7.696796103523926e-07 1.6193763397449385e-07 -1.6778423411237643e-09 1.4298383452904267e-08 7.451272222979725e-11 0.03180869620515282 0.00039301147816548764 0.001763740120368913 -0.00010106160616634891 -0.0046932091395571205 0.0022190265055217133 0.003809088683552786 -0.004370296822063669 -0.0006638762400888664 -0.0014051879112905146 0.0007894179146149417 0.0055245043988495016 0.003594669746309187 -0.0020219242371461153 -0.011129220082850031 0.00031469361365575214 -0.00029873842512315076 0.004054305812464939 -0.000576177422278157 0.0060713939292655 -1.5558644895549373e-07 2.885571879265999e-05 3.106912059688384e-05
