(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal maternal
(Intercept) 6.71539677242484e-05 -9.08591016564271e-06 3.92328067445918e-05 -3.47967624977533e-05 2.20032958740966e-06 -1.76380776016215e-06 -2.06842543767727e-06 1.48561877011155e-06 -7.73966523095515e-07
covarage -9.08591016564271e-06 0.000185871173833643 0.000286932986758408 -0.000293897399840053 -3.62104048184865e-06 5.4878990042358e-06 1.90974554532565e-06 -1.48502208326056e-06 1.91743157985155e-06
covarsex 3.92328067445918e-05 0.000286932986758408 0.000933595305396719 -0.000895213746940565 -1.99387767972891e-06 3.11612552655159e-06 -4.68675092102559e-07 -4.30578576509075e-06 1.17007345008689e-06
covarage_sex -3.47967624977533e-05 -0.000293897399840053 -0.000895213746940565 0.000912961724709069 3.33153916135156e-06 -2.52282926275985e-06 -9.13758361648394e-07 4.3034430177535e-06 -6.50687922399583e-07
covarPC_3 2.20032958740966e-06 -3.62104048184865e-06 -1.99387767972891e-06 3.33153916135156e-06 5.58788012461777e-05 9.85235934396012e-07 -2.10001954055564e-07 3.21592778776913e-06 3.35619306367737e-06
covarPC_4 -1.76380776016215e-06 5.4878990042358e-06 3.11612552655159e-06 -2.52282926275985e-06 9.85235934396012e-07 6.11076289399506e-05 1.76313834926266e-07 -2.19483489818999e-06 -2.62217690232807e-06
proband -2.06842543767727e-06 1.90974554532565e-06 -4.68675092102559e-07 -9.13758361648394e-07 -2.10001954055564e-07 1.76313834926266e-07 0.00015404018329392 -0.000102544852231184 -9.43824672691954e-05
paternal 1.48561877011155e-06 -1.48502208326056e-06 -4.30578576509075e-06 4.3034430177535e-06 3.21592778776913e-06 -2.19483489818999e-06 -0.000102544852231184 0.00026003049744071 -4.73348103026448e-05
maternal -7.73966523095515e-07 1.91743157985155e-06 1.17007345008689e-06 -6.50687922399583e-07 3.35619306367737e-06 -2.62217690232807e-06 -9.43824672691954e-05 -4.73348103026448e-05 0.000242222570040451
