(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.00388472648974492 -1.53986735813304e-05 0.000194605463465114 0.000294483298099996 0.000226641258852613 -0.000105532583343647 -0.000160402530899395 4.89967414428949e-05 3.40382553933239e-05 -0.00016523251242626
covarage -1.53986735813304e-05 0.00079145508874092 0.00116169839242097 -0.00119912103898663 -1.44972603643328e-05 3.63731858803678e-05 -3.1768353025337e-06 4.17516494770176e-06 -3.08117277894397e-05 3.44518385262784e-05
covarsex 0.000194605463465114 0.00116169839242097 0.00451610132734238 -0.0044994174803195 -1.76211077954576e-05 7.55397238013041e-06 -8.25468313541157e-07 2.57506330953336e-05 -4.71798698879634e-05 -1.17522248784196e-05
covarage_sex 0.000294483298099996 -0.00119912103898663 -0.0044994174803195 0.00492986917488889 5.18477884334293e-05 -1.44716207067709e-05 -2.40447102574637e-05 -1.80545248321962e-05 4.65060815817659e-05 -3.72645544918259e-06
covarPC_3 0.000226641258852613 -1.44972603643328e-05 -1.76211077954576e-05 5.18477884334293e-05 0.000386790701802753 9.35565025030428e-06 -1.04859387391478e-05 2.68349730635121e-06 2.48648415152404e-05 9.3960736131828e-06
covarPC_4 -0.000105532583343647 3.63731858803678e-05 7.55397238013041e-06 -1.44716207067709e-05 9.35565025030428e-06 0.000408890480911806 1.05882334655028e-06 -2.34546020484193e-06 -1.26649427892161e-05 -1.22741972818904e-05
proband -0.000160402530899395 -3.1768353025337e-06 -8.25468313541157e-07 -2.40447102574637e-05 -1.04859387391478e-05 1.05882334655028e-06 0.00118244221674603 0.000621377262572045 -0.00116358898439048 -0.00111945983155011
sibling 4.89967414428949e-05 4.17516494770176e-06 2.57506330953336e-05 -1.80545248321962e-05 2.68349730635121e-06 -2.34546020484193e-06 0.000621377262572045 0.00140220324199061 -0.00130147225675864 -0.00127255423288584
paternal 3.40382553933239e-05 -3.08117277894397e-05 -4.71798698879634e-05 4.65060815817659e-05 2.48648415152404e-05 -1.26649427892161e-05 -0.00116358898439048 -0.00130147225675864 0.00378155644838147 -0.000112501382439292
maternal -0.00016523251242626 3.44518385262784e-05 -1.17522248784196e-05 -3.72645544918259e-06 9.3960736131828e-06 -1.22741972818904e-05 -0.00111945983155011 -0.00127255423288584 -0.000112501382439292 0.00365288404221311
