 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gpm gmp gmm
PC_8 -0.003499698525667805 -0.00026798034375550737 -0.0005295632696506132 1.211110394740271e-05 -1.3284022567335486e-07 0.04356055226380854 -0.13863478213977087 -0.22303961431400093 0.24757813767174253 -0.024360230795632053 4.022768705127418 0.45930979594492477 -0.0653550456553667 0.2576138572760872 0.29579837603909737 0.12439385665711541 0.2709966004605224 0.27481599925140565 -0.37482707604514093 0.3443396150870843 0.4923945248552405 0.1067757966454942 0.2615045072451767 0.04085427312441056 -0.21854243363103337 -9.502793570828251e-05 0.0015907897790441805 -0.0005289626231887041 -0.0001991618440383689 -0.0022138785012321273 0.0012139539113540803 0.00134240919694879
PC_9 -9.6140782071825e-05 -5.1772863450999595e-05 -0.00044121477272896783 1.3505176824536594e-05 -1.2781174290805015e-07 0.0283158663336974 -0.018463661741751024 0.27409349396956467 -0.1429240544900461 0.4168166526160921 0.459309795944927 5.251908347670127 0.3651162296405356 -0.018066979304780326 -0.5241364341389735 0.3828676692637655 0.07341929707665705 -0.07824379988980679 -0.15995244335884345 0.04840700775585225 -0.3291229147019668 -0.18999101800865043 -0.09873660107020364 -0.36392260307501223 0.41639499042001893 -4.277895657145294e-05 -0.0007875338280820118 -0.0004176549025798228 0.0024669700050164375 -0.0006849335739673711 5.326825174250348e-05 0.0014947435750350003
PC_10 0.0023689633947511757 -0.00016115012487004124 0.00012477775961965403 -1.3986356042485828e-05 1.7237624996021318e-07 -0.08914591638526913 0.04077046653565476 -0.14139015495560073 0.26215428605507063 -0.19789529199597974 -0.06535504565536623 0.3651162296405373 6.710931855886816 0.8982158736797464 -0.4181469289501249 0.054098695207274956 -0.15360207504109646 -0.013824157742380635 0.22246343766879326 0.323673384574193 0.4380921639098057 0.4394439980822216 0.03562736412634324 -0.20413538721144683 -0.6262053433943849 0.0007655548680108967 0.0009689392872479082 -1.0958285925788094e-05 -0.00143912696953462 -8.410779661891151e-05 -0.0008324960429355234 0.0007936365810078725
PC_11 0.0012116733244553284 0.0002628995912625498 0.0009426537785268401 -2.444934613373363e-05 2.3408826642400406e-07 -0.05118519600664457 0.08307651325129106 -0.3588534071926609 0.14682050848891687 0.36978641539944407 0.25761385727608693 -0.01806697930478278 0.89821587367974 5.527659575574742 0.38446154718221515 0.8103613895189773 0.3471414500993181 0.025609597494403162 0.03399067229863417 0.20458953947595349 -0.3073353678777204 -0.11022930572930074 0.09569346342505762 -0.6530940618499989 0.3656327807700343 0.0006720711227433493 0.0013962288652368145 -0.00025357916208353375 -0.0008557958074310326 -0.0019931562102002993 0.001111211668248838 -0.0019293744313116888
PC_12 -0.00463520306718662 -1.1543173547498888e-05 -6.596601980138029e-05 1.2497856937961476e-06 -2.2219360633150723e-08 -0.0326292534744681 0.10250731808455092 -0.14999763841767666 -0.1112428128984327 0.2702295725683208 0.295798376039092 -0.5241364341389748 -0.4181469289501281 0.3844615471822129 7.180876494976673 0.3156408838518121 0.26413506407900245 -0.12903995637732174 0.2660312945627243 0.5662140779135023 0.3462308572320444 -0.017602566434429038 0.02305809153895137 0.20053775707891827 -0.01314348903111164 -0.000392122026473488 0.001930958916608678 -0.0005835663613525846 0.0008056755790134865 -0.0029010347134707883 0.0016076743485119067 -0.0006213138982838961
PC_13 0.0028100650279388167 -0.00024076724946792653 0.0003763151254592598 -1.698751217134219e-05 1.6484255390301665e-07 0.09906807567008531 0.16566088718981903 0.010577923933490663 0.15841346200477124 0.1981985531343243 0.12439385665711428 0.38286766926376614 0.0540986952072748 0.8103613895189806 0.31564088385181344 6.765138876305722 1.1578496258006246 -0.19301254452362046 0.08140199112193823 0.9057253535645529 0.33264978972421805 0.15139253489236665 -0.29401169903055746 -0.14812604206939542 -0.5306996492012906 0.0003629469457313486 0.0009908178969565635 0.0008952584808923834 -0.0002065433645066508 -0.001233264567062217 -0.0016992046610713818 -0.000831809041654326
PC_14 -0.0049147520196420325 0.00019138278654650526 -0.0002266658978752936 1.3472589810243967e-05 -1.488869346383304e-07 0.03365170478037112 -0.08425893992210873 -0.16240031538743935 0.3926718828605302 0.06455747326161995 0.27099660046052243 0.07341929707666381 -0.15360207504109832 0.34714145009931924 0.2641350640790054 1.1578496258006257 6.941843978752044 0.38819050516464515 -0.3900239089970165 0.372111121694958 0.2839860769627832 -0.022912246959775572 -0.1579678831896914 -0.5305883699780818 0.48125440075843506 0.00011384128306400096 0.0007289128300354046 0.0011568663334464576 -0.0029959573986791154 0.0023701272897284488 -0.0028613582738433504 0.0007580928243638642
PC_15 -0.0033378271788013047 -0.0001470579535931552 0.0002103258872483201 -3.975433306362135e-06 -1.1625994541890712e-08 0.15449675106556157 -0.18336365529456244 -0.10630469670826834 -0.4480455363070631 -0.4292077204888259 0.2748159992514093 -0.07824379988980669 -0.013824157742383072 0.02560959749440004 -0.12903995637731594 -0.19301254452362368 0.3881905051646427 7.096723851449549 0.0643821075987258 0.07650566022883995 0.19740322037744687 -0.15550058890271828 0.30276386554344586 -0.1263592450447773 -0.622799962555303 0.000467214400941292 -0.0016721573124746523 -0.001988290681809115 0.0003866919794180921 0.0015812361290308392 0.0016056135511367026 0.0003949475936796297
PC_16 -0.005709218555098291 -3.140321527364393e-05 -0.00014616503450410142 7.3493209748346715e-06 -1.2013442347739127e-07 -0.003830945390722653 0.14336303897595995 0.06659322271971116 0.11673709366710311 -0.2288365182166144 -0.37482707604514043 -0.15995244335884906 0.2224634376687856 0.03399067229863125 0.26603129456272145 0.08140199112193938 -0.3900239089970135 0.06438210759872437 8.758388334189846 -0.10794061732664487 0.02969075530881041 0.28188892000130156 0.25849674485028895 0.15918810513743364 -0.060096103137625964 0.0007678513972457316 -0.0017613968458806914 -0.0031200400820085607 0.0020776668326621833 -0.0014509525833628092 -6.213525838751037e-06 0.0025213119477146446
PC_17 -0.0029586118371784415 0.00011700655085316816 0.0009482251329124074 -2.4562658897579096e-05 1.900766751851918e-07 -0.20212690410524017 0.08161523980287592 -0.4508332291763296 0.33064153366888094 0.6282277457251103 0.34433961508708405 0.04840700775585413 0.3236733845741929 0.20458953947595587 0.5662140779135046 0.9057253535645525 0.3721111216949584 0.07650566022883569 -0.10794061732664387 9.336262611312428 0.27512652088587974 0.21386721522318142 -0.3494133729020587 -0.23111632506329713 -0.26173647112804177 -9.426074972325258e-05 0.002684458422841083 0.00022634688742717454 -0.003216132321151468 -0.000784291671508276 0.000826452388890337 0.0003048644331834019
PC_18 -0.004908474418907367 0.00013660465541777766 -0.0001075294293790504 1.1899387561606842e-05 -1.5033793215914282e-07 -0.060447231996589613 -0.09679820641272528 -0.10318799236154641 -0.07859099504136197 0.21299446911394815 0.4923945248552442 -0.32912291470197064 0.43809216390980504 -0.3073353678777276 0.34623085723204194 0.3326497897242159 0.2839860769627792 0.19740322037744318 0.02969075530881401 0.2751265208858728 7.828863205744462 0.38613666505573535 -0.15864380108605927 -0.5921383733554672 0.3593935082906531 -0.00037389113711264334 0.0009139287339436186 -0.0016390131278425377 0.0019427449205631964 -0.0025499498749875795 -0.00015656678264525328 0.001721895923043574
PC_19 9.924157923667755e-05 -0.00013112710976261784 0.000162235004398629 -7.795851684408226e-06 6.063252884530158e-08 0.00669918068783512 0.04014386685003948 -0.0505258142089377 0.022003239431563605 0.051729153308910036 0.10677579664549819 -0.18999101800864715 0.4394439980822252 -0.11022930572930206 -0.017602566434418765 0.15139253489236704 -0.022912246959774014 -0.1555005889027145 0.28188892000130267 0.21386721522318713 0.38613666505573996 8.339969639354756 0.012148928065437069 0.1695877906485662 0.6080516954018201 0.0012905135273398008 0.0019471635930589576 0.001331747827459527 0.0033261349935375588 -0.004564627271477289 -0.0013452334286278614 -0.0015954170687954925
PC_20 0.00011162729855686088 -7.187929525555034e-05 7.996630571132091e-05 -9.242804306973547e-06 1.0910450579575948e-07 0.05070705154756841 -0.08444395526803453 -0.04790809398509383 -0.26825530085006 -0.5017631341091046 0.26150450724517604 -0.09873660107020608 0.035627364126343444 0.09569346342505917 0.023058091538952673 -0.29401169903055785 -0.15796788318969246 0.30276386554344087 0.2584967448502889 -0.3494133729020574 -0.15864380108605872 0.012148928065434644 8.73628615271114 0.7510158423363074 -0.05504468482751468 0.0007012549555107542 -0.00011645643228092675 -0.0015196351202704714 0.0010455909973558926 -0.002278929517582373 0.0004288418326555344 0.0009157062255072766
PC_21 0.00485028196677249 6.97644006582799e-05 0.0008226886005455542 -3.368484698539331e-05 3.6303517268828395e-07 -0.1187683169505855 0.06483795272257227 -0.11805129665918919 0.18609379972243115 0.07539295977406421 0.04085427312440769 -0.3639226030750154 -0.20413538721144966 -0.6530940618499994 0.20053775707892105 -0.14812604206939503 -0.5305883699780803 -0.1263592450447821 0.15918810513743414 -0.23111632506328997 -0.5921383733554669 0.16958779064856752 0.7510158423363059 10.338826974699785 0.41332392801630286 5.436086264543684e-05 0.00040071284446997166 -0.0007573052490468561 0.0017500096345068855 -0.001269909557011044 0.001728132303790307 0.0013018547333560123
PC_22 -0.00110411182105796 -0.0003444731667369278 5.6880773485795945e-05 2.1040688063797516e-06 -9.484166878458949e-08 0.1766855674832073 0.24549173262256907 0.3029207811881472 -0.2406404508440755 -0.5884257086325424 -0.21854243363103346 0.4163949904200145 -0.6262053433943884 0.36563278077003314 -0.013143489031115473 -0.5306996492012904 0.4812544007584318 -0.6227999625553011 -0.06009610313762757 -0.2617364711280427 0.3593935082906524 0.6080516954018187 -0.055044684827512826 0.41332392801630546 8.984657502359344 -0.0019521066568274883 -0.0011010528414504468 -0.0013725313615042965 0.00010155744382655518 0.001964116280153042 0.0016215520235444078 0.0021111038082793966
proband 6.911907166789338e-06 -3.7149588079477874e-07 -1.0769238840914403e-07 -1.660298923935485e-08 2.4097599538209936e-10 -5.413156630718066e-06 -0.0003341973914289143 -0.0006445381914644446 0.0010395561630394002 -9.173304600959058e-05 -9.502793570832054e-05 -4.2778956571854804e-05 0.0007655548680106391 0.0006720711227432616 -0.00039212202647347875 0.0003629469457313036 0.00011384128306434445 0.0004672144009406884 0.0007678513972457136 -9.426074972349415e-05 -0.000373891137112605 0.0012905135273396796 0.0007012549555107003 5.4360862645507444e-05 -0.0019521066568274716 0.0002813213161837341 -0.0001425563954272814 -0.00013290089017012498 5.593623327001167e-06 1.0602832099282089e-05 -4.188088285622561e-06 -1.0597404555408023e-05
paternal -4.262979802635919e-05 -1.4382535719119477e-07 -2.137490313210664e-06 7.533712309823973e-08 -9.21364865131738e-10 0.0005968324328945111 -0.001153838767014167 0.00041270205789033243 0.001122914129932647 -0.0005632234334918876 0.0015907897790438906 -0.0007875338280824375 0.0009689392872482679 0.0013962288652370983 0.0019309589166100142 0.0009908178969566756 0.0007289128300354832 -0.001672157312474287 -0.0017613968458809388 0.0026844584228401724 0.0009139287339442757 0.001947163593058572 -0.00011645643228105534 0.000400712844470179 -0.0011010528414504735 -0.0001425563954272808 0.0009664662884728615 7.889211448707225e-05 -0.0007244887252888492 -0.0007096414443302695 7.985665480161693e-06 -2.8074808212602765e-05
maternal 5.935211357926381e-06 4.08743727264884e-07 6.799693932269914e-06 -2.2429271397024869e-07 2.0456873138084115e-09 -5.645306542357028e-05 0.0004320795180550641 0.00017177210776086397 -0.00027344222747608586 6.207911717344425e-05 -0.0005289626231874923 -0.0004176549025779461 -1.095828592512382e-05 -0.0002535791620835672 -0.0005835663613507839 0.0008952584808925773 0.0011568663334471211 -0.001988290681808112 -0.003120040082007502 0.000226346887426991 -0.0016390131278425822 0.001331747827459516 -0.0015196351202703116 -0.0007573052490487811 -0.0013725313615042941 -0.00013290089017012555 7.889211448707233e-05 0.0008912659029467213 -1.4542744818556353e-05 -4.993402158436191e-06 -0.0007116548187264124 -0.0006139967334366092
gpp 8.69144808168559e-05 8.951564007764009e-07 1.8053451321094827e-05 -5.8326673225719e-07 5.486766570835534e-09 0.0003698617632968612 -6.909888469733054e-05 0.0005583663006077964 -0.0027564534438055737 0.0003037595309908213 -0.00019916184403675311 0.002466970005015358 -0.0014391269695347984 -0.0008557958074313141 0.0008056755790127483 -0.00020654336450703266 -0.002995957398679124 0.0003866919794185282 0.002077666832662206 -0.0032161323211520286 0.001942744920563425 0.003326134993538223 0.0010455909973559015 0.0017500096345076774 0.00010155744382638227 5.593623327001058e-06 -0.00072448872528885 -1.4542744818558303e-05 0.002164173727714304 -0.0007581944547825256 4.7825532876839866e-05 -3.435396616642269e-05
gpm -1.893559242267886e-05 -4.1042641043802033e-07 -1.3923351584475258e-05 4.4752446779369854e-07 -4.015396781196421e-09 -0.0006510751656561403 0.0012679114628639057 -0.0003924050644947124 0.00019429613938589874 0.0009867784862374865 -0.0022138785012328016 -0.0006849335739657544 -8.410779661864126e-05 -0.0019931562101986127 -0.0029010347134722715 -0.001233264567062087 0.00237012728972903 0.0015812361290312876 -0.0014509525833636978 -0.0007842916715089173 -0.002549949874988093 -0.004564627271477319 -0.00227892951758192 -0.0012699095570109834 0.0019641162801535285 1.060283209928136e-05 -0.0007096414443302682 -4.993402158434688e-06 -0.0007581944547825268 0.0021396670507599688 -3.562674088597041e-05 4.5162884720139786e-05
gmp -5.630702921312497e-06 2.3637838729716928e-07 5.209760717033711e-07 4.547413103102107e-08 -7.275917314462469e-10 0.0006353270861813313 -0.0005593366684675904 0.0011545885212291785 -0.0007915285241064552 0.0020675327348984376 0.0012139539113535916 5.326825174087358e-05 -0.0008324960429358772 0.0011112116682480005 0.0016076743485114644 -0.0016992046610716169 -0.0028613582738440738 0.0016056135511360954 -6.2135258392470254e-06 0.0008264523888913179 -0.00015656678264504964 -0.0013452334286283105 0.0004288418326553293 0.0017281323037907361 0.001621552023544057 -4.188088285621672e-06 7.985665480161868e-06 -0.0007116548187264147 4.782553287683626e-05 -3.5626740885969044e-05 0.0015921738931678803 -0.00018603774241499583
gmm -2.0714902647132863e-05 -5.852656532317558e-07 -1.428436248617433e-05 3.855231745410569e-07 -3.1873735060382065e-09 0.00045043031791713276 -0.0008439546878949773 -0.0002464396754731831 0.00015029010590137241 -0.001441235305795543 0.0013424091969493923 0.0014947435750348836 0.0007936365810071163 -0.0019293744313128257 -0.000621313898283725 -0.0008318090416541738 0.0007580928243640288 0.00039494759367856376 0.0025213119477154452 0.00030486443318263176 0.0017218959230430203 -0.0015954170687956114 0.0009157062255070906 0.0013018547333566533 0.002111103808279224 -1.0597404555407739e-05 -2.8074808212602826e-05 -0.0006139967334366079 -3.435396616642346e-05 4.516288472014041e-05 -0.00018603774241499863 0.001422674320052974
