(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.000138152218649912 -5.40593990085971e-05 8.04164758241803e-05 -6.6408071287972e-05 6.89165952603439e-06 -6.49049228754763e-06 -3.17074170763076e-06 9.58891033910306e-07 2.47738769167095e-06 -5.00924666366337e-06
covarage -5.40593990085971e-05 0.00029951151382513 0.000436990590807213 -0.000434688163531019 -7.88828108802623e-06 9.90793233485987e-06 4.54075319679048e-06 1.41393830008027e-06 -6.36103131517205e-06 3.7700869287093e-06
covarsex 8.04164758241803e-05 0.000436990590807213 0.00151510780604823 -0.00140760850669101 -8.27597420572161e-07 7.04389890939091e-07 1.48167023735273e-06 4.60018819918328e-06 -1.14942826164371e-05 -2.98704283867374e-06
covarage_sex -6.6408071287972e-05 -0.000434688163531019 -0.00140760850669101 0.0013788185662454 3.27566695503264e-06 -6.62561646297454e-07 -3.12279619840233e-06 -3.72674210828038e-06 1.08079415917465e-05 2.61404259565763e-06
covarPC_3 6.89165952603439e-06 -7.88828108802623e-06 -8.27597420572161e-07 3.27566695503264e-06 7.90167992901357e-05 1.09485204093223e-06 -7.23334968911249e-07 -3.26650765136856e-07 5.84915265337652e-06 4.60079392324145e-06
covarPC_4 -6.49049228754763e-06 9.90793233485987e-06 7.04389890939091e-07 -6.62561646297454e-07 1.09485204093223e-06 8.4950560631037e-05 4.61418072844946e-08 -2.80197906689782e-07 -2.89419992777148e-06 -3.67730063897623e-06
proband -3.17074170763076e-06 4.54075319679048e-06 1.48167023735273e-06 -3.12279619840233e-06 -7.23334968911249e-07 4.61418072844946e-08 0.000272273649058466 0.000143417429246761 -0.000271267363251049 -0.000259944912775604
sibling 9.58891033910306e-07 1.41393830008027e-06 4.60018819918328e-06 -3.72674210828038e-06 -3.26650765136856e-07 -2.80197906689782e-07 0.000143417429246761 0.000325532660154132 -0.00030552419924113 -0.000294045513185196
paternal 2.47738769167095e-06 -6.36103131517205e-06 -1.14942826164371e-05 1.08079415917465e-05 5.84915265337652e-06 -2.89419992777148e-06 -0.000271267363251049 -0.00030552419924113 0.00104282878388581 -0.000186880216192809
maternal -5.00924666366337e-06 3.7700869287093e-06 -2.98704283867374e-06 2.61404259565763e-06 4.60079392324145e-06 -3.67730063897623e-06 -0.000259944912775604 -0.000294045513185196 -0.000186880216192809 0.00100333591976486
