 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 1.0105146079966505e-05 7.31866171623996e-08 5.746317773556392e-08 -8.505762111136959e-07 1.3633147945547375e-07 1.494010175256244e-09 -6.84172551364335e-12 -4.850219974322462e-09 4.1601163888448946e-11 1.8986330524395054e-06 -1.5435888678463217e-06 4.1537816803757205e-06 -4.24436488612633e-05 4.645468556161769e-05 -6.73533299733991e-05 4.8609003477561665e-05 -4.085674925350499e-05 -7.457174570044471e-06 -7.946298193064415e-05 -1.2575079018699069e-05 -1.6422809311733437e-05 -5.362569973652319e-05 -1.8157491189855185e-06 -3.297763129300018e-05 -7.676583720447648e-06 5.422585102542274e-06 -4.2900591828722625e-05 -4.907093100429503e-05 5.7372586210211645e-05 1.6094193447289057e-07
yob 7.318661716240225e-08 9.871942350469836e-08 3.570250873067861e-08 1.988373025533138e-07 -3.504456718307735e-08 1.5925797210894183e-09 -1.3998543285731801e-11 4.63426154871551e-10 -4.1293716970978966e-13 3.9383488606190833e-07 7.3406216945978585e-06 5.823171997944207e-07 -6.425825888390482e-06 -1.1683196329938517e-06 -3.372320746049435e-06 -3.690818972654619e-08 -2.6559199967905002e-06 4.544096958994968e-06 -1.6190966994613751e-06 -4.037726317414779e-06 5.847950085033515e-06 -4.876596867672847e-06 -2.6140027316625934e-06 8.641926352474828e-06 2.952656052479687e-06 1.2845827702341188e-07 -2.1284372427748243e-06 2.9869141366440646e-06 -1.1243784109119089e-05 -1.5539935777923544e-08
age 5.7463177738741846e-08 3.570250873053614e-08 1.359092383275528e-05 0.00016973142232966061 -1.3420444140179263e-05 -3.009976857221667e-07 2.0075619462299443e-09 2.983000573411562e-07 -1.9910727963494595e-09 -4.324935424561475e-06 -3.6271202294422325e-06 -1.4564474826747292e-05 -8.695463125093023e-06 1.6469180197462635e-05 5.315569753029279e-06 1.686767278060821e-06 3.77719745735841e-06 -4.759239695424157e-06 1.4081890763147635e-05 1.5216954480503052e-05 -1.5889558372758014e-05 3.010827961894529e-06 -1.4968784968521463e-05 -2.442288591345736e-06 4.853627054460174e-06 -1.1910028059202681e-05 -1.9198819427365397e-05 -1.377887262439482e-05 3.2955284215798715e-05 -1.6254872548364595e-08
sex -8.505762108313272e-07 1.9883730255118412e-07 0.00016973142232995736 0.004467762333799894 -0.0003165478055557022 -3.56512481752356e-06 2.2931688398640393e-08 6.624880318369672e-06 -4.251398746068749e-08 1.6647740657480044e-05 -3.7331529402738355e-05 -8.792414441422947e-05 3.209684794222201e-05 -2.6174775275432696e-05 0.00011805422484757169 9.352246834151159e-05 0.00011868239123321187 -2.2647356693455603e-05 7.049499790497102e-05 -6.914295175498707e-05 -0.00015580513092495536 -0.00023978432281703877 -2.833140444542284e-06 -9.50377573473162e-05 0.00015920410074469097 -9.092546201209425e-06 -0.00010973940262509201 -2.2681151069906285e-05 6.508156211877093e-05 8.494084920935604e-07
age_sex 1.3633147945232245e-07 -3.504456718303494e-08 -1.3420444140201315e-05 -0.00031654780555566414 2.4469688287073446e-05 2.976260989573095e-07 -1.986454243604327e-09 -5.395951907188689e-07 3.5886966703284627e-09 -2.668541996864129e-06 8.552432092748304e-06 1.3120232951282948e-05 -2.1438868912862784e-07 1.7856919134544352e-06 -1.4521047455866567e-05 -4.913236160712475e-06 -1.2183700871817214e-05 6.234837167859355e-06 -8.178315912950908e-06 3.351100725121553e-06 9.752478669595288e-06 1.5149710425522479e-05 2.8769686548119147e-06 1.0695829004735476e-05 -9.150447176249687e-06 -2.202373175215006e-06 1.1422196019682438e-05 2.5970140958954547e-06 -8.22816420007624e-06 -7.590764656571583e-08
age2 1.494010175083838e-09 1.592579721094418e-09 -3.0099768572215004e-07 -3.565124817516445e-06 2.9762609895677785e-07 6.982008229053181e-09 -4.7980611695197454e-11 -6.877925459786155e-09 4.7289390075328594e-11 1.402379768864456e-07 4.281581039050624e-07 4.226462789939092e-07 7.965759151281865e-08 -2.526514064948049e-07 -2.6967669027413e-07 -6.423484511225374e-08 -2.4918316780925603e-07 2.9114168191535813e-07 -4.358824230027456e-07 -4.821176537905893e-07 4.313228195854894e-07 -2.1196259889648345e-07 3.5479230946990595e-07 3.2448401175420094e-07 7.743841963521366e-08 2.62116905654798e-07 3.4590816499448414e-07 3.06939606170339e-07 -1.0749907588102715e-06 -5.133280842405609e-10
age3 -6.841725513474314e-12 -1.3998543285754232e-11 2.0075619462297507e-09 2.2931688398589908e-08 -1.986454243600541e-09 -4.79806116951956e-11 3.3744764743313234e-13 4.723146441102569e-11 -3.323707595862303e-13 -1.2993792124895348e-09 -3.6102009205283395e-09 -3.2092405905667555e-09 -8.023981017027815e-10 1.3989611615088888e-09 1.940194383408004e-09 5.580277640781548e-10 2.116414941498511e-09 -2.4270037734264018e-09 3.1476569533531682e-09 3.5660143751948977e-09 -2.8188554901370803e-09 1.6129764071501968e-09 -2.8961027021605267e-09 -2.808230368677259e-09 -1.2290036315188947e-09 -1.8050962385769781e-09 -2.1830127392491286e-09 -1.6998806201686723e-09 8.116125044416022e-09 6.758817223584341e-12
age2_sex -4.850219974110118e-09 4.634261548720345e-10 2.983000573416309e-07 6.624880318368187e-06 -5.395951907188204e-07 -6.877925459797582e-09 4.7231464411107246e-11 1.235220387115866e-08 -8.452560747386319e-11 6.868680285631284e-08 -2.5684139212379284e-07 -3.6965684053627473e-07 -2.121803096279888e-08 -5.398892900241193e-08 4.036545469391314e-07 8.598387964987999e-08 2.9237550203010373e-07 -1.8928537902688754e-07 2.5528379259788973e-07 2.2485531593223124e-08 -1.8999602260898085e-07 -2.720136497156385e-07 -1.3475844305221197e-07 -3.1549997269110434e-07 1.8786537720102287e-07 4.445610762872411e-08 -2.744513056101991e-07 -4.0023156416419844e-08 2.4400052369490594e-07 1.670298175350691e-09
age3_sex 4.16011638869417e-11 -4.1293716966695595e-13 -1.991072796352493e-09 -4.251398746067411e-08 3.5886966703278655e-09 4.728939007540277e-11 -3.3237075958676097e-13 -8.452560747385718e-11 5.921728385454641e-13 -3.665645417324917e-10 2.019947201207201e-09 2.8565570828087254e-09 2.507185358534362e-10 4.856018882279588e-10 -3.0999644418179226e-09 -3.948048660827378e-10 -1.9977117083192998e-09 1.43939678115543e-09 -2.1727064653967943e-09 -6.898661213502916e-10 1.1384145939723854e-09 1.5498124202763264e-09 1.2989103498245229e-09 2.476507366997846e-09 -1.2797882261736275e-09 -2.008733053437469e-10 1.8761847119438423e-09 -9.683345330778161e-11 -1.8679237075691413e-09 -1.15014078681665e-11
PC_3 1.8986330524414257e-06 3.9383488606193755e-07 -4.324935424543189e-06 1.6647740657842717e-05 -2.6685419968936962e-06 1.4023797688602217e-07 -1.299379212486613e-09 6.868680285698991e-08 -3.665645417371278e-10 0.02613017301774057 0.000469649308519686 0.0017155951667213317 -0.0001366727556268533 -0.0040485336739884015 0.0016704768559697074 0.0037361320111830927 -0.003950378306232368 -0.00035587118700610847 -0.0014420397462196369 0.0008060713797567483 0.004856763946459803 0.0027829001403404685 -0.0016351286157802356 -0.009407195349324451 0.0008072753361738984 -0.0005713821857476384 0.0030661128825148426 -0.000508913106916959 0.0045762602429126 2.262658546611505e-05
