(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.000485569178206696 2.03217743575514e-05 -5.59838650229343e-05 7.20334800786024e-06 1.57648844914678e-05 -8.62952198464086e-07 -5.28056527403081e-05 -6.9896279976184e-06 -4.65069544141822e-06 1.66775870486864e-06
covarage 2.03217743575514e-05 0.000400345110338781 0.000574276845103816 -0.00062571414329668 -5.7982272686742e-06 1.4262277475238e-05 -5.10797166689591e-06 -8.88477561577992e-07 1.32126427556219e-06 2.61145950245713e-06
covarsex -5.59838650229343e-05 0.000574276845103816 0.00144513363811064 -0.00142322595855901 -6.16153096738407e-06 9.9083158331551e-07 7.45628265901004e-06 3.03900458798418e-06 1.82665913850016e-06 -2.32156387222345e-06
covarage_sex 7.20334800786024e-06 -0.00062571414329668 -0.00142322595855901 0.00156382086618446 9.04709775485674e-06 -5.50434753336207e-07 -3.76472908908007e-06 -1.59636652420135e-06 -1.82911340859755e-06 1.22253107839448e-06
covarPC_3 1.57648844914678e-05 -5.7982272686742e-06 -6.16153096738407e-06 9.04709775485674e-06 0.000140603148632363 3.13881071036844e-06 -9.97533480339018e-07 2.73859866492528e-07 6.24895901150288e-06 7.24911696883418e-06
covarPC_4 -8.62952198464086e-07 1.4262277475238e-05 9.9083158331551e-07 -5.50434753336207e-07 3.13881071036844e-06 0.000147961574294974 -8.41038630354997e-07 6.10452734690564e-08 -4.89929876910197e-06 -6.88543022824611e-06
proband -5.28056527403081e-05 -5.10797166689591e-06 7.45628265901004e-06 -3.76472908908007e-06 -9.97533480339018e-07 -8.41038630354997e-07 0.000440263479865624 0.000196346137196832 -0.000400481728465862 -0.000388450976516143
sibling -6.9896279976184e-06 -8.88477561577992e-07 3.03900458798418e-06 -1.59636652420135e-06 2.73859866492528e-07 6.10452734690564e-08 0.000196346137196832 0.000518659776031145 -0.000453556228957836 -0.000442948086335573
paternal -4.65069544141822e-06 1.32126427556219e-06 1.82665913850016e-06 -1.82911340859755e-06 6.24895901150288e-06 -4.89929876910197e-06 -0.000400481728465862 -0.000453556228957836 0.00115800736331493 0.000105853223294416
maternal 1.66775870486864e-06 2.61145950245713e-06 -2.32156387222345e-06 1.22253107839448e-06 7.24911696883418e-06 -6.88543022824611e-06 -0.000388450976516143 -0.000442948086335573 0.000105853223294416 0.00111577112927337
