 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 8.918073913137299e-06 1.7498704618989782e-08 -2.4527306075777912e-06 -1.1045361869783523e-05 7.088249993835332e-07 4.7994866744421805e-08 -2.832932453957015e-10 -1.4536620259764917e-08 9.30252800167764e-11 2.3536194232041896e-06 2.6860192716826353e-07 3.0728147571415745e-06 -3.264901752057521e-05 4.478505340125764e-05 -5.847194976276143e-05 3.800592340162996e-05 -3.504959216125974e-05 -3.425307081016884e-06 -6.31299870936243e-05 -3.918409985686753e-06 -1.3191947732374897e-05 -4.190822697076749e-05 -1.18849746030128e-07 -2.9495377531961857e-05 -5.5746883705740886e-06 4.527359391587677e-06 -3.370191698486897e-05 -4.0413993742496685e-05 5.318143784912023e-05 1.1716687441228951e-08
yob 1.7498704618946584e-08 8.298516897318347e-08 1.2360413022370698e-07 3.5380725311636735e-07 -3.8596456580501884e-08 -4.292472807840978e-10 -1.200525622482398e-12 5.54606974396876e-10 -1.3626736401471395e-12 5.490612702328027e-07 5.9260506087833965e-06 3.8932222197622115e-07 -5.55517365244734e-06 -1.5545544868283326e-06 -2.5905212762385314e-06 1.0385840936768548e-07 -2.1539237473600374e-06 3.765013056338907e-06 -1.3670197614917365e-06 -3.5058675736849606e-06 4.9155692090622396e-06 -4.397340766018764e-06 -2.1394893863312435e-06 7.027928531833877e-06 2.5508085654732308e-06 -2.926682385253203e-07 -1.857961109467732e-06 2.6274073298325693e-06 -9.305304331723096e-06 -1.7538993466208916e-08
age -2.452730607575219e-06 1.2360413022345335e-07 3.258598963389068e-05 0.00048053391031386476 -3.221816613413325e-05 -6.5570332700309e-07 4.106162217287015e-09 6.510601373880767e-07 -4.07988027808497e-09 1.5093321743462625e-06 -1.4676699812424323e-06 -7.1957559655803e-06 -1.856527114382481e-05 -3.564341721201619e-06 1.0727074865508111e-05 1.0341376141659264e-05 6.805854621961116e-06 -1.1038321090803893e-08 9.711350725071697e-06 2.630254348789235e-06 -1.5840036820230432e-05 -9.060682146206972e-06 -2.0496532184194745e-05 -2.5172691019314504e-06 1.8812782084971805e-05 -6.387462921672856e-06 -2.390814345050704e-05 -9.256242665641442e-06 9.047485782235023e-06 -4.417055010112398e-08
sex -1.104536186964773e-05 3.538072531121009e-07 0.0004805339103138406 0.012704552072601608 -0.0008250953672470025 -9.462009858443504e-06 5.819116042503963e-08 1.6331419746197388e-05 -1.007795753893917e-07 1.2726636410887447e-05 7.800229440467858e-05 -3.6335132958103684e-05 -7.980849528331145e-05 -0.00018184335019510336 0.00018362754346879802 0.00020523315009323117 0.0001338479021121074 0.00019320984998797048 5.124546790285138e-05 -0.00010000796634964368 -0.0001551054684713364 -0.00012873111422894833 5.6208336725995246e-05 -0.00024782005420742506 0.0005026355791579211 0.0003044131427532426 -0.00019024570435373595 -0.00012699338586208734 -9.31995967755845e-05 2.5865363503536623e-07
age_sex 7.088249993803398e-07 -3.859645658048331e-08 -3.2218166134138e-05 -0.0008250953672471323 5.54094223576009e-05 6.50396062398231e-07 -4.076889840615332e-09 -1.123337649004354e-06 7.059905684870549e-09 -1.7990991531774837e-06 3.390206426276079e-07 8.306404414307497e-06 5.923130499530793e-06 1.0752483957169273e-05 -1.680065840868552e-05 -1.2914107116546504e-05 -1.1060031477127795e-05 -8.88378420036644e-06 -6.084374118900347e-06 4.656763826492833e-06 9.210496418094595e-06 8.14451897040906e-06 -1.2815791025575712e-06 1.9052766197331526e-05 -2.979668984994944e-05 -2.0872101502099368e-05 1.5685501638108002e-05 9.626216118552105e-06 2.419201037045454e-06 -4.089292033117664e-08
age2 4.79948667443212e-08 -4.292472807771521e-10 -6.557033270031229e-07 -9.462009858444751e-06 6.503960623981887e-07 1.3524987973746275e-08 -8.62769722040692e-11 -1.3424690781938685e-08 8.56446734255778e-11 3.096029154167292e-08 3.111333807432686e-07 2.4202916024208067e-07 2.6318502481075576e-07 8.57349659418423e-08 -3.249312411405412e-07 -2.2696999740854963e-07 -2.5874299639269217e-07 1.5309045604378204e-07 -3.167593577445878e-07 -2.1866766030908282e-07 4.1062380604577313e-07 3.3227232213678406e-08 4.4752062719176156e-07 2.7410968316889755e-07 -2.123810776190635e-07 1.4245855023402554e-07 4.2699082504060026e-07 2.251012853399067e-07 -5.346395780098265e-07 1.1488491431056924e-10
age3 -2.8329324539433053e-10 -1.200525622543242e-12 4.106162217287403e-09 5.8191160425051456e-08 -4.076889840615327e-09 -8.627697220407305e-11 5.591333270595895e-13 8.562429531456489e-11 -5.5482775065497e-13 -6.120479328735214e-10 -2.6731437997985734e-09 -1.944730456370109e-09 -1.7618873178163772e-09 -4.875714978855745e-10 2.1366280389871403e-09 1.5282296370371034e-09 1.990030988645554e-09 -1.4425377108475427e-09 2.2967911203111774e-09 1.906161709087558e-09 -2.656234625216953e-09 1.2588551564192624e-10 -3.3064177246006223e-09 -2.334487122666705e-09 6.129632570228296e-10 -1.0214835510925856e-09 -2.5904346634802042e-09 -1.313397043150672e-09 4.5594762696991434e-09 2.5034428470975284e-12
age2_sex -1.4536620259473165e-08 5.546069743836876e-10 6.510601373882706e-07 1.633141974620231e-05 -1.123337649004503e-06 -1.342469078194171e-08 8.562429531457861e-11 2.3239167329897844e-08 -1.4855942568391632e-10 4.1464005435197076e-08 -8.232184539616294e-08 -2.5294098180122165e-07 -1.265819167235925e-07 -2.092865693216774e-07 4.1513684054869785e-07 2.546185952879519e-07 2.439173547071653e-07 1.2437577376156666e-07 1.892381610781666e-07 -1.1872314233730135e-08 -1.6958668354992588e-07 -1.39805347833714e-07 -3.751359149624311e-08 -4.4601579730100154e-07 5.613546300207499e-07 4.0087909885035997e-07 -3.4041821339342203e-07 -1.9425594748774456e-07 2.4965243080488608e-08 1.0661614957869696e-09
age3_sex 9.302528001474654e-11 -1.3626736400646302e-12 -4.079880278086742e-09 -1.0077957538943395e-07 7.059905684872251e-09 8.564467342560821e-11 -5.548277506551288e-13 -1.48559425683932e-10 9.644293143586352e-13 -1.7233624660739026e-10 8.771418747977649e-10 2.023157667389445e-09 8.28605015341551e-10 1.3197562979604847e-09 -2.9917948604758913e-09 -1.5117814243729429e-09 -1.5987230049717246e-09 -5.477717368039858e-10 -1.6095855840608873e-09 -4.088773084372345e-10 9.677275481478861e-10 7.522562135306297e-10 6.040023523824184e-10 3.0830243698001397e-09 -3.3766308137751934e-09 -2.3530641721149494e-09 2.1960063393351515e-09 1.0156662368321942e-09 -5.037060484511269e-10 -8.164891746350636e-12
PC_3 2.3536194232035815e-06 5.490612702328226e-07 1.5093321743548294e-06 1.2726636411042763e-05 -1.7990991531882788e-06 3.096029154149519e-08 -6.120479328723779e-10 4.146400543542303e-08 -1.7233624660885222e-10 0.022315982115675537 0.0005810311925530399 0.001443947530987614 -0.0003439660769766623 -0.0036553987935428424 0.0016326249566568736 0.0030895836009746905 -0.00330321047007255 -0.0002349732320099992 -0.0011291364917164041 0.00047926156894749836 0.004284544261264058 0.0021694088424712423 -0.0015031119632801504 -0.007803480784290067 0.0006861760515990248 -0.0004287449186600925 0.0026828782169420573 -0.0005159062758733329 0.0037437555714128572 1.9683502957124053e-05
PC_4 2.6860192716506974e-07 5.9260506087835845e-06 -1.4676699812359813e-06 7.800229440464826e-05 3.3902064262831964e-07 3.1113338074313105e-07 -2.673143799797649e-09 -8.23218453961522e-08 8.771418747975517e-10 0.00058103119255305 0.07563263480547593 -0.0019928144357523954 0.004337969901855935 -0.0027576819846475177 -0.00036538385861168576 -0.002869827201183153 -0.0007134320218179236 -0.005283042540632356 0.0012535885094653153 0.003644720300115097 -0.007289247786126354 -0.005002392821431581 0.005607826197139164 0.004473534570284221 -0.00228311249228984 0.0014718367551986922 -0.003396486726946476 -0.00035253122416756 0.0028545244272784 -3.026564387533644e-05
PC_5 3.072814757139681e-06 3.893222219762987e-07 -7.195755965595246e-06 -3.633513295846241e-05 8.306404414329788e-06 2.420291602423752e-07 -1.9447304563719124e-09 -2.529409818016422e-07 2.02315766739192e-09 0.0014439475309876173 -0.001992814435752392 0.09907195963706894 -0.0023823869147430294 -0.00349564388205364 -0.0007902437006632307 0.0038839799063742735 -0.0070862411819106255 -0.001126925068309555 -0.007602782332333341 -0.005597675661010253 -0.0003722810353713146 -0.006834182975762765 0.005795583484237754 -0.011871548600769681 0.004328789070427051 0.0027426185221528067 -0.0010775464148489438 -0.0012088534032699031 0.007067133674561647 3.830782960607267e-06
PC_6 -3.264901752057408e-05 -5.555173652447243e-06 -1.8565271143829532e-05 -7.980849528312784e-05 5.923130499515968e-06 2.63185024810841e-07 -1.7618873178168518e-09 -1.265819167232486e-07 8.286050153391585e-10 -0.0003439660769766555 0.004337969901855957 -0.0023823869147430255 0.12554527192833065 0.002366119799008402 0.00366892304180073 -0.005145644406639589 -0.004099708464384143 0.0024582082468967664 -0.005767532394170675 0.0009352005071957307 -2.240188429187557e-05 -0.010083530479024397 0.006294123770285527 0.011154040419901055 -0.002955866988462196 -0.00044537857534547213 -0.005198544101176056 -0.0018005973317586391 -0.004167767015257157 -8.484106229879072e-06
PC_7 4.47850534012543e-05 -1.5545544868282061e-06 -3.56434172102945e-06 -0.00018184335019069033 1.0752483956867836e-05 8.573496593832035e-08 -4.875714978632714e-10 -2.0928656931548064e-07 1.3197562979210915e-09 -0.003655398793542824 -0.002757681984647519 -0.0034956438820536967 0.002366119799008376 0.1569718779699901 0.005665668419836453 -0.0012635271943971203 -0.0064632843139467815 0.0059959879555415325 0.004434057087543107 0.01495687593046915 0.004683627876094185 -0.014941911762993589 -0.010822847779785528 0.012961406524769572 -0.00657525252728248 -0.00456001771908702 -0.000855871032776999 0.0052818851588264295 -0.0064216720179837705 1.681585643305409e-05
PC_8 -5.8471949762763014e-05 -2.590521276238461e-06 1.072707486559784e-05 0.0001836275434709884 -1.680065840883239e-05 -3.249312411423687e-07 2.136628038998691e-09 4.1513684055167385e-07 -2.9917948604945976e-09 0.0016326249566568718 -0.0003653838586117069 -0.0007902437006632559 0.00366892304180071 0.005665668419836329 0.1683610695568066 0.00649614852231353 0.006880837752427678 -0.0027801067727211025 -0.0025042033645817415 -0.007581872300810013 0.00531106711246258 0.014639042127106863 -0.008959817168322368 0.005245479416180569 0.010290437365990496 0.002247769106173281 -0.0004911265234044116 0.0008325907275396609 -0.007185451445108452 8.87892882663433e-06
PC_9 3.800592340163438e-05 1.0385840936754561e-07 1.0341376141594908e-05 0.0002052331500917359 -1.2914107116441876e-05 -2.2696999740721402e-07 1.5282296370285289e-09 2.54618595285756e-07 -1.511781424358731e-09 0.0030895836009746857 -0.002869827201183148 0.0038839799063743042 -0.005145644406639581 -0.0012635271943971635 0.006496148522313457 0.22516081400550492 0.007095125160707443 0.0009181940695002195 -0.012232566013157923 0.005591684548151322 -0.0019692514670095257 -0.0020240515640882048 -0.008914703259530685 -0.004877299466329623 -0.004128411149925043 -0.0004687988441870022 -0.00014020310003719317 -0.005495918590091141 0.010342157978972843 7.113106243000505e-06
PC_10 -3.5049592161255614e-05 -2.1539237473601767e-06 6.805854621967587e-06 0.0001338479021123018 -1.106003147714055e-05 -2.5874299639283277e-07 1.9900309886464828e-09 2.439173547074187e-07 -1.5987230049733138e-09 -0.0033032104700725343 -0.0007134320218180092 -0.007086241181910634 -0.004099708464384135 -0.0064632843139468005 0.006880837752427668 0.007095125160707487 0.2740981448293225 0.014035204020922192 -0.006803317919355183 -0.0033175385334215505 -0.00023974805740195715 0.008936533414250313 0.0018845728324944295 -0.0025345041837898496 0.00767447409981899 0.0032489299854742823 -0.002188941445565776 -0.001454306279373138 -0.007195006759469032 4.25786655028859e-05
PC_11 -3.425307081018631e-06 3.765013056338925e-06 -1.1038321065314418e-08 0.00019320984998841937 -8.88378420039654e-06 1.5309045604326262e-07 -1.4425377108442507e-09 1.2437577376217888e-07 -5.477717368078557e-10 -0.0002349732320100008 -0.005283042540632364 -0.0011269250683095607 0.0024582082468967486 0.005995987955541496 -0.0027801067727211038 0.0009181940695002395 0.014035204020922168 0.2557272350062249 0.0027790645383047063 -0.0019062495117234182 0.00964307890178736 0.01288152188285652 -0.0033628252746444594 0.007931794091139095 -0.007835557671261706 -0.0037272181422400336 -0.00010761983799786592 -0.0013090443800187989 0.01650861174863114 1.1212529187766018e-05
PC_12 -6.312998709362381e-05 -1.36701976149191e-06 9.711350725138413e-06 5.124546790436689e-05 -6.0843741190024365e-06 -3.1675935774595585e-07 2.2967911203198537e-09 1.8923816108024387e-07 -1.6095855840739966e-09 -0.0011291364917163996 0.0012535885094653056 -0.007602782332333367 -0.005767532394170686 0.004434057087543044 -0.0025042033645817268 -0.012232566013157874 -0.006803317919355155 0.0027790645383047046 0.2858204220711584 0.012915574892070607 -0.0005812979559490359 -0.008479544504506947 0.004742522803000439 0.014692325174897951 0.00884900877769143 0.008003851080153243 0.007610432457573174 0.008931546331593213 0.0033813951472275857 1.435860897647766e-05
PC_13 -3.9184099856853654e-06 -3.505867573685017e-06 2.6302543487913766e-06 -0.00010000796634950112 4.656763826483531e-06 -2.186676603091252e-07 1.9061617090878038e-09 -1.1872314233549831e-08 -4.0887730843831113e-10 0.0004792615689475003 0.0036447203001150927 -0.005597675661010254 0.000935200507195739 0.014956875930469123 -0.007581872300810013 0.005591684548151325 -0.0033175385334215453 -0.001906249511723431 0.012915574892070607 0.29886287248620497 0.0117600491226849 -0.0007391929319187227 -0.006094258423054941 0.01412627700677461 0.008158190834277977 0.0022312509375998677 -0.014707962715911129 -0.01134360386340415 -0.004513743991447792 4.907509531346031e-06
PC_14 -1.3191947732376e-05 4.91556920906237e-06 -1.5840036820218506e-05 -0.000155105468471332 9.21049641809204e-06 4.1062380604551595e-07 -2.6562346252152418e-09 -1.6958668354983562e-07 9.677275481471098e-10 0.004284544261264049 -0.007289247786126358 -0.000372281035371318 -2.240188429189032e-05 0.0046836278760942355 0.00531106711246261 -0.0019692514670095426 -0.0002397480574019824 0.009643078901787373 -0.0005812979559490077 0.011760049122684912 0.29139418660946015 -0.001563329143106374 -0.0011246767855083292 0.005224499808156587 -0.0024658374173134236 -0.0024020251140099346 -0.0016598684348887122 -0.02127447212691747 0.005851705608959131 1.2998281262956825e-05
