 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal gpp gmp
intercept 0.0010347517758359846 -2.009901394583657e-06 0.00014033379276343698 0.0002836544829910755 -5.2037995119298775e-05 -5.51525071314439e-06 6.159691011390056e-08 2.293536093125194e-06 -2.7674851396350294e-08 -0.00042733274076943683 0.00011617669442660287 -0.0002988695321539292 0.0003507356745283039 0.0006871045681603147 -0.0003697954282867687 -0.0004289255098058591 -0.00029464696391969534 -0.0007911967022221725 -0.0008422199887284682 2.7303973602780846e-06 -0.0006654678711247716 -0.000626603418805234 -0.00032235069279868485 -0.0008949397853769183 -0.0007010971656465675 -0.00018914978539961237 -0.00013741307195048595 0.0010955147269792285 0.0010094808821533255 -1.6316097852575999e-06 7.487737062052918e-07 1.2608252633687438e-05 -2.335857509247665e-06
yob -2.00990139458284e-06 8.24489728078192e-07 7.15151416504389e-07 5.963844119170537e-06 -7.071396734297344e-07 -5.49258427821567e-09 5.6592494268893095e-11 1.7964650898166318e-08 -1.285030648127597e-10 8.025086218833338e-06 0.00010878524709934432 3.043664406563325e-05 -6.877105391636357e-05 5.618265416069864e-06 -6.646688718470581e-05 -9.671895801350163e-06 -2.9281214658959695e-05 8.51459645184371e-05 -6.047399641692708e-06 -6.81539849169551e-05 6.17296890197396e-05 -5.801759987706967e-05 -8.948149525596705e-07 7.635533053069863e-05 4.389968151553498e-05 -1.1984901273022236e-05 -1.2599904052793616e-05 3.676662594782658e-05 -0.00011051869545537133 -5.747868738466144e-08 -7.763400567692959e-08 1.852631072277738e-07 -8.155328320641886e-08
age 0.00014033379276336906 7.151514165048021e-07 9.480290651029407e-05 0.0007734607941029697 -9.152340781270059e-05 -2.9864562766406673e-06 2.768565445577522e-08 2.906329248611662e-06 -2.6973381011490593e-08 -1.897816784049048e-05 8.420362870481719e-05 1.057426798100073e-05 -1.092585866166082e-05 -0.0001722160399713993 -0.00012002945862744406 -9.520540317464662e-05 -0.00016017984376572985 -0.00015886423234847218 -7.841071508249387e-05 -3.0891215453258146e-05 -2.9049867238706394e-05 -0.0001486673482433752 3.618707646726678e-05 -0.00010163150851826245 6.4540238042642615e-06 -0.00019816745499851918 -0.00018019436196532002 9.8332088464572e-05 7.056583212508628e-05 1.0875972631349327e-07 2.0293949064331823e-06 4.292853652272701e-06 -6.831912243133142e-06
sex 0.0002836544829902111 5.963844119156655e-06 0.0007734607941027679 0.012703427118732936 -0.001292172065447691 -2.299504474429922e-05 2.0510494336351776e-07 3.775361303270575e-05 -3.3217156895846136e-07 7.722578561724116e-05 0.0009314922349702513 0.0008162529810795887 0.00023221513470385256 -0.0030232977800998704 -0.0008859729234866627 -0.0002075939214849337 -0.0005258446410426216 -0.003041981153183149 -0.0009083865238401093 -0.0013089091584242674 0.00016865568813850652 -0.0025520658461269485 0.00011700838101149404 -0.002636515612541442 -0.000770594960885486 -0.0023321323384949016 -0.0012467687692734892 0.00013629729301278804 -0.0009419719807952056 1.5341464693350322e-06 3.129576238920998e-05 6.802134222432882e-07 -4.992895940098857e-05
age_sex -5.2037995119159516e-05 -7.071396734296983e-07 -9.152340781266315e-05 -0.0012921720654475606 0.00014687874655525894 2.9011346034610437e-06 -2.6986709876313363e-08 -4.575705606268978e-06 4.200992185042026e-08 -2.0222045706329123e-05 -0.00012163672268018989 -0.00011961365807881882 -2.3496497847338245e-05 0.000309173080118411 4.2962629996828244e-05 5.764750306015922e-05 0.0001015678653631074 0.00034084007583387474 7.81096040573208e-05 0.00014196711421415883 -3.8696364864787496e-05 0.0002511337314366715 8.591597236519657e-06 0.0002857427834926799 9.721559818607234e-05 0.0002997802489653183 0.00015042206492333487 -3.563816116807379e-05 9.934258979343941e-05 -5.03603832009304e-07 -2.497813900865999e-06 -3.5156319054032807e-07 4.557331369935954e-06
age2 -5.515250713141895e-06 -5.492584278216465e-09 -2.986456276640392e-06 -2.299504474430324e-05 2.901134603461983e-06 9.921673367960845e-08 -9.540667584713624e-10 -9.674761990327728e-08 9.31679985460206e-10 6.033511315594504e-08 -4.998822430180437e-07 -2.929709427360273e-07 -1.5015230323303865e-06 6.6271559347994715e-06 9.521053976106859e-07 3.2963758993155005e-06 4.6675579746078065e-06 8.027828501691626e-06 1.7174882677873137e-06 5.096281347042857e-07 1.7331163925018612e-06 4.183664025331253e-06 -1.0916137873143445e-06 4.506970568691841e-06 1.836642951594544e-06 6.558058978977483e-06 4.243967610013129e-06 -4.8869044653891415e-06 -2.0962089977288234e-06 -1.2525307553239047e-08 -5.589657215304977e-08 -1.3573467458372095e-07 2.038980828458478e-07
age3 6.15969101138758e-08 5.659249426891004e-11 2.7685654455770988e-08 2.0510494336354015e-07 -2.6986709876320447e-08 -9.540667584713093e-10 9.455377428068407e-12 9.328470166645529e-10 -9.254514238215145e-12 2.163364825648634e-09 1.2530565115831984e-08 5.31169457100732e-09 1.615458732533828e-08 -5.928359427455817e-08 -4.866337967249443e-09 -3.6489228642990807e-08 -4.5321382516430153e-08 -8.107892359899348e-08 -1.6881355982556794e-08 -1.2686332957942758e-08 -1.51108865648652e-08 -4.369435409909781e-08 1.386204287082087e-09 -3.848533712262648e-08 -2.825228240633298e-08 -6.610425693202779e-08 -3.3417412151053006e-08 6.555850945549292e-08 4.4870397196334455e-09 1.478809022455701e-10 4.646310368704222e-10 1.1974744260922967e-09 -1.7276376620109668e-09
age2_sex 2.2935360931205634e-06 1.7964650898104197e-08 2.906329248610068e-06 3.77536130326985e-05 -4.575705606268587e-06 -9.674761990323547e-08 9.328470166642152e-10 1.4939637979995337e-07 -1.4207742321159283e-09 1.0238635832309672e-06 4.10479123130725e-06 4.249332408060446e-06 8.378466012406633e-07 -9.00398385813973e-06 -6.013545551095465e-07 -2.344628493454659e-06 -4.444069473395782e-06 -1.1097935451527206e-05 -2.1358360865355334e-06 -4.2844413457874674e-06 1.228466032924218e-06 -6.715426821919517e-06 -1.5810734976569046e-06 -7.842646233633861e-06 -3.768748706841691e-06 -1.0328376149507123e-05 -4.804949929390621e-06 1.4886486545175957e-06 -3.5254943296113533e-06 2.282128340625636e-08 6.156667019113228e-08 1.0187419358599819e-08 -1.2546555552381435e-07
age3_sex -2.7674851396301808e-08 -1.2850306481248314e-10 -2.6973381011473232e-08 -3.3217156895836374e-07 4.2009921850413543e-08 9.316799854597299e-10 -9.254514238211182e-12 -1.4207742321158334e-09 1.3910425036270737e-11 -1.2648128853201833e-08 -3.781113497821382e-08 -4.032023749028473e-08 -1.1684408618551155e-08 7.785427541912971e-08 1.9457100708880015e-09 2.427947808884892e-08 4.7169866370410216e-08 1.0616925826207508e-07 2.0629433731239267e-08 3.948956081666597e-08 -9.136485676036984e-09 5.2478518740210686e-08 3.0081124416242866e-08 6.218814881125749e-08 4.744535088265393e-08 1.0194674247656221e-07 4.547295617710708e-08 -1.8146861999438493e-08 3.6332512157772216e-08 -2.615099389962993e-10 -4.6228568663241666e-10 -6.142016076292046e-11 1.0082700100615196e-09
PC_3 -0.0004273327407696092 8.025086218833e-06 -1.8978167840593088e-05 7.722578561630581e-05 -2.0222045706213666e-05 6.033511315933647e-08 2.1633648256159875e-09 1.0238635832271698e-06 -1.264812885316556e-08 0.1696900429875415 -0.012551120182704687 0.004150572610800089 0.019397874756565188 -0.00024030167883810392 0.015546667955197593 0.0180321659364873 -0.03359663168627779 -0.02126480461842631 -0.016205245114821052 0.02864376658074567 0.010381498664506555 0.038759655048632456 -0.010211508665113679 -0.07419201066322731 -0.01957456310452608 -0.008335345539756846 0.022660798514935826 -0.024518981759778218 0.05495185056098628 6.476416788731942e-05 -1.5083268440880835e-05 0.0002429090351045584 1.4566469035260601e-06
