(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal gpp gmp
(Intercept) 0.000975327920582158 0.000760597000461537 9.0939408356422e-05 -0.000100720613257501 -4.96967680634835e-05 3.85680809602065e-06 -4.53439279046408e-05 2.34034171575412e-05 9.11075716134441e-06 -4.49903103710946e-06
covarage 0.000760597000461537 0.00218019950075266 0.00242111567928525 -0.00347615798693491 -3.05111903428518e-05 8.65158317716642e-05 -1.82746740982508e-08 -3.09479044213028e-05 8.84579623991142e-05 -2.14124986829743e-05
covarsex 9.0939408356422e-05 0.00242111567928525 0.0060603538802081 -0.00795101152030285 -1.07561481201956e-06 3.04749477943021e-05 3.02285121507174e-07 -3.60993457555971e-05 -1.26097231230759e-05 5.51846530180288e-05
covarage_sex -0.000100720613257501 -0.00347615798693491 -0.00795101152030285 0.0113090386275729 7.1377053133664e-06 -2.38608506692147e-05 -1.60811005281662e-05 5.2762808639171e-05 5.60202646545368e-06 -7.73134395907711e-05
covarPC_3 -4.96967680634835e-05 -3.05111903428518e-05 -1.07561481201956e-06 7.1377053133664e-06 0.000513092224572092 -3.88833660132528e-05 1.03779515132654e-05 -2.06637793409479e-05 4.40562442904441e-05 3.31034441073922e-05
covarPC_4 3.85680809602065e-06 8.65158317716642e-05 3.04749477943021e-05 -2.38608506692147e-05 -3.88833660132528e-05 0.00051066083742596 -1.76709382472095e-05 5.5224665029622e-06 1.11815380394568e-05 -2.76805637493289e-05
proband -4.53439279046408e-05 -1.82746740982508e-08 3.02285121507174e-07 -1.60811005281662e-05 1.03779515132654e-05 -1.76709382472095e-05 0.000652817811513331 -0.000319778461678877 1.33365029172231e-05 -2.64602910381472e-05
paternal 2.34034171575412e-05 -3.09479044213028e-05 -3.60993457555971e-05 5.2762808639171e-05 -2.06637793409479e-05 5.5224665029622e-06 -0.000319778461678877 0.00352630507488095 -0.00295163735590324 -0.00268148272142236
gpp 9.11075716134441e-06 8.84579623991142e-05 -1.26097231230759e-05 5.60202646545368e-06 4.40562442904441e-05 1.11815380394568e-05 1.33365029172231e-05 -0.00295163735590324 0.0136595002219812 -0.00795202703595708
gmp -4.49903103710946e-06 -2.14124986829743e-05 5.51846530180288e-05 -7.73134395907711e-05 3.31034441073922e-05 -2.76805637493289e-05 -2.64602910381472e-05 -0.00268148272142236 -0.00795202703595708 0.0132616908087146
