 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal gpp gmp
PC_8 -0.0005139256716359226 -0.00013442736723282342 -0.007280570491116515 0.0001392265722994734 -8.921438582484779e-07 0.13787547895110533 -0.06004853928326926 -0.21976513666299868 -0.4799202032720794 -0.13729895902631084 5.587148461151794 -0.07099543493129783 0.28263470507955724 0.4582987811137999 -0.2128437155060362 0.13555255470174787 -0.00774782480941819 0.633019980965471 -0.5224636944185725 0.21214974943297504 0.33874175564744197 0.2515918059411149 0.25102918751136605 0.1594118762993769 -0.4215325543527009 0.0007657407549904982 -0.0006286635690266454 -0.025343183852111574 0.026024428876024668
PC_9 0.00558845326134224 0.00011733696343660643 -0.0078032400075720475 0.00012886762353074034 -7.192121411501715e-07 -0.032666110963913524 -0.23113538029089298 -0.06389066928614133 0.44059133355948943 0.06702006762042241 -0.0709954349313057 7.179464479040122 0.8982490597632389 -0.19439748487111277 -0.2697650968305527 -0.12264886276401621 -0.08635819838205906 -0.23929247191510322 -0.30155816695103316 -0.41608953823078487 -0.027267404326151816 -0.10423819707102945 -0.21770213928464754 -0.30715809577372943 0.23404083822707433 0.0010949521699280147 -0.0016016992251416623 0.014229881557830528 -0.010012769021554182
PC_10 0.0002461467546660357 -0.00032459760211925434 -0.0031509574819319325 5.7532307858335176e-05 -3.7061680845069944e-07 -0.19735741328233772 0.10849726656203683 -0.36421555234908287 -0.10538057401525738 -0.40739764353970137 0.2826347050795477 0.8982490597632427 9.85589004507484 0.7999738254131943 -1.2171659047397152 -0.6555630099051513 0.17286094971577606 -0.046656739275179424 0.47657446953377935 -0.05197640441094364 0.15472895165374514 0.06852333943555619 0.4040968831892301 -1.023821841829352 -0.7575852963560462 0.0018557878435241227 0.003615034333914654 -0.006989619811597687 0.003226321157020513
PC_11 0.00453281902338548 0.0006556252877389621 -0.006427031209405021 0.00010893672440185103 -5.404890994489234e-07 -0.04378781745804252 -0.3181841568167465 0.06045734094258488 0.17253186521574346 0.21678854856959198 0.4582987811137946 -0.19439748487111222 0.7999738254131956 8.496720670610976 -0.10727253657142753 0.739186722451295 -0.4383544089301921 0.5777220597263052 -0.17979819323618074 0.5276555516042212 0.002214065930938977 -0.10873471110349485 0.18482359497151696 -0.21643368941991173 0.6062212486925487 -0.00016879919626032502 0.0011602540916568883 -0.009248066773837231 0.00842632513373887
PC_12 -0.018682505251136114 -7.588908653761054e-07 0.020038922795613007 -0.0003377473405824154 1.859323418174267e-06 -0.08158289272821896 0.005438888967576252 -0.5013098773867467 0.024947667462577785 0.825666301916078 -0.21284371550604628 -0.2697650968305451 -1.2171659047397285 -0.10727253657144142 9.432479404830886 0.3753556963520351 1.0690480536298737 0.40061978047149693 0.42684268887283844 0.337976665693248 0.7025078848178887 0.11240930013728631 -0.06007811164648626 0.4165144710280495 -0.050333298039457394 0.0012943576509257377 -0.0023045581863858806 0.036728309057496474 -0.03294762758624714
PC_13 0.0008360801093365735 -0.00036473821448321713 -0.0012817879049579117 2.2305419710780322e-05 -1.5437245463084188e-07 0.09313571712806494 0.2575800259696692 -0.1298790558406695 -0.01812182269020385 0.19034532125499423 0.1355525547017468 -0.12264886276401775 -0.6555630099051434 0.7391867224512976 0.37535569635205945 9.019166135883614 -0.022700460994975646 -0.8202630496642652 -0.3706509217782803 0.728930963930601 0.957127376168702 0.31684891206751975 -0.653376494736256 -0.15369678455537608 -0.8679389548131039 -0.000517489553720478 0.001631658365526981 -0.02915356083266175 0.028428849716362756
PC_14 -0.004611756620288573 0.0007419795233289334 -0.010511098979947932 0.00023356679520413235 -1.600407250414225e-06 0.10339271796772248 -0.06506487620862408 0.00041148145760556894 0.13650401952492033 0.43977561665293996 -0.007747824809427023 -0.08635819838206153 0.17286094971578464 -0.4383544089301883 1.0690480536298916 -0.022700460994989246 9.9555858035988 0.08635687160181836 -0.44801570015751896 0.40777973638148435 -0.4976408256966984 -0.4896132878643439 -0.18576405821896969 -0.8047223413254841 0.3627264718060664 -0.00011209442521868111 -0.0025948539163512517 -0.023364547189945496 0.03007265696628215
PC_15 -0.005273627276119664 -0.0009078758796563761 0.006160379525645879 -0.00011476271217981685 6.190120685422098e-07 0.08728182446756934 -0.18894197095214207 0.02155012046108653 -0.5814148667004303 -0.5825257813861373 0.6330199809654717 -0.23929247191510516 -0.046656739275180034 0.5777220597263042 0.40061978047148905 -0.8202630496642662 0.08635687160181833 12.165760134995194 -1.2124576587628622 -0.6773747767895154 1.2139913996658005 0.29338262028227097 0.6944262621943994 -0.052243258046135915 -0.9409925817547841 0.00028316017511696517 -0.0033164051720895524 0.010036779425235648 -0.00673712213695677
PC_16 0.004021443937705409 0.00014054083762411436 -0.0022262748272315245 2.883667310636839e-05 -7.332827419058832e-08 -0.08745747936955658 0.29847299706353314 0.13214357680019978 0.16452768386267375 -0.0860210525471876 -0.5224636944185738 -0.30155816695103715 0.47657446953378035 -0.17979819323617982 0.4268426888728472 -0.3706509217782815 -0.44801570015751857 -1.2124576587628617 9.760951537050543 -0.13689638328621612 -0.1781369783761763 0.2665174290345133 -0.23861643462521476 -0.2620261619950634 0.001556156835329928 -0.0011996146031362893 0.003469728556474863 -0.012131747685166358 0.005597705755181185
PC_17 -0.012646058722837462 0.00045820142166768345 0.011577581906191443 -0.00019078275454447924 1.0557820898885357e-06 -0.3273565786617587 0.07059763463172589 -0.3514639649373013 0.49525659721235993 0.6242585256345456 0.21214974943297762 -0.41608953823081285 -0.05197640441092504 0.5276555516042272 0.33797666569327167 0.728930963930601 0.40777973638150067 -0.6773747767895132 -0.13689638328621256 12.408710268512102 0.2396155965344905 0.44042651844796465 -0.723018843548194 -0.6086540719574651 -0.018911123781892743 -0.0006577351712163229 0.0015353812236444395 -0.050780673863243225 0.048858316402634244
PC_18 -0.00019764168157809816 0.0005190781426480858 -0.011182174575751559 0.0002322809814945038 -1.5005463264471495e-06 -0.030675658937265142 -0.2342027216408491 -0.3701947927792416 -0.02630524751518853 -0.3323626605709957 0.33874175564743114 -0.027267404326169774 0.1547289516537696 0.0022140659309472176 0.7025078848179407 0.9571273761686959 -0.49764082569668866 1.2139913996657998 -0.1781369783761735 0.23961559653448133 11.892897118461859 0.41386742628210893 0.48698936345858457 -0.9277696983308439 0.5432058557663673 -0.00238533448770217 0.0035557047255718685 -0.05964793363021235 0.05269797315120043
PC_19 0.011984343335781652 8.732466166809781e-05 -0.013884592469907845 0.00023012891111321882 -1.231640181146158e-06 -0.018950124864115413 0.041887051109305955 -0.18901130379259756 0.087335039557317 -0.3438466815677094 0.25159180594111086 -0.10423819707102915 0.06852333943556191 -0.10873471110349141 0.11240930013729622 0.3168489120675188 -0.4896132878643456 0.29338262028226814 0.2665174290345131 0.4404265184479547 0.4138674262821063 11.837084161429576 0.00213910462557564 0.27005950069849266 0.4139994804689293 0.0024737165981337677 -0.0012412460887543956 -0.017094415973299165 0.0176780895281492
PC_20 -0.008824164613218872 0.0001772324151015551 0.008145854030734192 -0.00013331801169056486 7.322476087131756e-07 0.1430952446614118 -0.21263983425931693 -0.04018583707996043 -0.33174830645682946 -0.12312085650998814 0.25102918751136866 -0.21770213928464827 0.404096883189223 0.18482359497151268 -0.060078111646486444 -0.6533764947362538 -0.1857640582189753 0.6944262621944006 -0.2386164346252175 -0.7230188435481887 0.4869893634585776 0.0021391046255761132 15.259023178888693 -0.43828768889068237 -0.8869633661655346 -0.0005439722873841127 0.004235646952551632 0.019972615467777843 -0.02661503722885703
PC_21 -0.00203244926257824 0.0001615411213205893 0.002923529462952946 -3.9899594525087634e-05 2.2236843835120162e-07 -0.06581407560180286 0.06781847802140525 -0.08879107035695037 -0.030698190617105943 0.23934453677731707 0.1594118762993816 -0.3071580957737228 -1.0238218418293528 -0.21643368941991203 0.41651447102805245 -0.15369678455537378 -0.8047223413254875 -0.0522432580461368 -0.26202616199506634 -0.6086540719574784 -0.927769698330838 0.27005950069849144 -0.4382876888906841 14.011548784098226 1.0311858431785121 -0.0027461315634533185 -0.002588535484729119 0.010236962261090358 -1.3061196802930852e-05
PC_22 0.0025589382307732575 -0.0009738643085323973 -0.0027618980142908563 5.8714006687589976e-05 -4.703009370274128e-07 0.15349354459956288 0.37621837949818765 0.19457642101157524 0.08159526984463411 -0.3237985437232869 -0.4215325543526929 0.23404083822707084 -0.757585296356046 0.606221248692553 -0.05033329803946257 -0.8679389548130988 0.3627264718060704 -0.9409925817547893 0.0015561568353334692 -0.01891112378189072 0.5432058557663825 0.41399948046893414 -0.8869633661655354 1.0311858431785101 12.862508317678257 -0.0019016705467096036 0.003349234405469042 -0.0037530356856913987 -0.0030889487784383474
proband -3.651304355201677e-05 -6.000353462573938e-07 5.192835586544946e-05 -9.797491255372617e-07 5.877581851373089e-09 0.0004116110258772559 -0.0013564413834929773 -0.00029063185578274585 -0.0003140169675343143 -0.00019769418735338684 0.0007657407549904532 0.0010949521699281232 0.0018557878435240982 -0.0001687991962603297 0.001294357650925905 -0.0005174895537205448 -0.00011209442521873712 0.0002831601751168959 -0.0011996146031360735 -0.0006577351712163532 -0.002385334487702407 0.002473716598133666 -0.0005439722873841518 -0.0027461315634533198 -0.0019016705467093586 0.0003041927260699664 -0.00015358219464543373 3.679677456851109e-05 -2.5615004653793465e-05
paternal 0.00013602228209856417 -3.1518847514536513e-07 -0.00010645771175072395 1.5721278947412844e-06 -7.271557067979588e-09 -0.0007944409962067098 0.0009389602269854858 0.002345316590712636 0.0016312784290651852 -0.0018413902726627238 -0.0006286635690264396 -0.0016016992251422421 0.0036150343339123353 0.0011602540916570492 -0.002304558186383695 0.0016316583655272409 -0.0025948539163507416 -0.00331640517208954 0.0034697285564752258 0.001535381223644876 0.0035557047255709694 -0.0012412460887549688 0.004235646952551665 -0.0025885354847288242 0.0033492344054681924 -0.00015358219464543368 0.0018712584490752652 -0.0026228680012258436 -0.0004759427078960374
gpp -0.0006977890336185052 -1.6248878989106047e-05 0.000387816005324664 -4.836530190250466e-06 1.5961448219279648e-08 0.001460447469971889 -0.0036256977223330456 0.006897341238440744 -0.014551640474912381 -0.002786355559087638 -0.025343183852115283 0.01422988155763546 -0.0069896198117566635 -0.009248066773887216 0.03672830905726782 -0.02915356083265607 -0.023364547190099665 0.010036779425222072 -0.012131747685121867 -0.05078067386322759 -0.059647933630277504 -0.017094415973293087 0.01997261546778636 0.010236962261149268 -0.003753035685652114 3.679677456846752e-05 -0.0026228680012260227 0.360829424805621 -0.3557007963038921
gmp 0.0005417856558084737 1.7079804929606137e-05 -0.00030258109110640216 3.949372631341663e-06 -1.415372144684431e-08 0.0007248482003916846 0.0019152069616284585 -0.010775118352864582 0.011944995397573243 0.006649423009928897 0.02602442887602921 -0.010012769021185164 0.0032263211572155274 0.008426325133786446 -0.03294762758600644 0.028428849716350957 0.03007265696638274 -0.006737122136940723 0.005597705755160904 0.048858316402608265 0.05269797315127321 0.017678089528143277 -0.026615037228862364 -1.3061196764172077e-05 -0.0030889487785166194 -2.561500465374968e-05 -0.00047594270789585134 -0.35570079630389245 0.3566666486207889
