 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband sibling paternal maternal
intercept 2.3192429427209088e-05 3.782759174535349e-07 -2.7012757384725014e-06 -2.34167069490663e-05 1.739018763915733e-06 4.732340127356599e-08 -2.426419592096846e-10 -3.7447357522317244e-08 2.4585371564839337e-10 1.0829484931034568e-05 -6.124437984103495e-05 -4.182058949649846e-05 -8.08727097279639e-05 8.211858765818802e-05 -8.813747466990177e-05 0.0001170916864912512 -0.00013066566892535868 -1.2280362295525278e-05 -0.00014237085410904264 -1.879243109533131e-05 -5.594411503448359e-05 -0.00012643068721961744 3.605752143869083e-06 -7.98836539698923e-05 2.4918117258491963e-05 1.839854466043091e-05 -2.729610125653094e-06 -0.00011178290247252514 0.00010869416510918078 1.1118949161736629e-07 1.196040386463666e-07 2.804807543697647e-07 -6.948829953700321e-07
yob 3.7827591745339215e-07 1.428222961050094e-07 4.1003516693447557e-07 1.751306454922059e-06 -1.3450309249447363e-07 -4.690594969612615e-09 2.054815414442617e-11 2.2458996460491295e-09 -1.012382099919355e-11 3.0017585025897685e-06 7.365384239501419e-06 -4.837506599846492e-07 -9.499451615164873e-06 -5.9043571083921115e-06 -3.241660367744078e-06 2.4847058335890432e-06 -5.842513127008643e-06 6.939359798297529e-06 -5.022917068708679e-06 -8.281521080665832e-06 9.066071708494197e-06 -7.1226271968475185e-06 -1.5830152430116038e-06 1.2974128431544205e-05 6.483032125750021e-06 6.712466876750546e-07 -1.8001052172392232e-06 4.231350480589779e-06 -1.9169091912097825e-05 -1.5061940389629376e-08 -5.862262250251899e-09 3.2019555520991075e-09 -4.0812924430544166e-08
age -2.7012757385045544e-06 4.1003516693554855e-07 5.736957628313584e-05 0.0008126495776412512 -5.366962802457999e-05 -1.1300051664162621e-06 6.96532960648244e-09 1.069026279153023e-06 -6.619876848277851e-09 2.1429844387256856e-05 5.5013699968146857e-05 4.247290825966545e-05 -1.0431190925306837e-05 4.678979110679328e-05 -6.808366988559568e-06 -3.2656202841170506e-06 -6.248558909835027e-05 1.1327042151443523e-05 1.0960011949735337e-05 2.0096988760441666e-06 -1.9059682528484988e-05 -6.8013331115692e-05 -4.0604583592132335e-05 1.7719807459994617e-05 3.057116677297215e-05 -4.820303734773673e-06 -1.2106920448626786e-05 -5.3064890457269515e-06 2.7819955666647654e-06 5.2623239798696265e-08 -7.898970811171176e-09 1.1215736806471679e-07 -4.664390698076923e-07
sex -2.3416706950126037e-05 1.7513064549018167e-06 0.0008126495776414568 0.022277668336751957 -0.0014218383253602536 -1.5720065875020464e-05 9.546961109807641e-08 2.771108966806761e-05 -1.688722653876613e-07 0.00017862902446669356 0.0005645644627620905 0.0006249348266439533 0.00037079363240330747 -9.586790621015541e-05 -0.00010202534136821493 0.00035286391003033605 -0.0007191739012472041 -0.0001885368231659734 0.00039067460396626663 -0.0002872982560898798 -0.00023003456230156778 -0.001354171429350038 -0.0003514364255574308 -0.0005514455908161661 -0.00010233567716363585 0.0005825020319946141 -0.00022915622224489387 0.0004317039451482395 0.00016111365695081444 3.6117543614064325e-06 3.1709547830339836e-06 1.3984012099703245e-05 -2.0234082939891124e-05
age_sex 1.7390187640369976e-06 -1.3450309249260624e-07 -5.366962802458228e-05 -0.0014218383253600025 9.44412153110318e-05 1.0665607768851904e-06 -6.607719721584508e-09 -1.8905770754795965e-06 1.175080421602741e-08 -1.5013291567824592e-05 -2.9835260491312184e-05 -2.6112638981491806e-05 -1.7086997932902995e-05 9.691364034431395e-06 1.2947954818301112e-06 -2.4544636557121736e-05 3.765461987023639e-05 7.0788387217106175e-06 -2.8927296482241626e-05 2.3025315462088503e-05 1.5988966920611385e-05 8.281619757074952e-05 2.9829965501258467e-05 3.734237179812752e-05 3.54878347841852e-06 -4.283240385776169e-05 1.1364998407570679e-05 -1.7243230794766257e-05 -2.2258816818337587e-05 -2.892986066386656e-07 -2.163920498475e-07 -8.357411297753264e-07 1.2510155617489707e-06
age2 4.73234012743801e-08 -4.6905949696077005e-09 -1.1300051664161963e-06 -1.5720065875014677e-05 1.06656077688503e-06 2.2824482149134677e-08 -1.4334323214130013e-10 -2.1697552050475024e-08 1.3670928387065792e-10 -3.0452661797882254e-07 -5.039289301272678e-07 -4.953910731524367e-07 1.6221746344028123e-07 -7.714228378777914e-07 -9.106478175985759e-08 4.7226941417072546e-08 9.398430397528187e-07 -6.742354555088915e-08 -4.977454609658468e-07 -2.7758410531994165e-07 5.798630166058726e-07 1.1219302364967823e-06 9.94713586535473e-07 1.943933662661755e-08 -3.473055203696784e-07 1.125056921370458e-07 1.3796396626797358e-07 1.672258687933087e-07 -7.630242748123314e-07 -2.492374833079033e-09 -7.714856133153281e-10 -7.240155907510744e-10 8.283947896688491e-09
age3 -2.4264195921563994e-10 2.054815414424297e-11 6.9653296064815985e-09 9.546961109803344e-08 -6.607719721583028e-09 -1.433432321412936e-10 9.14291561879378e-13 1.3669433952718994e-10 -8.74003637052157e-13 9.613215160140076e-10 1.4329537796641047e-09 1.3602743787509471e-09 -1.5823947099921484e-09 4.59926863518562e-09 7.787513538044681e-10 -1.583983884298288e-10 -5.0780847908183926e-09 9.943979403130988e-11 3.825279971146676e-09 2.346585002642172e-09 -4.220763320170843e-09 -6.380026838312571e-09 -7.55637221935541e-09 -1.1690035846956494e-09 1.0221535124703145e-09 -7.584567925930099e-10 -2.47575263819943e-10 -1.131614522025244e-09 7.50293393929614e-09 2.225375583398284e-11 9.937121639152022e-12 -5.2978703174792025e-12 -4.6514691631344475e-11
age2_sex -3.744735752501655e-08 2.2458996459957884e-09 1.0690262791528983e-06 2.771108966805894e-05 -1.8905770754793536e-06 -2.1697552050474984e-08 1.3669433952719932e-10 3.8635433236068245e-08 -2.4420323473114907e-10 3.3797733069329754e-07 4.837312407740477e-07 2.4948551389045606e-07 2.5121177815447756e-07 -2.2580463602470883e-07 3.950202366125113e-08 5.222217380391027e-07 -6.224124267309129e-07 -7.353357427688232e-08 6.658921003807073e-07 -4.247817997827033e-07 -3.6001353972023183e-07 -1.5350551154306826e-06 -7.256441762173539e-07 -7.726466069926562e-07 -3.7784349689557464e-08 9.288012845187767e-07 -1.408085612918266e-07 1.9107224380291927e-07 6.665114263184612e-07 6.5190527560545475e-09 4.968153178656292e-09 1.4594808845916857e-08 -2.3812386924565174e-08
age3_sex 2.458537156534371e-10 -1.012382099908029e-11 -6.619876848276356e-09 -1.6887226538758892e-07 1.1750804216024655e-08 1.3670928387064124e-10 -8.740036370521135e-13 -2.4420323473112435e-10 1.5665181343989419e-12 -2.147970525723958e-09 -2.4642163541904454e-09 -7.669982839515164e-11 -1.1114354549917832e-09 1.5160959022966574e-09 -5.082269542775456e-10 -3.4413978259329343e-09 3.327431452186963e-09 1.9479815317319965e-10 -4.67864118956741e-09 2.2866814801038382e-09 2.5136992394099605e-09 8.929064578442165e-09 5.0772863362792285e-09 4.880862959049142e-09 -1.3159876358783557e-11 -6.168141711368724e-09 2.1975025836817548e-10 -7.403425993801503e-10 -5.389736580773236e-09 -4.4802701954475493e-11 -3.500464794296709e-11 -7.814226043271957e-11 1.4204286183119722e-10
PC_3 1.0829484931009105e-05 3.0017585025894653e-06 2.1429844387298646e-05 0.0001786290244677362 -1.501329156789915e-05 -3.0452661797969175e-07 9.613215160195685e-10 3.379773306948662e-07 -2.1479705257340977e-09 0.04958515670520278 -0.00043215874827884864 0.0019139355759267413 0.001572184575212053 -0.009295703126718766 0.0019481975620597384 0.005324258226110019 -0.005357602786996762 -0.0023322937428691395 -0.0036521243546251666 0.0032383237881746765 0.009744960463201807 0.005291454271075301 -0.003713252087564989 -0.018498971812594144 0.001496584208177375 0.00038632725532029074 0.002930322799468649 -0.004211975018869637 0.012453423473774082 -3.469910918663397e-06 2.8604825164843284e-07 5.1524806144012936e-05 4.9029287581518835e-05
