 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal gpp gmp
intercept 0.0009705768459615051 -2.4827704865201507e-06 0.00023479926284165447 -0.00027273783084642795 1.2011844658139051e-05 -7.2425881667566685e-06 6.850699515312377e-08 -3.544761407313415e-08 -1.8841640677010955e-09 -0.000514140785741805 6.292429556030039e-05 -0.00034516148102566073 0.00040225322591111613 0.0005821739681224512 -0.00030658096367679953 -0.0002704700048736126 -2.5116519061313785e-05 -0.000469378696110924 -0.0009560283396083362 -0.0001989328217568949 -0.0005117399449919467 -0.0004064362724113596 0.00016191391911453114 -0.0003491579015381828 -0.0003204207544876059 3.845026223477949e-06 -0.0007828451203102637 0.00040666489497540677 0.000971216100146887 1.5585442828099572e-06 1.7152269547483109e-06 4.866719083234481e-06 1.825039518302115e-06
yob -2.4827704865231903e-06 7.005048450772564e-07 2.693629012595305e-08 -2.680954347883993e-06 -1.8813159074641965e-08 1.2535974147199183e-08 -9.923021585933673e-11 1.2886098361453053e-09 -4.611035486944076e-12 6.017187222197896e-06 9.409853569251859e-05 2.6413173716595466e-05 -6.900776814652642e-05 1.9357684877213357e-05 -5.3264861490480776e-05 -6.619072092561577e-06 -3.2543139708222675e-05 6.000832104459984e-05 1.6041931556047265e-06 -5.485340064589188e-05 4.5227503232584536e-05 -6.279034907370294e-05 -1.3114696601709252e-05 6.757858834815303e-05 4.391340603222814e-05 5.134800473669413e-06 -1.2632846781901517e-05 3.470243341026003e-05 -8.99422741122999e-05 -4.21045838053238e-08 -1.2160210329555265e-07 1.4013661271156144e-07 5.207825746807923e-08
age 0.00023479926284217804 2.693629013500633e-08 0.0003553317249756191 0.004160493898259345 -0.00035357163233777557 -9.261264074214656e-06 7.527960402494136e-08 9.215872341968298e-06 -7.490950179397305e-08 -2.1460220958490716e-05 -7.377267444569622e-05 -0.0003119357023101569 4.964127567747547e-05 -1.863459410218879e-05 0.0001525493682208164 -0.00010429454998536725 8.2468122082436e-06 -1.999096361781436e-05 2.0888752599423276e-05 -0.00029639246345896736 -0.00015693302439516885 1.827566777925053e-05 -0.00016192494819417514 -0.00016276441329147166 6.492763960598792e-05 0.0002572372559596221 -0.00044901231675230867 -0.0003439292573779562 0.00040819508406654694 2.858098221608136e-06 1.5141506347033259e-06 -5.086574481932271e-06 2.369084966908154e-06
sex -0.00027273783083445186 -2.6809543478638926e-06 0.004160493898263735 0.09869790874887968 -0.008027394683350238 -0.00010537784458829607 8.366933167964124e-07 0.00020270923278737418 -1.6092755171816475e-06 0.0002493348349124319 -0.00016769568938686724 -0.004280977776056508 0.0034267889013422257 -0.0026310620527176982 0.0010677959329536552 -0.0016105942558428097 0.0007054196331756012 -0.0004635668245524015 0.0030734810191970978 -0.0063938826682498305 -2.4758542989796747e-05 -0.000976697420878705 -0.0027353798556034167 -0.0077869360526492785 -0.0020996911282268826 0.003647932288946909 0.0007323223363632118 -0.004499514617803965 0.0022305263230383726 4.02378572133253e-05 -7.04799022784639e-06 -5.198432950659434e-06 -3.3148845729194435e-05
age_sex 1.2011844657069864e-05 -1.8813159076904747e-08 -0.00035357163233815363 -0.008027394683350182 0.0006741039578815622 9.21665684856213e-06 -7.491724642998519e-08 -1.7465085490877e-05 1.4157216214267124e-07 -2.992491336398151e-05 2.5654135343654817e-05 0.00033675493786868726 -0.0002647390255658191 0.0002323717668426232 -9.625449555614975e-05 0.00014488621461497132 -2.9115861759589572e-05 6.656408110120374e-05 -0.00023404736539950065 0.0005434091401297699 -5.970998436633851e-05 8.481125165341764e-05 0.0002762043073900604 0.0006816374249934791 0.00024216437290946427 -0.00014156812453822935 -4.660594698593935e-05 0.0003788082391191024 -0.00018601537674503717 -3.816179954314975e-06 6.647917498703355e-07 2.617799384141894e-07 3.191218895856801e-06
age2 -7.242588166771742e-06 1.253597414718846e-08 -9.26126407421411e-06 -0.00010537784458816606 9.21665684855097e-06 2.47977220069925e-07 -2.0606661315819283e-09 -2.46501915745924e-07 2.048432794571288e-09 6.747914245322504e-07 4.347805800859938e-06 8.37264299389416e-06 -3.314148359949406e-06 2.2107247784561515e-06 -5.212483859134558e-06 3.0973549675105453e-06 -9.5427616796045e-07 2.772601212478627e-06 -3.0385715965788317e-07 6.959840017031601e-06 4.027644042908197e-06 -1.4910846142825116e-06 3.3809826474025733e-06 6.241612128193556e-06 1.2169025609495855e-06 -4.2946891075433235e-06 1.0030876427862437e-05 7.834066451493852e-06 -1.1140318411026829e-05 -8.619886686843864e-08 -3.5186608379736845e-08 9.106676525583059e-08 -2.3211506318111023e-08
age3 6.850699515324195e-08 -9.92302158587055e-11 7.527960402493197e-08 8.366933167952239e-07 -7.491724642988307e-08 -2.0606661315817935e-09 1.7469373777753183e-11 2.0483471989698626e-09 -1.7364348874927628e-11 -7.358571660918261e-09 -3.223911022842955e-08 -6.700564071737829e-08 3.2996254779246715e-08 -2.415676712386387e-08 3.972304117982617e-08 -2.992629217936632e-08 9.16047128193388e-09 -3.04386614255508e-08 -4.649789955886247e-09 -6.335836214640423e-08 -2.5971695686213003e-08 7.972952460437474e-09 -2.5851628108040812e-08 -5.165803526064285e-08 -2.7641916475717916e-08 1.5169528504510063e-08 -7.525925929878877e-08 -5.042081433566674e-08 7.746768302819158e-08 7.797992553492473e-10 2.3004100660394487e-10 -5.014742217568297e-10 1.4386273246022212e-11
age2_sex -3.544761404524886e-08 1.28860983613512e-09 9.215872341978068e-06 0.0002027092327873702 -1.746508549087669e-05 -2.465019157462143e-07 2.048347198972519e-09 4.630618752051623e-07 -3.829382962795833e-09 9.130704068520219e-07 -7.439406292559544e-07 -8.07982277127529e-06 6.799349916129614e-06 -6.62360376175289e-06 2.5315663608818748e-06 -3.6193903298695547e-06 2.585637663513468e-07 -2.656828805694484e-06 5.177996848832314e-06 -1.4337563318615224e-05 2.8408497888338236e-06 -1.7938856612518996e-06 -8.383936041938042e-06 -1.7655227388458705e-05 -8.502938926587518e-06 -5.389631511911005e-07 1.2601175429296554e-06 -1.0416482467088821e-05 3.938575753860583e-06 1.1071048552000601e-07 -2.562320130653466e-08 6.867505239560541e-10 -9.022322267382847e-08
age3_sex -1.884164067951403e-09 -4.611035485419497e-12 -7.490950179405096e-08 -1.6092755171815626e-06 1.415721621426646e-07 2.0484327945736205e-09 -1.736434887494902e-11 -3.829382962795729e-09 3.2254798774908384e-11 -7.91211614992434e-09 6.4618537438403466e-09 6.27324494625595e-08 -5.891008055562856e-08 6.07429340970018e-08 -1.9084432879614926e-08 2.6998744759224632e-08 -1.6189716293145058e-09 2.932060736920051e-08 -3.319922276291112e-08 1.2155938586717518e-07 -3.169440923052341e-08 1.02565942589174e-08 7.780211425365928e-08 1.3736112727203897e-07 9.186429116051782e-08 3.682181008616644e-08 -9.613279772123072e-09 9.102713095898176e-08 -2.0439407690172215e-08 -1.0042957028584411e-09 2.9955336602809065e-10 -6.942260068823763e-11 7.628060214025773e-10
PC_3 -0.00051414078574189 6.017187222197608e-06 -2.146022095810541e-05 0.00024933483492235443 -2.9924913364825938e-05 6.747914245220772e-07 -7.358571660834365e-09 9.1307040687417e-07 -7.912116150106099e-09 0.15268810548033954 -0.009597164151834536 0.002838342876168001 0.011362099843555214 -0.0030209732289058293 0.013637002520011562 0.015433217329133973 -0.036124414528307634 -0.01616940654595262 -0.014496820209478897 0.021609953498188377 0.011088688547547808 0.03194729649824796 -0.012985642797161653 -0.07538789141876306 -0.01817139895556428 -0.008350509528852915 0.02772396766944053 -0.015307730709429956 0.04721150506187754 7.171185335019998e-05 -8.883994345665062e-05 0.0002821011061513776 4.864038446280027e-05
