 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
intercept 0.0010398878015736935 -3.545599415036381e-06 0.0002617015120695074 -0.0003533050867088537 1.7042667816201068e-05 -8.040450762074852e-06 7.535861091548126e-08 -1.4082984333604178e-07 -1.17060417597997e-09 -0.00032291661380814306 0.00029269568111216194 -0.0005038143233818091 -0.00013267637493837424 0.0008206314796267609 -0.0015485257423005791 -0.0002757823669246367 -9.450729270268961e-05 -0.00012101488434556919 -0.000615292153558309 0.0002045821901891481 -0.0003051278915421907 1.4111216864489383e-05 0.00010441885952753242 -0.0006429399671840572 -0.0010543734241026997 -0.0001185992828862134 -0.001028027486420254 -0.00022744093671900003 0.0020740453593849845 9.770771702168196e-07 6.837541355689584e-06 2.2633655085078804e-07 -1.0128892407860164e-05
yob -3.5455994150376765e-06 1.313347440084841e-06 1.3949663353875457e-06 -2.081380542187372e-06 -1.845848681619427e-07 -6.463822341987513e-09 3.649680590186979e-11 5.5149418528319585e-09 -3.235813137144098e-11 1.2587313730209765e-06 0.00022173864707078627 5.680406654569526e-05 -0.00012639600442739004 1.7778376361289615e-05 -0.00010964056179348357 -1.3534398028035835e-05 -5.1931859807176575e-05 0.00010403833787096322 2.7756741818446123e-06 -0.00010106940147410745 8.505437241479231e-05 -7.916668005539438e-05 -2.738106117146048e-05 0.00012394726810678705 7.264837776382487e-05 -2.6534174367427043e-05 -1.0825256679579683e-06 8.710083951472934e-05 -0.0002061420950958326 -1.7633239394777935e-07 -4.139895903321474e-08 1.4530697275633893e-07 -2.3613087616214073e-07
age 0.00026170151206907067 1.3949663354119608e-06 0.0005499630089390276 0.0064701173400668185 -0.0005379592097629494 -1.3936576297137629e-05 1.1007199730286129e-07 1.3665699419858266e-05 -1.0794302826383234e-07 1.15454176031694e-05 -0.0001452608116208637 -0.0003007638809355964 -0.00015041060002094354 -0.000242789618296376 9.90572218921617e-05 -1.0892682780831809e-05 -0.0005067673690569754 -0.00011901097766443772 0.00012750258835728408 -0.0002016815380568734 -2.4616942817927048e-05 0.0002701919780726641 0.0001196153867906804 -0.0002512973865735606 0.0002192741624957877 -0.0003202394384868139 0.00018983692494744888 1.3143854070426387e-05 -6.968000369724055e-05 7.147538885848625e-07 9.792375167717289e-06 2.596186474994654e-07 -1.3256573084136966e-05
sex -0.0003533050867165554 -2.081380541973052e-06 0.00647011734006423 0.15169433669471363 -0.012095055820632996 -0.00015956650737176893 1.2311428977275365e-06 0.0002984149430441593 -2.308241059486072e-06 -0.002396011718841356 -0.002183588639425684 -0.00433989746306527 0.0039473100402810735 0.002621475780397111 0.0014241314623825742 0.0037937614388963976 -0.00807897154504 -0.00256574280683402 0.006941309236479606 0.0009108009657857505 -0.005071564058395978 0.0024377888936466113 -0.003384114192671527 -0.0034956821980696084 0.002111572816132544 -0.004792909453971631 -0.0015509404586740792 -0.0014188952583926275 -0.003341706169092742 9.734871780267274e-06 5.1556407874802156e-05 4.735602114846605e-05 -0.0001029423169822748
age_sex 1.7042667816815536e-05 -1.8458486816980978e-07 -0.0005379592097627153 -0.012095055820632831 0.0009966808115790065 1.3663502197895868e-05 -1.0794986542656232e-07 -2.5243115134396624e-05 1.9939978515542754e-07 0.00017809119392445718 0.00019509607246690668 0.0003591452888865011 -0.0002932114574745065 -0.00016744804487302983 -9.163029673630055e-05 -0.0002946516336496161 0.0006124154151357365 0.0002946053436935059 -0.0005754645999777373 -6.879355401890111e-05 0.00042277072501463735 -0.0001421454766081494 0.00033876844978353077 0.0003206409992330693 -2.7546328875171315e-05 0.0004811970343641997 0.00016991478391823684 2.9741729315893693e-05 0.00032783996796044266 -1.1828184512287061e-06 -4.052275444205744e-06 -5.2556599442210755e-06 1.02700137710354e-05
age2 -8.040450762065316e-06 -6.463822342215386e-09 -1.3936576297137939e-05 -0.00015956650737184512 1.3663502197902439e-05 3.6329433785606235e-07 -2.934444730471772e-09 -3.5631396751763796e-07 2.8778773302006722e-09 -3.058130979710475e-07 8.575810733572881e-06 9.10576522380664e-06 5.689975631256022e-07 9.59712396138417e-06 -5.045188685002687e-06 5.627053522392791e-07 9.896172636238732e-06 4.8403955674804676e-06 -4.736199025852261e-06 3.878352879750342e-06 1.4911097335923787e-06 -8.783231949887518e-06 -3.4234364884792215e-06 8.901988105958588e-06 -1.0999288124500885e-06 8.827903642212514e-06 -6.271554832329161e-06 -2.76164733116805e-06 -1.5623950185439785e-06 -3.3592318344260676e-08 -2.417790593198947e-07 -4.154088290914726e-08 3.5912004887391504e-07
age3 7.535861091540506e-08 3.6496805902859135e-11 1.1007199730286485e-07 1.2311428977281877e-06 -1.0794986542661841e-07 -2.9344447304718203e-09 2.418171280202494e-11 2.878195954577455e-09 -2.3713485158209592e-11 1.597391412113775e-11 -5.994491128827303e-08 -7.301390322259703e-08 -5.554881098684175e-09 -8.630042546441524e-08 2.913182530482255e-08 -1.465126846930506e-08 -6.929499206771573e-08 -3.148719248608494e-08 4.815823778991874e-08 -3.8169605250184886e-08 -1.1544671138388926e-08 6.889250700573337e-08 2.120397991300824e-08 -6.7978163514626e-08 -1.324684933279207e-08 -7.914552208201215e-08 4.646107870049906e-08 4.7434038631989856e-08 9.683615733204569e-09 3.367103376852885e-10 1.875421560569761e-09 5.262800618464863e-10 -2.972514600062035e-09
age2_sex -1.4082984335472124e-07 5.51494185338987e-09 1.3665699419852325e-05 0.00029841494304414944 -2.5243115134396248e-05 -3.563139675174663e-07 2.878195954575992e-09 6.545134523403832e-07 -5.2751115720695e-09 -4.4851507633980005e-06 -4.640736328410846e-06 -8.692269881230605e-06 6.730797908269714e-06 3.0159181204461008e-06 1.5646827715764613e-06 6.824717269646378e-06 -1.4997249189515738e-05 -8.202868216667385e-06 1.5065077574169545e-05 1.970915908429531e-06 -1.1664541983447477e-05 2.9779573350847944e-06 -1.0399975377863763e-05 -8.718503290978368e-06 -2.2340227179371054e-06 -1.5078959917817072e-05 -5.3928989910478395e-06 1.1438167421621184e-06 -9.15450132667921e-06 3.5189082019887895e-08 1.0878117226927438e-07 1.5000467824925215e-07 -2.981761409226809e-07
age3_sex -1.17060417585135e-09 -3.23581313725704e-11 -1.0794302826378231e-07 -2.3082410594859692e-06 1.993997851554225e-07 2.8778773301992884e-09 -2.371348515819778e-11 -5.275111572069448e-09 4.330158185369685e-11 3.712506624367191e-08 3.5408954698667776e-08 6.487298856028107e-08 -4.828253718963577e-08 -1.6606263720485465e-08 -4.13006231986636e-09 -4.311961815584389e-08 1.1753678041678956e-07 6.651192549006334e-08 -1.246960115899347e-07 -1.3022870775970541e-08 1.0598045662671409e-07 -2.1599602662095013e-08 9.731054087810474e-08 7.09092271688167e-08 3.423836976082426e-08 1.3733235606786825e-07 5.609161343881834e-08 -2.0405694745412816e-08 7.655967908195621e-08 -3.3225894977797224e-10 -9.402299833636796e-10 -1.2472918438258306e-09 2.6184808762552976e-09
PC_3 -0.00032291661380811585 1.258731373021689e-06 1.1545417603041427e-05 -0.0023960117188436673 0.000178091193924664 -3.0581309796768095e-07 1.5973914093511888e-11 -4.485150763403599e-06 3.712506624371902e-08 0.2806650804457574 -0.00867827675234655 -0.008607526806839657 0.008473250694817946 -0.013178984738168344 0.0427385636469509 0.02572989444372579 -0.05942206146321792 -0.025056643374548077 -0.017485275777196753 0.05877023908342002 0.029673175722474573 0.05652207920465394 -0.03818222627844595 -0.12019723390366532 -0.02983738149079932 -0.02641206236984241 0.04743273371570821 -0.02659169446474122 0.08548244009854807 0.00016023318384989158 -5.7608659597148115e-05 0.00035215966149116924 0.00017215302262171803
