 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 9.689925040116771e-06 3.4269840218580535e-08 -1.356619361914406e-06 -6.544656655875669e-06 4.3227222625444083e-07 2.694224336936207e-08 -1.542741420578382e-10 -9.457854307828359e-09 6.367112600759872e-11 4.039469487182128e-06 -1.6953012701765905e-06 2.725659547279294e-06 -3.74008626073344e-05 4.721800043305702e-05 -6.550886505642887e-05 4.5716831847353126e-05 -3.783796499561566e-05 -3.733662730581491e-06 -7.274401111744372e-05 -5.878003714750784e-06 -1.7300977210992644e-05 -4.927446078914333e-05 -6.570460715976351e-08 -3.3024935136432375e-05 -1.3396184843019554e-06 2.903469206848275e-06 -4.129640200509577e-05 -4.496190047143456e-05 6.011829413058773e-05 -5.6783327752851593e-08 1.9993265645501225e-07 -9.476640369675367e-08
yob 3.426984021860387e-08 9.576297405334477e-08 1.3783258675460378e-07 6.328541151165362e-07 -5.8593441461434326e-08 -3.9827993496216534e-10 -1.9570803420675207e-12 8.979715827265238e-10 -3.0370296792611e-12 6.835974589381064e-07 7.012407409957116e-06 5.075078580393364e-07 -6.649930820471729e-06 -1.5611564929318933e-06 -3.0447922188276244e-06 3.269287473428966e-08 -2.5772737494261e-06 4.484699173332416e-06 -1.674747376362359e-06 -4.110557432320076e-06 5.795012317459625e-06 -5.259820182665288e-06 -2.4089580547172372e-06 8.216943417750261e-06 2.6863937317817886e-06 -1.9874495809274161e-07 -2.0974179678174695e-06 2.966686714921836e-06 -1.084847960752143e-05 -9.948430875960678e-09 -5.463894955239273e-09 -1.5568507499198984e-08
age -1.3566193618996063e-06 1.3783258675522402e-07 2.445854735604712e-05 0.0003494671581743948 -2.428559732696605e-05 -5.026701798135797e-07 3.1993131178648235e-09 5.021508890924412e-07 -3.19842129532501e-09 9.843613394280963e-07 -8.019008434530405e-06 -9.185246126054582e-06 -2.0362476299497973e-05 3.228662623584907e-08 9.73432176350563e-06 6.359022466703422e-06 -4.3427811508469954e-06 6.04546525638621e-08 4.2611433988991024e-06 8.933875416783438e-07 -1.7576551073584802e-06 -1.053606090332234e-06 -2.2098611371242203e-05 4.4639290539278964e-08 -1.3770544269190649e-05 -1.8294206229592964e-06 -1.4437764152187901e-05 -1.163558476901709e-05 9.460251282536458e-06 -1.5267576762284973e-08 7.916351138759171e-08 5.0381850807465854e-08
sex -6.544656655583717e-06 6.328541151293095e-07 0.00034946715817310716 0.009473776006455128 -0.0006241355844557296 -6.939361234925148e-06 4.2969271817017127e-08 1.2477346122795536e-05 -7.756963081966684e-08 4.462207078194296e-05 2.5529369739726272e-05 -0.00014529596681640405 3.5478537029457214e-05 -0.00016916588645094166 0.0002014909984632384 0.00015831345329285503 2.144030339814845e-05 0.0001436528817809824 -5.946272169413342e-05 -0.00019085664812506565 -7.830624445453245e-05 -7.0131411409525e-06 8.749976784793825e-06 -0.00015621268464947606 -4.004746599111894e-05 0.00023474114136810145 -4.9443610911278725e-05 -3.971348202807201e-05 -0.00016653599765840914 3.7985645105220455e-07 6.505280613839256e-07 8.028503534010322e-07
age_sex 4.3227222624595075e-07 -5.859344146260723e-08 -2.4285597326879967e-05 -0.0006241355844558771 4.328031465880564e-05 5.010927965139692e-07 -3.1926882846204686e-09 -8.963888096308344e-07 5.721348054909717e-09 -4.0171597326983265e-06 4.572368698862788e-06 1.6373130974887132e-05 -1.5311439005795101e-06 9.905098147803025e-06 -1.8972266425611117e-05 -1.0046297200177644e-05 -4.679298456799141e-06 -5.121084885497791e-06 1.850075157546341e-07 1.0316222176519975e-05 4.309776541551113e-06 4.111457143268698e-07 1.6408507535666703e-06 1.3957594379188167e-05 4.581086613755472e-06 -1.6451716332982344e-05 7.866134224650184e-06 4.918803558670066e-06 7.076499941102535e-06 -3.357278833507336e-08 -1.021877115356471e-07 -2.8718212154394258e-08
age2 2.694224336915296e-08 -3.982799349728572e-10 -5.026701798136698e-07 -6.939361234954651e-06 5.010927965159522e-07 1.0711786633562251e-08 -6.996385040431776e-11 -1.0685893177061846e-08 6.979464351908838e-11 5.3915896764729116e-08 4.88001096632903e-07 3.0327914779823557e-07 2.7705452484538897e-07 2.7453636106450242e-08 -3.241157612191152e-07 -1.5776684057429658e-07 -7.093590368102506e-08 1.8407097729605665e-07 -2.3458275099042093e-07 -2.1402263762839452e-07 1.5881650840452512e-07 -1.473251271813359e-07 4.880340213180956e-07 2.6215386385761206e-07 4.3277452898749345e-07 6.5044935868499e-08 2.469056773534497e-07 2.774546615556298e-07 -6.022367793277012e-07 -2.0505423664455748e-10 -2.1699890061589978e-09 -1.091999129332888e-09
age3 -1.5427414205863196e-10 -1.957080341988734e-12 3.1993131178658323e-09 4.296927181721907e-08 -3.192688284634092e-09 -6.996385040432697e-11 4.667112187933592e-13 6.976031073591105e-11 -4.652492542366354e-13 -8.380614867507106e-10 -3.878650458590374e-09 -2.4259996825867215e-09 -1.8752584800867144e-09 -1.493360946906636e-10 2.1483104901098503e-09 1.1416752960122765e-09 9.52729986784668e-10 -1.7415593824466907e-09 1.8593567523502795e-09 1.9755213474816427e-09 -1.1644966772873377e-09 1.2728437818735885e-09 -3.6601053066395503e-09 -2.3676260578546093e-09 -3.3844757074405816e-09 -6.083213511095859e-10 -1.5501462911595752e-09 -1.6128383744366312e-09 5.188537916371238e-09 3.816834646472008e-12 1.5045183385779968e-11 7.219233320651988e-12
age2_sex -9.457854307575993e-09 8.979715827345608e-10 5.021508890906962e-07 1.2477346122801126e-05 -8.963888096310054e-07 -1.0685893177021799e-08 6.976031073563515e-11 1.91003470499943e-08 -1.2476299976029067e-10 8.584991004701488e-08 -1.7836376533855334e-07 -4.295768987563177e-07 2.0891194890040215e-08 -1.945556144021321e-07 4.751800495010711e-07 2.0090141542345276e-07 1.2969201450419495e-07 4.0701039628604065e-08 8.460975311169395e-08 -1.1100987691783451e-07 -7.378219635968099e-08 1.376463408332815e-08 -9.931217753173783e-08 -3.603447153261803e-07 -1.0239834213104723e-07 3.0793664642545576e-07 -2.035981443334055e-07 -1.0777899647459605e-07 -6.172577434718241e-08 7.241941934206549e-10 2.608175809585482e-09 4.2395352990156967e-10
age3_sex 6.367112600813929e-11 -3.0370296794529938e-12 -3.198421295314271e-09 -7.756963081971577e-08 5.721348054911741e-09 6.979464351883862e-11 -4.652492542349102e-13 -1.2476299976030993e-10 8.315268923175977e-13 -4.2476601465812403e-10 1.531466234483192e-09 3.208245995111946e-09 -7.865237636452283e-11 1.2477959196713634e-09 -3.4508272753660482e-09 -1.176401066112382e-09 -9.42151596442561e-10 1.220387309664758e-11 -1.0767538933204655e-09 1.27977833783587e-10 3.7707844688394133e-10 -1.9182495490893785e-10 1.018910724004412e-09 2.618214129913563e-09 6.277727623053079e-10 -1.7392193908970502e-09 1.4386664633773804e-09 4.564167927419282e-10 6.984129512298916e-12 -5.858923719371747e-12 -1.7360845200233506e-11 -2.052632732971139e-12
PC_3 4.039469487182216e-06 6.835974589381318e-07 9.84361339379656e-07 4.462207078103898e-05 -4.017159732632308e-06 5.3915896765772495e-08 -8.380614867575857e-10 8.584991004559022e-08 -4.247660146487215e-10 0.02493669060244347 0.0005747139916515066 0.001695784470737544 -0.0003261237919978569 -0.0041673665268882705 0.0018214458559967304 0.0036156442654508287 -0.0036994984793275194 -0.00018244611144238723 -0.0012095059882225685 0.0005757664895601559 0.004921585970765094 0.0024828756101725018 -0.001707674216733514 -0.008928927094579861 0.0008466602491939326 -0.0004738217550517771 0.0031059087259199245 -0.0005021046055965492 0.004341704659853841 -1.9486096276952618e-07 2.2688540688593738e-05 2.4714843215658424e-05
