 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
intercept 0.0006886093180848249 -2.147562378000208e-06 0.00011257335431193206 -0.0003400973722848892 1.8530206661456937e-05 -3.973502702828249e-06 4.072298579761414e-08 -2.1654898017029552e-07 -3.9708954760717347e-10 -0.0002471396575124337 0.0001976611532221487 -0.00033015930197669333 -8.067925007125585e-05 0.000597239674829865 -0.0011715800697812996 -7.456681293902304e-05 -8.107488636623638e-05 0.0003758019856789443 -0.0003784903163400201 0.00026394449508417153 -0.0003337773790780132 4.782572356532621e-05 -0.00014463958293730827 -0.00010135698003536513 -0.0008801087387979638 8.240331594207002e-05 -0.001073105985563582 -0.00032164005367146483 0.0013344796565841282 1.4553716885561695e-06 3.0626973975242517e-06 7.364533069189139e-06 -1.136956893539537e-05
yob -2.1475623780019766e-06 8.782960765215383e-07 1.1015483403252179e-06 3.4139285384973223e-06 -5.317804621150255e-07 -8.932108090165276e-09 5.8182499689141766e-11 1.3654019026337525e-08 -9.487930432845717e-11 1.1848365146491224e-06 0.000160191222248599 3.249013379727554e-05 -8.729603189771948e-05 9.991941960113716e-06 -8.089947180605908e-05 -9.61643127713568e-06 -2.823404465958503e-05 6.0524616340312566e-05 -6.394516703180923e-06 -7.130247638912399e-05 5.418300864735866e-05 -4.461311355738776e-05 -2.430986345930808e-05 7.738313523941219e-05 5.331662381373206e-05 -2.472623679382915e-05 -1.4927727164985202e-06 6.225421757575073e-05 -0.00013682984497829655 -1.4822579318252558e-07 -1.3315801664040132e-08 4.9527204547193325e-08 -4.185697552999572e-08
age 0.00011257335431205528 1.1015483403275171e-06 0.00016931527449292526 0.0018184022751882864 -0.0001675671582658687 -4.583905401002666e-06 3.805263678297444e-08 4.561931196727241e-06 -3.7868538718770776e-08 1.6473536553032208e-05 -4.5153694329284896e-05 -0.00014178401436582182 -0.0002144159524434914 -9.12864791700364e-05 -0.0001598793210327234 4.917786605136011e-05 -0.00040974631978934946 -4.9721007937864315e-05 -4.5552300636751415e-05 2.049277596825145e-06 7.058037858546801e-05 0.0003673469013521773 -3.65869212028577e-05 4.564210972794987e-05 -0.00025926118635587165 -0.00025432522109194013 -0.00017049494981745885 5.9224998518077054e-05 7.259676410681765e-05 8.073572120631596e-07 2.2913057959498068e-06 6.804718042425677e-06 -9.105346148825125e-06
sex -0.00034009737228153376 3.4139285384828228e-06 0.001818402275189982 0.046754924457931966 -0.0038739445045545546 -4.6429898388939595e-05 3.6832123143193383e-07 9.841735935888884e-05 -7.789105084225623e-07 0.0007125625891786725 -0.001643884409181866 -0.004368337457935305 -0.0007532824729125118 0.0006670256438158194 -0.0030770200497320936 0.0020996473875914174 -0.0039933909223397075 -0.0031146501276095423 -0.001591935984876515 0.0009039524845322576 0.001755210195983645 0.004050814261256872 -0.004112140350049063 -0.0009926852639696618 -0.0023157596849633882 -0.0041694174891600344 0.0025214536015635523 0.002651235523841199 -0.0012410040985019726 1.3369836810838325e-05 -3.902491038583458e-05 1.8604244055895315e-05 6.839358466740551e-05
age_sex 1.8530206661156833e-05 -5.317804621119082e-07 -0.00016756715826600922 -0.0038739445045542936 0.0003442628626830677 4.551483856139061e-06 -3.779806802613965e-08 -9.201013177618738e-06 7.563826723765965e-08 -5.744299180790347e-05 0.00014554763257830633 0.00036272414017344515 0.0001070765952777572 -4.197929312686772e-05 0.0002843142946574206 -0.00012724981462415507 0.00040611479979991126 0.00029521537903534216 0.0001039646896779813 -6.62260823693657e-05 -0.00013980191588109967 -0.00032142120990738164 0.00032357711700348505 6.978621113562327e-05 0.00025000483357053444 0.0004090971907772092 -7.68076999351101e-05 -0.0001890379363673911 0.00012367204327481338 -1.224769510402904e-06 3.558970672533494e-06 -2.8918705528187168e-06 -4.295126511314697e-06
age2 -3.973502702832049e-06 -8.932108090168409e-09 -4.583905401002502e-06 -4.642989838888842e-05 4.5514838561347226e-06 1.306694606325173e-07 -1.1251673812093e-09 -1.2994575649028753e-07 1.1188459045630908e-09 -3.512350129648934e-07 4.80459953489219e-06 4.68332968593794e-06 4.002278739211233e-06 4.61039656273196e-06 2.1393217934792197e-06 -9.21561603662388e-07 9.900872833557955e-06 1.7337437669992928e-06 -4.7552197422120776e-07 -3.2741852326950136e-07 -1.699287467133166e-06 -1.1309794425573603e-05 -2.2826717180233666e-07 -1.1493159885088309e-07 8.614625123685207e-06 7.151697462291456e-06 4.048545502196253e-06 -1.7893325157427287e-06 -3.980668321936556e-06 -2.6015312175451088e-08 -5.137520947570678e-08 -1.9751771293338364e-07 2.427841921017479e-07
age3 4.072298579764629e-08 5.8182499689458486e-11 3.805263678297159e-08 3.683212314314631e-07 -3.7798068026099594e-08 -1.1251673812092533e-09 9.975850702013323e-12 1.11887442119832e-09 -9.918642298260891e-12 7.762183834405368e-10 -3.3494881417293966e-08 -3.884417717408657e-08 -3.631976844747515e-08 -4.499299846830805e-08 -2.4897069991454275e-08 8.127086448276406e-10 -8.114792447827542e-08 -5.079157394403126e-09 1.078189764393948e-08 -5.767284080964882e-09 1.6125687787294735e-08 9.554631249926304e-08 5.319437806458218e-10 5.747619185594866e-09 -7.536155700436532e-08 -6.429176612841606e-08 -3.9645741585741153e-08 2.2738433913849438e-08 2.8440098324897864e-08 2.193377546420184e-10 3.576974759727296e-10 1.6846801593240207e-09 -1.9525364075655333e-09
age2_sex -2.1654898016239921e-07 1.3654019026319074e-08 4.561931196730792e-06 9.841735935887462e-05 -9.201013177618077e-06 -1.2994575649039643e-07 1.1188744211993314e-09 2.5605243451055706e-07 -2.1730095042853034e-09 1.1632800810050007e-06 -3.736456445587396e-06 -8.591766913351541e-06 -3.494900203278407e-06 1.2907753422395457e-07 -8.038490871870593e-06 2.322508699928818e-06 -1.2207204707527209e-05 -7.686012932200458e-06 -1.7836260107395047e-06 1.6357896188993786e-06 2.930629246188368e-06 8.491336642189362e-06 -8.378016089817846e-06 -1.574604962366227e-06 -7.324900235532475e-06 -1.2732018550037036e-05 -1.042867000184967e-06 4.171303613118218e-06 -3.5515707979512378e-06 3.2597891813901585e-08 -9.14417747196753e-08 8.757134800975512e-08 8.263965179551452e-08
age3_sex -3.9708954766527076e-10 -9.487930432928974e-11 -3.7868538718798186e-08 -7.789105084223807e-07 7.563826723764864e-08 1.1188459045639221e-09 -9.918642298268675e-12 -2.1730095042851554e-09 1.8937557017105697e-11 -6.227878521674082e-09 3.088061745847754e-08 6.194522113472216e-08 3.158637405717113e-08 7.508373885047374e-09 7.235813226857446e-08 -9.723422184715768e-09 1.1009812454605327e-07 6.17920806992129e-08 9.845621043047279e-09 -9.238196808775084e-09 -1.2504538470521353e-08 -7.235810519871732e-08 7.012071789037776e-08 1.1072258188793863e-08 6.246332820664894e-08 1.150934364196646e-07 3.357418572452726e-08 -2.778464460181398e-08 2.9603377494017363e-08 -2.747215836849775e-10 7.104559777120364e-10 -7.369223699747584e-10 -4.898385914968868e-10
PC_3 -0.00024713965751238623 1.18483651464968e-06 1.647353655304179e-05 0.0007125625891782885 -5.744299180786926e-05 -3.512350129651704e-07 7.762183834432967e-10 1.1632800810041024e-06 -6.227878521666851e-09 0.1886382182879086 -0.010443540618520647 -0.003055537542265788 0.015170727111432192 -0.013514680873097247 0.03265094230251269 0.010185094005208593 -0.04075553242355221 -0.025097124019229637 0.0005796314709199606 0.03891162055704853 0.013327215839211837 0.041225408775148346 -0.034171065223426535 -0.0806315610840885 -0.025673117475216816 -0.01909229983727289 0.03121093985424635 -0.020667392048775154 0.06545276629029738 0.0001167338157354996 -6.35689635446835e-05 0.00029820438432117806 0.00012057769271724353
PC_4 0.00019766115322166695 0.0001601912222485982 -4.515369432920205e-05 -0.0016438844091736444 0.0001455476325776001 4.804599534890328e-06 -3.349488141728178e-08 -3.7364564455690753e-06 3.0880617458331246e-08 -0.010443540618520682 0.6627958211123406 -0.027460347280709452 0.07833421297687616 -0.03234486981258212 -0.016693328769335724 0.009521915706831547 0.008347295310505768 -0.03254338513749608 0.027648899191432433 0.06121304404757681 -0.08236866483977826 -0.014630875595947153 0.04500069054867114 0.047713023558331076 -0.030766872055647227 0.024843524580829335 -0.02857474760273797 -0.010969681666974205 0.06570683723140137 -0.00017341427283205585 0.0002450036228630383 -0.00048450367129100456 -0.00022368141855901052
PC_5 -0.0003301593019770629 3.249013379727562e-05 -0.00014178401436613225 -0.004368337457937604 0.00036272414017368606 4.683329685947048e-06 -3.884417717416758e-08 -8.591766913358937e-06 6.194522113479042e-08 -0.003055537542265826 -0.027460347280708557 0.8186039655169222 0.008031857146424242 -0.014639783589422162 -0.010139773013981184 0.021009191761346933 -0.03514828507368687 -0.029773454233503884 -0.057958290715784753 -0.028292647036268527 -0.012422127995318945 -0.037723778408044195 0.02557857123219317 -0.08366261494698081 -0.024546511296619236 0.009573138108591893 -0.014947643667736182 -0.018944718721544396 0.0830871509593851 -3.844965764027295e-05 -5.231034136238671e-05 0.00015094402115795757 -4.493703511615185e-05
PC_6 -8.067925007117514e-05 -8.729603189771888e-05 -0.00021441595244299787 -0.0007532824729029135 0.00010707659527689114 4.002278739197655e-06 -3.631976844736057e-08 -3.494900203254964e-06 3.1586374056976646e-08 0.015170727111431945 0.07833421297687637 0.008031857146423075 1.0978532881510463 0.02526411265963869 0.08587948593388425 -0.0068600991432950405 0.01954482850876624 0.022305343705725178 -0.04761462421524742 -0.03287224126630567 0.08149102763970953 -0.13702489331023285 0.05315705972108856 0.1322993251018398 -0.015181748180605545 -0.015084044119673424 -0.04979801931001795 0.0025235913455945854 -0.09604585504454968 2.769067471038518e-05 -0.00017747198964062084 -0.0003474801485912453 0.00031418352370618
PC_7 0.0005972396748298914 9.991941960111919e-06 -9.12864791697885e-05 0.0006670256438210993 -4.1979293127358316e-05 4.610396562724851e-06 -4.499299846824695e-08 1.29077534237537e-07 7.508373884932704e-09 -0.013514680873097236 -0.03234486981258277 -0.014639783589422741 0.02526411265963866 1.34712651386732 0.0024053882503961553 0.08267675198391157 -0.07713959841672673 0.10774426568753873 0.036987748744788246 0.07673614296209742 0.07539696988410101 -0.14039307552705285 -0.09254818651039012 0.09400598011014799 0.03304082865877851 -0.009088855260745482 -0.00033515251073113384 0.070562520654149 -0.11209366411063841 3.234563843196787e-05 0.00029346208738334506 -9.999152208319875e-05 -0.000333220257774825
PC_8 -0.0011715800697813766 -8.08994718060575e-05 -0.00015987932103254184 -0.00307702004972766 0.000284314294657022 2.1393217934743734e-06 -2.4897069991415245e-08 -8.038490871859981e-06 7.235813226848857e-08 0.03265094230251271 -0.016693328769335193 -0.010139773013981754 0.08587948593388493 0.002405388250396488 1.540221535650133 0.0945998963884834 0.007965960824564786 0.017822118167980867 -0.003195754074958535 -0.012904637518492244 0.04459632314736592 0.10602432916653173 -0.09190554202897092 0.05178640554148254 0.1295353585669379 0.038558910964477125 -0.014627312726009627 0.03785736747048741 -0.0739970459377772 7.660088364337599e-05 -0.00024896258473632406 0.00011341296674563492 0.000462442877681265
