 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gmp gpm gmm
intercept 0.017729781956459117 -1.212119987093663e-05 0.0025561838575409303 0.005687790740591658 -0.0006994745110922881 -9.058502889413154e-05 9.655075699542965e-07 2.5357098243746422e-05 -2.7301209432183266e-07 -0.006570871092651786 0.00044320715963729816 -0.0004952065263596372 0.00031828987586954765 -0.00495239198301346 0.00012728808823274376 0.007374013735110475 0.002612904393862854 -0.0019062384341718178 -0.00751485135054631 -0.0036576013011428055 -0.007787222550751669 -0.007277286608014258 -0.014535824956220057 -0.002251840611174271 -0.008176623118420767 -0.0062016265818074035 -0.002801050350392463 0.01595385586792876 0.01163217123742465 0.00010009043314389522 -5.0129588881236296e-05 -6.0684434617724395e-05 9.642437814739137e-05 -2.191052160481643e-06 0.00011311406033151886 -0.00010955292558333675
yob -1.2121199870922747e-05 3.938597303508523e-06 3.3971304733894716e-06 2.9087960544042002e-05 -3.47008823906361e-06 -5.241731381117137e-09 -7.919494607645597e-11 9.028436402034218e-08 -6.703756639887971e-10 1.900181628672629e-05 0.0006812037510554302 0.00011223068896378011 -0.00044913653373346686 0.00023994403607646895 -0.0005117701149595436 -0.00011566165597254038 -0.00021250934371066043 0.0004891702434882621 -0.0001937637388406451 -0.00042325127228432023 0.00030440472086533767 -0.00026704566519658725 -0.00010724100245209412 0.000274067472818073 0.0002434219065756417 -5.453214645738981e-05 -0.00012562025634884366 0.000116309513377519 -0.0005245666668659865 -2.5056912509044544e-07 4.8135982148649725e-08 -6.531479767603062e-07 1.2965801820187733e-06 -1.0295697071539025e-06 2.057496793732539e-06 -1.5784843508066908e-07
age 0.002556183857540228 3.3971304733734356e-06 0.0015282752267399972 0.015365748601004713 -0.0015174805862038835 -4.571765327984632e-05 4.2214505995954754e-07 4.547786985588907e-05 -4.2002321059687153e-07 -0.0012427628916599515 0.0008156692234890926 -0.00045519365323254087 -0.0004153245384950878 -0.003969399834294106 0.0010963731448459112 0.0004771216087803971 -0.0011712392491203204 -0.0006821762196251278 0.0009372436751699886 -0.003962216982087195 -0.0009490799152839341 0.00026391205561335446 0.0005748852486380944 0.0005600016193489141 -0.0014605242442942141 -0.003202643422964773 0.0007672304145966135 0.0023242573548727637 0.0033263025478435927 1.3337506323102243e-05 1.5641017739439425e-05 1.7111067968284354e-05 -9.471476860806298e-06 -3.69879011988222e-05 7.369576636725408e-06 -3.720365272634242e-05
sex 0.005687790740581615 2.9087960544173028e-05 0.01536574860100211 0.26703105971860763 -0.02485246836893358 -0.0004399583135150382 3.928496233556187e-06 0.0007126288580450431 -6.369588671566446e-06 -0.002434521312165109 0.01121809588093461 -0.0019156893495120633 -0.007677208614428736 -0.04952743426324617 -0.0024914358468656832 0.00759828817931858 0.002233881839112192 -0.015886710079146642 0.016843939474104796 -0.04274936795305366 0.001616289516785393 0.004911319687595764 0.011849384289066024 -0.028528266629064877 -0.016476525512397 -0.028934204534027484 0.033743506459745394 0.011146383246881926 0.013676976946082331 -1.7747018867413004e-05 3.0054589962463838e-05 0.0003341965006383118 -0.00018005120446571972 -0.0003018596591476719 -0.00043121402160282486 3.452238917524769e-05
age_sex -0.0006994745110918527 -3.470088239064075e-06 -0.001517480586204052 -0.02485246836893868 0.002451408248196984 4.5416458329212135e-05 -4.195385053609672e-07 -7.346362791090525e-05 6.79111384952014e-07 0.000206142209894809 -0.0013360614647514168 -3.5544148249266626e-05 0.0007620389549836411 0.004660170683742862 -5.126755934971235e-05 -0.0008762196983470456 -0.00012538331694551916 0.0018245497516672761 -0.0015962558369724935 0.0036856288965302748 -0.000837332824070219 -0.00016452200157761375 -0.0008293459655009799 0.0028602984653777223 0.001842784514357197 0.003782053821515657 -0.0027714621811790003 -0.001793328022707464 -0.0018295453182094036 -2.2291798086837904e-06 1.9392820447109926e-06 -3.3671710735664404e-05 8.417146244747062e-06 2.8537213814275402e-05 3.875961096523235e-05 8.665573290274982e-06
age2 -9.058502889414093e-05 -5.2417313807180265e-09 -4.571765327985607e-05 -0.0004399583135152228 4.541645832921724e-05 1.4216972927389827e-06 -1.352284521878242e-08 -1.4127938004494001e-06 1.3441899512457988e-08 3.575580035037782e-05 -1.482476042842928e-05 1.2929053537197119e-05 -2.4105188074660254e-06 0.00013256187287862187 -4.74891364021415e-05 -2.2022784616936052e-05 1.17238216627025e-05 2.83709793548466e-05 -3.07283223523227e-05 9.853122060512539e-05 2.9066474017247785e-05 -2.5556752156585206e-06 1.4921067129723325e-06 -8.644696633053798e-06 6.182535220529985e-05 0.00011092016248687975 -3.059468360613356e-05 -9.581270173723658e-05 -0.00010179925650847983 -5.091046439584808e-07 -1.835170814729399e-07 -5.01414458089374e-07 -1.0694268338248009e-07 1.0544322492815891e-06 -2.2634058311496913e-07 1.2586315396419833e-06
age3 9.655075699543407e-07 -7.919494607809713e-11 4.2214505995970313e-07 3.9284962335586715e-06 -4.195385053610916e-07 -1.3522845218784524e-08 1.3184765287205504e-10 1.3440932957563659e-08 -1.3108589613995262e-10 -3.248674946735336e-07 2.0153541582033853e-07 -1.1366728405029403e-07 4.896061935629452e-08 -1.2414677259736155e-06 4.476815215973501e-07 2.660150219023136e-07 3.187291156479392e-08 -2.1578025063978402e-07 2.479954439280479e-07 -8.50142249528145e-07 -2.3534409521568738e-07 -6.226701570833817e-08 -2.462111892733304e-07 5.7936182232693624e-08 -6.564443265370917e-07 -1.1265738205103215e-06 3.1806264535603536e-07 1.1214364865945938e-06 9.301562383610772e-07 5.510174007048929e-09 -4.5088261541788665e-10 4.054023631451678e-09 3.6205162331014854e-09 -8.759030789613302e-09 2.3983215580396613e-09 -1.1911925206546865e-08
age2_sex 2.5357098243749732e-05 9.028436402119159e-08 4.547786985590739e-05 0.0007126288580453333 -7.3463627910919e-05 -1.4127938004496479e-06 1.3440932957563687e-08 2.2833795717435862e-06 -2.1731648283759527e-08 -5.0708178496743005e-06 4.6696780289585096e-05 3.744316986565471e-06 -1.954493462872508e-05 -0.0001349314289729742 1.19266865979296e-05 3.234134446043852e-05 4.3185085865299934e-06 -5.144954424584432e-05 4.677054952352358e-05 -0.00010112212603491223 3.7487159253211274e-05 2.7932258348574334e-06 1.2974118162196058e-05 -7.952594269349543e-05 -6.0148663465686755e-05 -0.00013404188265756891 7.683580506941301e-05 6.984219543269412e-05 6.926218551229068e-05 1.3315947015436801e-07 -1.929903311654942e-07 1.0546818593846127e-06 -7.990898170486215e-09 -8.322505473813822e-07 -1.1331088487994368e-06 -4.6412492449051326e-07
age3_sex -2.730120943220452e-07 -6.703756639976105e-10 -4.200232105971436e-07 -6.369588671570306e-06 6.79111384952256e-07 1.3441899512463272e-08 -1.3108589613998046e-10 -2.1731648283762932e-08 2.119853081328822e-10 2.358115326878737e-08 -4.7619959102421714e-07 -2.1661143315171716e-08 1.0844987321526455e-07 1.2168492485031736e-06 -1.9720317156696384e-07 -3.3560907381777865e-07 -6.814449719170637e-08 4.100394533270192e-07 -4.3417847428068857e-07 8.909928175263975e-07 -4.246302224489485e-07 -2.7076563712608343e-08 6.482452170380389e-09 6.599817771652056e-07 5.924483370854168e-07 1.3452884872187892e-06 -6.979620361658481e-07 -8.163557088866032e-07 -7.893794632490521e-07 -1.6897101002455043e-09 2.7718955951744878e-09 -1.0003945231990493e-08 -1.8796502903819648e-09 7.3943156129098934e-09 1.033591336454327e-08 5.190118155083348e-09
PC_3 -0.006570871092649869 1.900181628673512e-05 -0.0012427628916594994 -0.002434521312163568 0.00020614220989433467 3.57558003503577e-05 -3.2486749467329e-07 -5.0708178496511435e-06 2.3581153268504607e-08 0.882288348116048 -0.15965660055639103 0.0588081400522711 0.13198261694141766 0.042820159782415754 0.062157140719591594 0.07327307294788656 -0.15977778393008968 -0.10414388890736058 -0.04555237315254432 0.18393795912531344 0.033905355983341046 0.2583410844174338 0.061666641781648775 -0.5000862626872492 -0.12943841947528456 -0.045723908981224005 0.15096939625591116 -0.15039861618208938 0.39925234134537 -0.00046172311212162604 0.0010002143803725227 0.00018872608294662983 0.00133915789781078 -0.0010962439006829451 0.0007834767188564927 0.0010576625040873682
PC_4 0.0004432071596426512 0.000681203751055443 0.0008156692234890194 0.011218095880912304 -0.0013360614647491514 -1.4824760428427049e-05 2.0153541582032378e-07 4.6696780289514406e-05 -4.761995910235411e-07 -0.15965660055639397 2.621989438287569 -0.038761715956811243 0.570384500053055 -0.22981055360037994 -0.24672538658552626 -0.08358976508198397 0.06761474188904909 0.09145288638480777 0.1754163545177593 0.2226669856303633 -0.24847291590669945 -0.27672551843872084 0.2390091839503275 0.16527601719798493 -0.16445168531102397 0.04801912956231777 -0.14075702021355746 0.15738288486455645 0.3312086521412187 -0.0009015608571442636 -0.001579780255766463 0.0017085613458548239 0.0015162922259062172 -0.00020339151342334199 -0.0025220419216155 -0.0014113959267413223
PC_5 -0.0004952065263585398 0.00011223068896378285 -0.00045519365323193247 -0.001915689349505121 -3.5544148250091996e-05 1.2929053537176185e-05 -1.1366728405007146e-07 3.7443169865930796e-06 -2.1661143315462086e-08 0.05880814005227095 -0.03876171595680622 3.533203729753571 -0.2389414638339877 -0.4255083167832278 -0.44593105405112105 0.5354349862474552 -0.23571180696729593 -0.5651354374700788 -0.25622525782564914 0.16226276376295334 -0.26622073001752977 -0.15976312094380032 0.21548987275807863 -0.6902466089528916 -0.15200123922647032 -0.11185664633054253 -0.16672307082359872 -0.1437183600427834 0.6160691021725101 -0.00024022186807987983 0.00034568235654551386 0.0008030976397538012 -0.0008207648182541166 0.0009506364091808524 0.0027875822792588134 -0.003113628838008699
PC_6 0.0003182898758696728 -0.0004491365337334634 -0.00041532453849328383 -0.007677208614399519 0.0007620389549805589 -2.410518807522426e-06 4.896061935684607e-08 -1.954493462862881e-05 1.0844987321433827e-07 0.13198261694141775 0.5703845000530597 -0.238941463833983 4.645404047078187 0.2625580479306462 0.4953719915301557 -0.44598759893070467 0.48525387705284284 0.16200011621034752 -0.18984422063899717 0.12698357281476666 0.8407098862319424 -0.7817355480082597 0.3174898146313019 0.5605737323644654 -0.16392918000982287 0.029244084772221443 -0.3699752151927413 0.2999906713624695 -0.4976596722440981 0.0012459880834153414 0.001678012467101234 0.00021918320640999483 -0.004599149001185642 0.0005858780841527877 -0.002789501553683267 0.0007374439787627058
PC_7 -0.00495239198301092 0.00023994403607644372 -0.003969399834295095 -0.049527434263271025 0.00466017068374409 0.00013256187287862483 -1.2414677259734535e-06 -0.00013493142897297905 1.2168492485029246e-06 0.04282015978241554 -0.2298105536003793 -0.425508316783223 0.26255804793064835 6.228739156135309 -0.07829169187976641 0.7648903611054643 -0.5450558965380441 0.6334194871095555 0.4437916901630788 0.23194109430467744 0.08916088512121262 -0.6772924648055929 -0.48491750820945284 0.7843995518498295 0.32837007447747146 0.23167229292584196 -0.573997486393795 0.15494681487647496 -1.055526010907878 0.000464159476285574 -0.00011344944594111061 -0.0007665328575014522 -0.000615220102595836 0.0015075225360166034 0.00488005652366299 -0.0030229519213201966
PC_8 0.00012728808823362603 -0.0005117701149595402 0.0010963731448489877 -0.0024914358468175173 -5.126755935426882e-05 -4.748913640222911e-05 4.4768152159811496e-07 1.1926686598060688e-05 -1.972031715681315e-07 0.062157140719592836 -0.24672538658552395 -0.4459310540511186 0.4953719915301533 -0.07829169187976966 6.854247233133858 0.8356691335876194 -0.07701352988300177 0.5448789599642627 0.5054809161936069 0.10407226247601731 0.2179585408951613 0.5354085657555386 -0.46909071160813803 0.43647499577771715 0.9005031315892279 0.12871990223648844 0.47539948995221665 0.2793302589609081 -0.4444286207528613 0.000316953038110831 0.0028721627163254284 -0.0031589716387108854 -0.0004887494374956884 -0.004863401421889553 0.0020819348119363442 0.005014808678243548
PC_9 0.007374013735111079 -0.00011566165597253077 0.00047712160878087624 0.007598288179324068 -0.0008762196983474 -2.202278461694637e-05 2.6601502190239014e-07 3.2341344460440736e-05 -3.3560907381777177e-07 0.07327307294788875 -0.08358976508198103 0.5354349862474544 -0.44598759893070566 0.7648903611054638 0.8356691335876155 8.74706439761713 0.5101935261602673 -0.031986169181392715 -0.6838849250031832 0.6403239780911719 0.09042335286500344 0.04004637142337697 -0.35274171046202984 0.006461693061475125 -0.7217889357674188 -0.4884262071497941 0.11862520584971634 -0.5184522612752661 0.8487027526993032 0.00033689396501260477 -0.00032269972363971496 -0.0005283595474018972 0.003939807022614649 -0.002708928209728291 1.5157513026910592e-05 0.0030182651640461252
PC_10 0.002612904393865187 -0.0002125093437106598 -0.001171239249118665 0.0022338818391339638 -0.00012538331694782133 1.1723821662648386e-05 3.1872911565321997e-08 4.318508586604131e-06 -6.814449719243123e-08 -0.15977778393009098 0.06761474188904658 -0.23571180696729382 0.48525387705285256 -0.5450558965380471 -0.07701352988299098 0.5101935261602646 11.31204371898928 1.556136816155948 -0.7433041174560882 -0.025314016571814674 -0.30082699076349984 0.18194937816239043 0.3162125110959539 0.4881131242498798 0.8157477854390708 0.7394627365836552 0.19710151549598084 -0.27419300146964226 -1.1601649846038566 0.002460391024557105 0.001517894624649596 -0.0007717503972195325 -0.001679822951283598 -0.0013144277455106677 -0.004317015934103404 0.005770734359599798
PC_11 -0.0019062384341681803 0.0004891702434882637 -0.0006821762196264532 -0.015886710079185382 0.001824549751670894 2.83709793548785e-05 -2.1578025064004165e-07 -5.14495442459482e-05 4.100394533279126e-07 -0.10414388890736109 0.09145288638480448 -0.5651354374700743 0.1620001162103529 0.6334194871095535 0.5448789599642728 -0.03198616918139318 1.556136816155938 9.631507485433575 0.703325475808474 1.1916191653237451 0.7314460501802594 0.12553446009801675 -0.0028592653047714764 -0.06574885831578813 -0.6627515529803575 -0.2770266291371789 0.22889872089952684 -1.319024811008157 0.8887305006659337 0.00011166826162653106 0.00307084782456335 -0.0010200237004738219 -0.0007120749112605979 -0.003410009658435368 0.001538008111296761 -0.0017688187646857892
