 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 1.1622006199606277e-05 3.5055642460870056e-08 -4.615623353554759e-06 -2.7854736012219515e-05 1.7323928966663055e-06 8.947332125764664e-08 -5.296989035656044e-10 -3.386819381295934e-08 2.0985206666156535e-10 -4.8926743501692805e-06 1.9957082777823112e-06 3.0806540533963844e-06 -3.55433846828945e-05 5.701812559635539e-05 -7.401185736398961e-05 4.8999971438734334e-05 -4.510173191359799e-05 -9.782686162626367e-06 -8.455722223620051e-05 -1.1021901018210695e-05 -1.5523356056123882e-05 -5.564604067577608e-05 4.667252650945571e-06 -3.736615574773289e-05 -1.1939957182964946e-05 1.0578516865562268e-05 -4.7178687400395e-05 -5.7235501240348764e-05 7.570826618338355e-05 1.6491632552135286e-07
yob 3.5055642460808626e-08 1.0781278622236598e-07 2.2384321189559827e-07 8.911238369992864e-07 -7.816713278632984e-08 -1.7581612703110114e-09 5.539810102743344e-12 1.2422156920652457e-09 -4.758301678636236e-12 1.0064318224623284e-06 7.763960537796164e-06 4.659846061744621e-07 -7.40478835143046e-06 -1.998981559574284e-06 -3.4904922980744746e-06 2.8455311024035025e-07 -2.9928414469764094e-06 5.57420629737375e-06 -2.2211015377270755e-06 -4.750794568416764e-06 6.359659893221225e-06 -5.799995515625709e-06 -2.3446662769190145e-06 9.326608630156119e-06 3.374442464157952e-06 -1.5972419786234665e-07 -2.277026538535734e-06 3.376693732524333e-06 -1.2962878645309143e-05 -1.9539329715540105e-08
age -4.615623353615334e-06 2.2384321189569065e-07 5.6074796056121716e-05 0.0008420622041662197 -5.5459208525352014e-05 -1.1144423499906917e-06 6.91641571739505e-09 1.1071793119188302e-06 -6.87671643643323e-09 7.52215562222926e-06 1.8193634292405672e-06 -6.137883440124198e-06 -3.104442246632337e-05 9.8860118158263e-06 1.922834243423493e-05 7.06234983080282e-06 2.343778397324695e-06 1.3072193316091255e-05 1.4868160719554748e-05 -7.425002261367194e-06 -1.8376636026124507e-05 -9.516115371282276e-06 -3.673797785370167e-05 1.734525831860821e-05 1.7912902283765285e-05 -8.078632147361146e-06 -3.739112259074157e-05 -3.1832918413265675e-05 -7.123475523752711e-06 -6.604856598367705e-08
sex -2.785473601449399e-05 8.911238370286015e-07 0.0008420622041689509 0.021546100633142936 -0.0013892672755669246 -1.6458562381811612e-05 1.0068370237787475e-07 2.736194131368541e-05 -1.6824273983954725e-07 7.936604694268487e-05 0.00018575027685654026 -5.371431249749352e-05 2.0388542271805288e-05 5.180762241201482e-05 0.00024384786631994357 0.00015147623372680974 -3.3843029898499464e-06 0.00043698964266508433 0.00020486769439454218 -0.00037097792349187746 2.904200644691305e-05 -0.00016849297500005886 -9.470727660455762e-05 2.0183090096523476e-05 0.00041045932745610217 0.0005149022737316601 -0.00035443928785078565 -0.00021288926430173478 -0.0003306283072760635 6.286645837917853e-07
age_sex 1.7323928967367067e-06 -7.816713278739417e-08 -5.545920852554632e-05 -0.0013892672755671152 9.207549503864953e-05 1.105819731038281e-06 -6.870264309372447e-09 -1.85013900489408e-06 1.1553513924437773e-08 -6.31945400181479e-06 -4.4354305816472295e-06 1.2431333759210895e-05 -2.3435395185493014e-07 -3.2141668870888795e-06 -2.3324250208585576e-05 -9.509290006468613e-06 -4.576746069081597e-06 -2.387170949770935e-05 -1.6339968499239717e-05 2.180112537446304e-05 -2.0034900907834926e-06 1.2288993784826956e-05 8.841639686181376e-06 2.479234683643677e-06 -2.417340921298976e-05 -3.329098858986011e-05 2.779583977624897e-05 1.642230967486809e-05 1.7517181675016284e-05 -7.221115582493553e-08
age2 8.9473321258382e-08 -1.7581612703098194e-09 -1.1144423499907953e-06 -1.6458562381758367e-05 1.1058197310344825e-06 2.2598764612771428e-08 -1.4242830618257167e-10 -2.246329659321713e-08 1.4161726390752852e-10 -5.784809341491443e-08 3.6160824904663014e-07 2.731173470079897e-07 4.793901906689594e-07 -1.5231565285033683e-07 -5.367352650792146e-07 -1.7097890920797878e-07 -2.4140022456834656e-07 -3.027724575175469e-08 -4.7029938249964155e-07 -7.86503783050064e-08 5.014173191749402e-07 -4.1904732775183643e-10 7.887455439869631e-07 -3.868726413078328e-08 -1.7208241675927302e-07 2.1595147326156065e-07 6.925914539147214e-07 6.937363272588904e-07 -3.653525238236245e-07 2.48158284306769e-10
age3 -5.29698903570693e-10 5.539810102803619e-12 6.916415717396321e-09 1.0068370237754892e-07 -6.8702643093491745e-09 -1.42428306182583e-10 9.097973333540228e-13 1.4159679767000972e-10 -9.045915322691297e-13 -2.481503123651921e-10 -3.3302575224883985e-09 -2.3874617048589988e-09 -3.1945090250476668e-09 9.188311174534232e-10 3.5009249861033056e-09 1.2330507873041547e-09 2.1962551170931854e-09 -5.701732690289032e-10 3.413525290937606e-09 1.2433612010053281e-09 -3.3099861391005828e-09 4.133171038480637e-10 -5.634603371105354e-09 -6.210154660185289e-10 2.7004725337735023e-10 -1.6756337744650674e-09 -4.339837078680195e-09 -4.2637967210317395e-09 4.068964619283037e-09 3.2706262098301736e-12
age2_sex -3.38681938143e-08 1.2422156920831891e-09 1.1071793119229667e-06 2.7361941313692572e-05 -1.8501390048943013e-06 -2.24632965932982e-08 1.4159679767050714e-10 3.782322085906549e-08 -2.3970012751076706e-10 1.2442671496650345e-07 -2.3218862940020816e-08 -3.831563625532651e-07 -1.461447864379266e-08 4.57282986196592e-08 5.736367723040368e-07 1.9183500249008144e-07 1.4671024799170542e-07 3.9494198262723367e-07 4.144038226121275e-07 -3.2270389473510505e-07 5.232897079928547e-08 -2.43152996597344e-07 -2.594527175536009e-07 -1.3217201053709463e-07 4.5761603459997345e-07 6.186983621393009e-07 -6.162767156101692e-07 -3.525875252108318e-07 -2.63431427044944e-07 1.7782530460233857e-09
age3_sex 2.098520666706945e-10 -4.758301678799078e-12 -6.87671643646033e-09 -1.6824273983960858e-07 1.1553513924440258e-08 1.416172639080596e-10 -9.045915322723916e-13 -2.3970012751078924e-10 1.539814636249486e-12 -6.078211474739945e-10 6.893520098148785e-10 3.062329603277036e-09 2.2616849892899704e-10 -1.244589482057981e-10 -4.083088346480993e-09 -1.1367769511326914e-09 -1.179022666757525e-09 -2.0758726683512217e-09 -3.1637971064896026e-09 1.3068257191656807e-09 -4.136179398690027e-10 1.5154857431845855e-09 2.1399701012116066e-09 1.1801741537256998e-09 -2.8002832554652948e-09 -3.5243625191126913e-09 4.164711950043473e-09 2.020794357588281e-09 1.2515294944823676e-09 -1.3091172161661191e-11
PC_3 -4.892674350174531e-06 1.0064318224624123e-06 7.522155622204189e-06 7.936604694189048e-05 -6.31945400176105e-06 -5.78480934144034e-08 -2.481503123684163e-10 1.2442671496540498e-07 -6.078211474670419e-10 0.028497758090588972 0.00043054042582785066 0.0016250758906728418 -0.0005307659444303038 -0.004214237799028536 0.002015168002895393 0.0035326672978209495 -0.004396872911997429 -0.00033178558936516797 -0.0017382124061187342 0.0011214353925660051 0.005432252617341026 0.0030741824406428143 -0.0022628205143721924 -0.010713215019128941 0.0006481576837003603 -0.000798445311843706 0.003773957320027991 -0.0008117366398831551 0.005363080498862616 2.5600701425852228e-05
PC_4 1.995708277786868e-06 7.763960537796163e-06 1.8193634292518819e-06 0.00018575027685722556 -4.435430581695826e-06 3.6160824904637253e-07 -3.3302575224866196e-09 -2.3218862938985104e-08 6.893520098080814e-10 0.000430540425827827 0.0959990667468826 -0.002156610799239291 0.006433010701242352 -0.00281620453320477 -0.0008801300056234921 -0.0034556497866567596 -0.000530044858918269 -0.006595061711196333 0.0017553798368776003 0.005501944390152006 -0.009087010041472263 -0.006412348516623006 0.0073648230673771095 0.005575991670851893 -0.003931364347040571 0.0014920391994487467 -0.004452172501789249 -0.000401149525376837 0.004376990315395589 -3.848314082719165e-05
PC_5 3.0806540534079583e-06 4.659846061742234e-07 -6.13788344018761e-06 -5.371431249785724e-05 1.2431333759233306e-05 2.731173470092549e-07 -2.387461704866885e-09 -3.8315636255368615e-07 3.0623296032795316e-09 0.0016250758906728338 -0.002156610799239271 0.1256452257702021 -0.002762622927493402 -0.004352706677065008 -0.0017638119558349076 0.005346840407048497 -0.008803009336209346 -0.0019763808677138546 -0.009826890181227498 -0.006344472107538516 -0.0009831774640252499 -0.008879296649534348 0.00705151314268583 -0.016350809594816967 0.005372765776112986 0.003032491352199374 -0.0019288160460435215 -0.0018371901915373828 0.009820349928232806 5.862186397547325e-06
PC_6 -3.5543384682896704e-05 -7.404788351430363e-06 -3.1044422466150085e-05 2.0388542276244964e-05 -2.343539521575071e-07 4.793901906654109e-07 -3.1945090250251265e-09 -1.4614478637562898e-08 2.2616849888926848e-10 -0.0005307659444302892 0.006433010701242334 -0.0027626229274934763 0.15994303390804213 0.0035402154002376856 0.0035366221196919167 -0.005936129735935112 -0.004874907371054455 0.004189770534267799 -0.007443964268051972 0.0007819119160116127 0.0008663682374495864 -0.013587942883222914 0.008027286865300307 0.013203110137318978 -0.0031440343635078982 0.00014686570789624137 -0.008111102857721457 -0.001597965795301699 -0.005673206100076214 -9.748477294063078e-06
