(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal maternal gpp gpm gmp gmm
(Intercept) 0.0528010342968594 0.0345347685808133 -0.00422022769503702 0.00727251172859704 6.24275029107225e-05 -0.0038265404114067 0.000789438045549322 0.000975861924863378 -0.0053740569064511 -0.000708653823788021 -0.000262098495723048 -0.0012955214018453 0.00219611579472176
covarage 0.0345347685808133 0.0713456725846544 0.0678188160008058 -0.114009022560661 -0.000476185064659626 0.00153285968852267 -8.60625222674151e-05 0.000418617715950044 -0.00106026049672743 0.000171909300246438 0.000114273209467372 -0.00594522196456984 0.0084325351287429
covarsex -0.00422022769503702 0.0678188160008058 0.164953617576746 -0.246517512797963 0.000766009827259785 0.000135376262895443 -0.000295788456246849 0.000741411302486138 0.00172209995183094 -0.00116321899660688 7.60384495881559e-06 -0.00173832965632909 0.00162829500915519
covarage_sex 0.00727251172859704 -0.114009022560661 -0.246517512797963 0.403112482399247 -0.00146883687537741 0.0011098866664405 0.000186122329505782 -0.00123383716912287 -0.00167617167719991 0.00158982978725214 -0.000356361620987314 0.00199867965992411 -0.00341772519969902
covarPC_3 6.24275029107225e-05 -0.000476185064659626 0.000766009827259785 -0.00146883687537741 0.0143814782710007 -0.00292203892145104 -0.000502047794208916 0.00024907583333281 -0.000340480688065014 0.00320351056267144 -0.00128440901924874 0.00315160762506023 -0.000614338234654377
covarPC_4 -0.0038265404114067 0.00153285968852267 0.000135376262895443 0.0011098866664405 -0.00292203892145104 0.0133372140027727 -0.000311109139426289 -0.00029169952093864 0.0010884925233297 0.00131251133607822 -0.00152680037256422 -0.00124335155160517 -0.000935201671537407
proband 0.000789438045549322 -8.60625222674151e-05 -0.000295788456246849 0.000186122329505782 -0.000502047794208916 -0.000311109139426289 0.0293645402157242 -0.0147698475741051 -0.0147311618858183 0.00246275507782234 -0.000913074854167289 -0.000728777510581737 0.000142845379376096
paternal 0.000975861924863378 0.000418617715950044 0.000741411302486138 -0.00123383716912287 0.00024907583333281 -0.00029169952093864 -0.0147698475741051 0.0821901614928512 0.00917401353341637 -0.0682623709714329 -0.0490072886643762 0.00250634651220651 -0.00550708527691102
maternal -0.0053740569064511 -0.00106026049672743 0.00172209995183094 -0.00167617167719991 -0.000340480688065014 0.0010884925233297 -0.0147311618858183 0.00917401353341637 0.0891354028033343 -0.00579551779819659 0.00333454000530159 -0.0709819492520709 -0.0625260898879255
gpp -0.000708653823788021 0.000171909300246438 -0.00116321899660688 0.00158982978725214 0.00320351056267144 0.00131251133607822 0.00246275507782234 -0.0682623709714329 -0.00579551779819659 0.278016934393747 -0.150113876311548 0.0106059830669427 -0.00247195905286192
gpm -0.000262098495723048 0.000114273209467372 7.60384495881559e-06 -0.000356361620987314 -0.00128440901924874 -0.00152680037256422 -0.000913074854167289 -0.0490072886643762 0.00333454000530159 -0.150113876311548 0.248345570817869 -0.0140797329753354 0.00814259852840416
gmp -0.0012955214018453 -0.00594522196456984 -0.00173832965632909 0.00199867965992411 0.00315160762506023 -0.00124335155160517 -0.000728777510581737 0.00250634651220651 -0.0709819492520709 0.0106059830669427 -0.0140797329753354 0.186868108681994 -0.0446341289034354
gmm 0.00219611579472176 0.0084325351287429 0.00162829500915519 -0.00341772519969902 -0.000614338234654377 -0.000935201671537407 0.000142845379376096 -0.00550708527691102 -0.0625260898879255 -0.00247195905286192 0.00814259852840416 -0.0446341289034354 0.167230368804574
