 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 0.00167800202947055 -1.0135145363975087e-06 -0.001524493422453805 2.3511213850779565e-05 -1.1860033748357345e-07 -0.00022881170308256292 -0.000290267029737093 -0.00019576779821414095 -0.00014426345274505127 0.0007481502496226657 -0.0003953423054227775 0.00033137707975973787 -0.000399890291623256 0.00014319718080972317 -0.00037770101886072226 7.111983722428877e-05 -0.0002227678781407704 -5.892673036418113e-05 -0.0003388500226492082 -0.00047599915796105234 -0.00048270037639183884 0.0002651397612503725 -0.0002379345209209082 -0.0007019581769339612 0.00028646860112856073 -1.933471176103785e-06 -5.485944972928446e-08 3.6213142104846596e-06
yob -1.0135145363995274e-06 3.3883582980618493e-07 1.5495530675126238e-06 -2.0144178416437246e-08 1.0401115543591104e-10 6.304578680743845e-06 2.537932496289158e-05 6.527271960857937e-06 -3.462552136937948e-05 -1.5617372112126106e-05 -1.7108357736968342e-06 1.4447704784241723e-06 -1.4220922742728343e-05 1.8463898796075583e-05 -9.941788725825791e-06 -2.5080792673451963e-05 3.262912019748769e-05 -2.8838844292770473e-05 -6.839140606081967e-06 3.548599307632851e-05 1.59964629037874e-05 -1.3291699580273198e-06 -8.910407454949773e-06 2.2122307034582596e-05 -4.605597096962602e-05 -4.264217974384211e-08 -3.765851413207471e-08 -8.282062444997681e-08
age -0.001524493422453956 1.5495530675102269e-06 0.0014755701626404855 -2.3086649800596247e-05 1.1811637941611651e-07 0.0002334265593690959 0.0003669842042323127 0.00025923448970954565 3.269949039371433e-06 -0.0005595855227791183 0.00021023016939263384 -0.00020221068959860243 0.00023512585010733127 -0.00018396166348476 0.00023593445747801807 -1.3720566806232811e-05 8.797254029981975e-05 -9.848810956810544e-05 0.0002661196079710818 0.0004317624781045698 0.0004231656341131347 -0.00030281213976750753 0.00011714002272929557 0.0005955241322811322 -0.0001669664872068176 1.3780828616619376e-06 -1.3177428414764152e-07 -3.877634150963733e-06
age2 2.351121385078323e-05 -2.014417841638651e-08 -2.3086649800596952e-05 3.629525683268833e-07 -1.8655022380614368e-09 -3.3444626603649767e-06 -5.4150249014905314e-06 -4.231622894074353e-06 -4.3402515286311574e-07 8.447435176462927e-06 -3.201012994539309e-06 3.1422919540151295e-06 -3.930382986566084e-06 3.3978404706836042e-06 -4.1256053210454705e-06 -2.1226361268840337e-07 -5.630182549294426e-07 1.0967856392223778e-06 -4.057226588320243e-06 -6.3579933941297344e-06 -5.969734322162477e-06 4.9340381138458354e-06 -1.937842183416442e-06 -9.29500765957266e-06 1.8721841117259664e-06 -2.255624796920956e-08 4.7888123045098355e-09 5.940561463017574e-08
age3 -1.1860033748359221e-07 1.0401115543578248e-10 1.181163794161237e-07 -1.8655022380614926e-09 9.633023420792507e-12 1.559643932622324e-08 2.7736748546746514e-08 2.303502491532599e-08 1.4851488152504862e-09 -4.184555396212668e-08 1.5122279941693122e-08 -1.5618849488401044e-08 2.0641200173302683e-08 -1.9049440654441778e-08 2.199459300907719e-08 1.6678031929417679e-09 6.728894209764978e-10 -5.168602049148889e-09 1.933476193308805e-08 3.229439721638821e-08 2.750471458540385e-08 -2.637211752943819e-08 9.698176923243038e-09 4.832813325399955e-08 -7.573538322334104e-09 1.1795181980995805e-10 -3.861614163675302e-11 -2.9910730229976593e-10
PC_3 -0.00022881170308252166 6.304578680743387e-06 0.00023342655936902916 -3.344462660363829e-06 1.5596439326216794e-08 0.06423526794090308 0.0015322046976267922 0.002134821441541501 -0.004810497652319558 -0.013471036012181591 0.0058111008082992735 0.007932019605257572 -0.009645830576453572 -0.0008705433697699328 -0.000598492292871761 0.0032330346414395626 0.015123822545647606 0.005964404612059933 -0.006781264728087325 -0.02261060759808444 0.0019629517450923464 -0.0005541292060386224 0.007867161239429451 -0.002104520998628828 0.012975556963900535 1.6551554298656616e-06 6.680514491713913e-05 6.0399047320149944e-05
PC_4 -0.0002902670297371071 2.5379324962891254e-05 0.00036698420423229844 -5.41502490149016e-06 2.7736748546743758e-08 0.001532204697626778 0.2293254258640171 -0.010202391037369841 0.006998232638873876 0.00031503586782546386 -0.005143884867755392 -0.011525051885958603 -0.001666977590212803 -0.02164777690619753 0.004690933900304627 0.018929763069408065 -0.029324953963145682 -0.010536116135817359 0.017762800423320256 0.014853479991200014 -0.00911566502470241 0.004161596478464781 -0.007919411511930317 -0.0008960899110450011 0.009659208668566269 -4.4925773551672374e-06 -0.0001276714601690236 -9.965162550061459e-05
PC_5 -0.00019576779821434823 6.527271960857594e-06 0.0002592344897097201 -4.231622894076965e-06 2.3035024915338755e-08 0.0021348214415415423 -0.010202391037369795 0.300663139184815 -0.003535679657160343 -0.0014355935998320846 -0.0012386346140282598 0.0048096150709384545 -0.025908445870919044 0.009504536969852187 -0.02726396955482295 -0.022316838946503825 0.0013665288205795822 -0.02133426311427536 0.020190990905776487 -0.034815696617776434 0.013635999407456398 0.007766755078856313 0.0011942415343885523 -0.0029141090676811344 0.024795737696029784 -2.3750106355956473e-05 5.347114284739585e-05 -5.696076783031425e-07
PC_6 -0.00014426345274472533 -3.462552136937983e-05 3.2699490390478806e-06 -4.3402515285801395e-07 1.485148815224189e-09 -0.004810497652319599 0.006998232638873793 -0.0035356796571604154 0.37291852389465496 0.011528556046830757 -0.004860471263193371 -0.017211762666334254 -0.017691615090115787 0.011572050205042239 -0.014482904766903277 -0.0005547648040966153 -0.008765823007284354 -0.035585688515886345 0.02317513154074119 0.037579498546482584 -0.00982455637368422 -0.0004712308931226248 -0.00917525130886586 -0.003480395996753687 -0.017371870352519 -3.0426599656498176e-05 8.75402798050966e-06 2.3227508492601808e-05
PC_7 0.0007481502496226727 -1.561737211212558e-05 -0.0005595855227790691 8.447435176461893e-06 -4.184555396212005e-08 -0.013471036012181593 0.00031503586782544797 -0.0014355935998320104 0.011528556046830642 0.4584750302097363 0.015235078786454907 -0.014099173561118934 -0.02922854831941191 0.018390282962177446 0.012760608625931315 0.04670768133853454 0.014920003870963984 -0.04273918859271066 -0.02950302938844397 0.04365403349905297 -0.019660574599570827 -0.018766265515221977 0.0038507160268873813 0.008228128604616969 -0.0173334239478719 1.0718572743976862e-05 2.2364677849804175e-05 2.383887659452928e-05
