(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband maternal gmm gpm
(Intercept) 0.000746353944382127 0.000646851883459093 0.000183691499790257 -0.00028710622875705 -3.5563118780407e-05 2.7979453628525e-05 -2.79097847142547e-06 3.24915237513253e-06 -1.5612463913879e-05 8.90693529939472e-07
covarage 0.000646851883459093 0.00174925982699257 0.00192028540398678 -0.00280753833269807 -2.40082090122136e-05 5.36353009824754e-05 7.3113297990473e-07 -4.54376644457343e-07 -6.48191479397727e-06 1.47359847080886e-05
covarsex 0.000183691499790257 0.00192028540398678 0.00361318298871704 -0.00492129892622836 -2.25816636399048e-05 3.85463661719999e-05 -7.75415422839324e-06 1.32572809497596e-06 -3.92820764153082e-05 4.20578666319514e-05
covarage_sex -0.00028710622875705 -0.00280753833269807 -0.00492129892622836 0.00735065341680814 2.89113126321275e-05 -2.11024625222307e-05 -6.26805646790162e-06 -5.35690391081902e-06 4.76393296736928e-05 -4.16621397654419e-05
covarPC_3 -3.5563118780407e-05 -2.40082090122136e-05 -2.25816636399048e-05 2.89113126321275e-05 0.000313899183151147 -4.20209032624271e-06 1.18834820616784e-05 -1.7647064783348e-05 3.45519521063895e-05 1.708092334105e-05
covarPC_4 2.7979453628525e-05 5.36353009824754e-05 3.85463661719999e-05 -2.11024625222307e-05 -4.20209032624271e-06 0.000371717867214978 -4.50894442553949e-07 9.22343407269366e-06 -2.71311733736353e-05 -8.18271638028146e-06
proband -2.79097847142547e-06 7.3113297990473e-07 -7.75415422839324e-06 -6.26805646790162e-06 1.18834820616784e-05 -4.50894442553949e-07 0.000418446445019476 -0.000210628081132978 1.84231358575405e-07 -1.30588331869579e-05
maternal 3.24915237513253e-06 -4.54376644457343e-07 1.32572809497596e-06 -5.35690391081902e-06 -1.7647064783348e-05 9.22343407269366e-06 -0.000210628081132978 0.00222376234511493 -0.00174425892267673 -0.00181411146470337
gmm -1.5612463913879e-05 -6.48191479397727e-06 -3.92820764153082e-05 4.76393296736928e-05 3.45519521063895e-05 -2.71311733736353e-05 1.84231358575405e-07 -0.00174425892267673 0.0057648589769748 -0.00237431893460851
gpm 8.90693529939472e-07 1.47359847080886e-05 4.20578666319514e-05 -4.16621397654419e-05 1.708092334105e-05 -8.18271638028146e-06 -1.30588331869579e-05 -0.00181411146470337 -0.00237431893460851 0.00599680939333544
