 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 1.1622149538893592e-05 3.505117341895432e-08 -4.614741033170871e-06 -2.7862364922364345e-05 1.7323206123811417e-06 8.94515723672379e-08 -5.295524382606964e-10 -3.386061577559933e-08 2.0978576889591826e-10 -4.758519601518375e-06 1.8061081043978333e-06 3.206294691831331e-06 -3.5552764818223796e-05 5.709944907240179e-05 -7.3961769075478e-05 4.8994462654686994e-05 -4.5044161807653896e-05 -9.616987235200305e-06 -8.451633549351532e-05 -1.0930929413054748e-05 -1.5450639417260438e-05 -5.587594217172375e-05 4.531230614353011e-06 -3.729572082831647e-05 -1.1821115217854196e-05 1.0606451850692679e-05 -4.707920313268984e-05 -5.714305195429116e-05 7.555818640729502e-05 8.186808188952919e-08 2.2971197536739964e-07 -5.817277617378427e-08
yob 3.505117341904739e-08 1.0781416211318775e-07 2.2373550975066376e-07 8.895328842966895e-07 -7.807194940106952e-08 -1.756001456821954e-09 5.525922265586409e-12 1.2403751439075134e-09 -4.747256884009724e-12 9.866203795964568e-07 7.794060203452412e-06 4.645527962036988e-07 -7.40242185158568e-06 -2.0111432403588504e-06 -3.50488942417482e-06 2.785789409221425e-07 -3.0232535567521432e-06 5.56980445844348e-06 -2.2237560487189315e-06 -4.7495543356202105e-06 6.35688250853813e-06 -5.791586157200151e-06 -2.327601241113725e-06 9.318124600421082e-06 3.372316341422762e-06 -1.6086262210514986e-07 -2.284629108783728e-06 3.352054034203692e-06 -1.2945529193454066e-05 -8.037739143183058e-09 -6.064647524605508e-09 -1.7519494520960085e-08
age -4.614741033134673e-06 2.2373550975007081e-07 5.607262172567955e-05 0.0008420241528348416 -5.545681717164863e-05 -1.114403002784857e-06 6.916184396841456e-09 1.107133544130065e-06 -6.876438141620535e-09 7.735839033975621e-06 1.4970697039203724e-06 -6.082408211579491e-06 -3.106510806107318e-05 1.0022120285427348e-05 1.936746942984821e-05 7.1112023612926585e-06 2.6199329240258685e-06 1.3163313194070971e-05 1.4902418331801692e-05 -7.40278813974897e-06 -1.8328458688512043e-05 -9.667359573428635e-06 -3.692622900533264e-05 1.743331939940692e-05 1.796803034264522e-05 -8.055718917189431e-06 -3.728922940816824e-05 -3.1593410552735804e-05 -7.315034792621263e-06 -1.9218261446536374e-07 1.29728681046608e-07 1.2939282601810274e-07
sex -2.7862364920815034e-05 8.895328842800466e-07 0.0008420241528344986 0.021545200578364676 -0.001389203707628436 -1.645782677418147e-05 1.0067926502805053e-07 2.7360642612368942e-05 -1.6823460478869158e-07 8.143898074110134e-05 0.0001823982094789584 -5.4456518605474904e-05 2.013813700698558e-05 5.307521835421503e-05 0.00024577732903615415 0.00015244187610846964 9.313953696596721e-07 0.0004363581757482451 0.00020497726810053633 -0.0003718193567056517 2.8881034584536668e-05 -0.00016801098714605325 -9.633694145170039e-05 2.0886008979203174e-05 0.0004098333187237447 0.000514843911211682 -0.00035397264708095726 -0.0002097617823256588 -0.00033212154469571843 -5.310379313671111e-07 -8.051708625209066e-07 3.1741044130967236e-06
age_sex 1.7323206122838036e-06 -7.80719494001753e-08 -5.54568171716207e-05 -0.0013892037076282387 9.207113550859319e-05 1.1057738408571497e-06 -6.869986409807307e-09 -1.8500505641234401e-06 1.155295859646726e-08 -6.481186444602476e-06 -4.184488349862442e-06 1.2430165262218914e-05 -2.1642595954259813e-07 -3.3157322289264866e-06 -2.3447692874556223e-05 -9.562446218098323e-06 -4.837597419582013e-06 -2.389113542700838e-05 -1.635861429917569e-05 2.1817827833203217e-05 -2.0186953729510994e-06 1.2341166545050475e-05 8.979299146415882e-06 2.4166279498080744e-06 -2.417748725619994e-05 -3.329745525100587e-05 2.773609677119926e-05 1.62156353741057e-05 1.7651836054297463e-05 2.121054921814515e-08 -3.178041025445395e-08 -1.5969824688507534e-07
age2 8.945157236561907e-08 -1.7560014568087852e-09 -1.1144030027847855e-06 -1.645782677418571e-05 1.105773840857536e-06 2.2598051105102864e-08 -1.4242406979498672e-10 -2.246241550515088e-08 1.416118454840406e-10 -6.291216654786286e-08 3.691835122882453e-07 2.716016224314914e-07 4.798822125515963e-07 -1.5554674677920593e-07 -5.399277804921137e-07 -1.720599205015271e-07 -2.4767788536360526e-07 -3.267222378583916e-08 -4.7114093073258403e-07 -7.933329717992465e-08 5.001863631918714e-07 3.474354558170309e-09 7.932422662855315e-07 -4.0825781206882805e-08 -1.735781460943487e-07 2.1538101627433763e-07 6.901195757116337e-07 6.881887475131439e-07 -3.60727041088085e-07 3.244358170399894e-09 -3.3910176673532883e-09 -2.766050100100087e-09
age3 -5.295524382529395e-10 5.52592226554055e-12 6.916184396840648e-09 1.0067926502806294e-07 -6.8699864098088e-09 -1.4242406979497914e-10 9.097717369325168e-13 1.415914052323596e-10 -9.045578550307343e-13 -2.1385754406992698e-10 -3.3813771047894436e-09 -2.3767914447374398e-09 -3.1978168705254656e-09 9.407148751816202e-10 3.5223233182743377e-09 1.2401948333554863e-09 2.238183752320436e-09 -5.534888612226162e-10 3.419279306881388e-09 1.2482929516348058e-09 -3.3014905265698305e-09 3.863254747390203e-10 -5.665060769392881e-09 -6.064181960162746e-10 2.805750534437819e-10 -1.6717084460786055e-09 -4.323023384934832e-09 -4.2265259961368265e-09 4.037462659996276e-09 -1.7016861146175384e-11 2.3589324720187408e-11 1.8104157086932795e-11
age2_sex -3.3860615774406874e-08 1.2403751438953675e-09 1.1071335441294062e-06 2.7360642612361383e-05 -1.8500505641232066e-06 -2.246241550514122e-08 1.4159140523231797e-10 3.782141805146959e-08 -2.396886988784927e-10 1.2807956678860332e-07 -2.8785526514390594e-08 -3.8259091282365204e-07 -1.5003521022268082e-08 4.804784696137111e-08 5.761756817612672e-07 1.9283116510875432e-07 1.5190829894261382e-07 3.9600807165846727e-07 4.1491492775856944e-07 -3.226416989808614e-07 5.29241611505825e-08 -2.451526778041366e-07 -2.626479312162843e-07 -1.3068431583910558e-07 4.5819351205103255e-07 6.189483214730311e-07 -6.14719511319958e-07 -3.482583749735196e-07 -2.666397243444219e-07 -3.5759407472047934e-10 1.5800946447143313e-09 2.803266283581089e-09
age3_sex 2.0978576887688654e-10 -4.74725688387154e-12 -6.876438141615954e-09 -1.682346047886258e-07 1.1552958596464562e-08 1.4161184548397023e-10 -9.045578550304131e-13 -2.3968869887846766e-10 1.5397413014318422e-12 -6.317412194682236e-10 7.254860201901526e-10 3.0571064659128706e-09 2.2866526395833375e-10 -1.3972412777170365e-10 -4.098997069341045e-09 -1.1427182668444533e-09 -1.211067010153535e-09 -2.0846074800773946e-09 -3.167376497839176e-09 1.305212955337838e-09 -4.1821774942096647e-10 1.5309078867803648e-09 2.1610929923423277e-09 1.1702163035621708e-09 -2.8054282309680392e-09 -3.5262974702267255e-09 4.1539540859068695e-09 1.9934070751904914e-09 1.2730337637104496e-09 9.594429080164424e-13 -1.2763255226381055e-11 -1.6088228923948987e-11
PC_3 -4.758519601506689e-06 9.866203795964608e-07 7.735839034002924e-06 8.143898074188864e-05 -6.4811864446563974e-06 -6.29121665484253e-08 -2.1385754406633069e-10 1.2807956678971715e-07 -6.31741219475339e-10 0.028542369220382495 0.0003585153067875347 0.0016374872775155901 -0.0005354940680098279 -0.004183299695789697 0.002046042171993364 0.0035434602163699896 -0.004334420455753147 -0.00031117188813884443 -0.0017301297257340672 0.0011266851557284185 0.005442131106519631 0.0030401979623560873 -0.0023050724802758647 -0.010692329827435287 0.0006608733822535946 -0.0007937736858087786 0.003796064444217405 -0.0007584064978246073 0.00532040842261688 -2.6111070185624605e-06 2.919598406168144e-05 2.875311669249478e-05
PC_4 1.8061081043990384e-06 7.794060203452333e-06 1.4970697039357992e-06 0.00018239820947977617 -4.184488349917306e-06 3.691835122879378e-07 -3.3813771047875386e-09 -2.8785526513277758e-08 7.25486020183166e-10 0.0003585153067875353 0.09609627193755253 -0.002174153259670916 0.006440345993923797 -0.0028623209649166798 -0.0009274246550546942 -0.0034721091588252716 -0.0006248542522767008 -0.006623747387096979 0.001743680701576395 0.005494965599006197 -0.009101242619949108 -0.006362951328010275 0.007427607659308803 0.005545308098172759 -0.003949129125981954 0.0014851409398335715 -0.004484931056502094 -0.0004820078775290819 0.004440372777265357 3.8351879231703625e-06 -4.179548752630217e-05 -4.511497140213662e-05
PC_5 3.2062946918143134e-06 4.6455279620370374e-07 -6.082408211576596e-06 -5.445651860519653e-05 1.2430165262202375e-05 2.7160162243146183e-07 -2.376791444737414e-09 -3.8259091282335267e-07 3.057106465911177e-09 0.0016374872775156044 -0.002174153259670904 0.1256423131041847 -0.0027636018908217125 -0.004344401769001402 -0.0017591151857635858 0.0053467804897567315 -0.008795837871454888 -0.0019620724300430516 -0.009822682891170892 -0.006335747919275556 -0.0009769595417656134 -0.008899123566675982 0.007038434616084319 -0.01634360890158348 0.0053825335708930075 0.0030349347059424625 -0.0019199015750759898 -0.0018280667965096427 0.009806580048643808 -1.898211086202834e-06 2.009335809744176e-05 -4.071104852795159e-06
PC_6 -3.5552764818229305e-05 -7.402421851585607e-06 -3.106510806094673e-05 2.0138137009996883e-05 -2.1642595975043958e-07 4.798822125489825e-07 -3.197816870508746e-09 -1.5003521017950474e-08 2.2866526393062088e-10 -0.0005354940680098213 0.006440345993923771 -0.002763601890821768 0.15992529280651016 0.003536903177125683 0.0035338327627700912 -0.0059373439567598505 -0.004880529811375952 0.004187536693348364 -0.007444329904150716 0.0007812468268346178 0.0008659012818750478 -0.01358356630851155 0.008030983107580597 0.01320002475717987 -0.003145213375552634 0.00014633663902431432 -0.008112989895627896 -0.001603285844286657 -0.005668458079710441 -6.833383585659688e-06 -2.753872045338334e-06 -3.2309200240515916e-06
PC_7 5.709944907241727e-05 -2.011143240359321e-06 1.0022120285031952e-05 5.307521834458577e-05 -3.3157322282737067e-06 -1.5554674677116928e-07 9.407148751308778e-10 4.804784694800034e-08 -1.397241276868457e-10 -0.004183299695789748 -0.0028623209649166763 -0.00434440176900126 0.0035369031771256866 0.2013010998695679 0.006359995383609587 9.235740818407393e-05 -0.008351840769727434 0.0079734853195019 0.00755949317932641 0.017464282261918963 0.006018183327144076 -0.019674450349539904 -0.012443901820307525 0.01691226616365601 -0.00807724945444527 -0.005352103472386962 -0.002177797085854534 0.007784700428807137 -0.009505846165012355 6.397418142633518e-06 1.9123044240090862e-05 1.787503915512679e-05
PC_8 -7.396176907546094e-05 -3.5048894241746204e-06 1.936746943024797e-05 0.00024577732904590785 -2.344769287521991e-05 -5.399277805002782e-07 3.5223233183260766e-09 5.761756817749046e-07 -4.0989970694278255e-09 0.0020460421719933975 -0.000927424655054714 -0.0017591151857637316 0.0035338327627700075 0.006359995383609815 0.21620985671591691 0.008705935314375919 0.008085311080328363 -0.0016521743511120873 -0.0023255806262090753 -0.010208521839515188 0.005660741476524989 0.017767589749564234 -0.011291558364791517 0.0075977797223237085 0.013934887410831164 0.0037075755339710157 0.00040669960602214073 0.00024327579925620863 -0.008861103410162144 -5.686463343982415e-06 1.3272009009210723e-05 2.3911959731913504e-05
PC_9 4.8994462654703074e-05 2.7857894092171194e-07 7.1112023610376965e-06 0.00015244187610219064 -9.562446217676426e-06 -1.720599204963892e-07 1.2401948333232813e-09 1.9283116510017925e-07 -1.1427182667903942e-09 0.003543460216369958 -0.0034721091588252786 0.005346780489756816 -0.005937343956759874 9.235740818412579e-05 0.008705935314375725 0.28746681940263985 0.011304356485780216 0.0011528433671986746 -0.015520097595120618 0.006299836129788056 -0.0032203462034751163 -0.002342092098584429 -0.01071332091473382 -0.006398683306214351 -0.006654081571227174 -0.0006379161796133483 0.00022605720082096906 -0.007238221908751112 0.014099093598235243 -5.996287018504162e-07 2.0121390053600814e-06 1.092737174815603e-05
PC_10 -4.504416180765748e-05 -3.023253556751763e-06 2.6199329243238064e-06 9.31395376904362e-07 -4.83759742007266e-06 -2.4767788536965604e-07 2.238183752358623e-09 1.519082989526568e-07 -1.2110670102172343e-09 -0.0043344204557531655 -0.0006248542522766605 -0.008795837871454998 -0.004880529811375993 -0.008351840769727366 0.008085311080328447 0.0113043564857803 0.3538948717483013 0.020637414970622582 -0.010894470962055144 -0.005489172303238607 0.00038273820774297233 0.009915074038568146 0.002481764077530663 -0.002378168595421766 0.010398850532402715 0.005016915055402747 -0.002316186389458834 -0.0022367624991125844 -0.011222407986554273 1.795902319186197e-05 2.1733048803924765e-05 5.228046281435567e-05
PC_11 -9.616987235187743e-06 5.56980445844321e-06 1.31633131941714e-05 0.00043635817575104514 -2.389113542720059e-05 -3.267222378791914e-08 -5.534888612093047e-10 3.960080716624452e-07 -2.0846074801028527e-09 -0.00031117188813885 -0.006623747387096989 -0.001962072430043093 0.0041875366933483375 0.007973485319502044 -0.0016521743511121762 0.0011528433671987859 0.02063741497062246 0.32629932640174664 0.003889682183996938 0.0019647775733757254 0.009789359562142918 0.01662959839366491 -0.0031268869786314837 0.008562861449211086 -0.010086126317816945 -0.003837355052322386 -0.00032427673944054273 -0.003050245378196537 0.021978033086676795 3.653493172345439e-06 2.718160020894174e-05 -1.2222275919970945e-06
PC_12 -8.451633549347976e-05 -2.2237560487189925e-06 1.4902418331784963e-05 0.00020497726809997092 -1.6358614299138502e-05 -4.7114093073224866e-07 3.4192793068792935e-09 4.1491492775780875e-07 -3.1673764978342774e-09 -0.0017301297257340809 0.0017436807015763832 -0.009822682891170885 -0.007444329904150764 0.007559493179326568 -0.002325580626209245 -0.015520097595120545 -0.010894470962055279 0.0038896821839968917 0.3686952306404651 0.01580824349765633 0.002156787123345828 -0.008668152715971019 0.006911627552103771 0.01917344011917243 0.010797811639502906 0.010620101450430934 0.009295292252645651 0.010915284951665319 0.003460768086249034 1.3422585874342338e-05 6.9293998151391344e-06 2.8538261438014314e-06
PC_13 -1.0930929413079464e-05 -4.7495543356199556e-06 -7.402788139731753e-06 -0.0003718193567054706 2.181782783319577e-05 -7.933329718021595e-08 1.2482929516363286e-09 -3.2264169898079205e-07 1.3052129553378347e-09 0.0011266851557284214 0.0054949655990062215 -0.006335747919275553 0.000781246826834652 0.01746428226191888 -0.01020852183951507 0.006299836129787977 -0.005489172303238507 0.0019647775733757757 0.01580824349765634 0.38265170443120206 0.016615857773365474 -0.0037721582516637184 -0.008929315046870076 0.019682213522866147 0.011927836413843113 0.0015788802335665443 -0.020852831308104114 -0.013258966618814004 -0.010011911476167307 5.604507476066861e-06 1.3624587204607084e-05 -6.688391205439589e-06
PC_14 -1.5450639417261217e-05 6.356882508538211e-06 -1.8328458688375535e-05 2.8881034587929407e-05 -2.018695373183573e-06 5.001863631890656e-07 -3.301490526551962e-09 5.29241611553867e-08 -4.1821774945168093e-10 0.0054421311065196536 -0.009101242619949145 -0.0009769595417656728 0.0008659012818750553 0.006018183327144114 0.005660741476525062 -0.003220346203475081 0.0003827382077429554 0.009789359562142972 0.0021567871233458776 0.016615857773365446 0.37545181503826164 8.553471801734287e-05 -0.0032094338147149143 0.006518580295695591 -0.003661302013983577 -0.002622187542123994 -0.0013528142901348742 -0.028415629449242103 0.008310254729960243 1.310116032274445e-05 1.2077677492138728e-05 7.864161227267935e-07
PC_15 -5.587594217174755e-05 -5.791586157199631e-06 -9.667359573168716e-06 -0.00016801098713978415 1.2341166544629983e-05 3.474354552939334e-09 3.8632547477175404e-10 -2.4515267779560414e-07 1.530907886726643e-09 0.0030401979623561216 -0.006362951328010273 -0.00889912356667606 -0.01358356630851153 -0.01967445034953997 0.017767589749564414 -0.0023420920985844306 0.009915074038568185 0.016629598393665037 -0.008668152715970934 -0.003772158251663797 8.553471801738247e-05 0.43639341676319626 -0.013037396833520808 0.0028345002587200616 0.00903608734319778 0.0007979980169282747 0.003955057186308288 -6.77350162650874e-05 -0.01668875212251976 5.959509537656046e-06 -3.970312322947846e-05 -2.615811375430202e-06
