 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband sibling paternal maternal
intercept 1.4210708133005455e-05 2.510362662329238e-07 -1.3377007125937449e-06 -9.290803294866823e-06 6.999766421755037e-07 2.430295415738872e-08 -1.2895259682111193e-10 -1.620334109408936e-08 1.1222966204880055e-10 2.811632924629625e-05 -4.196004457770585e-05 5.334183316093069e-06 -5.901476188859992e-05 8.93881034221593e-06 -6.851702688400821e-05 8.872178314436019e-05 -6.045563904334554e-05 -7.118508846216977e-07 -9.713167651436741e-05 -2.2601969062207966e-05 -1.556841333177679e-06 -8.362962426526774e-05 1.0207501364342208e-05 -3.629150131818305e-05 1.1599788299914645e-05 9.618664819188357e-06 -4.9591123940349276e-05 -3.748610126263584e-05 4.9801567843653954e-05 1.0847659894820587e-07 1.5841876995597543e-07 3.151265948775906e-08 -5.377521526573509e-07
yob 2.5103626623294334e-07 1.281185468329259e-07 3.004634190812435e-07 1.5991483449149318e-06 -1.3540854824142868e-07 -3.0728046876799317e-09 1.3057544104987974e-11 2.354422685512164e-09 -1.1045042860545843e-11 2.528253986979504e-06 5.3279870507268905e-06 -7.579417594100579e-07 -9.450072564731833e-06 -5.244531387337659e-06 -1.7849033640492134e-06 1.8093386371253182e-06 -3.2574260513255085e-06 5.472243122541725e-06 -2.8922430623103585e-06 -5.791203458507415e-06 8.88014375375845e-06 -6.86556098345803e-06 -2.409080265294172e-06 1.0561572550653567e-05 3.571597677479049e-06 1.048676665525777e-07 -2.7814912213387863e-06 3.7200003693997584e-06 -1.453052449050708e-05 -1.157398958137558e-08 -2.580535487640561e-10 -7.228573241890054e-09 -2.6396807457910875e-08
age -1.3377007125070898e-06 3.0046341908114374e-07 4.409070273699879e-05 0.0006433298902172547 -4.3431246102776915e-05 -8.80746410053556e-07 5.4697060045474e-09 8.737165377321767e-07 -5.432690614156383e-09 1.1968937634211031e-05 -1.3251407793815338e-05 -1.0990046489106491e-05 -3.330603891641341e-05 -1.4455281611710686e-05 2.8082808581384946e-05 1.773113081995529e-05 -2.0472001150313504e-05 -1.2715628015718078e-05 3.2754804191284445e-05 3.875031648603409e-07 -7.351603499647374e-06 -1.4638218550801759e-05 -2.2615931848623766e-05 1.796942100087173e-05 -3.6435642592826157e-06 -7.390611932219582e-06 -1.882190679534078e-05 -1.1773257817691503e-05 -7.672601267043121e-06 -5.765700346830984e-08 -4.1597159000429624e-07 3.192127539185748e-07 2.962653936343528e-07
sex -9.290803294730915e-06 1.5991483449137454e-06 0.0006433298902160628 0.01783782891872277 -0.0011446020117246742 -1.2484259010228361e-05 7.578017015811379e-08 2.2310109098804973e-05 -1.3562312715320627e-07 2.8971738848861956e-06 0.00025218350271367647 -7.045959925157897e-05 1.5455173660330545e-05 -0.00018672531151438804 0.00011712868956816413 0.0004269294616347051 -0.00020152684922290496 2.569229139118126e-05 0.0003287548154145943 -0.00012569684179612514 -0.00027824724727095606 -0.00025949921702881777 -0.00020444718288838054 3.4636483104841825e-06 -0.00021665021381533825 0.00033756494791086866 -0.00025107627572073957 -0.00010693755409921278 -0.0005322588795473374 -8.60946700922665e-07 -3.212283244993601e-06 6.17757222480301e-06 3.1673837563937868e-06
age_sex 6.999766421176265e-07 -1.354085482422479e-07 -4.343124610269909e-05 -0.0011446020117248283 7.705866473268753e-05 8.714134576356324e-07 -5.420371206301683e-09 -1.5505256519604712e-06 9.647334926798474e-09 -1.9223902693112014e-06 -1.0684217361105387e-05 1.2502647088997779e-05 3.7226529096728433e-06 9.150041057309835e-06 -1.8291427969256454e-05 -2.5941447619711517e-05 1.1120467482515369e-05 4.910063151012708e-06 -2.4041820766426225e-05 1.1300120572161137e-05 1.4610701088798176e-05 1.4502744910281155e-05 1.8334452421285105e-05 3.407674008971032e-06 1.5426442945038173e-05 -2.421979060754133e-05 2.0447370321672845e-05 1.148279542759082e-05 3.4457892266285657e-05 9.519498526402022e-08 2.5656639184989593e-07 -5.910235699052685e-07 -2.2503410426580313e-07
age2 2.4302954157160337e-08 -3.072804687687806e-09 -8.80746410053574e-07 -1.2484259010253842e-05 8.714134576373097e-07 1.8112733601716925e-08 -1.1490538611240942e-10 -1.7985305619222357e-08 1.1417066000409757e-10 -1.0603278937687693e-07 6.46994179605631e-07 3.4328300381240876e-07 4.883827336151854e-07 2.7954488310880176e-07 -6.710910517640336e-07 -3.624117048673082e-07 2.2235288958218245e-07 4.883346418966656e-07 -8.633883852853302e-07 -2.4099909725827343e-07 3.2535092897121265e-07 9.926133738557084e-08 5.622727935835901e-07 -4.400601522659162e-08 3.177482410678503e-07 1.8162331761781415e-07 3.185709345640704e-07 2.4133819363295614e-07 -3.45219086009038e-07 5.59645008786156e-10 7.951999612708593e-09 -7.431146331050586e-09 -5.693797163488093e-09
age3 -1.289525968192986e-10 1.3057544104984796e-11 5.46970600454753e-09 7.578017015828089e-08 -5.420371206312682e-09 -1.1490538611241058e-10 7.417981317671158e-13 1.1414293280280443e-10 -7.371839656926237e-13 -1.6497276714439213e-10 -5.056809574569822e-09 -2.833943109536407e-09 -3.189617518145594e-09 -1.5069694329906884e-09 4.125550046151295e-09 2.3163533630766013e-09 -7.203337981525492e-10 -3.802611542992247e-09 5.868521830604932e-09 2.3173383888124832e-09 -2.345344029475895e-09 -1.9532154806396628e-10 -4.566331206893632e-09 -6.176380609785991e-10 -3.1358365719097346e-09 -1.3640207648322172e-09 -2.0344244955256927e-09 -1.2294970798638086e-09 3.990700782054686e-09 4.928053586871288e-13 -4.553776657301553e-11 4.683880849290986e-11 3.272265330784066e-11
age2_sex -1.6203341093718725e-08 2.354422685523778e-09 8.737165377306443e-07 2.2310109098810594e-05 -1.550525651960641e-06 -1.79853056191892e-08 1.1414293280258687e-10 3.196688486770787e-08 -2.0283911439846455e-10 5.104069040044556e-08 1.189254781027988e-07 -3.850008435550811e-07 -1.2084590351628293e-07 -1.5259480026889864e-07 5.162731575499299e-07 4.777178307105773e-07 -1.7877549230792707e-07 -1.780693551932378e-07 5.586053034757662e-07 -1.6963460110376715e-07 -2.510536710833256e-07 -2.3043559245000326e-07 -4.7443779603156813e-07 -1.4969131961565328e-07 -3.016579597418072e-07 4.698590777217551e-07 -4.517222179965269e-07 -2.546163974662823e-07 -6.252063183891217e-07 -2.032305476357153e-09 -4.938295630040964e-09 1.3032819537691224e-08 4.21785870016744e-09
age3_sex 1.1222966204487514e-10 -1.104504286051678e-11 -5.4326906141469255e-09 -1.35623127153255e-07 9.647334926800463e-09 1.141706600038946e-10 -7.371839656912901e-13 -2.0283911439848318e-10 1.3091819372468874e-12 -1.976127452213103e-10 -2.407333424920693e-10 3.150292398312661e-09 9.270861441677589e-10 8.675993696186738e-10 -3.928079089975714e-09 -2.6360179369912216e-09 8.807746203640466e-10 1.4136118431846327e-09 -4.008086991408436e-09 5.710040734257337e-10 1.3631845580805368e-09 1.16599628284588e-09 3.537873704096014e-09 1.3003047346695023e-09 1.7599279769708466e-09 -2.763575333242096e-09 2.979151310590938e-09 1.3345273461134653e-09 3.5107425428237667e-09 1.0169336740320186e-11 2.713080547733605e-11 -8.133414806136142e-11 -2.2639649915559652e-11
PC_3 2.8116329246297242e-05 2.528253986979516e-06 1.1968937634200916e-05 2.8971738844892857e-06 -1.922390269283215e-06 -1.0603278937666443e-07 -1.6497276714576608e-10 5.1040690399858745e-08 -1.9761274521753232e-10 0.03284964883795437 0.0004945598498549818 0.0032467677517675764 -0.0005249299375810065 -0.00673588422597636 0.0018622719763578268 0.00554434495677872 -0.004144262692266005 0.00039664913535953554 -0.0012498902553339968 -0.0001785589946448758 0.00709739037698771 0.0027753921847598687 -0.001234825291358253 -0.011685890190040474 0.0025877807488212863 0.00010866597742705997 0.003647161028742596 -0.00042083717621750253 0.005437485729446105 -2.4819743882783053e-06 -1.226255565987028e-06 3.39360396782512e-05 3.528582838918482e-05
PC_4 -4.196004457770913e-05 5.32798705072681e-06 -1.3251407793843343e-05 0.00025218350271280564 -1.0684217361041114e-05 6.469941796062626e-07 -5.056809574574103e-09 1.189254781014096e-07 -2.407333424829006e-10 0.0004945598498550023 0.10846970367646802 -0.003985833110138337 0.0062897186267293 -0.0054505386219340195 -0.0017597400694920305 -0.003994827195792397 -0.00212853272588261 -0.007021107207801458 0.0021190523969393396 0.0048258495537170055 -0.011137897071336098 -0.008670398206262602 0.007643809859097535 0.006232094112843903 -0.002627103027219636 0.0017962871119540415 -0.004811260262169839 -0.00043505900575180475 0.0030769534485571882 -3.185801125155667e-06 -9.310041246523558e-07 -4.24356524144563e-05 -5.111371870329886e-05
PC_5 5.33418331608306e-06 -7.579417594101765e-07 -1.0990046489109876e-05 -7.045959925244668e-05 1.2502647089055719e-05 3.432830038124681e-07 -2.833943109536738e-09 -3.8500084355624014e-07 3.1502923983198347e-09 0.003246767751767573 -0.003985833110138364 0.1459429939468904 -0.005363018722444388 -0.0090609451782496 -0.0019357458257791707 0.009448207999639744 -0.010886906664905271 -0.0013957597237216396 -0.009902533942888116 -0.008776890214626522 -0.000746246998554781 -0.011668560649904128 0.010183279081572849 -0.019430942174093257 0.007326494236811305 0.005405593392754976 -0.0013608986593204788 -0.0020420671698265307 0.012033606653704104 1.310333450245472e-07 2.8001487297976807e-06 1.9161704934676392e-05 -5.403950050890025e-06
PC_6 -5.901476188860314e-05 -9.450072564731673e-06 -3.330603891636166e-05 1.5455173661145526e-05 3.7226529096173876e-06 4.883827336141429e-07 -3.189617518139088e-09 -1.2084590351515621e-07 9.270861441606835e-10 -0.000524929937580997 0.006289718626729287 -0.005363018722444407 0.17976615553267927 0.005092950187454805 0.007145427233234889 -0.013809813146155748 -0.004271778543623045 0.002810289017373072 -0.008620163345156587 0.0033180374534711875 -0.0006749362755573272 -0.013961134627670601 0.010018689571632983 0.01612922943786996 -0.006227239957176364 -0.0016712714934078675 -0.008758849929714535 -0.002105549158019964 -0.005814451865702556 9.275306232841563e-07 4.951178429848567e-06 -3.1608421882913866e-06 -2.782912085952436e-05
PC_7 8.938810342211997e-06 -5.244531387337778e-06 -1.4455281611745238e-05 -0.00018672531151572145 9.150041057401056e-06 2.7954488310950914e-07 -1.5069694329951655e-09 -1.5259480027075838e-07 8.675993696303741e-10 -0.006735884225976349 -0.005450538621934037 -0.009060945178249588 0.005092950187454817 0.2257456336374087 0.009524579825545602 -0.0025206246677679767 -0.009557250788254751 0.008500385747434357 0.005548266614444667 0.02389710892295805 0.004911131626797201 -0.021960373115238484 -0.018442787024762965 0.020905695232235483 -0.01106362256523702 -0.00815488222683528 -0.0019577126162495582 0.00875357690029502 -0.010524603066476165 5.522009752892057e-06 -3.3866004477155746e-06 1.5678186032498503e-05 2.049413756260301e-05
PC_8 -6.851702688399356e-05 -1.7849033640487728e-06 2.8082808581434935e-05 0.0001171286895699945 -1.829142796938012e-05 -6.710910517650489e-07 4.125550046157698e-09 5.162731575524291e-07 -3.928079089991334e-09 0.001862271976357832 -0.001759740069492012 -0.0019357458257791957 0.007145427233234843 0.009524579825545599 0.23863906087516987 0.01120202945481132 0.009700845548262008 -0.005343677967879251 -0.002389960251508747 -0.013306192789118303 0.008154094139681704 0.02065647303803609 -0.013470063096449396 0.008887588434371084 0.016019391038279828 0.00419680633183531 0.0008436851873240188 0.0016178371292565 -0.012066514548459964 -2.9563296677578908e-05 -4.412929472519783e-05 7.041762012763433e-05 6.575919767621625e-05
PC_9 8.872178314436952e-05 1.8093386371252894e-06 1.7731130819892323e-05 0.00042692946163378355 -2.594144761964349e-05 -3.6241170486598225e-07 2.3163533630680227e-09 4.777178307091038e-07 -2.636017936981474e-09 0.005544344956778726 -0.003994827195792369 0.00944820799963978 -0.013809813146155753 -0.002520624667767946 0.011202029454811253 0.32564065886114896 0.005985626675996927 0.002858326630638092 -0.019667265626544653 0.008187234502638797 -0.002517500402885222 -0.0029025998722465004 -0.010646197443424916 -0.006893088901866805 -0.005454723332484732 0.0007409753310429893 0.0005036977195133416 -0.005997466866469163 0.017887052621039568 1.3715798512060035e-06 -1.3565204391568252e-05 -2.1772437386843704e-05 4.114224808286805e-05
