(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal gpp gmp
(Intercept) 0.0395212916874142 0.0346034247056802 0.010740085485575 -0.0331044967054385 -8.76165274722461e-05 0.000367686318375826 -0.00111276096414593 0.000851802775562324 -0.000449109090131881 -0.000641883459165018
covarage 0.0346034247056802 0.0451091251317959 0.0293809777626994 -0.0727683272429881 -0.000195780429723738 0.000217550796158006 -0.000277095449753765 0.000614972024906104 -0.000455948419773254 -0.00032835795258208
covarsex 0.010740085485575 0.0293809777626994 0.0354870622056229 -0.0738111088604253 -0.000142944609118903 6.46975910665238e-05 -0.000152672528734067 0.000212287319533986 6.33508778807162e-05 -0.000283089054609903
covarage_sex -0.0331044967054385 -0.0727683272429881 -0.0738111088604253 0.170146320838599 0.000332175986043108 0.000192871380625055 0.000214873638074379 -0.000724694301245215 1.97384983040001e-06 0.000804688804590241
covarPC_3 -8.76165274722461e-05 -0.000195780429723738 -0.000142944609118903 0.000332175986043108 0.00359478301632976 -0.000143307942880999 6.14469112277605e-05 9.3360111544405e-05 0.000181967541201778 -7.71346843559986e-05
covarPC_4 0.000367686318375826 0.000217550796158006 6.46975910665238e-05 0.000192871380625055 -0.000143307942880999 0.00348877848002577 -0.000124295677754883 -2.06012103853221e-05 0.00014448145424776 -0.000241465556268186
proband -0.00111276096414593 -0.000277095449753765 -0.000152672528734067 0.000214873638074379 6.14469112277605e-05 -0.000124295677754883 0.00405670528749662 -0.0017107829812395 -0.000245685774711441 -0.000230887004048794
paternal 0.000851802775562324 0.000614972024906104 0.000212287319533986 -0.000724694301245215 9.3360111544405e-05 -2.06012103853221e-05 -0.0017107829812395 0.0181625435153268 -0.0145625838686395 -0.0133325662623074
gpp -0.000449109090131881 -0.000455948419773254 6.33508778807162e-05 1.97384983040001e-06 0.000181967541201778 0.00014448145424776 -0.000245685774711441 -0.0145625838686395 0.0351187856928078 -0.00709249111504214
gmp -0.000641883459165018 -0.00032835795258208 -0.000283089054609903 0.000804688804590241 -7.71346843559986e-05 -0.000241465556268186 -0.000230887004048794 -0.0133325662623074 -0.00709249111504214 0.0339441683172655
