 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 0.00015082409248568928 -2.937609417415503e-07 3.64978495703236e-05 0.00025363331576176793 -3.63188686308812e-05 -1.3513423364108528e-06 1.4411636681965206e-08 1.3387724598605604e-06 -1.4300004031539529e-08 -3.677392531931766e-05 -3.818106331367744e-05 -6.183999594101017e-05 -1.9963292964519257e-05 0.00014524491345300458 -0.00011564717876139682 -3.0754302595912646e-05 -5.977175956624291e-05 -7.97675420990806e-05 -8.949018303577204e-05 8.477891852464713e-06 -0.00012642609128935288 -5.6828212080978185e-05 -5.740085586591033e-05 -8.901200929879724e-05 -8.226920731647697e-05 -3.861455169206912e-05 -9.980837481052144e-05 -8.523314911491133e-05 0.0001855787060938283 2.4832859349343796e-07
yob -2.937609417401453e-07 2.0051560825707966e-07 1.8543449251166738e-07 1.0333984435618902e-06 -1.4029719988978938e-07 -1.099313733994116e-09 1.0525261970357823e-11 4.187405693710482e-09 -3.2183226975572866e-11 -4.453271896938465e-07 2.216706037812677e-05 7.862850074331915e-06 -1.376199877952532e-05 -4.772578140404733e-06 -7.48580549444922e-06 -7.06778462163211e-07 -8.592570946716575e-06 1.2416687541891417e-05 -4.4710617675089535e-06 -1.2589608210841186e-05 1.3263735241164079e-05 -1.0591740190127978e-05 -4.792233493081327e-06 1.9274202467179638e-05 8.120886056452209e-06 -2.66307486091848e-06 -2.45465172499882e-06 1.1839350093116734e-05 -2.5650308577020974e-05 -4.353626377550199e-08
age 3.6497849570415055e-05 1.8543449251036578e-07 5.0089427332354636e-05 0.00045192501473740584 -4.9521730223507904e-05 -1.463860684295564e-06 1.2561422044198328e-08 1.4568549295750166e-06 -1.2523557072923137e-08 -9.664185774261572e-06 8.094137912554692e-06 -1.7775146603708917e-05 -1.8903832533966955e-05 -2.3359382767354973e-05 4.7677833518575105e-06 -8.15935996024223e-06 -1.589722283224846e-05 -1.1689734275519928e-05 -1.1436089733063311e-05 -1.510006656765038e-05 3.618602643745268e-06 -2.2560424277397223e-05 -8.552305514397044e-06 -4.376281231816524e-06 2.2574939415481407e-05 -4.495269126217191e-05 -3.737046314413148e-05 -1.7763989715377148e-06 3.413128155555551e-05 4.431460613941335e-08
sex 0.0002536333157633527 1.0333984435510598e-06 0.0004519250147383077 0.00650139013144202 -0.0005789906312838096 -1.2383732725598478e-05 1.0179802663149726e-07 1.5046042786499183e-05 -1.1885285179892477e-07 -1.3772152266467585e-05 -0.00020651210718019392 -0.00028090449685263283 -1.8459779311064676e-05 -0.0005788842020449887 0.00014841767224840768 0.00011875827433140474 0.00010943118249244161 -0.00018704129144862116 -0.0002578028478252553 -0.00019360206196347685 8.677457116388949e-05 -0.000411299520939945 7.625207539818338e-05 -0.00012023255251443848 0.0001502141300621204 -0.0002801484095743289 -0.00026537102481255997 -7.079366647783987e-05 3.583734898570038e-05 8.566869781462621e-07
age_sex -3.6318868631022633e-05 -1.4029719988849252e-07 -4.9521730223570083e-05 -0.0005789906312834454 5.912117187699519e-05 1.4527283159688219e-06 -1.2483304924488951e-08 -1.6663990275412663e-06 1.390612461771217e-08 2.8494526950486505e-07 1.0106875379207302e-05 2.7347757387747677e-05 -7.721512038128429e-07 5.1168049092536916e-05 -2.6535110419683436e-05 3.7420627541700003e-06 -4.915883113411781e-06 2.384059750983146e-05 1.4362744601334511e-05 2.6862435798473342e-05 -8.118699548667238e-06 3.655968821954065e-05 -1.0135919348816708e-05 1.3710850552726731e-05 -2.282525741150908e-05 2.8207629745149202e-05 2.6893966529224028e-05 -1.0925959671973201e-06 -6.066569406166845e-06 -1.3866459660837506e-07
age2 -1.3513423364132648e-06 -1.099313733949168e-09 -1.4638606842950787e-06 -1.2383732725566683e-05 1.4527283159664398e-06 4.503359226770594e-08 -4.005435303057748e-10 -4.4841934526543696e-08 3.9943495363090393e-10 1.8998848567055232e-07 2.6500099118361255e-07 6.71088684710082e-07 1.8353062853449717e-07 9.705846098196376e-07 -5.425327400391708e-07 3.837026554617836e-07 2.926549946663945e-07 7.042011360015025e-07 -1.0149592646181698e-07 4.640099856927471e-07 -9.244723669666138e-09 5.617921270718611e-07 9.302690250264935e-08 4.089512967116473e-07 -6.305110548075408e-07 1.1787517215082756e-06 8.737969391504693e-07 -1.3855323082857117e-07 -1.0684068774057096e-06 -3.7703660782004955e-09
age3 1.4411636681984503e-08 1.0525261969968776e-11 1.2561422044190827e-08 1.0179802663119174e-07 -1.2483304924464693e-08 -4.0054353030567224e-10 3.6679054395976525e-12 3.9921216831836426e-10 -3.6600912109685905e-12 -1.5878101445094642e-09 -1.12888308543957e-09 -5.584308822887498e-09 -1.4744708671807767e-09 -8.961404460580544e-09 4.69141682857745e-09 -5.284594140307864e-09 -3.326922432100712e-09 -6.54914532350475e-09 2.5320309205346874e-09 -6.0058571426353175e-09 3.9564089646547825e-10 -5.5500574728738205e-09 -1.108440235328107e-09 -2.2598811858114175e-09 5.90179419943628e-09 -9.934358475332771e-09 -7.1038098627018886e-09 4.093007175826857e-09 6.2353056300907634e-09 4.127817223476699e-11
age2_sex 1.338772459864286e-06 4.1874056936682815e-09 1.4568549295760062e-06 1.5046042786480291e-05 -1.6663990275403581e-06 -4.484193452658853e-08 3.9921216831886305e-10 4.972026216621354e-08 -4.3271997694800034e-10 6.37899978041152e-08 -2.6658506873685582e-08 -7.046031126404684e-07 -3.402739456554818e-08 -1.4701350132474354e-06 8.383742298215845e-07 -3.886934467605593e-07 -1.3924142030603643e-07 -6.857218765092595e-07 -8.478214640084425e-08 -9.131185723559447e-07 2.915884594139096e-07 -1.012337093629084e-06 2.641709996649812e-07 -2.2911367173721665e-07 9.329766417446889e-07 -8.673927682612519e-07 -7.393164847834586e-07 3.3549682330160167e-07 -8.24816451006593e-08 4.445003797130723e-09
age3_sex -1.4300004031566116e-08 -3.218322697519059e-11 -1.2523557072925678e-08 -1.1885285179870532e-07 1.3906124617697967e-08 3.994349536311113e-10 -3.660091210971337e-12 -4.3271997694781143e-10 3.894598765690362e-12 -4.5605552289430106e-10 -1.1702891205453886e-09 5.80837229154928e-09 2.66368108725541e-10 1.194491451321005e-08 -6.893124810792549e-09 5.867707650218251e-09 2.915281570377713e-09 6.103364526324426e-09 -1.6378423007231708e-09 8.656752445531462e-09 -2.093244218776555e-09 8.142890289517776e-09 -1.6813052478544784e-09 6.98565822466076e-10 -8.795199081244081e-09 7.855108596414213e-09 6.270262865998143e-09 -5.179090084752784e-09 2.074646528081684e-09 -4.231785451239653e-11
PC_3 -3.6773925319268936e-05 -4.4532718969366815e-07 -9.664185774195355e-06 -1.3772152265778922e-05 2.8494526943077566e-07 1.8998848566858238e-07 -1.587810144492405e-09 6.378999780626824e-08 -4.56055522912616e-10 0.04671314033413925 0.0008678708746929537 0.0017450301517092242 0.001915525676325209 -0.005726019816242627 0.0034841753797286005 0.006495642283495797 -0.00542354829254265 -0.002690596867904512 -0.0018195667741376692 0.004547022971967762 0.007029918540456145 0.006424223094978259 -0.004339281238171614 -0.01619755324150571 -0.0016891074155417315 -0.001277847836546084 0.004844471370774362 -0.003413833443986076 0.01104395743434626 3.865327622526345e-05
