 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
intercept 0.000489303361235938 -1.5307310196323683e-06 7.87433863187686e-05 -0.00012280096967554687 4.64306639215879e-06 -2.7811984861168117e-06 2.8522575775677403e-08 2.7075545945265358e-08 -1.405003046204808e-09 -0.00020105179761447116 0.00019805435679286812 -0.00022637880235269156 -5.460898800142388e-05 0.00046689904835851224 -0.00075718033950712 -9.260495918039366e-05 -5.033538554712264e-05 -9.523241856840197e-06 -0.00022898555677150438 0.00010979572444298469 -4.631486122366779e-05 -7.748323432776709e-05 -7.981366254175433e-05 -0.00019473028256989226 -0.0005186704026606957 2.1346141789627845e-05 -0.0006824529477180651 -8.031449129024924e-05 0.000964068456738128 6.846292486910136e-07 1.3393629637424386e-06 7.675309137415674e-07 -2.734781848287819e-06
yob -1.530731019633737e-06 6.172196917113601e-07 6.989752849800707e-07 3.593842877256236e-06 -4.6240078250526404e-07 -4.298983496986993e-09 2.7859080249344355e-11 1.18049716081171e-08 -8.530824535206224e-11 9.083574082146364e-07 0.00010825493082649139 2.42076853401135e-05 -6.414434427672155e-05 1.2935467343832335e-05 -5.53270364187307e-05 -7.5144509977095415e-06 -2.5972426546925545e-05 5.237986420780278e-05 -8.891324289914424e-07 -4.842291150418893e-05 4.139248987535903e-05 -3.6579944876340123e-05 -1.5593629576396002e-05 5.7216432993886875e-05 3.383391902287806e-05 -1.1419068101947872e-05 -5.756165543649617e-07 3.8378978588426185e-05 -9.624923195770901e-05 -1.0201183695570557e-07 -5.083510774435746e-08 7.803016873325525e-08 -5.7190691723551084e-08
age 7.874338631874199e-05 6.989752849841139e-07 0.00012010537499317166 0.001302512248160727 -0.0001195735801077968 -3.247600254491568e-06 2.6927039803389088e-08 3.248107463765208e-06 -2.69215348869675e-08 -7.084388484636801e-06 1.2168429129774417e-05 -9.786223870870124e-05 -7.481038057705554e-05 -0.00012187014173438897 2.052336313766933e-05 -6.132275791360643e-05 -0.00011194225596805432 -3.000137026014262e-05 -1.3025824875913492e-05 -6.324312869247042e-05 5.093256833551524e-05 7.642999933123028e-05 -2.3383320786508054e-05 -6.835689026575719e-05 -9.140207372014509e-05 -2.953061527792235e-05 1.925219109174518e-05 0.00012086291407641128 -3.037624877677295e-05 8.775910596623965e-07 -2.4520882574245967e-07 -1.9037510351765884e-06 3.305931851702765e-06
sex -0.00012280096967618972 3.5938428773415934e-06 0.0013025122481606273 0.02941817838097766 -0.0024581281071127405 -3.317083322363198e-05 2.6274584615868174e-07 6.28113992656615e-05 -4.991479553066962e-07 -0.00019504562771327497 5.6846632289081536e-05 -0.0017338760195298934 0.00118463474779379 -0.0016889395515157775 0.0009329846285229371 1.786449455858903e-05 -0.0003530345026587658 5.399448752395494e-05 -0.0003571792692497407 -0.0003189664431678879 -0.002300011666167685 0.00029303401663930247 -0.0008393710433439867 -0.001818174698356836 -0.001649216422245698 -0.001401699432116011 0.0002480895857318292 0.0009301305270448297 -0.001210928813662687 8.424204928391266e-06 -2.856291378336858e-05 -1.930525673788943e-05 8.145024551468798e-05
age_sex 4.6430663922327195e-06 -4.624007825125635e-07 -0.00011957358010774125 -0.0024581281071121334 0.00022165560703380397 3.238625366021003e-06 -2.6853007966831634e-08 -5.9811804910153195e-06 4.949591579149795e-08 1.298749128782799e-05 3.089213361172986e-06 0.00015023455264514892 -8.264451900906053e-05 0.00013271378068925105 -5.72283941278799e-05 -9.108593083619286e-06 2.6334903106002252e-05 4.1292085038972775e-05 -2.2772436635253862e-06 3.12606912377293e-05 0.0001807243622763656 -1.068893651139907e-05 8.058325017243032e-05 0.00016577208440927393 0.0001894951870884525 0.00017637923769366903 4.1335772304705095e-05 -8.062847613059445e-05 0.00013704065132123734 -9.175353818191801e-07 1.961846613080743e-06 1.2870893441578012e-06 -5.3800523002885855e-06
age2 -2.7811984861150715e-06 -4.2989834970969326e-09 -3.247600254490954e-06 -3.31708332236274e-05 3.2386253660218544e-06 9.24469975624742e-08 -7.950355106716192e-10 -9.225696515673755e-08 7.931831672654657e-10 1.8733355350500292e-07 2.0329672420319474e-06 3.2986012538777907e-06 4.865523692386848e-07 4.704228381541811e-06 -1.7680128492032726e-06 1.452277340104974e-06 1.5266551865900182e-06 1.6241836682706597e-06 -7.216230776337613e-07 1.2593905938698923e-06 -9.439402081115875e-07 -2.9827515581073177e-06 1.3174639272131972e-07 2.921514402112728e-06 3.928211302718195e-06 1.4940522354560437e-06 -6.285908638103719e-07 -3.867631274099755e-06 -5.614623850928809e-07 -2.954252191868512e-08 2.8672558056628636e-10 3.3121656961302145e-08 -5.9304533728928074e-08
age3 2.8522575775661078e-08 2.7859080250059795e-11 2.6927039803378986e-08 2.627458461585778e-07 -2.6853007966832785e-08 -7.950355106714856e-10 7.0408176240424804e-12 7.931730862755956e-10 -7.022145068661666e-12 -2.6956906946825435e-09 -1.1870729860469011e-08 -2.7738925303681138e-08 -5.6582897698372434e-09 -4.1417802709739465e-08 8.63868451131047e-09 -1.5254852947884474e-08 -8.418570155986707e-09 -8.691862339104487e-09 1.2708791319147184e-08 -1.5200056831263727e-08 8.270811531912411e-09 2.3991055850972713e-08 -3.1234226619980968e-09 -2.182989890705634e-08 -3.847843829945802e-08 -1.8067234146452414e-08 -2.0870837190627236e-11 3.9889171097280575e-08 2.1001286813759444e-09 2.658178521426151e-10 3.1407709483135814e-11 -1.7077217650953551e-10 3.277900754800905e-10
age2_sex 2.7075545942802497e-08 1.180497160822425e-08 3.248107463762525e-06 6.28113992656309e-05 -5.981180491014009e-06 -9.225696515668404e-08 7.931730862753091e-10 1.6845283582086547e-07 -1.441351318933027e-09 -4.2985379560423704e-07 5.131125476715513e-08 -3.735633132854377e-06 1.7592059056001728e-06 -3.491067322897456e-06 9.507015978303955e-07 2.2928882457293452e-07 -8.131237845179662e-07 -1.496001553644533e-06 8.908914720225523e-07 -7.700593075677815e-07 -4.837505109082686e-06 2.619560053924814e-07 -2.672685832232617e-06 -4.511385404693571e-06 -5.8177548378180864e-06 -6.251898687695659e-06 -2.2977165886661635e-06 2.3066094423538533e-06 -4.100908043053826e-06 2.614270165815651e-08 -3.68133768373649e-08 -3.055930301509117e-08 1.0734456491181248e-07
age3_sex -1.4050030461751346e-09 -8.530824535352588e-11 -2.692153488693755e-08 -4.99147955306338e-07 4.949591579147746e-08 7.931831672647993e-10 -7.0221450686574225e-12 -1.4413513189327652e-09 1.2678167675636753e-11 4.857245588472075e-09 -7.136994821139958e-10 2.836096597293073e-08 -1.1583121052224868e-08 2.8710827287990126e-08 -2.701320022519504e-09 1.7248573260795877e-09 8.151029798674272e-09 1.2993696589494905e-08 -1.3458110612540673e-08 8.37783996744953e-09 4.391288115181266e-08 -2.622590481962597e-09 2.7367555574989203e-08 3.689082943480645e-08 5.137441674530848e-08 6.017415515833143e-08 2.8732599532319283e-08 -1.984948286831657e-08 3.544003806695213e-08 -2.354519594353193e-10 1.9021261145109974e-10 2.480614743541006e-10 -6.539749541531295e-10
PC_3 -0.00020105179761447596 9.083574082142319e-07 -7.084388484676476e-06 -0.00019504562771399634 1.298749128790008e-05 1.873335535061811e-07 -2.6956906946929465e-09 -4.2985379560633583e-07 4.857245588490495e-09 0.13461006990707894 -0.005907617988061425 -0.002696540804612121 0.006245334418232231 -0.0055075463023274195 0.018831178635724564 0.012886373277405199 -0.027993224581695498 -0.011780959372222014 -0.008403640225414828 0.028122031228306085 0.013535321732223245 0.028300088530586357 -0.017765774888509483 -0.05909465077662731 -0.013990721144769807 -0.012397297166519333 0.02254927785794456 -0.015607857381939335 0.041894244499110785 8.429197465273796e-05 -5.587804848604038e-05 0.00020159167543686845 0.00010089893645723486
