 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 1.3487654020259572e-05 -3.51417982295864e-08 -3.3484735584921314e-06 -1.03460264600662e-05 6.462711062782076e-07 6.483923858119518e-08 -3.811135474307228e-10 -1.3156270339332442e-08 8.412921639998375e-11 3.8272291917224603e-07 -6.251440037078127e-08 2.674928061171064e-07 -4.1542301170654045e-05 7.47231930325007e-05 -8.758292223296183e-05 5.19963933413374e-05 -4.6080297513818885e-05 -1.1622788386715615e-05 -8.963835649283835e-05 5.735076571179871e-07 -2.9152524649481057e-05 -5.6339264826879214e-05 -3.234027717532121e-06 -4.486198138956401e-05 -1.2202834107483833e-05 6.839484843457929e-06 -4.8903327459712926e-05 -6.136939120030995e-05 8.514090360756178e-05 -2.354471176646902e-08 2.6781344121392373e-07 -1.1680062613257489e-07
yob -3.514179822962854e-08 1.0905266434780056e-07 2.1440815621084247e-07 7.261831066576172e-07 -6.604311422733142e-08 -1.597344337725884e-09 4.282572566886225e-12 1.0786482273908837e-09 -4.327373384894701e-12 6.214718418380211e-07 7.99953844088341e-06 6.330820872206713e-07 -7.09905951216883e-06 -2.586192570071091e-06 -3.2510465267505507e-06 -5.710411584176075e-08 -3.0622960468467464e-06 5.091902734168414e-06 -1.1199547876538597e-06 -4.4235829454273744e-06 6.650459611050501e-06 -5.450669748854021e-06 -2.7795484930756365e-06 9.02455378856727e-06 3.522466654386735e-06 -3.1063037300767645e-07 -2.1573938403742035e-06 3.711233201578085e-06 -1.2401222506433799e-05 -1.2824729520895997e-08 -4.911285475906346e-09 -1.712844098210403e-08
age -3.348473558508138e-06 2.144081562108597e-07 3.859735084895596e-05 0.0005514339851903448 -3.658790312811077e-05 -7.681948452632578e-07 4.77207963194123e-09 7.332860118976193e-07 -4.565269952501433e-09 1.6802341767391215e-06 4.0076371211263534e-06 -2.482725456851425e-06 -2.7908220551757285e-05 5.946072437908564e-06 9.628356168492796e-06 8.011185669714472e-06 -1.4803488809644818e-05 6.676468783477838e-06 1.2435879605802943e-05 4.3142751218637416e-08 -7.753526904048277e-06 -7.935289660164489e-06 -2.104173270715878e-05 1.2042915417979479e-05 1.3459009827525403e-05 -1.009254278172325e-05 -3.2064605885607524e-05 -1.875852695946078e-05 -9.940725515559054e-06 -4.836801050160224e-08 2.033867768594594e-08 1.0411425476860886e-07
sex -1.034602646017249e-05 7.261831066422296e-07 0.0005514339851910374 0.01490039649616108 -0.0009586354335802943 -1.076393103602504e-05 6.578263888339426e-08 1.883276300195434e-05 -1.1551905381641593e-07 -4.832227630384823e-05 6.633112195504323e-05 -1.167510720979792e-05 1.475256966058517e-05 2.9567708182294243e-05 0.00014886094648058998 0.0001930948509183624 -0.0002489126361897384 0.0002036775831039756 0.0003232298607316371 -0.0001833791343967764 -7.136948190761571e-05 -7.755080934512475e-05 7.181631242023968e-05 -2.567203135995239e-05 0.00038614757177650363 0.00029889998402954766 -0.00031443650853748005 -6.90503320735171e-05 -0.00034263191558394355 9.330887299514198e-07 -5.760431147471638e-08 1.9207204387712746e-06
age_sex 6.462711062346847e-07 -6.60431142263764e-08 -3.658790312815107e-05 -0.0009586354335801604 6.374686977979416e-05 7.321102894251932e-07 -4.559777559232191e-09 -1.2823004765960279e-06 8.008854400985476e-09 1.8727527636283974e-06 2.0814438714836873e-06 7.71645373225158e-06 -6.279240002609e-07 -2.6051896186763904e-06 -1.47595027648447e-05 -1.1506353872037248e-05 1.1657343817657618e-05 -1.0088006424070447e-05 -2.3599356725238814e-05 1.0044843738455673e-05 3.853365518458076e-06 5.258085090767451e-06 -1.1328905008240388e-06 5.5693221540647776e-06 -2.110142278041516e-05 -2.2360539150084498e-05 2.324868124319574e-05 6.210014387517402e-06 1.7390792096699014e-05 -6.73345650245141e-08 -5.8748181074595206e-08 -8.836585158016732e-08
age2 6.483923858146053e-08 -1.5973443377192102e-09 -7.681948452631603e-07 -1.0763931036009395e-05 7.321102894242773e-07 1.5681555526176475e-08 -9.926696713411504e-11 -1.4984135736687726e-08 9.495783313885839e-11 2.976405629531998e-08 2.9735656243535204e-07 1.7309537848188503e-07 3.9100803471979994e-07 -8.270215041225252e-08 -3.437447811952907e-07 -1.828027956632245e-07 1.0200736226557699e-07 4.9818896782829184e-08 -3.891546816610212e-07 -1.9587875475257232e-07 2.799524415737648e-07 -2.415071896734558e-08 4.498038589598937e-07 4.106816211290539e-08 -6.533289577875482e-08 1.8310501971240883e-07 5.576450373666295e-07 4.375225386139326e-07 -2.414301188509859e-07 2.868170831019853e-10 -1.0139138027457833e-09 -2.037960544506575e-09
age3 -3.81113547431082e-10 4.28257256683805e-12 4.77207963194016e-09 6.578263888328924e-08 -4.559777559225991e-09 -9.926696713410567e-11 6.384886741613381e-13 9.493972379595973e-11 -6.10979428716132e-13 -6.182745747156861e-10 -2.885060120561147e-09 -1.5983305436571916e-09 -2.3723783230039577e-09 4.663135470683026e-10 2.3701175670952223e-09 1.2605246009388766e-09 -4.942977316791131e-13 -8.754704415007948e-10 2.820810704463257e-09 1.8625088910880134e-09 -1.91402260066381e-09 5.823059453971594e-10 -3.330065795835894e-09 -1.081183058530861e-09 -4.5458449176175904e-10 -1.1079742501230356e-09 -3.2478751233916683e-09 -2.711130137081952e-09 3.0120344505066772e-09 1.1265228119800345e-12 8.21947142703229e-12 1.2688384612796406e-11
age2_sex -1.3156270340303023e-08 1.0786482273980785e-09 7.33286011898328e-07 1.8832763001949618e-05 -1.282300476595892e-06 -1.4984135736704064e-08 9.493972379607155e-11 2.6311108213227188e-08 -1.6709578336924058e-10 -2.6569300665500834e-08 -1.286071511567086e-07 -2.499391714589371e-07 1.0992385993347434e-08 4.8685925780983346e-08 3.7888417834581404e-07 2.2358980375963387e-07 -1.814377039256252e-07 1.6220540998528348e-07 5.307921421996241e-07 -1.1182755121614356e-07 -6.587859957610707e-08 -8.674558123034142e-08 -6.210000720730146e-08 -2.0651136335002129e-07 3.6835669564672705e-07 4.56551186336795e-07 -4.745120051991812e-07 -1.410943587031482e-07 -2.4568380861177305e-07 1.3344345076671763e-09 1.8155998081424313e-09 1.4514091536987817e-09
age3_sex 8.412921639742301e-11 -4.32737338482815e-12 -4.565269952505317e-09 -1.155190538163767e-07 8.008854400983983e-09 9.495783313894968e-11 -6.109794287167635e-13 -1.6709578336922752e-10 1.0773005331283363e-12 2.21678659819239e-10 1.209077163516085e-09 2.0272228115699262e-09 -6.071031666017143e-11 -2.3774167816232365e-10 -2.789997067213302e-09 -1.3351538969290706e-09 9.274729201767429e-10 -8.669033899553052e-10 -3.695571800119184e-09 1.5902487426716434e-10 3.468826164449385e-10 4.2292736187139763e-10 8.793506828104328e-10 1.7776850050340338e-09 -2.0883090886330924e-09 -2.8194558052331036e-09 2.908505761645319e-09 8.020423755883439e-10 1.0305880743752396e-09 -9.128981852501235e-12 -1.2937911090568429e-11 -7.822612381975231e-12
PC_3 3.827229191698837e-07 6.214718418380702e-07 1.6802341767461171e-06 -4.832227630386211e-05 1.8727527636296014e-06 2.9764056295181032e-08 -6.182745747148248e-10 -2.656930066553095e-08 2.2167865981945752e-10 0.033665754925541386 0.0007595208841073949 0.0016888838692759105 -0.0002361087717294721 -0.005069816046745206 0.0026989033720879007 0.004333154814362909 -0.004849089542332133 -0.0006915571473707822 -0.0014961622174658545 0.0014201692857008835 0.006083846102031019 0.003416807669482681 -0.002528707362639841 -0.01135610139794752 0.00024872533889798253 -0.0008330871431162037 0.004019089777240115 -0.0009258082637061101 0.005601211462480537 -2.542955182886642e-07 3.0435392990064392e-05 3.250711976956531e-05
PC_4 -6.251440038491628e-08 7.999538440883892e-06 4.007637121207192e-06 6.633112195616318e-05 2.081443871408698e-06 2.973565624337303e-07 -2.8850601205510165e-09 -1.2860715115519634e-07 1.2090771635066327e-09 0.0007595208841073823 0.11418382868255744 -0.0031737452981608445 0.006717638004321909 -0.004000905500396026 -0.00041874622301927834 -0.004332012135805187 -0.0007244538389066627 -0.008124121041312894 0.0020664539364177413 0.006051947958627328 -0.01113684816771732 -0.006705999752691157 0.00853046312501619 0.00634451790147115 -0.0034422600767726875 0.0022502243489260156 -0.004809399001262663 -0.0008040403892684782 0.0052280187248499276 -3.042941078014336e-06 -4.3267736278485965e-05 -4.791274050593691e-05
PC_5 2.674928061159745e-07 6.330820872207349e-07 -2.482725456832002e-06 -1.1675107209439256e-05 7.71645373222918e-06 1.730953784815114e-07 -1.5983305436549372e-09 -2.4993917145851014e-07 2.0272228115673764e-09 0.001688883869275912 -0.0031737452981608406 0.1483462291097757 -0.0026767124595633743 -0.0040424851848661235 -0.0009433395715774852 0.004556481618438824 -0.010245550828898439 -0.0017337560206980233 -0.011231009810283413 -0.007539190986564457 -0.0006249833252433559 -0.009462772463821857 0.008163321736797693 -0.016404579879677743 0.005482331026331382 0.0034629703985829645 -0.001549005694124922 -0.00205159174465006 0.010053549777173104 -4.019699615486709e-06 2.4682920058327873e-05 -7.3110925662771455e-06
PC_6 -4.154230117065526e-05 -7.099059512168422e-06 -2.7908220551688198e-05 1.47525696626705e-05 -6.279240004018427e-07 3.9100803471842277e-07 -2.3723783229953984e-09 1.0992385996218717e-08 -6.071031667828676e-11 -0.000236108771729463 0.006717638004321954 -0.0026767124595633842 0.1884295541196703 0.0030243369136874706 0.005205134439617618 -0.006468883841292671 -0.0060931717124591955 0.004255741317823031 -0.00843869018400487 0.0003164220672200802 0.00054492298656986 -0.015463861416124769 0.00891970492901839 0.016212811991000074 -0.003413808257623415 -0.0006140043676299044 -0.007102666847320206 -0.0022121978419635422 -0.006498895424028387 -4.359744778977054e-06 -6.133670349292666e-06 -1.1370090169969125e-05
PC_7 7.47231930325057e-05 -2.5861925700712925e-06 5.946072437810656e-06 2.956770818020479e-05 -2.605189618535632e-06 -8.270215041026369e-08 4.663135470557496e-10 4.86859257781171e-08 -2.3774167814421646e-10 -0.005069816046745192 -0.004000905500395968 -0.004042485184866101 0.0030243369136874905 0.23476445123926107 0.00849942015728341 -0.0011016495865016275 -0.00965088223563837 0.009498904443492825 0.006663435446723733 0.02098408643814361 0.007425571325214032 -0.022191963549023225 -0.01507658521331624 0.018258405920588014 -0.008132406271616044 -0.006633149155353432 -0.0011038701868880182 0.00757291580800035 -0.009486405241736029 6.941714502777062e-06 2.009699066271063e-05 1.8174414351820097e-05
